ResourceID,card,order,Keeper,Object Number,Object Number Type,Object Identifier,Warehouse Location (begin),Warehouse Location (end),Object Type
c24c51bc-954c-51b8-943a-199225d8e520,AA,0,Museum Mayer van den Bergh,tg:mmbdc:137_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/c24c51bc-954c-51b8-943a-199225d8e520,Doos A.XVII,,clippings (information artifacts)
3299b50f-4034-5809-8a1f-7997997b6e2f,AA,0,Museum Mayer van den Bergh,tg:mmbdc:138_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/3299b50f-4034-5809-8a1f-7997997b6e2f,Doos A.XVII,,circular letters
24617713-e3c4-5f12-b314-aaa0bdb307bf,AA,0,Museum Mayer van den Bergh,tg:mmbdc:139_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/24617713-e3c4-5f12-b314-aaa0bdb307bf,Doos A.XVIII,,postcards
6b90b573-8ebe-51e0-acf5-7715d12dbcaf,AA,0,Museum Mayer van den Bergh,tg:mmbdc:145_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/6b90b573-8ebe-51e0-acf5-7715d12dbcaf,Doos A.XVIII,,files (document groupings)
70492b6b-e7eb-5977-85d1-5cb950f70548,AA,0,Museum Mayer van den Bergh,tg:mmbdc:146_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/70492b6b-e7eb-5977-85d1-5cb950f70548,Doos A.XVIII,,files (document groupings)
1225d2c6-ae14-534c-b23f-9bb9d81bf370,AA,0,Museum Mayer van den Bergh,tg:mmbdc:147_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/1225d2c6-ae14-534c-b23f-9bb9d81bf370,Doos A.XVIII,,files (document groupings)
3cae6da1-00c8-5157-958c-bed21e032939,AA,0,Museum Mayer van den Bergh,tg:mmbdc:148_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/3cae6da1-00c8-5157-958c-bed21e032939,Doos A.XVIII,,files (document groupings)
14f60fcf-e046-541d-b6b9-a0ea2fe4d7a9,AA,0,Museum Mayer van den Bergh,tg:mmbdc:149_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/14f60fcf-e046-541d-b6b9-a0ea2fe4d7a9,Doos A.XVIII,,files (document groupings)
c68a31e5-f476-5ff8-8953-265daa26d392,AA,0,Museum Mayer van den Bergh,tg:mmbdc:150_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/c68a31e5-f476-5ff8-8953-265daa26d392,Doos A.XVIII,,files (document groupings)
da27b447-e317-5c70-a413-a01ab52640c3,AA,0,Museum Mayer van den Bergh,tg:mmbdc:151_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/da27b447-e317-5c70-a413-a01ab52640c3,,,files (document groupings)
f7cec6a7-819e-58e6-aa80-2aabe335a6d8,AA,0,Museum Mayer van den Bergh,tg:mmbdc:152_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/f7cec6a7-819e-58e6-aa80-2aabe335a6d8,Doos A.XIX,,files (document groupings)
e58f89be-da92-5234-adda-204c9b4ab038,AA,0,Museum Mayer van den Bergh,tg:mmbdc:153_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/e58f89be-da92-5234-adda-204c9b4ab038,Doos A.XIX,,files (document groupings)
bb130f45-0b3b-5079-a75c-985e785c815c,AA,0,Museum Mayer van den Bergh,tg:mmbdc:154_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/bb130f45-0b3b-5079-a75c-985e785c815c,Doos A.XIX,,files (document groupings)
2f751964-6d01-58b3-b82d-76fabdac181e,AA,0,Museum Mayer van den Bergh,tg:mmbdc:155_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/2f751964-6d01-58b3-b82d-76fabdac181e,Doos A.XIX,,files (document groupings)
d3868d11-8b8d-5408-aea7-07b014f4cc2f,AA,0,Museum Mayer van den Bergh,tg:mmbdc:156_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/d3868d11-8b8d-5408-aea7-07b014f4cc2f,Doos A.XIX,,files (document groupings)
9d0d1c72-e334-572f-8c54-2611947cc798,AA,0,Museum Mayer van den Bergh,tg:mmbdc:157_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/9d0d1c72-e334-572f-8c54-2611947cc798,Doos A.XIX,,files (document groupings)
34ea6dc7-8dd0-58b1-9b4f-1275ee51f67c,AA,0,Museum Mayer van den Bergh,tg:mmbdc:135_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/34ea6dc7-8dd0-58b1-9b4f-1275ee51f67c,Doos A.XII,,postcards
99261f7e-2bb0-5100-ba1f-eedeb67e816f,AA,0,Museum Mayer van den Bergh,tg:mmbdc:38_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/99261f7e-2bb0-5100-ba1f-eedeb67e816f,Doos A.IX,,testimonials
3261420f-fa95-5253-80dc-107299b8b524,AA,0,Museum Mayer van den Bergh,tg:mmbdc:41_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/3261420f-fa95-5253-80dc-107299b8b524,Doos A.IX,,testimonials
be0fc51d-b1da-5adf-8485-ccda336b1cf4,AA,0,Museum Mayer van den Bergh,tg:mmbdc:163_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/be0fc51d-b1da-5adf-8485-ccda336b1cf4,,,testimonials
e49f59a6-245b-5048-82a8-e7560fca7e6c,AA,0,Museum Mayer van den Bergh,tg:mmbdc:164_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/e49f59a6-245b-5048-82a8-e7560fca7e6c,,,testimonials
276ac32f-6efb-5018-81e5-6c720c63ec86,AA,0,Museum Mayer van den Bergh,tg:mmbdc:1_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/276ac32f-6efb-5018-81e5-6c720c63ec86,Doos A.IX,,postcards
a760ecdc-ffd1-5020-9188-01fab16e8d7e,AA,0,Museum Mayer van den Bergh,tg:mmbdc:13_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/a760ecdc-ffd1-5020-9188-01fab16e8d7e,Doos A.IX,,obituaries
d2b1e801-98c8-50f2-aada-311f9dcc076b,AA,0,Museum Mayer van den Bergh,tg:mmbdc:14_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/d2b1e801-98c8-50f2-aada-311f9dcc076b,Doos A.IX,,obituaries
0b709b78-cc59-59d6-a0ea-0e08541230fa,AA,0,Museum Mayer van den Bergh,tg:mmbdc:15_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/0b709b78-cc59-59d6-a0ea-0e08541230fa,Doos A.IX,,obituaries
6e7e86ee-6828-5f4c-887f-0e6df4a4e461,AA,0,Museum Mayer van den Bergh,tg:mmbdc:16_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/6e7e86ee-6828-5f4c-887f-0e6df4a4e461,Doos A.IX,,obituaries
aa5b4284-4130-5738-b75b-41e78516e517,AA,0,Museum Mayer van den Bergh,tg:mmbdc:17_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/aa5b4284-4130-5738-b75b-41e78516e517,Doos A.IX,,obituaries
9a28002b-ba44-5e42-8248-4056ae98f698,AA,0,Museum Mayer van den Bergh,tg:mmbdc:18_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/9a28002b-ba44-5e42-8248-4056ae98f698,Doos A.IX,,obituaries
02762407-114b-52cb-b815-50e59376f1e2,AA,0,Museum Mayer van den Bergh,tg:mmbdc:19_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/02762407-114b-52cb-b815-50e59376f1e2,Doos A.IX,,obituaries
a8a785b2-615d-5cb3-895c-879ac3d91c7a,AA,0,Museum Mayer van den Bergh,tg:mmbdc:20_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/a8a785b2-615d-5cb3-895c-879ac3d91c7a,Doos A.IX,,obituaries
ae701dd1-11e4-5401-b13b-ea98289eb072,AA,0,Museum Mayer van den Bergh,tg:mmbdc:21_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/ae701dd1-11e4-5401-b13b-ea98289eb072,Doos A.IX,,obituaries
b4440dbe-bb57-5d79-a39a-05a615a74af0,AA,0,Museum Mayer van den Bergh,tg:mmbdc:22_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/b4440dbe-bb57-5d79-a39a-05a615a74af0,Doos A.IX,,obituaries
87faaec5-b87c-5dae-8262-c875a4343c99,AA,0,Museum Mayer van den Bergh,tg:mmbdc:23_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/87faaec5-b87c-5dae-8262-c875a4343c99,Doos A.IX,,obituaries
9c7e7b2a-bdac-540e-a685-2fbfa433ca79,AA,0,Museum Mayer van den Bergh,tg:mmbdc:24_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/9c7e7b2a-bdac-540e-a685-2fbfa433ca79,Doos A.IX,,obituaries
fe12775b-a1f5-59ef-8d82-84f9ec7d6d59,AA,0,Museum Mayer van den Bergh,tg:mmbdc:25_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/fe12775b-a1f5-59ef-8d82-84f9ec7d6d59,Doos A.IX,,obituaries
5d1ded10-c07e-5977-85f8-c9a900ea95e5,AA,0,Museum Mayer van den Bergh,tg:mmbdc:26_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/5d1ded10-c07e-5977-85f8-c9a900ea95e5,Doos A.IX,,obituaries
4f4bbd32-3cde-5475-b224-db3677001acc,AA,0,Museum Mayer van den Bergh,tg:mmbdc:27_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/4f4bbd32-3cde-5475-b224-db3677001acc,Doos A.IX,,obituaries
4061ffc7-e7f6-56f4-9831-a00c3db2e494,AA,0,Museum Mayer van den Bergh,tg:mmbdc:28_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/4061ffc7-e7f6-56f4-9831-a00c3db2e494,Doos A.IX,,postcards
428d08bf-1d96-5650-9ff9-ce35c44d19ec,AA,0,Museum Mayer van den Bergh,tg:mmbdc:29_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/428d08bf-1d96-5650-9ff9-ce35c44d19ec,Doos A.IX,,postcards
edc08000-9da6-57c4-a4fc-8c14ebaafd1f,AA,0,Museum Mayer van den Bergh,tg:mmbdc:32_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/edc08000-9da6-57c4-a4fc-8c14ebaafd1f,Doos A.IX,,obituaries
9322239b-d5aa-5637-b103-47cdc4452370,AA,0,Museum Mayer van den Bergh,tg:mmbdc:33_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/9322239b-d5aa-5637-b103-47cdc4452370,Doos A.IX,,obituaries
47fcbe5a-26ca-5418-9835-57335a86221f,AA,0,Museum Mayer van den Bergh,tg:mmbdc:34_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/47fcbe5a-26ca-5418-9835-57335a86221f,Doos A.IX,,obituaries
cbf9d6f1-891b-5760-b712-647aa6714646,AA,0,Museum Mayer van den Bergh,tg:mmbdc:35_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/cbf9d6f1-891b-5760-b712-647aa6714646,Doos A.IX,,obituaries
549796a6-5207-51d5-8499-dd3bdab97743,AA,0,Museum Mayer van den Bergh,tg:mmbdc:36_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/549796a6-5207-51d5-8499-dd3bdab97743,Doos A.IX,,menus
b712e8ac-aa1c-523b-812f-67f1e11c0eb8,AA,0,Museum Mayer van den Bergh,tg:mmbdc:37_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/b712e8ac-aa1c-523b-812f-67f1e11c0eb8,Doos A.IX,,menus
d5d88f16-25d2-5c82-8c97-d848a6ced94b,AA,0,Museum Mayer van den Bergh,tg:mmbdc:39_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/d5d88f16-25d2-5c82-8c97-d848a6ced94b,Doos A.IX,,postcards
32978923-1776-5392-b89e-cc52eb4e7cbf,AA,0,Museum Mayer van den Bergh,tg:mmbdc:40_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/32978923-1776-5392-b89e-cc52eb4e7cbf,Doos A.IX,,judicial records
6a5231b7-ae21-565f-9c19-f9f5624a6ddd,AA,0,Museum Mayer van den Bergh,tg:mmbdc:44_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/6a5231b7-ae21-565f-9c19-f9f5624a6ddd,Doos A.IX,,menus
1aacb29f-bc49-56ee-afd3-9ae413d1ef68,AA,0,Museum Mayer van den Bergh,tg:mmbdc:45_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/1aacb29f-bc49-56ee-afd3-9ae413d1ef68,Doos A.IX,,offprints
0aa0fe80-a3de-590d-a912-829862db9c38,AA,0,Museum Mayer van den Bergh,tg:mmbdc:46_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/0aa0fe80-a3de-590d-a912-829862db9c38,Doos A.IX,,scripts (documents)
d929c2ae-a8bc-50b3-ab2c-e7d620669d02,AA,0,Museum Mayer van den Bergh,tg:mmbdc:47_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/d929c2ae-a8bc-50b3-ab2c-e7d620669d02,Doos A.IX,,scripts (documents)
a9e0d98c-8bbd-59ec-b541-dabf1533913a,AA,0,Museum Mayer van den Bergh,tg:mmbdc:114_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/a9e0d98c-8bbd-59ec-b541-dabf1533913a,Doos A.XII,,
64c0024c-5b13-5b4c-ae2e-d283f2533d4f,AA,0,Museum Mayer van den Bergh,tg:mmbdc:115_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/64c0024c-5b13-5b4c-ae2e-d283f2533d4f,Doos A.XII,,postcards
78113b5e-98ce-55a7-b162-97ee1f68c18e,AA,0,Museum Mayer van den Bergh,tg:mmbdc:116_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/78113b5e-98ce-55a7-b162-97ee1f68c18e,Doos A.XII,,postcards
a65d00e0-58e7-5dee-a1ce-14e8bb175ed2,AA,0,Museum Mayer van den Bergh,tg:mmbdc:30_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/a65d00e0-58e7-5dee-a1ce-14e8bb175ed2,Doos A.IX,,financial records
4dcc783d-aa40-5a6b-bb15-47e95e268bd8,AA,0,Museum Mayer van den Bergh,tg:mmbdc:31_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/4dcc783d-aa40-5a6b-bb15-47e95e268bd8,Doos A.IX,,financial records
c3788d2c-d341-52ba-b8d9-e09611e57d76,AA,0,Museum Mayer van den Bergh,tg:mmbdc:42_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/c3788d2c-d341-52ba-b8d9-e09611e57d76,Doos A.IX,,financial records
af199622-0508-5d7d-9f7b-5311e1542b7b,AA,0,Museum Mayer van den Bergh,tg:mmbdc:43_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/af199622-0508-5d7d-9f7b-5311e1542b7b,Doos A.IX,,financial records
385568ec-d7be-5d72-bd98-8a807a57f5e4,AA,0,Museum Mayer van den Bergh,tg:mmbdc:162_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/385568ec-d7be-5d72-bd98-8a807a57f5e4,Doos A.XIX,,files (document groupings)
d92558b5-a0f3-51b6-9383-ce4f1c0dd27c,AA,0,Museum Mayer van den Bergh,tg:mmbdc:165_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/d92558b5-a0f3-51b6-9383-ce4f1c0dd27c,"groot depot, kast 14",,programs (documents)
8737cb46-3ec3-5166-ae7e-a061a35c47ad,AA,0,Museum Mayer van den Bergh,tg:mmbdc:166_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/8737cb46-3ec3-5166-ae7e-a061a35c47ad,"groot depot, kast 14",,programs (documents)
b3190c4b-e2d5-5f49-9d6a-6d3bab05282e,AA,0,Museum Mayer van den Bergh,tg:mmbdc:167_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/b3190c4b-e2d5-5f49-9d6a-6d3bab05282e,"groot depot, kast 14",,programs (documents)
