brocade.id,Legacy Information Code,Legacy Information Value,dataset,card,Legacy Information Type,ResourceID, card
tg:lhbr:178165,d:lh:238685,file://antwerpen.local/Depot/CSArchief/7_LH/7_01_collectie/7_01_01_gedigitaliseerd/7_01_01_03_brieven/S_/S935_Streuvels_Stijn/B2/C_Vos/tg_lhbr_178165.tif,lhbr,e73_LegacyImages,image high resolution,8a99fa22-d21c-5319-9b71-1a38159a5a1c,e73_LegacyImages
tg:lhbr:178166,d:lh:238683,file://antwerpen.local/Depot/CSArchief/7_LH/7_01_collectie/7_01_01_gedigitaliseerd/7_01_01_03_brieven/S_/S935_Streuvels_Stijn/B2/C_Vos/tg_lhbr_178166.tif,lhbr,e73_LegacyImages,image high resolution,f33cda1a-59d5-5115-a3c0-cca17adc8e73,e73_LegacyImages
tg:lhbr:178168,d:lh:238686,file://antwerpen.local/Depot/CSArchief/7_LH/7_01_collectie/7_01_01_gedigitaliseerd/7_01_01_03_brieven/S_/S935_Streuvels_Stijn/B2/C_Vos/tg_lhbr_178168.tif,lhbr,e73_LegacyImages,image high resolution,0103c7c1-3122-53c3-91dc-4690c302f4ae,e73_LegacyImages
tg:lhbr:178169,d:lh:238687,file://antwerpen.local/Depot/CSArchief/7_LH/7_01_collectie/7_01_01_gedigitaliseerd/7_01_01_03_brieven/S_/S935_Streuvels_Stijn/B2/C_Vos/tg_lhbr_178169.tif,lhbr,e73_LegacyImages,image high resolution,a1c28d3c-b2f2-5b47-93f2-f039502659be,e73_LegacyImages
tg:lhbr:178171,d:lh:238739,file://antwerpen.local/Depot/CSArchief/7_LH/7_01_collectie/7_01_01_gedigitaliseerd/7_01_01_03_brieven/S_/S935_Streuvels_Stijn/B2/C_Vos/tg_lhbr_178171.tif,lhbr,e73_LegacyImages,image high resolution,bc82a876-9751-57d6-ab9b-364a9b0170db,e73_LegacyImages
tg:lhbr:178172,d:lh:238742,file://antwerpen.local/Depot/CSArchief/7_LH/7_01_collectie/7_01_01_gedigitaliseerd/7_01_01_03_brieven/S_/S935_Streuvels_Stijn/B2/C_Vos/tg_lhbr_178172,lhbr,e73_LegacyImages,image high resolution,df57dd9b-955d-53b9-ba25-9f35bc0634fe,e73_LegacyImages
tg:lhbr:178173,d:lh:238741,file://antwerpen.local/Depot/CSArchief/7_LH/7_01_collectie/7_01_01_gedigitaliseerd/7_01_01_03_brieven/S_/S935_Streuvels_Stijn/B2/C_Vos/tg_lhbr_178173,lhbr,e73_LegacyImages,image high resolution,96a44db7-e893-5918-b283-84a78b5e9302,e73_LegacyImages
tg:lhbr:178174,d:lh:238738,file://antwerpen.local/Depot/CSArchief/7_LH/7_01_collectie/7_01_01_gedigitaliseerd/7_01_01_03_brieven/S_/S935_Streuvels_Stijn/B2/C_Vos/tg_lhbr_178174.tif,lhbr,e73_LegacyImages,image high resolution,f3bc32a1-b7ac-5234-bd2a-8a04aa2a4e8c,e73_LegacyImages
tg:lhbr:178175,d:lh:238737,file://antwerpen.local/Depot/CSArchief/7_LH/7_01_collectie/7_01_01_gedigitaliseerd/7_01_01_03_brieven/S_/S935_Streuvels_Stijn/B2/C_Vos/tg_lhbr_178175,lhbr,e73_LegacyImages,image high resolution,b95e5f21-bc47-5c77-b5b8-766ff12fad5f,e73_LegacyImages
tg:lhbr:178198,d:lh:223968,file://antwerpen.local/Depot/CSArchief/7_LH/7_01_collectie/7_01_01_gedigitaliseerd/7_01_01_03_brieven/D_/D125_Daisne_Johan/Ferre_Leo/tg_lhbr_178198,lhbr,e73_LegacyImages,image high resolution,aec9c1c7-1859-590d-ae45-3002426c5225,e73_LegacyImages
tg:lhbr:178199,d:lh:223967,file://antwerpen.local/Depot/CSArchief/7_LH/7_01_collectie/7_01_01_gedigitaliseerd/7_01_01_03_brieven/D_/D125_Daisne_Johan/Ferre_Leo/tg_lhbr_178199,lhbr,e73_LegacyImages,image high resolution,90ea0c31-4b98-54eb-90f9-6bebaa8f3e3b,e73_LegacyImages
tg:lhbr:178200,d:lh:223970,file://antwerpen.local/Depot/CSArchief/7_LH/7_01_collectie/7_01_01_gedigitaliseerd/7_01_01_03_brieven/D_/D125_Daisne_Johan/Ferre_Leo/tg_lhbr_178200,lhbr,e73_LegacyImages,image high resolution,b0fc8b2d-9c50-5c99-ae6d-c4b1dca3361e,e73_LegacyImages
tg:lhbr:181626,d:lh:246678,file://antwerpen.local/Depot/CSArchief/7_LH/7_01_collectie/7_01_01_gedigitaliseerd/7_01_01_03_brieven/N_/N4635_Nijlen_Jan_van/tg_lhbr_181626,lhbr,e73_LegacyImages,image high resolution,441eac4c-0690-5d64-9ab3-b7d3bd515f03,e73_LegacyImages
tg:lhbr:18410,d:lh:223503,file://antwerpen.local/Depot/CSArchief/7_LH/7_01_collectie/7_01_01_gedigitaliseerd/7_01_01_03_brieven/R_/R5845_Roelants_Maurice/tg_lhbr_14810,lhbr,e73_LegacyImages,image high resolution,be5af200-420d-5c26-847e-2150729bed8d,e73_LegacyImages
tg:lhbr:18411,d:lh:223756,file://antwerpen.local/Depot/CSArchief/7_LH/7_01_collectie/7_01_01_gedigitaliseerd/7_01_01_03_brieven/B_/B79985_Braak_Menno_ter/tg_lhbr_18411.tif,lhbr,e73_LegacyImages,image high resolution,0623a09d-2461-5a19-a1c0-ad8f6f4606dc,e73_LegacyImages
tg:lhbr:18412,d:lh:223755,file://antwerpen.local/Depot/CSArchief/7_LH/7_01_collectie/7_01_01_gedigitaliseerd/7_01_01_03_brieven/B_/B79985_Braak_Menno_ter/tg_lhbr_18412.tif,lhbr,e73_LegacyImages,image high resolution,99837377-1820-5b7a-bfaf-20392e3bfa00,e73_LegacyImages
tg:lhbr:18413,d:lh:223502,file://antwerpen.local/Depot/CSArchief/7_LH/7_01_collectie/7_01_01_gedigitaliseerd/7_01_01_03_brieven/B_/B79985_Braak_Menno_ter/tg_lhbr_18413,lhbr,e73_LegacyImages,image high resolution,50226a1c-9681-59cc-be11-ad262d50c197,e73_LegacyImages
tg:lhbr:18414,d:lh:223501,file://antwerpen.local/Depot/CSArchief/7_LH/7_01_collectie/7_01_01_gedigitaliseerd/7_01_01_03_brieven/R_/R5845_Roelants_Maurice/tg_lhbr_18414,lhbr,e73_LegacyImages,image high resolution,84192ed7-45d0-5591-91a1-8f92eaf033bb,e73_LegacyImages
tg:lhbr:18415,d:lh:223754,file://antwerpen.local/Depot/CSArchief/7_LH/7_01_collectie/7_01_01_gedigitaliseerd/7_01_01_03_brieven/B_/B79985_Braak_Menno_ter/tg_lhbr_18415,lhbr,e73_LegacyImages,image high resolution,f11dc83e-5d95-56e6-b626-e5ac08c1f6f2,e73_LegacyImages
tg:lhbr:18416,d:lh:223752,file://antwerpen.local/Depot/CSArchief/7_LH/7_01_collectie/7_01_01_gedigitaliseerd/7_01_01_03_brieven/B_/B79985_Braak_Menno_ter/tg_lhbr_18416,lhbr,e73_LegacyImages,image high resolution,f2bb40ec-2279-50c4-88c4-9d0f0af2956a,e73_LegacyImages
tg:lhbr:18417,d:lh:223753,file://antwerpen.local/Depot/CSArchief/7_LH/7_01_collectie/7_01_01_gedigitaliseerd/7_01_01_03_brieven/B_/B79985_Braak_Menno_ter/tg_lhbr_18417,lhbr,e73_LegacyImages,image high resolution,a6e94002-73b6-5f4e-ba22-951945818708,e73_LegacyImages
tg:lhbr:184195,d:lh:237272,file://antwerpen.local/Depot/CSArchief/7_LH/7_01_collectie/7_01_01_gedigitaliseerd/7_01_01_03_brieven/T_/T48399_Tijdschrift_Nieuw_Vlaams/tg_lhbr_184195.tif,lhbr,e73_LegacyImages,image high resolution,278bcf68-f275-5232-bb4d-1e21477b49ba,e73_LegacyImages
tg:lhbr:189602,d:lh:285780,file://antwerpen.local/Depot/CSArchief/7_LH/7_01_collectie/7_01_01_gedigitaliseerd/7_01_01_03_brieven/T_/T48399_Tijdschrift_Nieuw_Vlaams/tg_lhbr_189602.tif,lhbr,e73_LegacyImages,image high resolution,2790b114-d036-54e5-b955-1ece78d53108,e73_LegacyImages
tg:lhbr:192501,d:lh:245531,file://antwerpen.local/Depot/CSArchief/7_LH/7_01_collectie/7_01_01_gedigitaliseerd/7_01_01_03_brieven/G_/G395_Gilliams_Maurice/tg_lhbr_192501,lhbr,e73_LegacyImages,image high resolution,f5fcc515-5460-5e65-836a-4cc232eafe29,e73_LegacyImages
tg:lhbr:193559,d:lh:279922,file://antwerpen.local/Depot/CSArchief/7_LH/7_01_collectie/7_01_01_gedigitaliseerd/7_01_01_03_brieven/G_/G395_Gilliams_Maurice/tg_lhbr_193559,lhbr,e73_LegacyImages,image high resolution,c96938ab-fd7c-5c48-ada9-8e68e4c1cb0b,e73_LegacyImages
tg:lhbr:193560,d:lh:279955,file://antwerpen.local/Depot/CSArchief/7_LH/7_01_collectie/7_01_01_gedigitaliseerd/7_01_01_03_brieven/G_/G395_Gilliams_Maurice/tg_lhbr_193560.tif,lhbr,e73_LegacyImages,image high resolution,7b5f96be-5ba3-5f34-b993-f0ddfb30595a,e73_LegacyImages
tg:lhbr:193561,d:lh:279954,file://antwerpen.local/Depot/CSArchief/7_LH/7_01_collectie/7_01_01_gedigitaliseerd/7_01_01_03_brieven/G_/G395_Gilliams_Maurice/tg_lhbr_193561.tif,lhbr,e73_LegacyImages,image high resolution,3ab33eae-c190-5709-ab42-0834341eda77,e73_LegacyImages
tg:lhbr:193562,d:lh:279953,file://antwerpen.local/Depot/CSArchief/7_LH/7_01_collectie/7_01_01_gedigitaliseerd/7_01_01_03_brieven/G_/G395_Gilliams_Maurice/tg_lhbr_193562,lhbr,e73_LegacyImages,image high resolution,264a39b0-eb20-5c59-b5a6-dcf80fc344ed,e73_LegacyImages
tg:lhbr:193563,d:lh:279956,file://antwerpen.local/Depot/CSArchief/7_LH/7_01_collectie/7_01_01_gedigitaliseerd/7_01_01_03_brieven/G_/G395_Gilliams_Maurice/tg_lhbr_193563,lhbr,e73_LegacyImages,image high resolution,c0ef5558-ce8a-501e-926e-a6575929fd8a,e73_LegacyImages
tg:lhbr:193564,d:lh:279958,file://antwerpen.local/Depot/CSArchief/7_LH/7_01_collectie/7_01_01_gedigitaliseerd/7_01_01_03_brieven/G_/G395_Gilliams_Maurice/tg_lhbr_193564,lhbr,e73_LegacyImages,image high resolution,90f4ef40-c7ff-5888-9296-715674e9ee9c,e73_LegacyImages
tg:lhbr:193565,d:lh:279957,file://antwerpen.local/Depot/CSArchief/7_LH/7_01_collectie/7_01_01_gedigitaliseerd/7_01_01_03_brieven/G_/G395_Gilliams_Maurice/tg_lhbr_193565.tif,lhbr,e73_LegacyImages,image high resolution,dd0036b0-fcff-5db1-8ad5-fddd30e1bd5c,e73_LegacyImages
tg:lhbr:193566,d:lh:279959,file://antwerpen.local/Depot/CSArchief/7_LH/7_01_collectie/7_01_01_gedigitaliseerd/7_01_01_03_brieven/G_/G395_Gilliams_Maurice/tg_lhbr_193566,lhbr,e73_LegacyImages,image high resolution,971ec62a-deea-5c7d-bf46-07e14b53e482,e73_LegacyImages
tg:lhbr:198757,d:lh:275280,file://antwerpen.local/Depot/CSArchief/7_LH/7_01_collectie/7_01_01_gedigitaliseerd/7_01_01_03_brieven/B_/B417_Belpaire_M_E/tg_lhbr_198757,lhbr,e73_LegacyImages,image high resolution,b8af600d-18d1-56b5-a2ad-7cd0467c003c,e73_LegacyImages
tg:lhbr:198758,d:lh:281850,file://antwerpen.local/Depot/CSArchief/7_LH/7_01_collectie/7_01_01_gedigitaliseerd/7_01_01_03_brieven/B_/B417_Belpaire_M_E/tg_lhbr_198758,lhbr,e73_LegacyImages,image high resolution,278cff7a-8c76-5cc4-b2e9-0e2a1188fe57,e73_LegacyImages
tg:lhbr:198760,d:lh:275296,file://antwerpen.local/Depot/CSArchief/7_LH/7_01_collectie/7_01_01_gedigitaliseerd/7_01_01_03_brieven/B_/B417_Belpaire_M_E/tg_lhbr_198760,lhbr,e73_LegacyImages,image high resolution,1e112bb9-de1d-5115-8375-1220a56f413b,e73_LegacyImages
tg:lhbr:198761,d:lh:275297,file://antwerpen.local/Depot/CSArchief/7_LH/7_01_collectie/7_01_01_gedigitaliseerd/7_01_01_03_brieven/B_/B417_Belpaire_M_E/tg_lhbr_198761,lhbr,e73_LegacyImages,image high resolution,fb979d21-72a0-5b6d-baf8-0f14a7d52e4d,e73_LegacyImages
tg:lhbr:198762,d:lh:275294,file://antwerpen.local/Depot/CSArchief/7_LH/7_01_collectie/7_01_01_gedigitaliseerd/7_01_01_03_brieven/B_/B417_Belpaire_M_E/tg_lhbr_198762,lhbr,e73_LegacyImages,image high resolution,3e6aa1cb-97f5-5843-b01f-aaeae02d4a97,e73_LegacyImages
tg:lhbr:198763,d:lh:275295,file://antwerpen.local/Depot/CSArchief/7_LH/7_01_collectie/7_01_01_gedigitaliseerd/7_01_01_03_brieven/B_/B417_Belpaire_M_E/tg_lhbr_198763,lhbr,e73_LegacyImages,image high resolution,1a5b14bb-4874-5222-b974-971ff3967642,e73_LegacyImages
tg:lhbr:198764,d:lh:275292,file://antwerpen.local/Depot/CSArchief/7_LH/7_01_collectie/7_01_01_gedigitaliseerd/7_01_01_03_brieven/B_/B417_Belpaire_M_E/tg_lhbr_198764,lhbr,e73_LegacyImages,image high resolution,e0f6764e-670a-5bc6-b41f-7f2ca91d6f04,e73_LegacyImages
tg:lhbr:198765,d:lh:275293,file://antwerpen.local/Depot/CSArchief/7_LH/7_01_collectie/7_01_01_gedigitaliseerd/7_01_01_03_brieven/B_/B417_Belpaire_M_E/tg_lhbr_198765,lhbr,e73_LegacyImages,image high resolution,15ccd4ae-e26c-53f4-b529-6bb7b1b27053,e73_LegacyImages
tg:lhbr:198766,d:lh:275291,file://antwerpen.local/Depot/CSArchief/7_LH/7_01_collectie/7_01_01_gedigitaliseerd/7_01_01_03_brieven/B_/B417_Belpaire_M_E/tg_lhbr_198766,lhbr,e73_LegacyImages,image high resolution,fcad16ef-1b22-5e6e-90e8-4e1af361d147,e73_LegacyImages
tg:lhbr:198768,d:lh:275325,file://antwerpen.local/Depot/CSArchief/7_LH/7_01_collectie/7_01_01_gedigitaliseerd/7_01_01_03_brieven/B_/B417_Belpaire_M_E/tg_lhbr_198768,lhbr,e73_LegacyImages,image high resolution,f69bca3d-7e4e-56ae-a09e-4f59dfd1a00e,e73_LegacyImages
tg:lhbr:198769,d:lh:275290,file://antwerpen.local/Depot/CSArchief/7_LH/7_01_collectie/7_01_01_gedigitaliseerd/7_01_01_03_brieven/B_/B417_Belpaire_M_E/tg_lhbr_198769_01.tif,lhbr,e73_LegacyImages,image high resolution,89fbc0c5-9ce1-5fdb-90d7-769c6c2e3042,e73_LegacyImages
tg:lhbr:198770,d:lh:275250,file://antwerpen.local/Depot/CSArchief/7_LH/7_01_collectie/7_01_01_gedigitaliseerd/7_01_01_03_brieven/B_/B417_Belpaire_M_E/tg_lhbr_198770,lhbr,e73_LegacyImages,image high resolution,103029f5-0ccd-56cc-b52d-0ae288fc4ea4,e73_LegacyImages
tg:lhbr:198771,d:lh:275249,file://antwerpen.local/Depot/CSArchief/7_LH/7_01_collectie/7_01_01_gedigitaliseerd/7_01_01_03_brieven/B_/B417_Belpaire_M_E/tg_lhbr_198771_01.tif,lhbr,e73_LegacyImages,image high resolution,81407b2d-3780-5ff8-89b8-8a3ea8fca206,e73_LegacyImages
tg:lhbr:198772,d:lh:275260,file://antwerpen.local/Depot/CSArchief/7_LH/7_01_collectie/7_01_01_gedigitaliseerd/7_01_01_03_brieven/B_/B417_Belpaire_M_E/tg_lhbr_198772,lhbr,e73_LegacyImages,image high resolution,2e028c36-51e3-597f-b3de-c72c46b9520e,e73_LegacyImages
tg:lhbr:198773,d:lh:275306,file://antwerpen.local/Depot/CSArchief/7_LH/7_01_collectie/7_01_01_gedigitaliseerd/7_01_01_03_brieven/B_/B417_Belpaire_M_E/tg_lhbr_198773,lhbr,e73_LegacyImages,image high resolution,4681984d-2e44-53cf-a14c-82619d2d9c35,e73_LegacyImages
tg:lhbr:198774,d:lh:275314,file://antwerpen.local/Depot/CSArchief/7_LH/7_01_collectie/7_01_01_gedigitaliseerd/7_01_01_03_brieven/B_/B417_Belpaire_M_E/tg_lhbr_198774,lhbr,e73_LegacyImages,image high resolution,3e04ca08-489e-5314-be98-738f23940b57,e73_LegacyImages
tg:lhbr:198775,d:lh:275313,file://antwerpen.local/Depot/CSArchief/7_LH/7_01_collectie/7_01_01_gedigitaliseerd/7_01_01_03_brieven/B_/B417_Belpaire_M_E/tg_lhbr_198775_01.tif,lhbr,e73_LegacyImages,image high resolution,145a6b74-e28d-5ea6-91ee-c0ef985483a9,e73_LegacyImages
tg:lhbr:198776,d:lh:275315,file://antwerpen.local/Depot/CSArchief/7_LH/7_01_collectie/7_01_01_gedigitaliseerd/7_01_01_03_brieven/B_/B417_Belpaire_M_E/tg_lhbr_198776,lhbr,e73_LegacyImages,image high resolution,8ecc4d9f-7c09-58a3-94f9-2c746457a397,e73_LegacyImages
tg:lhbr:198777,d:lh:275329,file://antwerpen.local/Depot/CSArchief/7_LH/7_01_collectie/7_01_01_gedigitaliseerd/7_01_01_03_brieven/B_/B417_Belpaire_M_E/tg_lhbr_198777,lhbr,e73_LegacyImages,image high resolution,3147f894-fd43-55d9-9fd0-3f294cc3e564,e73_LegacyImages
tg:lhbr:198802,d:lh:275319,file://antwerpen.local/Depot/CSArchief/7_LH/7_01_collectie/7_01_01_gedigitaliseerd/7_01_01_03_brieven/B_/B417_Belpaire_M_E/tg_lhbr_198802,lhbr,e73_LegacyImages,image high resolution,8eaf43d1-2dea-583c-b0dc-0ae14b32e2f8,e73_LegacyImages
tg:lhbr:198803,d:lh:275318,file://antwerpen.local/Depot/CSArchief/7_LH/7_01_collectie/7_01_01_gedigitaliseerd/7_01_01_03_brieven/B_/B417_Belpaire_M_E/tg_lhbr_198803,lhbr,e73_LegacyImages,image high resolution,b3b19690-3c3e-5645-be56-87e217abc7d2,e73_LegacyImages
tg:lhbr:198804,d:lh:275279,file://antwerpen.local/Depot/CSArchief/7_LH/7_01_collectie/7_01_01_gedigitaliseerd/7_01_01_03_brieven/B_/B417_Belpaire_M_E/tg_lhbr_198804,lhbr,e73_LegacyImages,image high resolution,c48a3a1f-5be9-554d-b733-ee00f8be032b,e73_LegacyImages
tg:lhbr:198805,d:lh:275321,file://antwerpen.local/Depot/CSArchief/7_LH/7_01_collectie/7_01_01_gedigitaliseerd/7_01_01_03_brieven/B_/B417_Belpaire_M_E/tg_lhbr_198805,lhbr,e73_LegacyImages,image high resolution,67d797a6-fb5a-5329-9246-0cc255ed2dc9,e73_LegacyImages
tg:lhbr:198807,d:lh:275320,file://antwerpen.local/Depot/CSArchief/7_LH/7_01_collectie/7_01_01_gedigitaliseerd/7_01_01_03_brieven/B_/B417_Belpaire_M_E/tg_lhbr_198807,lhbr,e73_LegacyImages,image high resolution,57fbf6bd-db15-586f-8087-9922c579617c,e73_LegacyImages
tg:lhbr:198808,d:lh:275328,file://antwerpen.local/Depot/CSArchief/7_LH/7_01_collectie/7_01_01_gedigitaliseerd/7_01_01_03_brieven/B_/B417_Belpaire_M_E/tg_lhbr_198808,lhbr,e73_LegacyImages,image high resolution,d849ad1c-7262-57e1-8247-5370f656a5e0,e73_LegacyImages
tg:lhbr:198809,d:lh:275327,file://antwerpen.local/Depot/CSArchief/7_LH/7_01_collectie/7_01_01_gedigitaliseerd/7_01_01_03_brieven/B_/B417_Belpaire_M_E/tg_lhbr_198809,lhbr,e73_LegacyImages,image high resolution,09277379-befc-5e56-b319-a0e0172db288,e73_LegacyImages
tg:lhbr:198810,d:lh:275335,file://antwerpen.local/Depot/CSArchief/7_LH/7_01_collectie/7_01_01_gedigitaliseerd/7_01_01_03_brieven/B_/B417_Belpaire_M_E/tg_lhbr_198810,lhbr,e73_LegacyImages,image high resolution,8bd8a208-de44-55c2-b911-b10ee435d9b1,e73_LegacyImages
tg:lhbr:198811,d:lh:275322,file://antwerpen.local/Depot/CSArchief/7_LH/7_01_collectie/7_01_01_gedigitaliseerd/7_01_01_03_brieven/B_/B417_Belpaire_M_E/tg_lhbr_198811,lhbr,e73_LegacyImages,image high resolution,6ec7a99b-ac33-57b5-8b70-e049636c385c,e73_LegacyImages
tg:lhbr:198812,d:lh:275336,file://antwerpen.local/Depot/CSArchief/7_LH/7_01_collectie/7_01_01_gedigitaliseerd/7_01_01_03_brieven/B_/B417_Belpaire_M_E/tg_lhbr_198812,lhbr,e73_LegacyImages,image high resolution,c02eae49-186f-5929-a99e-d0235af10fad,e73_LegacyImages
tg:lhbr:198813,d:lh:275337,file://antwerpen.local/Depot/CSArchief/7_LH/7_01_collectie/7_01_01_gedigitaliseerd/7_01_01_03_brieven/B_/B417_Belpaire_M_E/tg_lhbr_198813,lhbr,e73_LegacyImages,image high resolution,58411cfd-3d25-51f9-a734-b974c1b7e258,e73_LegacyImages
tg:lhbr:198814,d:lh:275333,file://antwerpen.local/Depot/CSArchief/7_LH/7_01_collectie/7_01_01_gedigitaliseerd/7_01_01_03_brieven/B_/B417_Belpaire_M_E/tg_lhbr_198814,lhbr,e73_LegacyImages,image high resolution,daf984bb-30d2-5f70-a41a-8361803330ec,e73_LegacyImages
tg:lhbr:198815,d:lh:275334,file://antwerpen.local/Depot/CSArchief/7_LH/7_01_collectie/7_01_01_gedigitaliseerd/7_01_01_03_brieven/B_/B417_Belpaire_M_E/tg_lhbr_198815,lhbr,e73_LegacyImages,image high resolution,b6e94b40-7506-5d00-b4fd-23951d2beb7d,e73_LegacyImages
tg:lhbr:198818,d:lh:275331,file://antwerpen.local/Depot/CSArchief/7_LH/7_01_collectie/7_01_01_gedigitaliseerd/7_01_01_03_brieven/B_/B417_Belpaire_M_E/tg_lhbr_198818_01.tif,lhbr,e73_LegacyImages,image high resolution,93a6f99c-a983-5320-a761-a8a118c14f8e,e73_LegacyImages
tg:lhbr:198819,d:lh:275332,file://antwerpen.local/Depot/CSArchief/7_LH/7_01_collectie/7_01_01_gedigitaliseerd/7_01_01_03_brieven/B_/B417_Belpaire_M_E/tg_lhbr_198819,lhbr,e73_LegacyImages,image high resolution,13135b0e-3c77-5d4c-9c16-ca11f28e9ae4,e73_LegacyImages
tg:lhbr:198822,d:lh:275312,file://antwerpen.local/Depot/CSArchief/7_LH/7_01_collectie/7_01_01_gedigitaliseerd/7_01_01_03_brieven/B_/B417_Belpaire_M_E/tg_lhbr_198822,lhbr,e73_LegacyImages,image high resolution,fa8f1654-af89-5020-bb91-0fd1c4eb1c7c,e73_LegacyImages
tg:lhbr:198840,d:lh:275311,file://antwerpen.local/Depot/CSArchief/7_LH/7_01_collectie/7_01_01_gedigitaliseerd/7_01_01_03_brieven/B_/B417_Belpaire_M_E/tg_lhbr_198840,lhbr,e73_LegacyImages,image high resolution,479aaabe-0398-5336-bf3e-ea1aeb798b2b,e73_LegacyImages
tg:lhbr:198841,d:lh:275310,file://antwerpen.local/Depot/CSArchief/7_LH/7_01_collectie/7_01_01_gedigitaliseerd/7_01_01_03_brieven/B_/B417_Belpaire_M_E/tg_lhbr_198841,lhbr,e73_LegacyImages,image high resolution,3e962a7b-809f-5a64-be64-7189a111e836,e73_LegacyImages
tg:lhbr:198843,d:lh:275881,file://antwerpen.local/Depot/CSArchief/7_LH/7_01_collectie/7_01_01_gedigitaliseerd/7_01_01_03_brieven/B_/B417_Belpaire_M_E/tg_lhbr_198843,lhbr,e73_LegacyImages,image high resolution,081da82d-5686-5607-a96e-578dbbb613a3,e73_LegacyImages
tg:lhbr:198844,d:lh:275880,file://antwerpen.local/Depot/CSArchief/7_LH/7_01_collectie/7_01_01_gedigitaliseerd/7_01_01_03_brieven/B_/B417_Belpaire_M_E/tg_lhbr_198844,lhbr,e73_LegacyImages,image high resolution,ae8664c9-822c-5e3f-9f9d-9e61b492f60d,e73_LegacyImages
tg:lhbr:198845,d:lh:275879,file://antwerpen.local/Depot/CSArchief/7_LH/7_01_collectie/7_01_01_gedigitaliseerd/7_01_01_03_brieven/B_/B417_Belpaire_M_E/tg_lhbr_198845,lhbr,e73_LegacyImages,image high resolution,fb9ed603-21ad-5c6d-932e-724d75223130,e73_LegacyImages
tg:lhbr:198847,d:lh:275878,file://antwerpen.local/Depot/CSArchief/7_LH/7_01_collectie/7_01_01_gedigitaliseerd/7_01_01_03_brieven/B_/B417_Belpaire_M_E/tg_lhbr_198847,lhbr,e73_LegacyImages,image high resolution,09d0519c-6381-5920-9bf0-2a55ce7711c2,e73_LegacyImages
tg:lhbr:198848,d:lh:275883,file://antwerpen.local/Depot/CSArchief/7_LH/7_01_collectie/7_01_01_gedigitaliseerd/7_01_01_03_brieven/B_/B417_Belpaire_M_E/tg_lhbr_198848,lhbr,e73_LegacyImages,image high resolution,97eea477-6bb5-57f5-bde7-acc39e3a7487,e73_LegacyImages
tg:lhbr:198849,d:lh:275882,file://antwerpen.local/Depot/CSArchief/7_LH/7_01_collectie/7_01_01_gedigitaliseerd/7_01_01_03_brieven/B_/B417_Belpaire_M_E/tg_lhbr_198849,lhbr,e73_LegacyImages,image high resolution,d3f2fee2-bbc5-577e-8a64-25d107bd0665,e73_LegacyImages
tg:lhbr:198850,d:lh:275910,file://antwerpen.local/Depot/CSArchief/7_LH/7_01_collectie/7_01_01_gedigitaliseerd/7_01_01_03_brieven/B_/B417_Belpaire_M_E/tg_lhbr_198850,lhbr,e73_LegacyImages,image high resolution,4f340b8e-025d-530f-8a78-e6a620a57015,e73_LegacyImages
tg:lhbr:198851,d:lh:275911,file://antwerpen.local/Depot/CSArchief/7_LH/7_01_collectie/7_01_01_gedigitaliseerd/7_01_01_03_brieven/B_/B417_Belpaire_M_E/tg_lhbr_198851,lhbr,e73_LegacyImages,image high resolution,92276d0a-fe96-5e93-8345-a03c74015c61,e73_LegacyImages
tg:lhbr:198852,d:lh:275912,file://antwerpen.local/Depot/CSArchief/7_LH/7_01_collectie/7_01_01_gedigitaliseerd/7_01_01_03_brieven/B_/B417_Belpaire_M_E/tg_lhbr_198852,lhbr,e73_LegacyImages,image high resolution,5d430be1-cafe-5903-ae35-0375b838e070,e73_LegacyImages
tg:lhbr:198854,d:lh:275913,file://antwerpen.local/Depot/CSArchief/7_LH/7_01_collectie/7_01_01_gedigitaliseerd/7_01_01_03_brieven/B_/B417_Belpaire_M_E/tg_lhbr_198854,lhbr,e73_LegacyImages,image high resolution,5f72909d-d46a-5cf9-a976-8bec61db94dc,e73_LegacyImages
tg:lhbr:198855,d:lh:275914,file://antwerpen.local/Depot/CSArchief/7_LH/7_01_collectie/7_01_01_gedigitaliseerd/7_01_01_03_brieven/B_/B417_Belpaire_M_E/tg_lhbr_198855,lhbr,e73_LegacyImages,image high resolution,df1a8761-a3f7-5727-a678-83f60f5b1d73,e73_LegacyImages
tg:lhbr:198856,d:lh:275915,file://antwerpen.local/Depot/CSArchief/7_LH/7_01_collectie/7_01_01_gedigitaliseerd/7_01_01_03_brieven/B_/B417_Belpaire_M_E/tg_lhbr_198856,lhbr,e73_LegacyImages,image high resolution,bae986bc-e1f7-547e-978a-411a10b4f6c2,e73_LegacyImages
tg:lhbr:198857,d:lh:275916,file://antwerpen.local/Depot/CSArchief/7_LH/7_01_collectie/7_01_01_gedigitaliseerd/7_01_01_03_brieven/B_/B417_Belpaire_M_E/tg_lhbr_198857,lhbr,e73_LegacyImages,image high resolution,4e8fc2c2-4332-5931-8467-3f7ed758cb8f,e73_LegacyImages
tg:lhbr:198859,d:lh:275909,file://antwerpen.local/Depot/CSArchief/7_LH/7_01_collectie/7_01_01_gedigitaliseerd/7_01_01_03_brieven/B_/B417_Belpaire_M_E/tg_lhbr_198859,lhbr,e73_LegacyImages,image high resolution,ef2b3ce7-35ff-5a9c-bfc4-e2f442e2ea73,e73_LegacyImages
