ResourceID,brocade.id,card,order,number,type,Legacy Information Value,Legacy Information Type,Legacy Information Published
4bbfa5b0-f69b-594a-915d-ab7b951a5dc0,tg:lhbr:47372,e73_LegacyInformationMerged,1,8,brgr,8 brgr,groepsbeschrijving,False
7c9f2956-e814-57b7-9971-3a0d03e88d0c,tg:lhbr:9033,e73_LegacyInformationMerged,1,27,brgr,27 brgr,groepsbeschrijving,False
d926ef8d-2ae6-54bd-b832-ab7121754940,tg:lhbr:63524,e73_LegacyInformationMerged,1,2,brgr,2 brgr,groepsbeschrijving,False
31b8448f-2c0a-50e9-a509-8caa5179040a,tg:lhbr:78682,e73_LegacyInformationMerged,1,1,brgr,1 brgr,groepsbeschrijving,False
03206469-497b-5d71-bf2a-ace25c2c186e,tg:lhbr:223328,e73_LegacyInformationMerged,1,7,brgr,7 brgr,groepsbeschrijving,False
3864eca7-32dc-5cec-a4b8-32c135979a6d,tg:lhbr:264496,e73_LegacyInformationMerged,1,11,brin,11 brin,groepsbeschrijving,False
a291bb9b-ef9e-5320-b29b-43b633f33acb,tg:lhbr:41746,e73_LegacyInformationMerged,1,3,brgr,3 brgr,groepsbeschrijving,False
d56b7304-c75d-516b-9439-172332d4ab8a,tg:lhbr:99218,e73_LegacyInformationMerged,1,12,brgr,12 brgr,groepsbeschrijving,False
cc224ee5-d7dd-51ef-bf91-46523f4a6191,tg:lhbr:203652,e73_LegacyInformationMerged,1,2,brgr,2 brgr,groepsbeschrijving,False
b49f8745-4316-54fc-a0db-a19995dc531d,tg:lhbr:281320,e73_LegacyInformationMerged,1,1,brgr,1 brgr,groepsbeschrijving,False
7445ae13-3e0d-5fb8-9040-07400fa79c8a,tg:lhbr:62156,e73_LegacyInformationMerged,1,10,brgr,10 brgr,groepsbeschrijving,False
152bfb0a-0ffa-5263-9549-76f2eb8d4f81,tg:lhbr:178668,e73_LegacyInformationMerged,1,3,brgr,3 brgr,groepsbeschrijving,False
ca4c32a1-81b4-5941-a404-b289c1b9a381,tg:lhbr:63534,e73_LegacyInformationMerged,1,1,brgr,1 brgr,groepsbeschrijving,False
5488ca68-d172-59db-b948-f50ba19ef98c,tg:lhbr:268567,e73_LegacyInformationMerged,1,5,brin,5 brin,groepsbeschrijving,False
b5a100ee-6c4c-5680-afae-6677da13ade7,tg:lhbr:66312,e73_LegacyInformationMerged,1,57,brgr,57 brgr,groepsbeschrijving,False
cf1c43db-1030-51db-a425-6f401158b236,tg:lhbr:159618,e73_LegacyInformationMerged,1,28,brgr,28 brgr,groepsbeschrijving,False
279bb332-83c1-508b-a31e-8fa2a49508f2,tg:lhbr:125602,e73_LegacyInformationMerged,1,31,brgr,31 brgr,groepsbeschrijving,False
f865c58b-fe2c-5988-aabd-21a0921727cc,tg:lhbr:200450,e73_LegacyInformationMerged,1,3,brgr,3 brgr,groepsbeschrijving,False
ed32920c-ea60-54fc-a1c4-930fa0fabe37,tg:lhbr:168469,e73_LegacyInformationMerged,1,14,brgr,14 brgr,groepsbeschrijving,False
24447ae5-7ba0-5625-92a0-b512621c37a9,tg:lhbr:61354,e73_LegacyInformationMerged,1,1,brgr,1 brgr,groepsbeschrijving,False
2c73a9bf-592d-5a1e-9960-6bb08f0ae1fe,tg:lhbr:15183,e73_LegacyInformationMerged,1,1,brgr,1 brgr,groepsbeschrijving,False
39ed6cd1-c3c7-5755-996d-ee6da195da9b,tg:lhbr:265815,e73_LegacyInformationMerged,1,3,brin,3 brin,groepsbeschrijving,False
7585aef8-1e88-59c7-a84f-804b093ad39d,tg:lhbr:62146,e73_LegacyInformationMerged,1,1,brgr,1 brgr,groepsbeschrijving,False
2636ebef-1e5e-50a5-80ed-4bf49f9cff90,tg:lhbr:237215,e73_LegacyInformationMerged,1,6,brgr,6 brgr,groepsbeschrijving,False
828c8094-699d-5abb-b00c-a753c3487449,tg:lhbr:107460,e73_LegacyInformationMerged,1,10,brgr,10 brgr,groepsbeschrijving,False
e39bb3d6-449a-538a-8111-3db70f8238ef,tg:lhbr:201022,e73_LegacyInformationMerged,1,2,brgr,2 brgr,groepsbeschrijving,False
59e8fde8-5c93-561f-9ea3-f8598d9d1ed7,tg:lhbr:46710,e73_LegacyInformationMerged,1,11,brgr,11 brgr,groepsbeschrijving,False
be5af200-420d-5c26-847e-2150729bed8d,tg:lhbr:18410,e73_LegacyInformationMerged,1,3,brin,3 brin,groepsbeschrijving,False
08cf536e-9b92-58d6-b462-d5d42f5ebad5,tg:lhbr:208839,e73_LegacyInformationMerged,1,46,brgr,46 brgr,groepsbeschrijving,False
d25cd1ba-e709-54e9-8025-0d6ba97a4028,tg:lhbr:61511,e73_LegacyInformationMerged,1,3,brgr,3 brgr,groepsbeschrijving,False
3019bced-92b3-55a7-af7b-02d1209810b5,tg:lhbr:170398,e73_LegacyInformationMerged,1,9,brgr,9 brgr,groepsbeschrijving,False
abd57c06-eb94-5caa-bb7e-c3aa8c8ee740,tg:lhbr:224443,e73_LegacyInformationMerged,1,15,brgr,15 brgr,groepsbeschrijving,False
66948aaa-14c6-5a35-bbb1-87132fe1d65e,tg:lhbr:60982,e73_LegacyInformationMerged,1,25,brgr,25 brgr,groepsbeschrijving,False
c8b7857d-aa2e-58d2-aa5d-cf008fec895b,tg:lhbr:63371,e73_LegacyInformationMerged,1,4,brgr,4 brgr,groepsbeschrijving,False
a65877b0-c153-5eee-af15-878356687a8f,tg:lhbr:45347,e73_LegacyInformationMerged,1,18,brgr,18 brgr,groepsbeschrijving,False
0a294157-e35f-5e2f-913c-dab5dd854700,tg:lhbr:291774,e73_LegacyInformationMerged,1,69,brgr,69 brgr,groepsbeschrijving,False
ca31a904-c8c4-51ab-98bb-16b0b93497e3,tg:lhbr:61469,e73_LegacyInformationMerged,1,3,brgr,3 brgr,groepsbeschrijving,False
8b82206e-815e-5592-912f-41b12ca6d68c,tg:lhbr:132378,e73_LegacyInformationMerged,1,22,brgr,22 brgr,groepsbeschrijving,False
598cd014-28fb-554a-89cb-5cbe1c235f98,tg:lhbr:204041,e73_LegacyInformationMerged,1,4,brgr,4 brgr,groepsbeschrijving,False
17f69e56-0b70-51eb-b5d9-60d6ddb97f34,tg:lhbr:229931,e73_LegacyInformationMerged,1,46,brgr,46 brgr,groepsbeschrijving,False
f4e2edfc-33e7-5910-bef9-227e30138f43,tg:lhbr:172480,e73_LegacyInformationMerged,1,30,brgr,30 brgr,groepsbeschrijving,False
8447f042-c880-5d32-81ff-60a0ca6ef27a,tg:lhbr:62703,e73_LegacyInformationMerged,1,11,brgr,11 brgr,groepsbeschrijving,False
69544b30-2b86-5551-b7eb-58748a3054f1,tg:lhbr:56354,e73_LegacyInformationMerged,1,1,brgr,1 brgr,groepsbeschrijving,False
b5a50346-6e65-5cfa-a659-c6ed98d1de63,tg:lhbr:99525,e73_LegacyInformationMerged,1,16,brgr,16 brgr,groepsbeschrijving,False
d2989107-fd08-5a6e-bfa8-d3bf2938eb89,tg:lhbr:224453,e73_LegacyInformationMerged,1,29,brgr,29 brgr,groepsbeschrijving,False
618a1503-7d4f-557f-9ed8-21bcc20db9ac,tg:lhbr:236032,e73_LegacyInformationMerged,1,6,brgr,6 brgr,groepsbeschrijving,False
c3c1d613-f5cc-5330-ac66-c7f2ea79e9a0,tg:lhbr:60992,e73_LegacyInformationMerged,1,1,brgr,1 brgr,groepsbeschrijving,False
3b4e6f96-ef35-543a-9d03-e6366c4dcbe1,tg:lhbr:63361,e73_LegacyInformationMerged,1,1,brgr,1 brgr,groepsbeschrijving,False
2bec4f3e-f372-52e0-a3c3-f27b45e93285,tg:lhbr:33698,e73_LegacyInformationMerged,1,14,brgr,14 brgr,groepsbeschrijving,False
e32bfc36-6d9d-5fcc-bb53-39d4a84b8fbd,tg:lhbr:280117,e73_LegacyInformationMerged,1,3,brin,3 brin,groepsbeschrijving,False
38e5c462-3a59-5ed0-bb81-01cba033c05f,tg:lhbr:31961,e73_LegacyInformationMerged,1,2,brgr,2 brgr,groepsbeschrijving,False
28bc4bba-9ea5-5bfc-9dcb-761ea4d24884,tg:lhbr:215622,e73_LegacyInformationMerged,1,10,brgr,10 brgr,groepsbeschrijving,False
d522f6a0-512b-58b2-a0e8-7ce2a52df1d7,tg:lhbr:28446,e73_LegacyInformationMerged,1,2,brgr,2 brgr,groepsbeschrijving,False
4b166369-f43f-574e-b391-c395f30b4c7a,tg:lhbr:61501,e73_LegacyInformationMerged,1,1,brgr,1 brgr,groepsbeschrijving,False
7f612c60-2d53-5052-8a83-5033c4f38c22,tg:lhbr:36927,e73_LegacyInformationMerged,1,13,brgr,13 brgr,groepsbeschrijving,False
d1b3fff8-c93b-5c56-8640-027b7e998056,tg:lhbr:100273,e73_LegacyInformationMerged,1,6,brgr,6 brgr,groepsbeschrijving,False
dfbf7eed-29ff-50f3-b3fe-9d26e1c5ea0f,tg:lhbr:240485,e73_LegacyInformationMerged,1,2,brin,2 brin,groepsbeschrijving,False
15f0073b-e19d-5d2a-a6ce-dfa9b79c0768,tg:lhbr:182701,e73_LegacyInformationMerged,1,22,brgr,22 brgr,groepsbeschrijving,False
ec827ca3-2bec-53bb-b94b-140a7b4e092f,tg:lhbr:62713,e73_LegacyInformationMerged,1,1,brgr,1 brgr,groepsbeschrijving,False
e2e226ee-db67-5ee9-a952-1e68c3eb2ea5,tg:lhbr:237440,e73_LegacyInformationMerged,1,22,brgr,22 brgr,groepsbeschrijving,False
92369053-3ab1-558c-b6a3-72b0ec779e34,tg:lhbr:12790,e73_LegacyInformationMerged,1,2,brgr,2 brgr,groepsbeschrijving,False
08e06cee-a151-5a67-b2c6-e25649bc3863,tg:lhbr:287029,e73_LegacyInformationMerged,1,1,brgr,1 brgr,groepsbeschrijving,False
f02fc0fe-3fd7-5ca6-8aa9-0c0d7ec46e86,tg:lhbr:222067,e73_LegacyInformationMerged,1,7,brgr,7 brgr,groepsbeschrijving,False
e86894bb-28d9-57ca-b747-3cce10259648,tg:lhbr:61479,e73_LegacyInformationMerged,1,6,brgr,6 brgr,groepsbeschrijving,False
4170ba6c-33a2-5c00-a9ea-f8aa9f2b1194,tg:lhbr:4093,e73_LegacyInformationMerged,1,13,brgr,13 brgr,groepsbeschrijving,False
378e44aa-15be-5518-9244-e712a42d14ea,tg:lhbr:282401,e73_LegacyInformationMerged,1,2,brin,2 brin,groepsbeschrijving,False
709b0b4b-d81d-5457-89cf-750544243f7e,tg:lhbr:226145,e73_LegacyInformationMerged,1,7,brgr,7 brgr,groepsbeschrijving,False
93908058-7782-53ea-bb77-eb7b14b13d6e,tg:lhbr:61677,e73_LegacyInformationMerged,1,26,brgr,26 brgr,groepsbeschrijving,False
1ec6457e-c13e-5b3e-b03d-c33c6238c1a4,tg:lhbr:62465,e73_LegacyInformationMerged,1,4,brgr,4 brgr,groepsbeschrijving,False
d183039c-aaca-5c99-8b82-5be370dad421,tg:lhbr:182477,e73_LegacyInformationMerged,1,32,brgr,32 brgr,groepsbeschrijving,False
21d19fcf-e2bb-5fc7-8f7f-5de7d7b4e821,tg:lhbr:110304,e73_LegacyInformationMerged,1,54,brgr,54 brgr,groepsbeschrijving,False
6d0a57f4-5ac7-5c25-a575-df24279c2273,tg:lhbr:282579,e73_LegacyInformationMerged,1,0,brin,0 brin,groepsbeschrijving,False
9bac4f4d-7794-5e48-af84-2e399d11ed31,tg:lhbr:13084,e73_LegacyInformationMerged,1,16,brgr,16 brgr,groepsbeschrijving,False
dba9c31f-b132-5f5a-b0af-67ae9e4f6854,tg:lhbr:19551,e73_LegacyInformationMerged,1,25,brgr,25 brgr,groepsbeschrijving,False
72e9a86a-12c6-55d6-af85-f0b6645dd90c,tg:lhbr:61667,e73_LegacyInformationMerged,1,3,brgr,3 brgr,groepsbeschrijving,False
bdea32ba-fd0a-56d0-a739-84b3bcded71a,tg:lhbr:242962,e73_LegacyInformationMerged,1,2,brgr,2 brgr,groepsbeschrijving,False
65caabd7-4acc-5328-87b3-609fd10fe132,tg:lhbr:74240,e73_LegacyInformationMerged,1,19,brgr,19 brgr,groepsbeschrijving,False
02b6c4d1-d7c2-5389-8ba9-42fc5d8954ef,tg:lhbr:90965,e73_LegacyInformationMerged,1,55,brgr,55 brgr,groepsbeschrijving,False
7d26bc78-e110-5835-8cce-4e2fdf40eb9a,tg:lhbr:45031,e73_LegacyInformationMerged,1,13,brgr,13 brgr,groepsbeschrijving,False
d1f57164-28b5-57c8-a6e1-72c52c355e94,tg:lhbr:282569,e73_LegacyInformationMerged,1,0,brin,0 brin,groepsbeschrijving,False
9bfef29a-2a2e-5624-b6d1-cd982ad69d2e,tg:lhbr:121165,e73_LegacyInformationMerged,1,17,brgr,17 brgr,groepsbeschrijving,False
0e672572-dc89-5c6b-beb7-a4440a5b37c4,tg:lhbr:115532,e73_LegacyInformationMerged,1,11,brgr,11 brgr,groepsbeschrijving,False
d156c3dc-6fc1-55ef-934e-c843289adde1,tg:lhbr:134542,e73_LegacyInformationMerged,1,1,brgr,1 brgr,groepsbeschrijving,False
00d1acc3-a228-5544-b1b8-2bd13e39453a,tg:lhbr:101322,e73_LegacyInformationMerged,1,9,brgr,9 brgr,groepsbeschrijving,False
10172eba-f7c4-50b3-9184-91ebca0482e2,tg:lhbr:38364,e73_LegacyInformationMerged,1,20,brgr,20 brgr,groepsbeschrijving,False
dd3fe2f3-a618-5627-839e-16e58c9b5123,tg:lhbr:95906,e73_LegacyInformationMerged,1,11,brgr,11 brgr,groepsbeschrijving,False
f06a14fb-889b-5031-a294-b332f59fbeb8,tg:lhbr:63642,e73_LegacyInformationMerged,1,1,brgr,1 brgr,groepsbeschrijving,False
8e488c34-1964-5e85-982c-a110909e61da,tg:lhbr:100628,e73_LegacyInformationMerged,1,2,brgr,2 brgr,groepsbeschrijving,False
ba3317c0-001a-59bf-bdc2-c7335b213d0a,tg:lhbr:106364,e73_LegacyInformationMerged,1,4,brgr,4 brgr,groepsbeschrijving,False
0bbcf3c2-6f44-5c99-b8da-747e5e6afd58,tg:lhbr:287472,e73_LegacyInformationMerged,1,1,brgr,1 brgr,groepsbeschrijving,False
0cf57044-f298-506b-b21f-3c04c9b49b57,tg:lhbr:286999,e73_LegacyInformationMerged,1,1,brgr,1 brgr,groepsbeschrijving,False
213fbe2d-35c7-5122-80fb-a77fe480027a,tg:lhbr:237163,e73_LegacyInformationMerged,1,15,brgr,15 brgr,groepsbeschrijving,False
0dba92ff-60f1-5e69-9fcb-cff64a06bd35,tg:lhbr:62230,e73_LegacyInformationMerged,1,5,brgr,5 brgr,groepsbeschrijving,False
f40ec827-3d35-50ad-8f8e-941324380b79,tg:lhbr:236469,e73_LegacyInformationMerged,1,4,brgr,4 brgr,groepsbeschrijving,False
af201f5d-4ba2-5ec8-bd60-9b39cc306eee,tg:lhbr:75077,e73_LegacyInformationMerged,1,2,brgr,2 brgr,groepsbeschrijving,False
04e32962-9bce-5896-9990-496b5ff157d3,tg:lhbr:228091,e73_LegacyInformationMerged,1,13,brgr,13 brgr,groepsbeschrijving,False
e25ccf20-156b-5cea-9f3f-b022e8b6d24d,tg:lhbr:61032,e73_LegacyInformationMerged,1,32,brgr,32 brgr,groepsbeschrijving,False
36c83fcc-6db3-52fb-9a74-5336a122547c,tg:lhbr:223126,e73_LegacyInformationMerged,1,8,brgr,8 brgr,groepsbeschrijving,False
a8e0f602-b6ec-591c-bd88-a277dcc6b3d0,tg:lhbr:287462,e73_LegacyInformationMerged,1,1,brgr,1 brgr,groepsbeschrijving,False
144ee956-2aa1-5450-82b1-f3ef5bb80f52,tg:lhbr:14697,e73_LegacyInformationMerged,1,112,brgr,112 brgr,groepsbeschrijving,False
7896d519-c622-5d79-971a-6f09b81e94b1,tg:lhbr:62358,e73_LegacyInformationMerged,1,1,brgr,1 brgr,groepsbeschrijving,False
2964ca28-48dc-57d7-9f34-3a423ce007ac,tg:lhbr:70739,e73_LegacyInformationMerged,1,1,brgr,1 brgr,groepsbeschrijving,False
34d64678-21a3-5eee-8ac8-4d3e9bdb4455,tg:lhbr:101332,e73_LegacyInformationMerged,1,11,brgr,11 brgr,groepsbeschrijving,False
336f83fd-1bae-52d3-9497-80f1ea11f903,tg:lhbr:95916,e73_LegacyInformationMerged,1,5,brgr,5 brgr,groepsbeschrijving,False
6a572c18-0173-582e-991d-0d4741355b09,tg:lhbr:63652,e73_LegacyInformationMerged,1,1,brgr,1 brgr,groepsbeschrijving,False
2d10762a-e1ef-5233-8418-35459d9da334,tg:lhbr:164796,e73_LegacyInformationMerged,1,13,brgr,13 brgr,groepsbeschrijving,False
4b2e08cc-9106-5e0f-b0ee-069f5e1cffbe,tg:lhbr:57205,e73_LegacyInformationMerged,1,7,brgr,7 brgr,groepsbeschrijving,False
d5a3d53c-afca-53a3-9eea-cab92fcec8c5,tg:lhbr:222554,e73_LegacyInformationMerged,1,3,brgr,3 brgr,groepsbeschrijving,False
cded7d4b-2d36-502f-b9dd-79da197dbd39,tg:lhbr:37866,e73_LegacyInformationMerged,1,12,brgr,12 brgr,groepsbeschrijving,False
304f2eac-93ac-57c9-b29d-d029d3ba4d39,tg:lhbr:62220,e73_LegacyInformationMerged,1,1,brgr,1 brgr,groepsbeschrijving,False
4290bb02-e659-538c-9973-b2c9170ee797,tg:lhbr:286989,e73_LegacyInformationMerged,1,1,brgr,1 brgr,groepsbeschrijving,False
f68af91c-d80d-57f3-bb32-f211697ff784,tg:lhbr:203524,e73_LegacyInformationMerged,1,3,brgr,3 brgr,groepsbeschrijving,False
f1ee1d3c-ef9a-5e86-a041-968499a509e0,tg:lhbr:289467,e73_LegacyInformationMerged,1,2,brin,2 brin,groepsbeschrijving,False
99169829-a5f3-5ea6-b258-37aa9d7c9b47,tg:lhbr:63937,e73_LegacyInformationMerged,1,3,brgr,3 brgr,groepsbeschrijving,False
dbb9bc6e-114d-5295-a3e0-4d2b38ad68c4,tg:lhbr:76489,e73_LegacyInformationMerged,1,16,brgr,16 brgr,groepsbeschrijving,False
cc93bc8a-9eda-56ab-85eb-b59306d35a91,tg:lhbr:95673,e73_LegacyInformationMerged,1,1,brgr,1 brgr,groepsbeschrijving,False
a98ec626-b7a6-5be7-a2ae-b9d938a7035e,tg:lhbr:276405,e73_LegacyInformationMerged,1,6,brgr,6 brgr,groepsbeschrijving,False
c0c0ddda-69c8-56be-81c2-6b2f2dc6681a,tg:lhbr:253759,e73_LegacyInformationMerged,1,4,brgr,4 brgr,groepsbeschrijving,False
a58977d5-d36f-548c-b2f4-82b19e0bb8ec,tg:lhbr:114870,e73_LegacyInformationMerged,1,15,brgr,15 brgr,groepsbeschrijving,False
3dbc261c-98b9-5c63-a01b-ee1cb36d324b,tg:lhbr:84178,e73_LegacyInformationMerged,1,10,brgr,10 brgr,groepsbeschrijving,False
c36f1f25-e8a2-559b-9195-a7b7008b5ae1,tg:lhbr:205694,e73_LegacyInformationMerged,1,2,brgr,2 brgr,groepsbeschrijving,False
9a41f1de-8076-5998-a136-cbdf6bbf53a8,tg:lhbr:260230,e73_LegacyInformationMerged,1,4,brgr,4 brgr,groepsbeschrijving,False
0ac59b4e-b0d8-56b9-a210-0d1d9d44babb,tg:lhbr:283953,e73_LegacyInformationMerged,1,1,brgr,1 brgr,groepsbeschrijving,False
b2489333-77a6-5d49-a3ed-a8e9e96ce1a1,tg:lhbr:215495,e73_LegacyInformationMerged,1,10,brgr,10 brgr,groepsbeschrijving,False
2f1cb8c4-979a-52ad-ab59-d5c9076d4770,tg:lhbr:129279,e73_LegacyInformationMerged,1,27,brgr,27 brgr,groepsbeschrijving,False
748cfbaf-1702-5180-a0c3-8fd0c8484024,tg:lhbr:33547,e73_LegacyInformationMerged,1,4,brgr,4 brgr,groepsbeschrijving,False
18d1e85a-715d-5dd7-ac50-b191b8afc2f0,tg:lhbr:49988,e73_LegacyInformationMerged,1,16,brgr,16 brgr,groepsbeschrijving,False
0b2f2411-43bc-5773-893a-f462fcf80a4c,tg:lhbr:243548,e73_LegacyInformationMerged,1,5,brgr,5 brgr,groepsbeschrijving,False
01b1dcd2-9250-5b42-88d1-c520f6ebc2fb,tg:lhbr:54783,e73_LegacyInformationMerged,1,2,brgr,2 brgr,groepsbeschrijving,False
c8e50adf-7ae2-58b5-9b28-d0fd20b0e1af,tg:lhbr:289477,e73_LegacyInformationMerged,1,2,brin,2 brin,groepsbeschrijving,False
70a7e8b4-a150-5bf5-986f-2920bc8f30d6,tg:lhbr:63927,e73_LegacyInformationMerged,1,1,brgr,1 brgr,groepsbeschrijving,False
fef83a10-2ab7-52a4-8733-b11efae35c58,tg:lhbr:158698,e73_LegacyInformationMerged,1,12,brgr,12 brgr,groepsbeschrijving,False
f4d639a2-82e7-5cc1-ab40-1462d045fe74,tg:lhbr:124682,e73_LegacyInformationMerged,1,8,brgr,8 brgr,groepsbeschrijving,False
74f94bfc-1cb9-5d84-a197-317d7839dbe7,tg:lhbr:93257,e73_LegacyInformationMerged,1,15,brgr,15 brgr,groepsbeschrijving,False
426c7af3-c4c9-54c2-8b50-27e2ec13f7aa,tg:lhbr:1764,e73_LegacyInformationMerged,1,16,brgr,16 brgr,groepsbeschrijving,False
0fd73b0d-9d7a-5703-9607-2b1d3f2acd17,tg:lhbr:127490,e73_LegacyInformationMerged,1,12,brgr,12 brgr,groepsbeschrijving,False
590c007e-a41c-5cb1-b57d-03728e79343a,tg:lhbr:168902,e73_LegacyInformationMerged,1,17,brgr,17 brgr,groepsbeschrijving,False
76c4c0bf-42ae-550e-b56b-a74d85cfd2af,tg:lhbr:185498,e73_LegacyInformationMerged,1,32,brgr,32 brgr,groepsbeschrijving,False
4a4a2922-e2f6-5523-80b7-b1f3d58a29ef,tg:lhbr:35173,e73_LegacyInformationMerged,1,18,brgr,18 brgr,groepsbeschrijving,False
ae9f0462-c9ca-5fbc-84d4-23175233e24f,tg:lhbr:82261,e73_LegacyInformationMerged,1,11,brgr,11 brgr,groepsbeschrijving,False
53ba4119-8581-53d5-a796-75f59eb8e782,tg:lhbr:133280,e73_LegacyInformationMerged,1,12,brgr,12 brgr,groepsbeschrijving,False
20d12831-dd8e-5b5f-8341-23b23018ebcb,tg:lhbr:276250,e73_LegacyInformationMerged,1,3,brin,3 brin,groepsbeschrijving,False
2188d8cc-f950-59a1-884f-efda1d6cfd39,tg:lhbr:253895,e73_LegacyInformationMerged,1,2,brgr,2 brgr,groepsbeschrijving,False
66c8ef52-00a9-5a15-ac54-8fc94f889c89,tg:lhbr:250266,e73_LegacyInformationMerged,1,2,brin,2 brin,groepsbeschrijving,False
3b2730d9-ddae-5b4b-b0a9-95e12d6d23b1,tg:lhbr:28845,e73_LegacyInformationMerged,1,15,brgr,15 brgr,groepsbeschrijving,False
2cc97ca9-48c7-5678-a56e-a09b4a42cbcb,tg:lhbr:61902,e73_LegacyInformationMerged,1,1,brgr,1 brgr,groepsbeschrijving,False
632592b0-9469-582e-a1d7-fcb88f89d5ff,tg:lhbr:20269,e73_LegacyInformationMerged,1,15,brgr,15 brgr,groepsbeschrijving,False
6b961b3b-3d00-5c3f-921d-d75dad3a1772,tg:lhbr:271216,e73_LegacyInformationMerged,1,4,brgr,4 brgr,groepsbeschrijving,False
d4af5f2d-8ba6-5fd0-a5da-4dc1a8a79738,tg:lhbr:92060,e73_LegacyInformationMerged,1,29,brgr,29 brgr,groepsbeschrijving,False
a3d6b8c1-1d0f-506c-9201-9d50587d6516,tg:lhbr:286858,e73_LegacyInformationMerged,1,1,brgr,1 brgr,groepsbeschrijving,False
0a7b18e0-67b9-5a81-a983-b457bc191dd5,tg:lhbr:247159,e73_LegacyInformationMerged,1,4,brgr,4 brgr,groepsbeschrijving,False
d0455e80-4534-5d0a-9886-f0b2aff59986,tg:lhbr:53961,e73_LegacyInformationMerged,1,14,brgr,14 brgr,groepsbeschrijving,False
fe888872-fddb-5807-a83f-71e25db53047,tg:lhbr:231496,e73_LegacyInformationMerged,1,7,brgr,7 brgr,groepsbeschrijving,False
68146f83-36da-5588-9305-54e2d6116c0e,tg:lhbr:243275,e73_LegacyInformationMerged,1,21,brgr,21 brgr,groepsbeschrijving,False
6f85ab98-349a-5450-b990-3323532e0167,tg:lhbr:3741,e73_LegacyInformationMerged,1,15,brgr,15 brgr,groepsbeschrijving,False
afb39434-f52e-572a-b41d-d78c67f4da0a,tg:lhbr:282395,e73_LegacyInformationMerged,1,4,brin,4 brin,groepsbeschrijving,False
8adaf0dc-073d-5f8d-853d-5817e756677b,tg:lhbr:152470,e73_LegacyInformationMerged,1,18,brgr,18 brgr,groepsbeschrijving,False
6900b966-1338-5eb6-a08c-765cfd64a25b,tg:lhbr:102189,e73_LegacyInformationMerged,1,15,brgr,15 brgr,groepsbeschrijving,False
4e48ada0-500e-5616-beb4-657d5b1d9ed6,tg:lhbr:286920,e73_LegacyInformationMerged,1,1,brgr,1 brgr,groepsbeschrijving,False
81bf7976-35e4-5cd2-a945-2286cdda18f3,tg:lhbr:58027,e73_LegacyInformationMerged,1,2,brgr,2 brgr,groepsbeschrijving,False
3e329ef2-8f33-5bd5-8c90-e37bc3462aa5,tg:lhbr:62289,e73_LegacyInformationMerged,1,2,brgr,2 brgr,groepsbeschrijving,False
b884597d-aed9-5542-a816-991cbaacfa59,tg:lhbr:137825,e73_LegacyInformationMerged,1,18,brgr,18 brgr,groepsbeschrijving,False
32de6e16-c711-573a-b6e3-907436512cdc,tg:lhbr:80411,e73_LegacyInformationMerged,1,13,brgr,13 brgr,groepsbeschrijving,False
c5ba0010-58ad-551e-b15a-d39b98c39aa8,tg:lhbr:61912,e73_LegacyInformationMerged,1,1,brgr,1 brgr,groepsbeschrijving,False
1342db06-434f-563e-a24f-712cdf3a91a7,tg:lhbr:139745,e73_LegacyInformationMerged,1,22,brgr,22 brgr,groepsbeschrijving,False
030d9ba7-27fa-5ea8-bc20-580d0f037566,tg:lhbr:180593,e73_LegacyInformationMerged,1,40,brgr,40 brgr,groepsbeschrijving,False
c820dcaf-9edc-5e23-879e-39301b611a9d,tg:lhbr:228140,e73_LegacyInformationMerged,1,12,brgr,12 brgr,groepsbeschrijving,False
4751cb99-9d77-5f5f-a469-3d003a9015c2,tg:lhbr:108534,e73_LegacyInformationMerged,1,14,brgr,14 brgr,groepsbeschrijving,False
16bd6e0e-a889-5559-92ae-7578b788b782,tg:lhbr:264621,e73_LegacyInformationMerged,1,5,brin,5 brin,groepsbeschrijving,False
ea1b6834-c7de-574e-bdb2-c007bdff4050,tg:lhbr:128136,e73_LegacyInformationMerged,1,6,brgr,6 brgr,groepsbeschrijving,False
464abe09-de1e-50c7-a8f4-1fd305a89ac4,tg:lhbr:92108,e73_LegacyInformationMerged,1,1,brgr,1 brgr,groepsbeschrijving,False
efc25b39-76b4-5808-b2b5-97960a76e87d,tg:lhbr:286930,e73_LegacyInformationMerged,1,1,brgr,1 brgr,groepsbeschrijving,False
34b003b8-4eca-52c0-aeab-e513afc90c84,tg:lhbr:183781,e73_LegacyInformationMerged,1,2,brgr,2 brgr,groepsbeschrijving,False
dd3da7c7-3766-5f42-9c6e-2d0021d45b57,tg:lhbr:231486,e73_LegacyInformationMerged,1,13,brgr,13 brgr,groepsbeschrijving,False
2969f93b-5810-5cbb-8206-2ef8612da28c,tg:lhbr:264759,e73_LegacyInformationMerged,1,1,brgr,1 brgr,groepsbeschrijving,False
63fba5dc-b0ea-5573-a676-fdcdcc43959d,tg:lhbr:276338,e73_LegacyInformationMerged,1,3,brin,3 brin,groepsbeschrijving,False
64529116-ed95-5078-a0d2-9d932e677f28,tg:lhbr:62097,e73_LegacyInformationMerged,1,1,brgr,1 brgr,groepsbeschrijving,False
3f4f21d9-dde0-5ee2-9652-1bdc542672a2,tg:lhbr:240301,e73_LegacyInformationMerged,1,2,brin,2 brin,groepsbeschrijving,False
