ResourceID,brocade.id,card,order,Archive Brocade ID,Archive Widget,Archive Identifier,source_field,source_code,Condition Status,Document status,Object Type,Product stadium,Production Technique Type,Keeper,Object Number,Object Identifier,source_date,Restriction Type
424bcd42-5696-5052-bc40-85d78b3bd9da,tg:rubgr:4724_#1,e22_ObjectTypes,1,,,,kenmerken.rubedformgr,dtrvbr,,,letters (correspondence),,,,,,,
424bcd42-5696-5052-bc40-85d78b3bd9da,tg:rubgr:4724_#1,e22_UsageRestrictions,,,,,id/date,,,,,,,,,,1954,permission required
42d00c4a-f54d-5ece-902a-f853ae3d9756,tg:rubgr:3733_#1,AA,0,,,,,,,,,,,Rubenianum,tg:rubgr:3733_#1,https://data.rubenianum.be//ark:/86530/42d00c4a-f54d-5ece-902a-f853ae3d9756,,
42d00c4a-f54d-5ece-902a-f853ae3d9756,tg:rubgr:3733_#1,e22_Archives,1,isad:rub:3021,"dlod={""name"":""7: From Bruegel to Rubens - Bruegel \u0026 Bosch - Bruegel \u0026 M. Van Cleve - Naer het leven - Small Landscape Series (AFG_095-100)"",""ark"":""ark:/86530/x0/8a403a78-a2c2-5a7f-9916-e93385553408"",""uri"":""/repositories/13/archival_objects/323249"",""id"":""isad:rub:3021"",""nameWithContext"":[""Professioneel leven"",""Kunsthistoricus"",""Bruegelonderzoek"",""Bundels Bruegel""],""resourceName"":""Archief van ~[Fritz Grossmann](au::111146)~"",""resourceArk"":""ark:/86530/x0/7600631a-2f7a-57d7-b05b-e8458944bef4"",""resourceURI"":""/repositories/13/resources/310623"",""resourceID"":""isad:rub:2903"",""capacity"":""7: From Bruegel to Rubens - Bruegel \u0026 Bosch - Bruegel \u0026 M. Van Cleve - Naer het leven - Small Landscape Series (AFG_095-100)"",""isCapacity"":true,""orgID"":""rub"",""suggestType"":""archiveobject""}",ark:/86530/x0/8a403a78-a2c2-5a7f-9916-e93385553408,,,,,,,,,,,,
42d00c4a-f54d-5ece-902a-f853ae3d9756,tg:rubgr:3733_#1,e22_ObjectTypes,1,,,,kenmerken.rubedformgr,dtrvbr,,,letters (correspondence),,,,,,,
42d00c4a-f54d-5ece-902a-f853ae3d9756,tg:rubgr:3733_#1,e22_UsageRestrictions,,,,,id/date,,,,,,,,,,1973,permission required
4362c8ec-1f7c-5738-8a70-240207f12182,tg:rubgr:4521_#1,AA,0,,,,,,,,,,,Rubenianum,tg:rubgr:4521_#1,https://data.rubenianum.be//ark:/86530/4362c8ec-1f7c-5738-8a70-240207f12182,,
4362c8ec-1f7c-5738-8a70-240207f12182,tg:rubgr:4521_#1,e22_Archives,1,isad:rub:3037,"dlod={""name"":""23: Miscellania Bruegel \u0026 others (AFG_116)"",""ark"":""ark:/86530/x0/439f0322-6216-520b-925e-a21b4b580cc9"",""uri"":""/repositories/13/archival_objects/324961"",""id"":""isad:rub:3037"",""nameWithContext"":[""Professioneel leven"",""Kunsthistoricus"",""Bruegelonderzoek"",""Bundels Bruegel""],""resourceName"":""Archief van ~[Fritz Grossmann](au::111146)~"",""resourceArk"":""ark:/86530/x0/7600631a-2f7a-57d7-b05b-e8458944bef4"",""resourceURI"":""/repositories/13/resources/310623"",""resourceID"":""isad:rub:2903"",""capacity"":""23: Miscellania Bruegel \u0026 others (AFG_116)"",""isCapacity"":true,""orgID"":""rub"",""suggestType"":""archiveobject""}",ark:/86530/x0/439f0322-6216-520b-925e-a21b4b580cc9,,,,,,,,,,,,
4362c8ec-1f7c-5738-8a70-240207f12182,tg:rubgr:4521_#1,e22_ObjectTypes,1,,,,kenmerken.rubedformgr,dtrvbr,,,letters (correspondence),,,,,,,
4362c8ec-1f7c-5738-8a70-240207f12182,tg:rubgr:4521_#1,e22_UsageRestrictions,,,,,id/date,,,,,,,,,,1970,permission required
437e29c5-25a2-59ba-bc10-cb02bb700659,tg:rubgr:4401_#1,AA,0,,,,,,,,,,,Rubenianum,tg:rubgr:4401_#1,https://data.rubenianum.be//ark:/86530/437e29c5-25a2-59ba-bc10-cb02bb700659,,
437e29c5-25a2-59ba-bc10-cb02bb700659,tg:rubgr:4401_#1,e22_Archives,1,isad:rub:3033,"dlod={""name"":""19: Van Gelder Album Amicorum \u0026 Encyclopedia Britannica (AFG_112)"",""ark"":""ark:/86530/x0/c9666a57-e392-5fd4-91e5-b3321ec96f0c"",""uri"":""/repositories/13/archival_objects/324533"",""id"":""isad:rub:3033"",""nameWithContext"":[""Professioneel leven"",""Kunsthistoricus"",""Bruegelonderzoek"",""Bundels Bruegel""],""resourceName"":""Archief van ~[Fritz Grossmann](au::111146)~"",""resourceArk"":""ark:/86530/x0/7600631a-2f7a-57d7-b05b-e8458944bef4"",""resourceURI"":""/repositories/13/resources/310623"",""resourceID"":""isad:rub:2903"",""capacity"":""19: Van Gelder Album Amicorum \u0026 Encyclopedia Britannica (AFG_112)"",""isCapacity"":true,""orgID"":""rub"",""suggestType"":""archiveobject""}",ark:/86530/x0/c9666a57-e392-5fd4-91e5-b3321ec96f0c,,,,,,,,,,,,
437e29c5-25a2-59ba-bc10-cb02bb700659,tg:rubgr:4401_#1,e22_ObjectTypes,1,,,,kenmerken.rubedformgr,dtrvbr,,,letters (correspondence),,,,,,,
437e29c5-25a2-59ba-bc10-cb02bb700659,tg:rubgr:4401_#1,e22_UsageRestrictions,,,,,id/date,,,,,,,,,,1971,permission required
4389ee37-f6cc-5a06-a65e-1a3a03492f61,tg:rubgr:4333_#1,AA,0,,,,,,,,,,,Rubenianum,tg:rubgr:4333_#1,https://data.rubenianum.be//ark:/86530/4389ee37-f6cc-5a06-a65e-1a3a03492f61,,
4389ee37-f6cc-5a06-a65e-1a3a03492f61,tg:rubgr:4333_#1,e22_Archives,1,isad:rub:3032,"dlod={""name"":""18: Notes \u0026 Printed Material (AFG_111)"",""ark"":""ark:/86530/x0/eb215666-ab81-548b-b571-aea6154499a0"",""uri"":""/repositories/13/archival_objects/324426"",""id"":""isad:rub:3032"",""nameWithContext"":[""Professioneel leven"",""Kunsthistoricus"",""Bruegelonderzoek"",""Bundels Bruegel""],""resourceName"":""Archief van ~[Fritz Grossmann](au::111146)~"",""resourceArk"":""ark:/86530/x0/7600631a-2f7a-57d7-b05b-e8458944bef4"",""resourceURI"":""/repositories/13/resources/310623"",""resourceID"":""isad:rub:2903"",""capacity"":""18: Notes \u0026 Printed Material (AFG_111)"",""isCapacity"":true,""orgID"":""rub"",""suggestType"":""archiveobject""}",ark:/86530/x0/eb215666-ab81-548b-b571-aea6154499a0,,,,,,,,,,,,
4389ee37-f6cc-5a06-a65e-1a3a03492f61,tg:rubgr:4333_#1,e22_ObjectTypes,1,,,,kenmerken.rubedformgr,dtrvbr,,,letters (correspondence),,,,,,,
4389ee37-f6cc-5a06-a65e-1a3a03492f61,tg:rubgr:4333_#1,e22_UsageRestrictions,,,,,id/date,,,,,,,,,,1969,permission required
4393c92e-7bf0-519b-ab8a-25c3729c6878,tg:rubgr:1807_#1,AA,0,,,,,,,,,,,Rubenianum,tg:rubgr:1807_#1,https://data.rubenianum.be//ark:/86530/4393c92e-7bf0-519b-ab8a-25c3729c6878,,
4393c92e-7bf0-519b-ab8a-25c3729c6878,tg:rubgr:1807_#1,e22_Archives,1,isad:rub:2976,"dlod={""name"":""Map 3 (AFG_046)"",""ark"":""ark:/86530/x0/39fe3e06-d693-52bb-9a06-bfb7d2903f6d"",""uri"":""/repositories/13/archival_objects/318434"",""id"":""isad:rub:2976"",""nameWithContext"":[""Professioneel leven"",""Kunsthistoricus"",""Bruegelonderzoek"",""Dozen Bruegel"",""XII: Bird Nester / Misanthrope / Blind / Woman's Head / Magpie / Storm at Sea / Shepherds""],""resourceName"":""Archief van ~[Fritz Grossmann](au::111146)~"",""resourceArk"":""ark:/86530/x0/7600631a-2f7a-57d7-b05b-e8458944bef4"",""resourceURI"":""/repositories/13/resources/310623"",""resourceID"":""isad:rub:2903"",""capacity"":""Map 3 (AFG_046)"",""isCapacity"":true,""orgID"":""rub"",""suggestType"":""archiveobject""}",ark:/86530/x0/39fe3e06-d693-52bb-9a06-bfb7d2903f6d,,,,,,,,,,,,
4393c92e-7bf0-519b-ab8a-25c3729c6878,tg:rubgr:1807_#1,e22_ObjectTypes,1,,,,kenmerken.rubedformgr,dtrvbr,,,letters (correspondence),,,,,,,
4393c92e-7bf0-519b-ab8a-25c3729c6878,tg:rubgr:1807_#1,e22_UsageRestrictions,,,,,id/date,,,,,,,,,,1973,permission required
43a864db-c9db-572c-9611-624637841403,tg:rubgr:4585_#1,AA,0,,,,,,,,,,,Rubenianum,tg:rubgr:4585_#1,https://data.rubenianum.be//ark:/86530/43a864db-c9db-572c-9611-624637841403,,
43a864db-c9db-572c-9611-624637841403,tg:rubgr:4585_#1,e22_Archives,1,isad:rub:3039,"dlod={""name"":""25: Drawings (AFG_118)"",""ark"":""ark:/86530/x0/9dda1c20-209b-5315-bc0b-c50a41128039"",""uri"":""/repositories/13/archival_objects/325175"",""id"":""isad:rub:3039"",""nameWithContext"":[""Professioneel leven"",""Kunsthistoricus"",""Bruegelonderzoek"",""Bundels Bruegel""],""resourceName"":""Archief van ~[Fritz Grossmann](au::111146)~"",""resourceArk"":""ark:/86530/x0/7600631a-2f7a-57d7-b05b-e8458944bef4"",""resourceURI"":""/repositories/13/resources/310623"",""resourceID"":""isad:rub:2903"",""capacity"":""25: Drawings (AFG_118)"",""isCapacity"":true,""orgID"":""rub"",""suggestType"":""archiveobject""}",ark:/86530/x0/9dda1c20-209b-5315-bc0b-c50a41128039,,,,,,,,,,,,
43a864db-c9db-572c-9611-624637841403,tg:rubgr:4585_#1,e22_ObjectTypes,1,,,,kenmerken.rubedformgr,dtrvbr,,,letters (correspondence),,,,,,,
43a864db-c9db-572c-9611-624637841403,tg:rubgr:4585_#1,e22_UsageRestrictions,,,,,id/date,,,,,,,,,,1954,permission required
43b70252-b4e6-5eec-bfa3-ab720bb5b422,tg:rubgr:4409_#1,AA,0,,,,,,,,,,,Rubenianum,tg:rubgr:4409_#1,https://data.rubenianum.be//ark:/86530/43b70252-b4e6-5eec-bfa3-ab720bb5b422,,
43b70252-b4e6-5eec-bfa3-ab720bb5b422,tg:rubgr:4409_#1,e22_Archives,1,isad:rub:3033,"dlod={""name"":""19: Van Gelder Album Amicorum \u0026 Encyclopedia Britannica (AFG_112)"",""ark"":""ark:/86530/x0/c9666a57-e392-5fd4-91e5-b3321ec96f0c"",""uri"":""/repositories/13/archival_objects/324533"",""id"":""isad:rub:3033"",""nameWithContext"":[""Professioneel leven"",""Kunsthistoricus"",""Bruegelonderzoek"",""Bundels Bruegel""],""resourceName"":""Archief van ~[Fritz Grossmann](au::111146)~"",""resourceArk"":""ark:/86530/x0/7600631a-2f7a-57d7-b05b-e8458944bef4"",""resourceURI"":""/repositories/13/resources/310623"",""resourceID"":""isad:rub:2903"",""capacity"":""19: Van Gelder Album Amicorum \u0026 Encyclopedia Britannica (AFG_112)"",""isCapacity"":true,""orgID"":""rub"",""suggestType"":""archiveobject""}",ark:/86530/x0/c9666a57-e392-5fd4-91e5-b3321ec96f0c,,,,,,,,,,,,
43b70252-b4e6-5eec-bfa3-ab720bb5b422,tg:rubgr:4409_#1,e22_Conditions,1,,,,kenmerken.rubfyformgr,dcfvbe,Beschadigd,,,,,,,,,
43b70252-b4e6-5eec-bfa3-ab720bb5b422,tg:rubgr:4409_#1,e22_ObjectTypes,1,,,,kenmerken.rubedformgr,dtrvbr,,,letters (correspondence),,,,,,,
43b70252-b4e6-5eec-bfa3-ab720bb5b422,tg:rubgr:4409_#1,e22_UsageRestrictions,,,,,id/date,,,,,,,,,,1972,permission required
4403ba52-af31-5860-84f9-8e3e4f378648,tg:rubgr:2445_#1,AA,0,,,,,,,,,,,Rubenianum,tg:rubgr:2445_#1,https://data.rubenianum.be//ark:/86530/4403ba52-af31-5860-84f9-8e3e4f378648,,
4403ba52-af31-5860-84f9-8e3e4f378648,tg:rubgr:2445_#1,e22_Archives,1,isad:rub:3012,"dlod={""name"":""Map 12 (AFG_082)"",""ark"":""ark:/86530/x0/131d4835-2386-5a5a-8972-f2a5f409481c"",""uri"":""/repositories/13/archival_objects/322286"",""id"":""isad:rub:3012"",""nameWithContext"":[""Professioneel leven"",""Kunsthistoricus"",""Bruegelonderzoek"",""Dozen Bruegel"",""XV: Jan Brueghel / P.B. II / Artists related to J.B. / as well as Jan van Kessel / Doubtful attributions to P.B. I""],""resourceName"":""Archief van ~[Fritz Grossmann](au::111146)~"",""resourceArk"":""ark:/86530/x0/7600631a-2f7a-57d7-b05b-e8458944bef4"",""resourceURI"":""/repositories/13/resources/310623"",""resourceID"":""isad:rub:2903"",""capacity"":""Map 12 (AFG_082)"",""isCapacity"":true,""orgID"":""rub"",""suggestType"":""archiveobject""}",ark:/86530/x0/131d4835-2386-5a5a-8972-f2a5f409481c,,,,,,,,,,,,
4403ba52-af31-5860-84f9-8e3e4f378648,tg:rubgr:2445_#1,e22_ObjectTypes,1,,,,kenmerken.rubedformgr,dtrvbk,,,postcards,,,,,,,
4403ba52-af31-5860-84f9-8e3e4f378648,tg:rubgr:2445_#1,e22_UsageRestrictions,,,,,id/date,,,,,,,,,,1953,permission required
4417d138-f2f1-523a-9588-3073018221b6,tg:rubgr:2296_#1,AA,0,,,,,,,,,,,Rubenianum,tg:rubgr:2296_#1,https://data.rubenianum.be//ark:/86530/4417d138-f2f1-523a-9588-3073018221b6,,
4417d138-f2f1-523a-9588-3073018221b6,tg:rubgr:2296_#1,e22_Archives,1,isad:rub:3005,"dlod={""name"":""Map 5 (AFG_075)"",""ark"":""ark:/86530/x0/fae5334e-dfb7-5a57-b161-304bf01342a8"",""uri"":""/repositories/13/archival_objects/321537"",""id"":""isad:rub:3005"",""nameWithContext"":[""Professioneel leven"",""Kunsthistoricus"",""Bruegelonderzoek"",""Dozen Bruegel"",""XV: Jan Brueghel / P.B. II / Artists related to J.B. / as well as Jan van Kessel / Doubtful attributions to P.B. I""],""resourceName"":""Archief van ~[Fritz Grossmann](au::111146)~"",""resourceArk"":""ark:/86530/x0/7600631a-2f7a-57d7-b05b-e8458944bef4"",""resourceURI"":""/repositories/13/resources/310623"",""resourceID"":""isad:rub:2903"",""capacity"":""Map 5 (AFG_075)"",""isCapacity"":true,""orgID"":""rub"",""suggestType"":""archiveobject""}",ark:/86530/x0/fae5334e-dfb7-5a57-b161-304bf01342a8,,,,,,,,,,,,
4417d138-f2f1-523a-9588-3073018221b6,tg:rubgr:2296_#1,e22_ObjectTypes,1,,,,kenmerken.rubedformgr,dtrvpk,,,picture postcards,,,,,,,
4417d138-f2f1-523a-9588-3073018221b6,tg:rubgr:2296_#1,e22_UsageRestrictions,,,,,id/date,,,,,,,,,,1955,permission required
44581d27-4cd9-50c1-aeb9-5e560f3bd40d,tg:rubgr:2044_#1,AA,0,,,,,,,,,,,Rubenianum,tg:rubgr:2044_#1,https://data.rubenianum.be//ark:/86530/44581d27-4cd9-50c1-aeb9-5e560f3bd40d,,
44581d27-4cd9-50c1-aeb9-5e560f3bd40d,tg:rubgr:2044_#1,e22_Archives,1,isad:rub:2985,"dlod={""name"":""Map 5 (AFG_055)"",""ark"":""ark:/86530/x0/723261bb-44a7-564d-9a65-5422cdf35a57"",""uri"":""/repositories/13/archival_objects/319397"",""id"":""isad:rub:2985"",""nameWithContext"":[""Professioneel leven"",""Kunsthistoricus"",""Bruegelonderzoek"",""Dozen Bruegel"",""XIII: Lost Works / Temptation of Christ / Peasants Tying Faggots / Crucifixion / Peasants falling out at Cards / Sower / Heads / Digging of Land""],""resourceName"":""Archief van ~[Fritz Grossmann](au::111146)~"",""resourceArk"":""ark:/86530/x0/7600631a-2f7a-57d7-b05b-e8458944bef4"",""resourceURI"":""/repositories/13/resources/310623"",""resourceID"":""isad:rub:2903"",""capacity"":""Map 5 (AFG_055)"",""isCapacity"":true,""orgID"":""rub"",""suggestType"":""archiveobject""}",ark:/86530/x0/723261bb-44a7-564d-9a65-5422cdf35a57,,,,,,,,,,,,
44581d27-4cd9-50c1-aeb9-5e560f3bd40d,tg:rubgr:2044_#1,e22_ObjectTypes,1,,,,kenmerken.rubedformgr,dtrvbr,,,letters (correspondence),,,,,,,
44581d27-4cd9-50c1-aeb9-5e560f3bd40d,tg:rubgr:2044_#1,e22_UsageRestrictions,,,,,id/date,,,,,,,,,,1973,permission required
44c729ff-45ec-58b5-a161-e8c3abb88a9e,tg:rubgr:4897_#1,AA,0,,,,,,,,,,,Rubenianum,tg:rubgr:4897_#1,https://data.rubenianum.be//ark:/86530/44c729ff-45ec-58b5-a161-e8c3abb88a9e,,
44c729ff-45ec-58b5-a161-e8c3abb88a9e,tg:rubgr:4897_#1,e22_Archives,1,isad:rub:3058,"dlod={""name"":""43: Varia (AFG_136)"",""ark"":""ark:/86530/x0/e65a2a38-2051-5bef-ad42-00846b79e580"",""uri"":""/repositories/13/archival_objects/327208"",""id"":""isad:rub:3058"",""nameWithContext"":[""Professioneel leven"",""Kunsthistoricus"",""Bruegelonderzoek"",""Bundels Bruegel""],""resourceName"":""Archief van ~[Fritz Grossmann](au::111146)~"",""resourceArk"":""ark:/86530/x0/7600631a-2f7a-57d7-b05b-e8458944bef4"",""resourceURI"":""/repositories/13/resources/310623"",""resourceID"":""isad:rub:2903"",""capacity"":""43: Varia (AFG_136)"",""isCapacity"":true,""orgID"":""rub"",""suggestType"":""archiveobject""}",ark:/86530/x0/e65a2a38-2051-5bef-ad42-00846b79e580,,,,,,,,,,,,
44c729ff-45ec-58b5-a161-e8c3abb88a9e,tg:rubgr:4897_#1,e22_ObjectTypes,1,,,,kenmerken.rubedformgr,dtrvbr,,,letters (correspondence),,,,,,,
44c729ff-45ec-58b5-a161-e8c3abb88a9e,tg:rubgr:4897_#1,e22_UsageRestrictions,,,,,id/date,,,,,,,,,,1955,permission required
450b45f6-5d23-5626-9d9f-5d71cf30522c,tg:rubgr:5305_#1,AA,0,,,,,,,,,,,Rubenianum,tg:rubgr:5305_#1,https://data.rubenianum.be//ark:/86530/450b45f6-5d23-5626-9d9f-5d71cf30522c,,
450b45f6-5d23-5626-9d9f-5d71cf30522c,tg:rubgr:5305_#1,e22_Archives,1,isad:rub:3068,"dlod={""name"":""53: Problems - Berlin Exhibition 1975 (AFG_145)"",""ark"":""ark:/86530/x0/e6ea8d4c-b3f2-5e25-ac08-2b663a196a75"",""uri"":""/repositories/13/archival_objects/328278"",""id"":""isad:rub:3068"",""nameWithContext"":[""Professioneel leven"",""Kunsthistoricus"",""Bruegelonderzoek"",""Bundels Bruegel""],""resourceName"":""Archief van ~[Fritz Grossmann](au::111146)~"",""resourceArk"":""ark:/86530/x0/7600631a-2f7a-57d7-b05b-e8458944bef4"",""resourceURI"":""/repositories/13/resources/310623"",""resourceID"":""isad:rub:2903"",""capacity"":""53: Problems - Berlin Exhibition 1975 (AFG_145)"",""isCapacity"":true,""orgID"":""rub"",""suggestType"":""archiveobject""}",ark:/86530/x0/e6ea8d4c-b3f2-5e25-ac08-2b663a196a75,,,,,,,,,,,,
450b45f6-5d23-5626-9d9f-5d71cf30522c,tg:rubgr:5305_#1,e22_ObjectTypes,1,,,,kenmerken.rubedformgr,dtrvbr,,,letters (correspondence),,,,,,,
450b45f6-5d23-5626-9d9f-5d71cf30522c,tg:rubgr:5305_#1,e22_UsageRestrictions,,,,,id/date,,,,,,,,,,1975,permission required
450bd1b1-c1c2-5884-bd5d-09629531e53a,tg:rubgr:523_#1,AA,0,,,,,,,,,,,Rubenianum,tg:rubgr:523_#1,https://data.rubenianum.be//ark:/86530/450bd1b1-c1c2-5884-bd5d-09629531e53a,,
450bd1b1-c1c2-5884-bd5d-09629531e53a,tg:rubgr:523_#1,e22_Archives,1,isad:rub:2940,"dlod={""name"":""Map 3 (AFG_010)"",""ark"":""ark:/86530/x0/0b0926d5-bcda-5383-be61-b96eb86fe671"",""uri"":""/repositories/13/archival_objects/314582"",""id"":""isad:rub:2940"",""nameWithContext"":[""Professioneel leven"",""Kunsthistoricus"",""Bruegelonderzoek"",""Dozen Bruegel"",""IV: Rebel Angels / Triumph of Death / Dulle Griet""],""resourceName"":""Archief van ~[Fritz Grossmann](au::111146)~"",""resourceArk"":""ark:/86530/x0/7600631a-2f7a-57d7-b05b-e8458944bef4"",""resourceURI"":""/repositories/13/resources/310623"",""resourceID"":""isad:rub:2903"",""capacity"":""Map 3 (AFG_010)"",""isCapacity"":true,""orgID"":""rub"",""suggestType"":""archiveobject""}",ark:/86530/x0/0b0926d5-bcda-5383-be61-b96eb86fe671,,,,,,,,,,,,
450bd1b1-c1c2-5884-bd5d-09629531e53a,tg:rubgr:523_#1,e22_ObjectTypes,1,,,,kenmerken.rubedformgr,dtrvbr,,,letters (correspondence),,,,,,,
450bd1b1-c1c2-5884-bd5d-09629531e53a,tg:rubgr:523_#1,e22_UsageRestrictions,,,,,id/date,,,,,,,,,,1954,permission required
45355950-7b18-548a-b157-dba1424b8316,tg:rubgr:2237_#1,AA,0,,,,,,,,,,,Rubenianum,tg:rubgr:2237_#1,https://data.rubenianum.be//ark:/86530/45355950-7b18-548a-b157-dba1424b8316,,
45355950-7b18-548a-b157-dba1424b8316,tg:rubgr:2237_#1,e22_Archives,1,isad:rub:2999,"dlod={""name"":""Map 10 (AFG_069)"",""ark"":""ark:/86530/x0/e1aff9a0-4475-5c82-b3f0-0ccc80a5b242"",""uri"":""/repositories/13/archival_objects/320895"",""id"":""isad:rub:2999"",""nameWithContext"":[""Professioneel leven"",""Kunsthistoricus"",""Bruegelonderzoek"",""Dozen Bruegel"",""XIV: Doubtful and Wrong attributions""],""resourceName"":""Archief van ~[Fritz Grossmann](au::111146)~"",""resourceArk"":""ark:/86530/x0/7600631a-2f7a-57d7-b05b-e8458944bef4"",""resourceURI"":""/repositories/13/resources/310623"",""resourceID"":""isad:rub:2903"",""capacity"":""Map 10 (AFG_069)"",""isCapacity"":true,""orgID"":""rub"",""suggestType"":""archiveobject""}",ark:/86530/x0/e1aff9a0-4475-5c82-b3f0-0ccc80a5b242,,,,,,,,,,,,
45355950-7b18-548a-b157-dba1424b8316,tg:rubgr:2237_#1,e22_ObjectTypes,1,,,,kenmerken.rubedformgr,dtrvbr,,,letters (correspondence),,,,,,,
45355950-7b18-548a-b157-dba1424b8316,tg:rubgr:2237_#1,e22_UsageRestrictions,,,,,id/date,,,,,,,,,,1959,permission required
4552f056-37c6-58c1-bd99-7e6b6bf1bc55,tg:rubgr:5030_#1,AA,0,,,,,,,,,,,Rubenianum,tg:rubgr:5030_#1,https://data.rubenianum.be//ark:/86530/4552f056-37c6-58c1-bd99-7e6b6bf1bc55,,
4552f056-37c6-58c1-bd99-7e6b6bf1bc55,tg:rubgr:5030_#1,e22_Archives,1,isad:rub:3061,"dlod={""name"":""46: General - Glück - Stridbeck (AFG_139)"",""ark"":""ark:/86530/x0/e9b21174-408c-5cfd-bc3b-01e2e58c5993"",""uri"":""/repositories/13/archival_objects/327529"",""id"":""isad:rub:3061"",""nameWithContext"":[""Professioneel leven"",""Kunsthistoricus"",""Bruegelonderzoek"",""Bundels Bruegel""],""resourceName"":""Archief van ~[Fritz Grossmann](au::111146)~"",""resourceArk"":""ark:/86530/x0/7600631a-2f7a-57d7-b05b-e8458944bef4"",""resourceURI"":""/repositories/13/resources/310623"",""resourceID"":""isad:rub:2903"",""capacity"":""46: General - Glück - Stridbeck (AFG_139)"",""isCapacity"":true,""orgID"":""rub"",""suggestType"":""archiveobject""}",ark:/86530/x0/e9b21174-408c-5cfd-bc3b-01e2e58c5993,,,,,,,,,,,,
4552f056-37c6-58c1-bd99-7e6b6bf1bc55,tg:rubgr:5030_#1,e22_ObjectTypes,1,,,,kenmerken.rubedformgr,dtrvbr,,,letters (correspondence),,,,,,,
4552f056-37c6-58c1-bd99-7e6b6bf1bc55,tg:rubgr:5030_#1,e22_UsageRestrictions,,,,,id/date,,,,,,,,,,1951,permission required
45c9896f-03f0-5d9b-963e-61b193178af6,tg:rubgr:4223_#1,AA,0,,,,,,,,,,,Rubenianum,tg:rubgr:4223_#1,https://data.rubenianum.be//ark:/86530/45c9896f-03f0-5d9b-963e-61b193178af6,,
45c9896f-03f0-5d9b-963e-61b193178af6,tg:rubgr:4223_#1,e22_Archives,1,isad:rub:3032,"dlod={""name"":""18: Notes \u0026 Printed Material (AFG_111)"",""ark"":""ark:/86530/x0/eb215666-ab81-548b-b571-aea6154499a0"",""uri"":""/repositories/13/archival_objects/324426"",""id"":""isad:rub:3032"",""nameWithContext"":[""Professioneel leven"",""Kunsthistoricus"",""Bruegelonderzoek"",""Bundels Bruegel""],""resourceName"":""Archief van ~[Fritz Grossmann](au::111146)~"",""resourceArk"":""ark:/86530/x0/7600631a-2f7a-57d7-b05b-e8458944bef4"",""resourceURI"":""/repositories/13/resources/310623"",""resourceID"":""isad:rub:2903"",""capacity"":""18: Notes \u0026 Printed Material (AFG_111)"",""isCapacity"":true,""orgID"":""rub"",""suggestType"":""archiveobject""}",ark:/86530/x0/eb215666-ab81-548b-b571-aea6154499a0,,,,,,,,,,,,
45c9896f-03f0-5d9b-963e-61b193178af6,tg:rubgr:4223_#1,e22_ObjectTypes,1,,,,kenmerken.rubedformgr,dtrvbr,,,letters (correspondence),,,,,,,
45c9896f-03f0-5d9b-963e-61b193178af6,tg:rubgr:4223_#1,e22_UsageRestrictions,,,,,id/date,,,,,,,,,,1967,permission required
4685328e-1e61-5abd-aa46-08858234a736,tg:rubgr:3271_#1,AA,0,,,,,,,,,,,Rubenianum,tg:rubgr:3271_#1,https://data.rubenianum.be//ark:/86530/4685328e-1e61-5abd-aa46-08858234a736,,
4685328e-1e61-5abd-aa46-08858234a736,tg:rubgr:3271_#1,e22_Archives,1,isad:rub:3018,"dlod={""name"":""4: Doubtful \u0026 wrong attributions, copies, lost pictures (AFG_088-092)"",""ark"":""ark:/86530/x0/18bfe704-adad-5bab-b774-541fe28a823b"",""uri"":""/repositories/13/archival_objects/322928"",""id"":""isad:rub:3018"",""nameWithContext"":[""Professioneel leven"",""Kunsthistoricus"",""Bruegelonderzoek"",""Bundels Bruegel""],""resourceName"":""Archief van ~[Fritz Grossmann](au::111146)~"",""resourceArk"":""ark:/86530/x0/7600631a-2f7a-57d7-b05b-e8458944bef4"",""resourceURI"":""/repositories/13/resources/310623"",""resourceID"":""isad:rub:2903"",""capacity"":""4: Doubtful \u0026 wrong attributions, copies, lost pictures (AFG_088-092)"",""isCapacity"":true,""orgID"":""rub"",""suggestType"":""archiveobject""}",ark:/86530/x0/18bfe704-adad-5bab-b774-541fe28a823b,,,,,,,,,,,,
4685328e-1e61-5abd-aa46-08858234a736,tg:rubgr:3271_#1,e22_ObjectTypes,1,,,,kenmerken.rubedformgr,dtrvbr,,,letters (correspondence),,,,,,,
4685328e-1e61-5abd-aa46-08858234a736,tg:rubgr:3271_#1,e22_UsageRestrictions,,,,,id/date,,,,,,,,,,1956,permission required
46a33f79-312a-5a99-a526-1f1dcd405c35,tg:rubgr:3713_#1,AA,0,,,,,,,,,,,Rubenianum,tg:rubgr:3713_#1,https://data.rubenianum.be//ark:/86530/46a33f79-312a-5a99-a526-1f1dcd405c35,,
