ResourceID,brocade.id,card,order,source_field,source_code,Condition State Note,Condition State Notes Language,Condition State Notes Type
ae55f51a-3f0d-57b5-af87-55f0790a6633,tg:lhsc:1198_#1,e22_Conditions,2,note.lhconditie,"<ul>
<li>
<p>opp.vuil</p>
</li>
<li>
<p>lacunes in de afwerkingslaag: wandelstok, voorkant lichaam</p>
</li>
</ul>
<p>(10/09/2001)</p>
","<ul>
<li>
<p>opp.vuil</p>
</li>
<li>
<p>lacunes in de afwerkingslaag: wandelstok, voorkant lichaam</p>
</li>
</ul>
<p>(10/09/2001)</p>
",Nederlands,condition/examination description
c721dd13-7d0b-542a-9317-9f6f83ed94ed,tg:lhsc:448_#1,e22_Conditions,2,note.lhconditie,"<p>dak en voetstuk beschadigd</p>
<p>verzekeringswaarde: 30.000 BEF</p>
","<p>dak en voetstuk beschadigd</p>
<p>verzekeringswaarde: 30.000 BEF</p>
",Nederlands,condition/examination description
801190b3-4f3c-5fd4-b29c-8636f2b5570b,tg:lhsc:1188_#1,e22_Conditions,3,note.lhconditie,"<ul>
<li>
<p>opp.vuil</p>
</li>
<li>
<p>barsten: drie horizontale, volledig rondom, aan de rechterzijde enkele<br />
vermoedelijk losse delen (bij elkaar gehouden door de verf)</p>
</li>
<li>
<p>afschilfering van de afwerkingslaag: op de buik</p>
</li>
<li>
<p>lacunes in de afwerkingslaag: overal</p>
</li>
</ul>
<p>Conditie van de sokkel</p>
<ul>
<li>
<p>opp.vuil</p>
</li>
<li>
<p>vlekken: achteraan</p>
</li>
<li>
<p>lacunes in de afwerkingslaag: linkerzijde</p>
</li>
</ul>
<p>(10/09/2001)</p>
","<ul>
<li>
<p>opp.vuil</p>
</li>
<li>
<p>barsten: drie horizontale, volledig rondom, aan de rechterzijde enkele<br />
vermoedelijk losse delen (bij elkaar gehouden door de verf)</p>
</li>
<li>
<p>afschilfering van de afwerkingslaag: op de buik</p>
</li>
<li>
<p>lacunes in de afwerkingslaag: overal</p>
</li>
</ul>
<p>Conditie van de sokkel</p>
<ul>
<li>
<p>opp.vuil</p>
</li>
<li>
<p>vlekken: achteraan</p>
</li>
<li>
<p>lacunes in de afwerkingslaag: linkerzijde</p>
</li>
</ul>
<p>(10/09/2001)</p>
",Nederlands,condition/examination description
60ece476-cd76-56fb-97b5-e07c2301d90f,tg:lhsc:458_#1,e22_Conditions,2,note.lhconditie,"<ul>
<li>
<p>opp.vuil</p>
</li>
<li>
<p>vlekken: witte verfspatten</p>
</li>
</ul>
<p>Conditie van de sokkel</p>
<ul>
<li>
<p>slecht aan het beeld bevestigd</p>
</li>
<li>
<p>opp.vuil</p>
</li>
</ul>
<p>(31/08/2001)</p>
","<ul>
<li>
<p>opp.vuil</p>
</li>
<li>
<p>vlekken: witte verfspatten</p>
</li>
</ul>
<p>Conditie van de sokkel</p>
<ul>
<li>
<p>slecht aan het beeld bevestigd</p>
</li>
<li>
<p>opp.vuil</p>
</li>
</ul>
<p>(31/08/2001)</p>
",Nederlands,condition/examination description
d8234818-a607-5abd-b982-7efd2f5ef2ae,tg:lhsc:1059_#1,e22_Conditions,2,note.lhconditie,"<ul>
<li>opp.vuil</li>
</ul>
<p>(29/08/2001)</p>
","<ul>
<li>opp.vuil</li>
</ul>
<p>(29/08/2001)</p>
",Nederlands,condition/examination description
02189262-b087-538f-93ef-c348651adadf,tg:lhsc:1121_#1,e22_Conditions,3,note.lhconditie,"<ul>
<li>
<p>opp.vuil</p>
</li>
<li>
<p>vlekken: kleine, witte</p>
</li>
<li>
<p>lacunes: rechteroor, achteraan onder</p>
</li>
<li>
<p>krassen</p>
</li>
</ul>
<p>Conditie van de sokkel</p>
<ul>
<li>
<p>slecht aan het beeld bevestigd: kan gedraaid worden</p>
</li>
<li>
<p>opp.vuil</p>
</li>
</ul>
<p>(04/09/2001)</p>
","<ul>
<li>
<p>opp.vuil</p>
</li>
<li>
<p>vlekken: kleine, witte</p>
</li>
<li>
<p>lacunes: rechteroor, achteraan onder</p>
</li>
<li>
<p>krassen</p>
</li>
</ul>
<p>Conditie van de sokkel</p>
<ul>
<li>
<p>slecht aan het beeld bevestigd: kan gedraaid worden</p>
</li>
<li>
<p>opp.vuil</p>
</li>
</ul>
<p>(04/09/2001)</p>
",Nederlands,condition/examination description
5773263a-36a0-56ae-bf0d-3bd308f82786,tg:lhsc:1049_#1,e22_Conditions,2,note.lhconditie,"<ul>
<li>
<p>opp.vuil</p>
</li>
<li>
<p>lacunes: vooraan rechts</p>
</li>
<li>
<p>afschilfering van de afwerkingslaag: neus</p>
</li>
</ul>
<p>(06/09/2001)</p>
","<ul>
<li>
<p>opp.vuil</p>
</li>
<li>
<p>lacunes: vooraan rechts</p>
</li>
<li>
<p>afschilfering van de afwerkingslaag: neus</p>
</li>
</ul>
<p>(06/09/2001)</p>
",Nederlands,condition/examination description
c2ca5b78-23fa-5b4d-bf9f-e093d02f6429,tg:lhsc:1131_#1,e22_Conditions,2,note.lhconditie,"<ul>
<li>opp.vuil</li>
</ul>
<p>(04/09/2001)</p>
","<ul>
<li>opp.vuil</li>
</ul>
<p>(04/09/2001)</p>
",Nederlands,condition/examination description
371e84a1-7391-511a-86cc-3c75b3b530f1,tg:lhsc:787_#1,e22_Conditions,2,note.lhconditie,"<ul>
<li>
<p>opp.vuil</p>
</li>
<li>
<p>lacunes: achterkant</p>
</li>
<li>
<p>lacunes in de afwerkingslaag: achteraan</p>
</li>
</ul>
<p>(30/08/2001)</p>
","<ul>
<li>
<p>opp.vuil</p>
</li>
<li>
<p>lacunes: achterkant</p>
</li>
<li>
<p>lacunes in de afwerkingslaag: achteraan</p>
</li>
</ul>
<p>(30/08/2001)</p>
",Nederlands,condition/examination description
2ff665f5-2a27-5300-a46d-4ab1bebb18c9,tg:lhsc:923_#1,e22_Conditions,2,note.lhconditie,"<ul>
<li>
<p>vlekken: gele vlekken, schimmel</p>
</li>
<li>
<p>schimmel</p>
</li>
</ul>
<p>(11/09/2001)</p>
","<ul>
<li>
<p>vlekken: gele vlekken, schimmel</p>
</li>
<li>
<p>schimmel</p>
</li>
</ul>
<p>(11/09/2001)</p>
",Nederlands,condition/examination description
ee16ea79-38a9-531e-9a2d-3261ed9e9d93,tg:lhsc:933_#1,e22_Conditions,2,note.lhconditie,"<ul>
<li>
<p>opp.vuil</p>
</li>
<li>
<p>barsten: een barst van midden boven naar linkerzijde, loopt tot achterzijde</p>
</li>
<li>
<p>lacunes: linkerzijkant</p>
</li>
<li>
<p>afschilfering van de afwerkingslaag: op twee kleine srukjes, baard,<br />
haarpartij boven oor</p>
</li>
</ul>
<p>(21/08/2001)</p>
","<ul>
<li>
<p>opp.vuil</p>
</li>
<li>
<p>barsten: een barst van midden boven naar linkerzijde, loopt tot achterzijde</p>
</li>
<li>
<p>lacunes: linkerzijkant</p>
</li>
<li>
<p>afschilfering van de afwerkingslaag: op twee kleine srukjes, baard,<br />
haarpartij boven oor</p>
</li>
</ul>
<p>(21/08/2001)</p>
",Nederlands,condition/examination description
dcb8898b-fd16-568e-87e0-9f0cff34d77f,tg:lhsc:941_#1,e22_Conditions,1,note.lhconditie,"<ul>
<li>
<p>opp.vuil</p>
</li>
<li>
<p>sporen van schimmel</p>
</li>
</ul>
","<ul>
<li>
<p>opp.vuil</p>
</li>
<li>
<p>sporen van schimmel</p>
</li>
</ul>
",Nederlands,condition/examination description
e4936b3f-223f-59c5-855a-3b1b66eaafd5,tg:lhsc:839_#1,e22_Conditions,2,note.lhconditie,"<ul>
<li>
<p>opp.vuil</p>
</li>
<li>
<p>kleine lacunes vooraan</p>
</li>
<li>
<p>roestvlek van versteviging langs de binnenkant</p>
</li>
</ul>
<p>(29/08/2001)</p>
","<ul>
<li>
<p>opp.vuil</p>
</li>
<li>
<p>kleine lacunes vooraan</p>
</li>
<li>
<p>roestvlek van versteviging langs de binnenkant</p>
</li>
</ul>
<p>(29/08/2001)</p>
",Nederlands,condition/examination description
cf6b29bd-3863-56ca-abec-b7d9077107e2,tg:lhsc:951_#1,e22_Conditions,1,note.lhconditie,"<ul>
<li>
<p>opp.vuil</p>
</li>
<li>
<p>krassen</p>
</li>
</ul>
<p>(10/09/2001)</p>
","<ul>
<li>
<p>opp.vuil</p>
</li>
<li>
<p>krassen</p>
</li>
</ul>
<p>(10/09/2001)</p>
",Nederlands,condition/examination description
381bbda3-4fb4-5e04-8c69-2938bc18ece8,tg:lhsc:829_#1,e22_Conditions,2,note.lhconditie,"<ul>
<li>
<p>opp.vuil</p>
</li>
<li>
<p>vlekken: witte vlekken op achterkant</p>
</li>
</ul>
<p>Conditie van de sokkel</p>
<ul>
<li>
<p>opp.vuil</p>
</li>
<li>
<p>bevestiging met roestende doek</p>
</li>
</ul>
<p>(29/08/2001)</p>
","<ul>
<li>
<p>opp.vuil</p>
</li>
<li>
<p>vlekken: witte vlekken op achterkant</p>
</li>
</ul>
<p>Conditie van de sokkel</p>
<ul>
<li>
<p>opp.vuil</p>
</li>
<li>
<p>bevestiging met roestende doek</p>
</li>
</ul>
<p>(29/08/2001)</p>
",Nederlands,condition/examination description
11086014-c9e8-56de-b71d-95dd6ed22e61,tg:lhsc:1225_#1,e22_Conditions,2,note.lhconditie,"<ul>
<li>bruine verfsporen</li>
</ul>
","<ul>
<li>bruine verfsporen</li>
</ul>
",Nederlands,condition/examination description
a6062e56-052e-5afb-a35b-00ad177c175c,tg:lhsc:1143_#1,e22_Conditions,1,note.lhconditie,"<ul>
<li>
<p>opp.vuil</p>
</li>
<li>
<p>vlekken: vlekkerig uitzicht</p>
</li>
<li>
<p>lacunes: achterzijde, rechterkraag</p>
</li>
<li>
<p>kraasen</p>
</li>
<li>
<p>roestende nagels: boven, twee onder vooraan</p>
</li>
</ul>
<p>(10/09/2001)</p>
","<ul>
<li>
<p>opp.vuil</p>
</li>
<li>
<p>vlekken: vlekkerig uitzicht</p>
</li>
<li>
<p>lacunes: achterzijde, rechterkraag</p>
</li>
<li>
<p>kraasen</p>
</li>
<li>
<p>roestende nagels: boven, twee onder vooraan</p>
</li>
</ul>
<p>(10/09/2001)</p>
",Nederlands,condition/examination description
522aac1d-4cf8-57bb-aa95-b2fab0f6942e,tg:lhsc:52_#1,e22_Conditions,3,note.lhconditie,"<ul>
<li>
<p>opp.vuil</p>
</li>
<li>
<p>vlekken: zwart vlekkerig uitzicht (schimmel?), druiper op voorhoofd, groene<br />
vlekken op haarpartij, zwarte vlekken</p>
</li>
<li>
<p>lacunes: op sokkel</p>
</li>
</ul>
<p>(31/08/2001)</p>
","<ul>
<li>
<p>opp.vuil</p>
</li>
<li>
<p>vlekken: zwart vlekkerig uitzicht (schimmel?), druiper op voorhoofd, groene<br />
vlekken op haarpartij, zwarte vlekken</p>
</li>
<li>
<p>lacunes: op sokkel</p>
</li>
</ul>
<p>(31/08/2001)</p>
",Nederlands,condition/examination description
f5fd1bd0-fed5-513c-904b-b826d40eced3,tg:lhsc:1153_#1,e22_Conditions,1,note.lhconditie,"<ul>
<li>
<p>opp.vuil</p>
</li>
<li>
<p>lacunes: links en rechtsachter</p>
</li>
<li>
<p>afschilfering van de afwerkingslaag: rechtsonder, linkerschouder, vooraan<br />
sokkel</p>
</li>
<li>
<p>vlekken: witvlekkerig uitzicht</p>
</li>
</ul>
<p>(30/08/01)</p>
","<ul>
<li>
<p>opp.vuil</p>
</li>
<li>
<p>lacunes: links en rechtsachter</p>
</li>
<li>
<p>afschilfering van de afwerkingslaag: rechtsonder, linkerschouder, vooraan<br />
sokkel</p>
</li>
<li>
<p>vlekken: witvlekkerig uitzicht</p>
</li>
</ul>
<p>(30/08/01)</p>
",Nederlands,condition/examination description
0cd291fa-d30b-5b94-8fbd-f6fdc7f67761,tg:lhsc:1706_#1,e22_Conditions,2,note.lhconditie,"<p>Licht beschadigd. Gereinigd juni 2008 door het Letterenhuis.</p>
","<p>Licht beschadigd. Gereinigd juni 2008 door het Letterenhuis.</p>
",Nederlands,condition/examination description
3ce34279-b226-51ef-b609-81d88a719e05,tg:lhsc:1082_#1,e22_Conditions,1,note.lhconditie,"<ul>
<li>
<p>opp.vuil</p>
</li>
<li>
<p>lacunes in de afwerkingslaag: achteraan en op de basis</p>
</li>
</ul>
<p>(04/09/2001)</p>
","<ul>
<li>
<p>opp.vuil</p>
</li>
<li>
<p>lacunes in de afwerkingslaag: achteraan en op de basis</p>
</li>
</ul>
<p>(04/09/2001)</p>
",Nederlands,condition/examination description
99f4eebc-fce1-5afe-81da-59d039c4938f,tg:lhsc:1092_#1,e22_Conditions,3,note.lhconditie,"<ul>
<li>
<p>opp.vuil</p>
</li>
<li>
<p>barsten: in de basis van het beeld</p>
</li>
<li>
<p>lacunes in de afwerkingslaag: zeer kleine</p>
</li>
</ul>
<p>Conditie van de sokkel</p>
<ul>
<li>opp.vuil</li>
</ul>
<p>(05/09/2001)</p>
","<ul>
<li>
<p>opp.vuil</p>
</li>
<li>
<p>barsten: in de basis van het beeld</p>
</li>
<li>
<p>lacunes in de afwerkingslaag: zeer kleine</p>
</li>
</ul>
<p>Conditie van de sokkel</p>
<ul>
<li>opp.vuil</li>
</ul>
<p>(05/09/2001)</p>
",Nederlands,condition/examination description
11632121-3f2f-53be-9ac2-69d27a7d7c9d,tg:lhsc:880_#1,e22_Conditions,1,note.lhconditie,"<ul>
<li>
<p>opp.vuil</p>
</li>
<li>
<p>vlekken: licht grijze, schimmel</p>
</li>
</ul>
<p>(27/08/2001)</p>
","<ul>
<li>
<p>opp.vuil</p>
</li>
<li>
<p>vlekken: licht grijze, schimmel</p>
</li>
</ul>
<p>(27/08/2001)</p>
",Nederlands,condition/examination description
c4731e05-8086-503a-9a7c-b1dffb9dec4c,tg:lhsc:890_#1,e22_Conditions,1,note.lhconditie,"<ul>
<li>
<p>opp.vuil</p>
</li>
<li>
<p>vlekken: lichtbruine, schimmel</p>
</li>
<li>
<p>schimmel</p>
</li>
</ul>
<p>(23/08/2001)</p>
","<ul>
<li>
<p>opp.vuil</p>
</li>
<li>
<p>vlekken: lichtbruine, schimmel</p>
</li>
<li>
<p>schimmel</p>
</li>
</ul>
<p>(23/08/2001)</p>
",Nederlands,condition/examination description
3b1fef7d-0e94-5f5e-912e-885fe59c9445,tg:lhsc:864_#1,e22_Conditions,2,note.lhconditie,"<ul>
<li>
<p>opp.vuil</p>
</li>
<li>
<p>grijze vlekken</p>
</li>
</ul>
<p>(24/08/2001)</p>
","<ul>
<li>
<p>opp.vuil</p>
</li>
<li>
<p>grijze vlekken</p>
</li>
</ul>
<p>(24/08/2001)</p>
",Nederlands,condition/examination description
2f9ab465-b289-5579-816d-693bb9ce371d,tg:lhsc:874_#1,e22_Conditions,2,note.lhconditie,"<ul>
<li>
<p>opp.vuil</p>
</li>
<li>
<p>lacunes: een kleintje onderaan, een kleine linksonder</p>
</li>
</ul>
<p>(24/08/2001)</p>
","<ul>
<li>
<p>opp.vuil</p>
</li>
<li>
<p>lacunes: een kleintje onderaan, een kleine linksonder</p>
</li>
</ul>
<p>(24/08/2001)</p>
",Nederlands,condition/examination description
24dc7772-cd6e-5a3b-9da4-1d790f9a875a,tg:lhsc:1623_#1,e22_Conditions,1,note.lhconditie,"<p>goed 9/09/2003</p>
","<p>goed 9/09/2003</p>
",Nederlands,condition/examination description
b654ab53-5737-56e6-aaa3-309d0d95d17a,tg:lhsc:1066_#1,e22_Conditions,2,note.lhconditie,"<ul>
<li>
<p>opp.vuil</p>
</li>
<li>
<p>zeer kleine lacunes in de afwerkingslaag</p>
</li>
</ul>
<p>(28/08/2001)</p>
","<ul>
<li>
<p>opp.vuil</p>
</li>
<li>
<p>zeer kleine lacunes in de afwerkingslaag</p>
</li>
</ul>
<p>(28/08/2001)</p>
",Nederlands,condition/examination description
29d1dce8-486c-5d01-879b-633112a29955,tg:lhsc:1076_#1,e22_Conditions,3,note.lhconditie,"<ul>
<li>
<p>opp.vuil</p>
</li>
<li>
<p>vlekken: oranje (verf?), vegen achterzijde</p>
</li>
</ul>
<p>Conditie van de sokkel</p>
<ul>
<li>
<p>opp.vuil</p>
</li>
<li>
<p>vlekken: vettige vlek (lijm?)</p>
</li>
<li>
<p>rechterzijkant potloodstreep</p>
</li>
</ul>
<p>(29/08/2001)</p>
","<ul>
<li>
<p>opp.vuil</p>
</li>
<li>
<p>vlekken: oranje (verf?), vegen achterzijde</p>
</li>
</ul>
<p>Conditie van de sokkel</p>
<ul>
<li>
<p>opp.vuil</p>
</li>
<li>
<p>vlekken: vettige vlek (lijm?)</p>
</li>
<li>
<p>rechterzijkant potloodstreep</p>
</li>
</ul>
<p>(29/08/2001)</p>
",Nederlands,condition/examination description
6cb9610f-4f95-5277-970b-ffb84edcd81b,tg:lhsc:669_#1,e22_Conditions,2,note.lhconditie,"<ul>
<li>
<p>opp.vuil</p>
</li>
<li>
<p>barsten: 2 loszittende delen recht vooraan:</p>
</li>
<li>
<p>lacunes: rechterzijde, 2 onderlinkerzijde</p>
</li>
<li>
<p>lacunes in de afwerkingslaag: kleintjes</p>
</li>
</ul>
<p>(03/08/2001) Mag het museum verlaten indien de loszitende delen (rechts-voor)<br />
verlijmd zijn.</p>
","<ul>
<li>
<p>opp.vuil</p>
</li>
<li>
<p>barsten: 2 loszittende delen recht vooraan:</p>
</li>
<li>
<p>lacunes: rechterzijde, 2 onderlinkerzijde</p>
</li>
<li>
<p>lacunes in de afwerkingslaag: kleintjes</p>
</li>
</ul>
<p>(03/08/2001) Mag het museum verlaten indien de loszitende delen (rechts-voor)<br />
verlijmd zijn.</p>
",Nederlands,condition/examination description
b0db3181-4b4c-5bfe-86c2-4effc6fc69dc,tg:lhsc:711_#1,e22_Conditions,3,note.lhconditie,"<ul>
<li>
<p>opp.vuil</p>
</li>
<li>
<p>krassen op vele plaatsen , in de afwerkingslaag en in de gips</p>
</li>
<li>
<p>lacunes in de afwerkingslaag: De verflaag is op vele plaatsen afgesleten</p>
</li>
</ul>
<p>Conditie van de sokkel</p>
<ul>
<li>
<p>slecht aan het beeld bevestigd: met ijzerdraad: momenteel nog stevig genoeg</p>
</li>
<li>
<p>vlekken: witte vegen</p>
</li>
</ul>
<p>(21/08/01)</p>
","<ul>
<li>
<p>opp.vuil</p>
</li>
<li>
<p>krassen op vele plaatsen , in de afwerkingslaag en in de gips</p>
</li>
<li>
<p>lacunes in de afwerkingslaag: De verflaag is op vele plaatsen afgesleten</p>
</li>
</ul>
<p>Conditie van de sokkel</p>
<ul>
<li>
<p>slecht aan het beeld bevestigd: met ijzerdraad: momenteel nog stevig genoeg</p>
</li>
<li>
<p>vlekken: witte vegen</p>
</li>
</ul>
<p>(21/08/01)</p>
",Nederlands,condition/examination description
1759cbb3-bbaf-547f-9daa-5f5c2c0b24aa,tg:lhsc:679_#1,e22_Conditions,3,note.lhconditie,"<ul>
<li>
<p>opp.vuil</p>
</li>
<li>
<p>vlekken: verspot vooraan</p>
</li>
<li>
<p>barsten: L-zijkant basis naar boven / R-zijkant basis</p>
</li>
<li>
<p>afschilfering van de afwerkingslaag: craquelures over de het gehele opp.</p>
</li>
</ul>
<p>(03/09/2001)</p>
","<ul>
<li>
<p>opp.vuil</p>
</li>
<li>
<p>vlekken: verspot vooraan</p>
</li>
<li>
<p>barsten: L-zijkant basis naar boven / R-zijkant basis</p>
</li>
<li>
<p>afschilfering van de afwerkingslaag: craquelures over de het gehele opp.</p>
</li>
</ul>
<p>(03/09/2001)</p>
",Nederlands,condition/examination description
75c6c96d-4005-56cd-b637-958469faae71,tg:lhsc:701_#1,e22_Conditions,1,note.lhconditie,"<ul>
<li>afschilfering van de afwerkingslaag: in het haar</li>
</ul>
<p>(11/09/2001)</p>
","<ul>
<li>afschilfering van de afwerkingslaag: in het haar</li>
</ul>
<p>(11/09/2001)</p>
",Nederlands,condition/examination description
c8c1a283-4366-537b-8d50-1d0a115597c6,tg:lhsc:773_#1,e22_Conditions,3,note.lhconditie,"<ul>
<li>opp.vuil</li>
</ul>
<p>Conditie van de sokkel</p>
<ul>
<li>
<p>opp.vuil</p>
</li>
<li>
<p>barsten:</p>
</li>
<li>
<p>de vijs voor de ophanging komt er aan de voorkant ( in het fleuweel uit )</p>
</li>
</ul>
<p>(24/08/2001)</p>
","<ul>
<li>opp.vuil</li>
</ul>
<p>Conditie van de sokkel</p>
<ul>
<li>
<p>opp.vuil</p>
</li>
<li>
<p>barsten:</p>
</li>
<li>
<p>de vijs voor de ophanging komt er aan de voorkant ( in het fleuweel uit )</p>
</li>
</ul>
<p>(24/08/2001)</p>
",Nederlands,condition/examination description
8717f477-0923-549d-983f-e64488586419,tg:lhsc:763_#1,e22_Conditions,3,note.lhconditie,"<ul>
<li>
<p>opp.vuil</p>
</li>
<li>
<p>barsten: van linkerbovenhoek naar rechts onder, loopt door tot achter, kan<br />
bewogen worden</p>
</li>
<li>
<p>lacunes: aan achterhoofd en langs de barst, klein</p>
</li>
</ul>
<p>Conditie van de sokkel</p>
<ul>
<li>
<p>opp.vuil</p>
</li>
<li>
<p>schimmel</p>
</li>
</ul>
<p>(23/08/2001)</p>
","<ul>
<li>
<p>opp.vuil</p>
</li>
<li>
<p>barsten: van linkerbovenhoek naar rechts onder, loopt door tot achter, kan<br />
bewogen worden</p>
</li>
<li>
<p>lacunes: aan achterhoofd en langs de barst, klein</p>
</li>
</ul>
<p>Conditie van de sokkel</p>
<ul>
<li>
<p>opp.vuil</p>
</li>
<li>
<p>schimmel</p>
</li>
</ul>
<p>(23/08/2001)</p>
",Nederlands,condition/examination description
f343dbac-742b-5893-8092-2e240cf0def7,tg:lhsc:1014_#1,e22_Conditions,2,note.lhconditie,"<ul>
<li>
<p>opp.vuil</p>
</li>
<li>
<p>lacunes: rechts de hals rond</p>
</li>
<li>
<p>lacunes in de afwerkingslaag: links ..., rechts in de hals</p>
</li>
</ul>
","<ul>
<li>
<p>opp.vuil</p>
</li>
<li>
<p>lacunes: rechts de hals rond</p>
</li>
<li>
<p>lacunes in de afwerkingslaag: links ..., rechts in de hals</p>
</li>
</ul>
",Nederlands,condition/examination description
22208e5e-b7b1-5133-9064-0525bd615da8,tg:lhsc:2206_#1,e22_Conditions,2,note.lhconditie,"<p>goed 17/12/2003</p>
","<p>goed 17/12/2003</p>
",Nederlands,condition/examination description
93013122-1dd2-5962-bdbf-a67306ca4c86,tg:lhsc:806_#1,e22_Conditions,2,note.lhconditie,"<ul>
<li>
<p>opp.vuil</p>
</li>
<li>
<p>vlekken: zwarte vlek langs de achterkant</p>
</li>
<li>
<p>lacunes in de afwerkingslaag: een aantal kleintjes</p>
</li>
</ul>
<p>(31/08/2001)</p>
","<ul>
<li>
<p>opp.vuil</p>
</li>
<li>
<p>vlekken: zwarte vlek langs de achterkant</p>
</li>
<li>
<p>lacunes in de afwerkingslaag: een aantal kleintjes</p>
</li>
</ul>
<p>(31/08/2001)</p>
",Nederlands,condition/examination description
67ef3439-0fdb-5319-8473-f63f73db6585,tg:lhsc:816_#1,e22_Conditions,2,note.lhconditie,"<ul>
<li>opp.vuil</li>
</ul>
<p>(31/08/2001)</p>
","<ul>
<li>opp.vuil</li>
</ul>
<p>(31/08/2001)</p>
",Nederlands,condition/examination description
20f6d9e4-3dc2-52c9-bc65-4109a9ef3b99,tg:lhsc:443_#1,e22_Conditions,2,note.lhconditie,"<p>zonder fout</p>
","<p>zonder fout</p>
",Nederlands,condition/examination description
b6327b97-5b82-552d-b795-165fea0cf610,tg:lhsc:1193_#1,e22_Conditions,2,note.lhconditie,"<ul>
<li>
<p>opp.vuil</p>
</li>
<li>
<p>vlekken: verfspat op de kraag</p>
</li>
<li>
<p>lacunes in de afwerkingslaag: rechterzijkant en punt van de neus</p>
</li>
</ul>
<p>(11/09/2001)</p>
","<ul>
<li>
<p>opp.vuil</p>
</li>
<li>
<p>vlekken: verfspat op de kraag</p>
</li>
<li>
<p>lacunes in de afwerkingslaag: rechterzijkant en punt van de neus</p>
</li>
</ul>
<p>(11/09/2001)</p>
",Nederlands,condition/examination description
a66f61a6-3641-5f8b-803c-ab42955ef820,tg:lhsc:453_#1,e22_Conditions,3,note.lhconditie,"<ul>
<li>
<p>opp.vuil</p>
</li>
<li>
<p>vlekken: rechterachterzijde, zwarte vlek</p>
</li>
</ul>
<p>(11/09/2001)</p>
<p>1/09/2004: Goed, gerestaureerd door privérestauratrice Kim Raymakers.</p>
","<ul>
<li>
<p>opp.vuil</p>
</li>
<li>
<p>vlekken: rechterachterzijde, zwarte vlek</p>
</li>
</ul>
<p>(11/09/2001)</p>
<p>1/09/2004: Goed, gerestaureerd door privérestauratrice Kim Raymakers.</p>
",Nederlands,condition/examination description
724caf69-ff81-5d66-9af2-93c8b8082f47,tg:lhsc:1183_#1,e22_Conditions,1,note.lhconditie,"<ul>
<li>
<p>opp.vuil</p>
</li>
<li>
<p>vlekken: zwarte vingerafdrukken, gele vlek op poot, bruine vlek op boeken</p>
</li>
<li>
<p>losliggende delen: kaft bovenste boek, gescheurde rug</p>
</li>
<li>
<p>lacunes</p>
</li>
<li>
<p>lacunes in de afwerkingslaag: eerste boek</p>
</li>
</ul>
<p>(10/09/2001)</p>
<p>16/10/2004: Goed, losgekomen boeken gelijmd door de boekbinders, reiniging en<br />
retouche door AMVC.</p>
","<ul>
<li>
<p>opp.vuil</p>
</li>
<li>
<p>vlekken: zwarte vingerafdrukken, gele vlek op poot, bruine vlek op boeken</p>
</li>
<li>
<p>losliggende delen: kaft bovenste boek, gescheurde rug</p>
</li>
<li>
<p>lacunes</p>
</li>
<li>
<p>lacunes in de afwerkingslaag: eerste boek</p>
</li>
</ul>
<p>(10/09/2001)</p>
<p>16/10/2004: Goed, losgekomen boeken gelijmd door de boekbinders, reiniging en<br />
retouche door AMVC.</p>
",Nederlands,condition/examination description
0ef9b481-d539-50f0-be94-7f3cfb9108e8,tg:lhsc:991_#1,e22_Conditions,1,note.lhconditie,"<ul>
<li>
<p>opp.vuil</p>
</li>
<li>
<p>vlekken: grote verfvlekken</p>
</li>
<li>
<p>lacunes: op neus voorhoofd</p>
</li>
<li>
<p>krassen</p>
</li>
<li>
<p>schimmel</p>
</li>
</ul>
<p>(07/09/2001)</p>
","<ul>
<li>
<p>opp.vuil</p>
</li>
<li>
<p>vlekken: grote verfvlekken</p>
</li>
<li>
<p>lacunes: op neus voorhoofd</p>
</li>
<li>
<p>krassen</p>
</li>
<li>
<p>schimmel</p>
</li>
</ul>
<p>(07/09/2001)</p>
",Nederlands,condition/examination description
a8ceac16-3aca-5367-95a4-5e11bb384cda,tg:lhsc:981_#1,e22_Conditions,1,note.lhconditie,"<ul>
<li>
<p>opp.vuil</p>
</li>
<li>
<p>vlekken: schimmel</p>
</li>
<li>
<p>krassen</p>
</li>
<li>
<p>schimmel</p>
</li>
</ul>
<p>(07/09/2001)</p>
","<ul>
<li>
<p>opp.vuil</p>
</li>
<li>
<p>vlekken: schimmel</p>
</li>
<li>
<p>krassen</p>
</li>
<li>
<p>schimmel</p>
</li>
</ul>
<p>(07/09/2001)</p>
",Nederlands,condition/examination description
034f1ac0-3162-51c9-993a-1ec2408808a3,tg:lhsc:725_#1,e22_Conditions,2,note.lhconditie,"<ul>
<li>opp.vuil</li>
</ul>
<p>(21/08/2001)</p>
","<ul>
<li>opp.vuil</li>
</ul>
<p>(21/08/2001)</p>
",Nederlands,condition/examination description
