card,order,dataset,adm.id_mat,Plaatsingsnummer,adm.uuid_mat,ResourceID,brocade.id,adm.acquiredVia,mpm_place_holder,Warehouse Location (begin),adm.isadPartOf,Volgnummer,Warehouse Location (end),Source Note Type,Source Note Language
e22_Items,1,lhob,tg:lhob:779_#1,,74f31846-228c-59b4-9cdd-1997c3ecfea2,74f31846-228c-59b4-9cdd-1997c3ecfea2,tg:lhob:779_#1,tr:lh:4093,79256/1,V3 D 1 A,isad:lh:187429,,,,
e22_Items,1,lhob,tg:lhob:601_#1,S 395 / E,6e67467c-f659-58f0-b884-6838029b1b4c,6e67467c-f659-58f0-b884-6838029b1b4c,tg:lhob:601_#1,,,,,,,,
e22_Items,1,lhob,tg:lhob:355_#1,,52df57d8-2283-5afa-a729-27630e01aafa,52df57d8-2283-5afa-a729-27630e01aafa,tg:lhob:355_#1,,203541,V3 B 1 A1,isad:lh:134513,Doos 14 / 35,,remarks,Nederlands
e22_Items,1,lhob,tg:lhob:345_#1,V 254 / V,f714924c-a9a7-5d79-b27f-08f485cce451,f714924c-a9a7-5d79-b27f-08f485cce451,tg:lhob:345_#1,tr:lh:5941,129678,V3 B 1 A1,isad:lh:134703,,,remarks,Nederlands
e22_Items,1,lhob,tg:lhob:478_#1,V 254 / V,91f5928d-c89b-5b92-a761-37d1d4149f90,91f5928d-c89b-5b92-a761-37d1d4149f90,tg:lhob:478_#1,tr:lh:5941,129686,V3 D,isad:lh:134703,,,,
e22_Items,1,lhob,tg:lhob:500_#1,D 9565 / V,2330c4a9-a5ab-517f-91b7-fee951f5b432,2330c4a9-a5ab-517f-91b7-fee951f5b432,tg:lhob:500_#1,tr:lh:3099,62177,V3 D,isad:lh:154727,,,,
e22_Items,1,lhob,tg:lhob:666_#1,G 395 / E,bf3d860a-b5d9-5db8-b0d9-b02e9ec3db3f,bf3d860a-b5d9-5db8-b0d9-b02e9ec3db3f,tg:lhob:666_#1,tr:lh:6341,148070,,,,,,
e22_Items,1,lhob,tg:lhob:676_#1,L 319 / E,1dd0b4a7-7704-5ff3-9329-c43993a3d9c0,1dd0b4a7-7704-5ff3-9329-c43993a3d9c0,tg:lhob:676_#1,tr:lh:6898,170837,,,,,,
e22_Items,1,lhob,tg:lhob:284_#1,S 5621 / V,3649ca0a-f36b-5e26-9f1d-0b289409cba6,3649ca0a-f36b-5e26-9f1d-0b289409cba6,tg:lhob:284_#1,tr:lh:7740,200984,V3 B 1 A1,isad:lh:134700,,,remarks,Nederlands
e22_Items,1,lhob,tg:lhob:72_#1,B 707 / V,039d5d9d-870d-5667-a033-374718061f69,039d5d9d-870d-5667-a033-374718061f69,tg:lhob:72_#1,tr:lh:3240,64.523,V3 B 1 A1,isad:lh:134285,,,remarks,Nederlands
e22_Items,1,lhob,tg:lhob:62_#1,,95cc9989-07f7-5c24-af9a-e8d06bdd1b86,95cc9989-07f7-5c24-af9a-e8d06bdd1b86,tg:lhob:62_#1,tr:lh:314,6892,V3 B 1 A1,isad:lh:134261,Doos 1 / 10,,,
e22_Items,1,lhob,tg:lhob:190_#1,V 4165 / V,946862fa-42f7-52e8-b7ec-35dd97ae51b0,946862fa-42f7-52e8-b7ec-35dd97ae51b0,tg:lhob:190_#1,tr:lh:4266,86565,V3 B 1 A1,isad:lh:134433,,,remarks,Nederlands
e22_Items,1,lhob,tg:lhob:180_#1,L 3045 / V,aa62c6e6-d858-5730-adef-744408691e21,aa62c6e6-d858-5730-adef-744408691e21,tg:lhob:180_#1,tr:lh:2190,41393,V3 B 1 A1,isad:lh:134666,,,remarks,Nederlands
e22_Items,1,lhob,tg:lhob:129_#1,,0b650c92-d45a-5d33-a9ee-755e9b50360e,0b650c92-d45a-5d33-a9ee-755e9b50360e,tg:lhob:129_#1,tr:lh:4002,,V3 B 1 A1,isad:lh:134506,Doos 3 / 18,,,
e22_Items,1,lhob,tg:lhob:139_#1,C 395 / V,3ae5f281-65a9-50a2-b31e-74bce1f87a4f,3ae5f281-65a9-50a2-b31e-74bce1f87a4f,tg:lhob:139_#1,tr:lh:6928,,V3 B 1 A1,isad:lh:109818,,,remarks,Nederlands
e22_Items,1,lhob,tg:lhob:604_#1,S 395 / E,8555777c-b5ad-5b65-b233-a760b234ebe6,8555777c-b5ad-5b65-b233-a760b234ebe6,tg:lhob:604_#1,,,,,,,,
e22_Items,1,lhob,tg:lhob:614_#1,M 5162 / E,5dadde53-d4a5-5fe8-babf-52539e65bdf5,5dadde53-d4a5-5fe8-babf-52539e65bdf5,tg:lhob:614_#1,,,,,,,,
e22_Items,1,lhob,tg:lhob:562_#1,S 5621 / E,75d481e7-ae0a-5803-9fcc-5774c2aaef8e,75d481e7-ae0a-5803-9fcc-5774c2aaef8e,tg:lhob:562_#1,tr:lh:7740,200981,,,,,,
e22_Items,1,lhob,tg:lhob:572_#1,L 775/ E,70d47824-5b6e-5554-a0cf-2f5f05f8a425,70d47824-5b6e-5554-a0cf-2f5f05f8a425,tg:lhob:572_#1,tr:lh:2420,46710,,,,,,
e22_Items,1,lhob,tg:lhob:337_#1,,757a934b-859f-50ef-a329-78546be6fc48,757a934b-859f-50ef-a329-78546be6fc48,tg:lhob:337_#1,,,V3 B 1 A1,isad:lh:134720,Doos 14 / 18,,,
e22_Items,1,lhob,tg:lhob:327_#1,H 635 / V,1c821e32-6971-5547-9586-6924e105d95f,1c821e32-6971-5547-9586-6924e105d95f,tg:lhob:327_#1,tr:lh:7224,82350,V3 B 1 A1,isad:lh:134273,,,remarks,Nederlands
e22_Items,1,lhob,tg:lhob:586_#1,S 395 / E,0a7cafef-a631-546b-aefd-c367518a4293,0a7cafef-a631-546b-aefd-c367518a4293,tg:lhob:586_#1,,,,,,,,
e22_Items,1,lhob,tg:lhob:596_#1,S 395 / E,222636f8-7974-506a-ae83-8b12ab014405,222636f8-7974-506a-ae83-8b12ab014405,tg:lhob:596_#1,,,,,,,,
e22_Items,1,lhob,tg:lhob:788_#1,,facb56f9-f406-53dc-bbe7-4848c8165464,facb56f9-f406-53dc-bbe7-4848c8165464,tg:lhob:788_#1,tr:lh:6630,163900,V3 D 1 D,isad:lh:188708,,,,
e22_Items,1,lhob,tg:lhob:659_#1,Y 855/ E,ee0dcf03-74c3-5ca0-81b6-927f9994850e,ee0dcf03-74c3-5ca0-81b6-927f9994850e,tg:lhob:659_#1,tr:lh:4158,80543,,,,,,
e22_Items,1,lhob,tg:lhob:649_#1,Y 855/ E,a858ae75-e38f-595b-a011-00bb2a6c3980,a858ae75-e38f-595b-a011-00bb2a6c3980,tg:lhob:649_#1,tr:lh:4158,80543,,,,,,
e22_Items,1,lhob,tg:lhob:174_#1,G 395 / V,e31d594e-8605-5a22-97a9-c50963862e39,e31d594e-8605-5a22-97a9-c50963862e39,tg:lhob:174_#1,tr:lh:6603,166277,V3 B 1 A1,isad:lh:123315,,,remarks,Nederlands
e22_Items,1,lhob,tg:lhob:164_#1,C 395 / V,574f26aa-4bde-575b-adc2-a5db8dd99508,574f26aa-4bde-575b-adc2-a5db8dd99508,tg:lhob:164_#1,tr:lh:6928,,V3 B 1 A1,isad:lh:109818,,,remarks,Nederlands
e22_Items,1,lhob,tg:lhob:212_#1,S 105 / V,d3401b15-a8f0-5f11-8973-0f575db145b4,d3401b15-a8f0-5f11-8973-0f575db145b4,tg:lhob:212_#1,tr:lh:2212,42119,V3 B 1 A1,isad:lh:134692,,,,
e22_Items,1,lhob,tg:lhob:202_#1,C 395 / V,86cd1806-7d14-5541-b966-674eebec2574,86cd1806-7d14-5541-b966-674eebec2574,tg:lhob:202_#1,,,V3 B 1 A1,isad:lh:109818,,,remarks,Nederlands
e22_Items,1,lhob,tg:lhob:447_#1,A 357 / E,22bde159-c672-5131-b212-0dc47ca1fbd4,22bde159-c672-5131-b212-0dc47ca1fbd4,tg:lhob:447_#1,,239262,,,,,,
e22_Items,1,lhob,tg:lhob:96_#1,T 3125 / V,534853b3-3715-59e1-bb23-b1e270ed42ee,534853b3-3715-59e1-bb23-b1e270ed42ee,tg:lhob:96_#1,tr:lh:1985,81.272 1b,V3 B 1 A1,isad:lh:134405,,,remarks,Nederlands
e22_Items,1,lhob,tg:lhob:86_#1,R 161,4da69565-5f9f-5de3-b2df-eac440c6b4a1,4da69565-5f9f-5de3-b2df-eac440c6b4a1,tg:lhob:86_#1,tr:lh:1337,40722,V3 B 1 A1,isad:lh:134376,,,remarks,Nederlands
e22_Items,1,lhob,tg:lhob:425_#1,A 357 / E,e3f43a61-2dd7-5f1a-8d6a-4a53b4068624,e3f43a61-2dd7-5f1a-8d6a-4a53b4068624,tg:lhob:425_#1,tr:lh:2030,37960,,,,,,
e22_Items,1,lhob,tg:lhob:435_#1,A 357 / E,f906383d-4675-577a-8546-df5f80c72af6,f906383d-4675-577a-8546-df5f80c72af6,tg:lhob:435_#1,tr:lh:4188,80798,,,,,,
e22_Items,1,lhob,tg:lhob:270_#1,M 762 / V,132c6e68-db8d-55a0-a746-cebd508552d5,132c6e68-db8d-55a0-a746-cebd508552d5,tg:lhob:270_#1,tr:lh:2212,42093,V3 B 1 A1,isad:lh:134449,,,remarks,Nederlands
e22_Items,1,lhob,tg:lhob:308_#1,D 1175 / V,a18f9927-20f6-5343-907b-e9475c13ad32,a18f9927-20f6-5343-907b-e9475c13ad32,tg:lhob:308_#1,tr:lh:2432,50027,V3 B 1 A1,isad:lh:134709,,,remarks,Nederlands
e22_Items,1,lhob,tg:lhob:260_#1,C 395 / V,0cb0eddc-a24d-5832-8d79-f3f2c2b1f840,0cb0eddc-a24d-5832-8d79-f3f2c2b1f840,tg:lhob:260_#1,tr:lh:3327,66375,V3 B 1 A1,isad:lh:109818,,,remarks,Nederlands
e22_Items,1,lhob,tg:lhob:318_#1,,01bca883-0aac-58ea-977a-7dd8639bf0df,01bca883-0aac-58ea-977a-7dd8639bf0df,tg:lhob:318_#1,tr:lh:5462,107347,V3 B 1 A1,isad:lh:118147,Doos 13 / 17,,,
e22_Items,1,lhob,tg:lhob:116_#1,,9e006788-397e-5e2c-bc9b-d689735b2f5e,9e006788-397e-5e2c-bc9b-d689735b2f5e,tg:lhob:116_#1,tr:lh:6928,,V3 B 1 A1,isad:lh:109818,Doos 3 / 5-6,,,
e22_Items,1,lhob,tg:lhob:106_#1,,1c10f6eb-f7bd-59de-af31-f9036fa0c742,1c10f6eb-f7bd-59de-af31-f9036fa0c742,tg:lhob:106_#1,tr:lh:6294,,V3 B 1 A1,isad:lh:134442,Doos 2 / 23-26,,,
e22_Items,1,lhob,tg:lhob:753_#1,,1e176e46-5a25-5894-ac76-170ab229bafa,1e176e46-5a25-5894-ac76-170ab229bafa,tg:lhob:753_#1,tr:lh:140321,,V3 D 1 B,,,,,
e22_Items,1,lhob,tg:lhob:682_#1,R 985 / E,6109ef17-475c-538f-9c09-7415b981e1af,6109ef17-475c-538f-9c09-7415b981e1af,tg:lhob:682_#1,tr:lh:2718,53786,,,,,,
e22_Items,1,lhob,tg:lhob:692_#1,R 985 / E,5f41d392-b93c-524d-a2b0-83e3c23ffe2f,5f41d392-b93c-524d-a2b0-83e3c23ffe2f,tg:lhob:692_#1,tr:lh:2718,53788,,,,,,
e22_Items,1,lhob,tg:lhob:397_#1,,01838033-0923-5b88-b3d8-98c30f2696fd,01838033-0923-5b88-b3d8-98c30f2696fd,tg:lhob:397_#1,tr:lh:2413,47405,V3 B 1 A1,isad:lh:135488,Doos 15 / 41,,,
e22_Items,1,lhob,tg:lhob:387_#1,D 1175 / V,07180698-defe-5a59-8746-665352b244db,07180698-defe-5a59-8746-665352b244db,tg:lhob:387_#1,tr:lh:2432,50032,V3 B 1 A1,isad:lh:134709,,,remarks,Nederlands
e22_Items,1,lhob,tg:lhob:189_#1,B 153 / V,089e8db0-9c3c-5abb-a370-4b6b111b2099,089e8db0-9c3c-5abb-a370-4b6b111b2099,tg:lhob:189_#1,tr:lh:9923,147622,,isad:lh:134417,,,remarks,Nederlands
e22_Items,1,lhob,tg:lhob:199_#1,A 493 / V,d10016ed-5e2d-58e1-8f42-d465c9991602,d10016ed-5e2d-58e1-8f42-d465c9991602,tg:lhob:199_#1,tr:lh:6595,166150,V3 B 1 A1,isad:lh:134459,,,remarks,Nederlands
e22_Items,1,lhob,tg:lhob:130_#1,,3cc44197-de9e-5163-9226-4a384b2b1094,3cc44197-de9e-5163-9226-4a384b2b1094,tg:lhob:130_#1,tr:lh:6444,158167 / 1 - 5,V3 B 1 A1,isad:lh:134507,Doos 3 / 20 - 24,,,
e22_Items,1,lhob,tg:lhob:120_#1,,e79f5428-45b0-548d-a437-50cb4b2a02d4,e79f5428-45b0-548d-a437-50cb4b2a02d4,tg:lhob:120_#1,tr:lh:3992,76136,V3 B 1 A1,isad:lh:112024,Doos 3 / 10,,,
e22_Items,1,lhob,tg:lhob:765_#1,,4568c121-5cdc-51d0-8716-af9e2cf2a701,4568c121-5cdc-51d0-8716-af9e2cf2a701,tg:lhob:765_#1,,,V3 D 1 C,,,,,
e22_Items,1,lhob,tg:lhob:403_#1,,88a7663f-a6dd-54fa-a371-9197c0a8dc0f,88a7663f-a6dd-54fa-a371-9197c0a8dc0f,tg:lhob:403_#1,tr:lh:6603,166283 / 1-4,V3 B 1 A1,isad:lh:123315,Doos 15 / 47,,,
e22_Items,1,lhob,tg:lhob:413_#1,,f1cef472-efe8-56dd-9bf4-511f0a87b18c,f1cef472-efe8-56dd-9bf4-511f0a87b18c,tg:lhob:413_#1,tr:lh:139771,,V3 B,isad:lh:141528,,,,
e22_Items,1,lhob,tg:lhob:256_#1,V 254 / V,e51ff94c-1aac-5c86-bce8-65e799fe59d9,e51ff94c-1aac-5c86-bce8-65e799fe59d9,tg:lhob:256_#1,,159071,V3 B 1 A1,isad:lh:134703,,,remarks,Nederlands
e22_Items,1,lhob,tg:lhob:246_#1,S 5621 / V,93dc35ef-ceb5-57b5-8094-51059bc4d0b6,93dc35ef-ceb5-57b5-8094-51059bc4d0b6,tg:lhob:246_#1,tr:lh:7740,200983,V3 B 1 A1,isad:lh:134700,,,remarks,Nederlands
e22_Items,1,lhob,tg:lhob:224_#1,M 295 / V,4675dda2-211d-52fb-9221-1e0848bd1e77,4675dda2-211d-52fb-9221-1e0848bd1e77,tg:lhob:224_#1,tr:lh:7776,201537,V3 B 1 A1,isad:lh:134697,,,remarks,Nederlands
e22_Items,1,lhob,tg:lhob:519_#1,L 5154 / E,39222c07-6940-5a64-addb-7091130f48ec,39222c07-6940-5a64-addb-7091130f48ec,tg:lhob:519_#1,,97771/3,,,,,,
e22_Items,1,lhob,tg:lhob:707_#1,,b1fa1755-5c73-5c87-8169-09cec07d0879,b1fa1755-5c73-5c87-8169-09cec07d0879,tg:lhob:707_#1,tr:lh:7376,,V3 D,isad:lh:134288,,,,
e22_Items,1,lhob,tg:lhob:152_#1,B 707 / V,0dd16c95-171b-5e1f-9fd6-90216fa243be,0dd16c95-171b-5e1f-9fd6-90216fa243be,tg:lhob:152_#1,tr:lh:3240,64528,V3 B 1 A1,isad:lh:134285,,,remarks,Nederlands
e22_Items,1,lhob,tg:lhob:142_#1,C 395 / V,1771f33c-3587-5d88-a0e0-6a233cfa8984,1771f33c-3587-5d88-a0e0-6a233cfa8984,tg:lhob:142_#1,tr:lh:6928,,V3 B 1 A1,isad:lh:109818,,,remarks,Nederlands
e22_Items,1,lhob,tg:lhob:544_#1,G 395 / E,919c7830-f589-5e37-828c-a8b5b86483d7,919c7830-f589-5e37-828c-a8b5b86483d7,tg:lhob:544_#1,tr:lh:6603,163548,,,,,,
e22_Items,1,lhob,tg:lhob:554_#1,S 5621 / E,532ee110-26fd-510d-b846-9fad072feec6,532ee110-26fd-510d-b846-9fad072feec6,tg:lhob:554_#1,tr:lh:7740,200995,,,,,,
e22_Items,1,lhob,tg:lhob:269_#1,V 254 / V,ab0e2f1c-3e8c-5fba-a29b-43946e74a2c7,ab0e2f1c-3e8c-5fba-a29b-43946e74a2c7,tg:lhob:269_#1,tr:lh:5941,129689,V3 B 1 A1,isad:lh:134703,,,remarks,Nederlands
e22_Items,1,lhob,tg:lhob:311_#1,K 3024 / V,a5decdd3-42d9-51ae-90b3-105698f477b5,a5decdd3-42d9-51ae-90b3-105698f477b5,tg:lhob:311_#1,tr:lh:1616,29112,V3 B 1 A1,isad:lh:134305,,,remarks,Nederlands
e22_Items,1,lhob,tg:lhob:279_#1,M 6147 / V,265fad94-6b8a-5e20-ba4d-d410455e2fb1,265fad94-6b8a-5e20-ba4d-d410455e2fb1,tg:lhob:279_#1,,203541,V3 B 1 A1,isad:lh:134513,,,remarks,Nederlands
e22_Items,1,lhob,tg:lhob:301_#1,A 2012 / V,4bc9951a-ae7c-5a72-93ac-b898f23af164,4bc9951a-ae7c-5a72-93ac-b898f23af164,tg:lhob:301_#1,tr:lh:268,5210,V3 B 1 A1,isad:lh:134261,,,remarks,Nederlands
e22_Items,1,lhob,tg:lhob:622_#1,M 5162 / E,79c992f3-b0df-5262-93fa-848b115112c8,79c992f3-b0df-5262-93fa-848b115112c8,tg:lhob:622_#1,,,,,,,,
e22_Items,1,lhob,tg:lhob:632_#1,K 9045 / E,4aa84851-4237-5ffd-ad84-dd9794a84c06,4aa84851-4237-5ffd-ad84-dd9794a84c06,tg:lhob:632_#1,,,,,,,,
e22_Items,1,lhob,tg:lhob:54_#1,,ae78e33b-034e-59e7-a1ee-1a386e2276bb,ae78e33b-034e-59e7-a1ee-1a386e2276bb,tg:lhob:54_#1,,,V3 D 2 A3,isad:lh:109818,C 395 / 28,,,
e22_Items,1,lhob,tg:lhob:495_#1,S 483 / V,37b9ca11-63ad-5f3d-9ab9-3d6abd132171,37b9ca11-63ad-5f3d-9ab9-3d6abd132171,tg:lhob:495_#1,tr:lh:634,12549,V3 D,isad:lh:134292,,,,
e22_Items,1,lhob,tg:lhob:26_#1,C 34 / E,b8fa50c1-213e-595d-aaa6-fbac8a531368,b8fa50c1-213e-595d-aaa6-fbac8a531368,tg:lhob:26_#1,tr:lh:11,160,V2 F,,,,remarks,Nederlands
e22_Items,1,lhob,tg:lhob:781_#1,,5d1a5692-f12e-5da7-a3a6-bbe76050e0cf,5d1a5692-f12e-5da7-a3a6-bbe76050e0cf,tg:lhob:781_#1,tr:lh:4093,79256/3,V3 D 1 A,isad:lh:187429,,,,
e22_Items,1,lhob,tg:lhob:738_#1,,fdf54714-d1b5-5683-85f1-625d453c1bdc,fdf54714-d1b5-5683-85f1-625d453c1bdc,tg:lhob:738_#1,tr:lh:140162,,,isad:lh:134693,L 179 /,,,
e22_Items,1,lhob,tg:lhob:640_#1,Y 855/ E,d6ca6bfc-bfff-5c6a-b599-713f26c14f1e,d6ca6bfc-bfff-5c6a-b599-713f26c14f1e,tg:lhob:640_#1,tr:lh:4158,80543,,,,,,
e22_Items,1,lhob,tg:lhob:728_#1,B 9325 / E,186d87a7-a090-590d-afeb-1a1240df0988,186d87a7-a090-590d-afeb-1a1240df0988,tg:lhob:728_#1,,,V3 B 1 A,isad:lh:181518,,,,
e22_Items,1,lhob,tg:lhob:650_#1,Y 855/ E,bfbb51e1-be22-5c5b-bb8c-a7fe08abade0,bfbb51e1-be22-5c5b-bb8c-a7fe08abade0,tg:lhob:650_#1,tr:lh:4158,80543,,,,,,
e22_Items,1,lhob,tg:lhob:373_#1,,9bf2b66a-95a9-5fb1-8d52-7b20906dc45d,9bf2b66a-95a9-5fb1-8d52-7b20906dc45d,tg:lhob:373_#1,,71.665,V3 B 1 A1,,,,remarks,Nederlands
e22_Items,1,lhob,tg:lhob:363_#1,J 2547 / V,def491f2-89c0-55e2-a5b6-6dc808a8579a,def491f2-89c0-55e2-a5b6-6dc808a8579a,tg:lhob:363_#1,,,V3 B 1 A1,isad:lh:134493,,,remarks,Nederlands
e22_Items,1,lhob,tg:lhob:526_#1,G 395 / E,26967a4e-5e68-5c2b-986b-6a831d507e41,26967a4e-5e68-5c2b-986b-6a831d507e41,tg:lhob:526_#1,tr:lh:6603,163532,,,,,,
e22_Items,1,lhob,tg:lhob:536_#1,G 395 / E,3b47fcba-3edc-5a78-beae-1d82810f7049,3b47fcba-3edc-5a78-beae-1d82810f7049,tg:lhob:536_#1,tr:lh:6603,163543,,,,,,
e22_Items,1,lhob,tg:lhob:774_#1,,dcbae0d0-c497-5e3b-a288-7580914e0de4,dcbae0d0-c497-5e3b-a288-7580914e0de4,tg:lhob:774_#1,tr:lh:5496,108187,,isad:lh:186894,,,,
e22_Items,1,lhob,tg:lhob:764_#1,,1a2cc6e1-f267-5c75-8d0c-5b1579a72266,1a2cc6e1-f267-5c75-8d0c-5b1579a72266,tg:lhob:764_#1,tr:lh:4767,92969/4,V3 D 1 C,,,,,
e22_Items,1,lhob,tg:lhob:121_#1,,645ae487-05a7-5728-ab37-6beb4b6418fe,645ae487-05a7-5728-ab37-6beb4b6418fe,tg:lhob:121_#1,tr:lh:5760,118310,,isad:lh:185555,Doos 3 / 11,,,
e22_Items,1,lhob,tg:lhob:131_#1,,7d3cc327-b33c-5431-b65d-2178ce1b0db7,7d3cc327-b33c-5431-b65d-2178ce1b0db7,tg:lhob:131_#1,tr:lh:6595,,V3 B 1 A1,isad:lh:134459,Doos 3 / 25,,,
e22_Items,1,lhob,tg:lhob:257_#1,V 254 / V,cd8078c6-1f0e-52a5-a84a-9430b9398f76,cd8078c6-1f0e-52a5-a84a-9430b9398f76,tg:lhob:257_#1,,159071,V3 B 1 A1,isad:lh:134703,,,remarks,Nederlands
e22_Items,1,lhob,tg:lhob:412_#1,,9022819d-ba14-5666-b65c-f3daa0adb8ef,9022819d-ba14-5666-b65c-f3daa0adb8ef,tg:lhob:412_#1,tr:lh:139771,,V3 B,isad:lh:141528,,,,
e22_Items,1,lhob,tg:lhob:402_#1,,bbef0f43-56bd-5d67-9853-85f43826eef1,bbef0f43-56bd-5d67-9853-85f43826eef1,tg:lhob:402_#1,,,V3 B 1 A1,isad:lh:135859,Doos 15 / 46,,,
e22_Items,1,lhob,tg:lhob:386_#1,,f715651d-32e6-5874-aff8-d8bdc8206484,f715651d-32e6-5874-aff8-d8bdc8206484,tg:lhob:386_#1,tr:lh:2432,50028,V3 B 1 A1,isad:lh:134709,Doos 15 / 28,,,
e22_Items,1,lhob,tg:lhob:396_#1,,b54e0e80-3a07-51b9-a85a-2a9c25e6a106,b54e0e80-3a07-51b9-a85a-2a9c25e6a106,tg:lhob:396_#1,tr:lh:2190,41376,V3 B 1 A1,isad:lh:134666,Doos 15 / 40,,,
e22_Items,1,lhob,tg:lhob:198_#1,V 115 / V,d50a84d9-a642-5641-a9c0-b1ece66a2de3,d50a84d9-a642-5641-a9c0-b1ece66a2de3,tg:lhob:198_#1,tr:lh:2974,60257,V3 B 1 A1,isad:lh:134689,,,remarks,Nederlands
e22_Items,1,lhob,tg:lhob:188_#1,G 395 / V,8c24cbdf-3c73-595c-a44c-bdca215b21aa,8c24cbdf-3c73-595c-a44c-bdca215b21aa,tg:lhob:188_#1,tr:lh:6603,166267,V3 B 1 A1,isad:lh:123315,,,remarks,Nederlands
e22_Items,1,lhob,tg:lhob:508_#1,,0f48dc28-a7fe-53c4-b59f-fc5367cb2c19,0f48dc28-a7fe-53c4-b59f-fc5367cb2c19,tg:lhob:508_#1,,,,isad:lh:161151,D 4813 / 191,,,
e22_Items,1,lhob,tg:lhob:518_#1,D 1175 / E,7a4fe41f-badf-5495-8c02-0d215c1bf645,7a4fe41f-badf-5495-8c02-0d215c1bf645,tg:lhob:518_#1,tr:lh:2432,50014,,,,,,
e22_Items,1,lhob,tg:lhob:225_#1,M 295 / V,e38ddf43-ed4d-524f-bb2f-2dd9aaf46b10,e38ddf43-ed4d-524f-bb2f-2dd9aaf46b10,tg:lhob:225_#1,tr:lh:7776,201537,V3 B 1 A1,isad:lh:134697,,,remarks,Nederlands
e22_Items,1,lhob,tg:lhob:235_#1,M 295 / V,1536df96-52f7-517b-bd61-0ced386659c7,1536df96-52f7-517b-bd61-0ced386659c7,tg:lhob:235_#1,tr:lh:7776,201537,V3 B 1 A1,isad:lh:134697,,,remarks,Nederlands
e22_Items,1,lhob,tg:lhob:143_#1,G 395 / V,d79c8a8d-a64b-5905-8ddb-abe8ab96a442,d79c8a8d-a64b-5905-8ddb-abe8ab96a442,tg:lhob:143_#1,tr:lh:6607,166269,V3 B 1 A1,isad:lh:123315,,,remarks,Nederlands
e22_Items,1,lhob,tg:lhob:153_#1,J 2547,044c796b-3a23-5835-83fe-f6df9dc555bb,044c796b-3a23-5835-83fe-f6df9dc555bb,tg:lhob:153_#1,tr:lh:9517,,V3 B 1 A1,isad:lh:134493,,,remarks,Nederlands
e22_Items,1,lhob,tg:lhob:716_#1,BB 210 / V,c876ee69-72db-5722-946f-f2f7dfae0c4e,c876ee69-72db-5722-946f-f2f7dfae0c4e,tg:lhob:716_#1,,,V3 B,isad:lh:173612,,,remarks,Nederlands
e22_Items,1,lhob,tg:lhob:706_#1,,a53b6042-6020-5f05-bb87-7b85d50f8109,a53b6042-6020-5f05-bb87-7b85d50f8109,tg:lhob:706_#1,tr:lh:7376,,V3 D,isad:lh:134288,,,,
e22_Items,1,lhob,tg:lhob:300_#1,G 395 / V,bf2a9441-e60b-5984-9e0d-9540b604cd08,bf2a9441-e60b-5984-9e0d-9540b604cd08,tg:lhob:300_#1,tr:lh:6341,166252,V3 B 1 A1,isad:lh:123315,,,remarks,Nederlands
e22_Items,1,lhob,tg:lhob:278_#1,M 6147 / V,75e93eda-03f8-5e5d-af89-d248f07eaf89,75e93eda-03f8-5e5d-af89-d248f07eaf89,tg:lhob:278_#1,,203541,V3 B 1 A1,isad:lh:134513,,,remarks,Nederlands
e22_Items,1,lhob,tg:lhob:310_#1,D 1175 / V,077e6686-2bbd-5cbd-8780-a143c6c5b4cc,077e6686-2bbd-5cbd-8780-a143c6c5b4cc,tg:lhob:310_#1,tr:lh:2432,50027,V3 B 1 A1,isad:lh:134709,,,remarks,Nederlands
e22_Items,1,lhob,tg:lhob:268_#1,J 2545 / V,043c0792-dc29-5d1f-91b8-34c38153d230,043c0792-dc29-5d1f-91b8-34c38153d230,tg:lhob:268_#1,tr:lh:358,7245,V3 B 1 A1,,,,remarks,Nederlands
e22_Items,1,lhob,tg:lhob:555_#1,S 5621 / E,30f4b147-eb22-56d5-ad8e-3442fc6e982c,30f4b147-eb22-56d5-ad8e-3442fc6e982c,tg:lhob:555_#1,tr:lh:7740,200995,,,,,,
e22_Items,1,lhob,tg:lhob:545_#1,S 5621 / E,6b782590-5102-562b-ac9d-0c0f27886853,6b782590-5102-562b-ac9d-0c0f27886853,tg:lhob:545_#1,tr:lh:7740,200981,,,,,,
e22_Items,1,lhob,tg:lhob:633_#1,K 9045 / E,355a33f7-b96c-57d8-b87e-9c2a99ecf9e9,355a33f7-b96c-57d8-b87e-9c2a99ecf9e9,tg:lhob:633_#1,,,,,,,,
e22_Items,1,lhob,tg:lhob:623_#1,M 5162 / E,71a2339b-9f31-54c2-a10d-9fb178baa0bc,71a2339b-9f31-54c2-a10d-9fb178baa0bc,tg:lhob:623_#1,,,,,,,,
e22_Items,1,lhob,tg:lhob:651_#1,Y 855/ E,299c28ea-ca99-5bf7-98ef-513469f82a01,299c28ea-ca99-5bf7-98ef-513469f82a01,tg:lhob:651_#1,tr:lh:4158,80543,,,,,,
e22_Items,1,lhob,tg:lhob:641_#1,Y 855/ E,6e2045af-5c53-5338-a666-379e70ed605c,6e2045af-5c53-5338-a666-379e70ed605c,tg:lhob:641_#1,tr:lh:4158,80543,,,,,,
e22_Items,1,lhob,tg:lhob:739_#1,,85806de4-09cf-5d31-8c34-476ac672e9bd,85806de4-09cf-5d31-8c34-476ac672e9bd,tg:lhob:739_#1,tr:lh:140162,,,isad:lh:134693,L 179 /,,,
