ResourceID,brocade.id,museum,dataset,resource_model,card,ire.isaar.uuid,source_ire_type,Connected Subject Role,source_code,au_code,g_code,Connected Subject Note,Connected Subject Widget,Connected Subject Identifier,matched on
b522725d-95ea-5c78-b089-654d112011fe,tg:mpmbr:198,mpm,mpmbr,Brief,e73_Titles,414b56ce-397d-58af-b188-28234c93ada5,ow,subjects (content of works),au::108681,au::108681:1,au::108681g:1,,"dlod={""suggest"":[""/agents/people/11628867"",""au::108681"",""au::108681:1"",""ark:/83110/x0/414b56ce-397d-58af-b188-28234c93ada5"",""Christophorus Maria Moretus"",""ark:/83110/x0/70148325-2be5-5f9e-86b7-8ce8624ebd48""],""name"":""Christophorus Maria Moretus"",""ark"":""ark:/83110/x0/70148325-2be5-5f9e-86b7-8ce8624ebd48"",""uri"":""/agents/people/11628867"",""id"":""au::108681:1"",""resourceArk"":""ark:/83110/x0/414b56ce-397d-58af-b188-28234c93ada5"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/414b56ce-397d-58af-b188-28234c93ada5,au_code
b522725d-95ea-5c78-b089-654d112011fe,tg:mpmbr:198,mpm,mpmbr,Brief,e73_Titles,97c81a6e-882e-5e42-aafa-4ae11d1c596a,ow,subjects (content of works),au::109067,au::109067:1,au::109067g:1,,"dlod={""suggest"":[""/agents/people/11670169"",""au::109067"",""au::109067:1"",""ark:/83110/x0/97c81a6e-882e-5e42-aafa-4ae11d1c596a"",""François I Foppens"",""ark:/83110/x0/6ae8360b-99bb-5498-a19c-1612de6b419a""],""name"":""François I Foppens"",""ark"":""ark:/83110/x0/6ae8360b-99bb-5498-a19c-1612de6b419a"",""uri"":""/agents/people/11670169"",""id"":""au::109067:1"",""resourceArk"":""ark:/83110/x0/97c81a6e-882e-5e42-aafa-4ae11d1c596a"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/97c81a6e-882e-5e42-aafa-4ae11d1c596a,au_code
5d6a8688-8cef-5b56-82ed-940b3244f374,tg:mpmbr:181,mpm,mpmbr,Brief,e73_Titles,979dcb26-44f2-5801-af18-172ac1d14078,ow,subjects (content of works),au::108415,au::108415:1,au::108415g:1,,"dlod={""suggest"":[""/agents/people/11600405"",""au::108415"",""au::108415:1"",""ark:/83110/x0/979dcb26-44f2-5801-af18-172ac1d14078"",""Cornelis II Galle"",""ark:/83110/x0/a5aeec50-1858-5f5a-806b-b0e6e778e017""],""name"":""Cornelis II Galle"",""ark"":""ark:/83110/x0/a5aeec50-1858-5f5a-806b-b0e6e778e017"",""uri"":""/agents/people/11600405"",""id"":""au::108415:1"",""resourceArk"":""ark:/83110/x0/979dcb26-44f2-5801-af18-172ac1d14078"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/979dcb26-44f2-5801-af18-172ac1d14078,au_code
5d6a8688-8cef-5b56-82ed-940b3244f374,tg:mpmbr:181,mpm,mpmbr,Brief,e73_Titles,2816afc5-7043-5ec8-92a6-01bceae48ec3,ow,subjects (content of works),au::109088,au::109088:1,au::109088g:1,,"dlod={""suggest"":[""/agents/people/11672416"",""au::109088"",""au::109088:1"",""ark:/83110/x0/2816afc5-7043-5ec8-92a6-01bceae48ec3"",""Joannes Galle"",""ark:/83110/x0/0e6953f3-6455-51a3-b1ca-9181967c1fcc""],""name"":""Joannes Galle"",""ark"":""ark:/83110/x0/0e6953f3-6455-51a3-b1ca-9181967c1fcc"",""uri"":""/agents/people/11672416"",""id"":""au::109088:1"",""resourceArk"":""ark:/83110/x0/2816afc5-7043-5ec8-92a6-01bceae48ec3"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/2816afc5-7043-5ec8-92a6-01bceae48ec3,au_code
54b5f2ea-a317-52f6-9e89-b22272373c7e,tg:mpmbr:175,mpm,mpmbr,Brief,e73_Titles,9f62622e-af8f-5120-8bb2-771de1268484,ow,subjects (content of works),au::106908,au::106908:1,au::106908g:1,,"dlod={""suggest"":[""/agents/people/11439156"",""au::106908"",""au::106908:1"",""ark:/83110/x0/9f62622e-af8f-5120-8bb2-771de1268484"",""Balthasar I Moretus"",""ark:/83110/x0/4e6de5ef-6c8d-5a27-b44a-6604f7da8ad9""],""name"":""Balthasar I Moretus"",""ark"":""ark:/83110/x0/4e6de5ef-6c8d-5a27-b44a-6604f7da8ad9"",""uri"":""/agents/people/11439156"",""id"":""au::106908:1"",""resourceArk"":""ark:/83110/x0/9f62622e-af8f-5120-8bb2-771de1268484"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/9f62622e-af8f-5120-8bb2-771de1268484,au_code
90b652b1-6bcc-501f-8241-634c3d57bb1d,tg:mpmbr:1249,mpm,mpmbr,Brief,e73_Titles,a1bdd857-ff8e-5e2e-b628-7d9dc8468e0e,ow,subjects (content of works),au::114017,au::114017:1,au::114017g:1,,"dlod={""suggest"":[""/agents/people/12199819"",""au::114017"",""au::114017:1"",""ark:/83110/x0/a1bdd857-ff8e-5e2e-b628-7d9dc8468e0e"",""Francisco de Sweert"",""ark:/83110/x0/bc14941d-8246-5113-8bf3-35adaf9c08cf""],""name"":""Francisco de Sweert"",""ark"":""ark:/83110/x0/bc14941d-8246-5113-8bf3-35adaf9c08cf"",""uri"":""/agents/people/12199819"",""id"":""au::114017:1"",""resourceArk"":""ark:/83110/x0/a1bdd857-ff8e-5e2e-b628-7d9dc8468e0e"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/a1bdd857-ff8e-5e2e-b628-7d9dc8468e0e,au_code
1ffcad0b-2f1e-5be4-aa0a-4968ba02b0c3,tg:mpmbr:107,mpm,mpmbr,Brief,e73_Titles,25698b1e-409a-5a91-a3fa-8210d28b1095,ow,subjects (content of works),au::108565,au::108565:1,au::108565g:1,,"dlod={""suggest"":[""/agents/people/11616455"",""au::108565"",""au::108565:1"",""ark:/83110/x0/25698b1e-409a-5a91-a3fa-8210d28b1095"",""Theresia Mechtildis Schilders"",""ark:/83110/x0/6e737728-8bbd-51c7-8b21-96fb8db3551d""],""name"":""Theresia Mechtildis Schilders"",""ark"":""ark:/83110/x0/6e737728-8bbd-51c7-8b21-96fb8db3551d"",""uri"":""/agents/people/11616455"",""id"":""au::108565:1"",""resourceArk"":""ark:/83110/x0/25698b1e-409a-5a91-a3fa-8210d28b1095"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/25698b1e-409a-5a91-a3fa-8210d28b1095,au_code
3a3118a3-13e0-5591-bd11-34820009b142,tg:mpmbr:117,mpm,mpmbr,Brief,e73_Titles,78f51a94-a4a7-582e-9d63-4a510f763701,ow,subjects (content of works),au::109012,au::109012:1,au::109012g:1,,"dlod={""suggest"":[""/agents/people/11664284"",""au::109012"",""au::109012:1"",""ark:/83110/x0/78f51a94-a4a7-582e-9d63-4a510f763701"",""Josephus Hyacinthus Moretus"",""ark:/83110/x0/c7957ad7-a6a6-5270-84b5-f8ee8302451f""],""name"":""Josephus Hyacinthus Moretus"",""ark"":""ark:/83110/x0/c7957ad7-a6a6-5270-84b5-f8ee8302451f"",""uri"":""/agents/people/11664284"",""id"":""au::109012:1"",""resourceArk"":""ark:/83110/x0/78f51a94-a4a7-582e-9d63-4a510f763701"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/78f51a94-a4a7-582e-9d63-4a510f763701,au_code
3a3118a3-13e0-5591-bd11-34820009b142,tg:mpmbr:117,mpm,mpmbr,Brief,e73_Titles,8e37639b-d1f7-5654-bd00-33f6fef9b8f2,ow,subjects (content of works),au::109784,au::109784:1,au::109784g:1,,"dlod={""suggest"":[""/agents/people/11746888"",""au::109784"",""au::109784:1"",""ark:/83110/x0/8e37639b-d1f7-5654-bd00-33f6fef9b8f2"",""Maria Henrica Coleta Wellens"",""ark:/83110/x0/be131055-57fa-54c7-b5f3-e07b78dbb985""],""name"":""Maria Henrica Coleta Wellens"",""ark"":""ark:/83110/x0/be131055-57fa-54c7-b5f3-e07b78dbb985"",""uri"":""/agents/people/11746888"",""id"":""au::109784:1"",""resourceArk"":""ark:/83110/x0/8e37639b-d1f7-5654-bd00-33f6fef9b8f2"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/8e37639b-d1f7-5654-bd00-33f6fef9b8f2,au_code
85f51dae-c6b8-57f9-ac39-86d9cb22174a,tg:mpmbr:133,mpm,mpmbr,Brief,e73_Titles,c0afbe14-137b-5d01-bb2a-fcd788027bf0,ow,subjects (content of works),au::109815,au::109815:1,au::109815g:1,,"dlod={""suggest"":[""/agents/people/11750205"",""au::109815"",""au::109815:1"",""ark:/83110/x0/c0afbe14-137b-5d01-bb2a-fcd788027bf0"",""Pierre Jean François Hynderick"",""ark:/83110/x0/a71ef27e-ad45-5e05-92ca-6c26b32e6b47""],""name"":""Pierre Jean François Hynderick"",""ark"":""ark:/83110/x0/a71ef27e-ad45-5e05-92ca-6c26b32e6b47"",""uri"":""/agents/people/11750205"",""id"":""au::109815:1"",""resourceArk"":""ark:/83110/x0/c0afbe14-137b-5d01-bb2a-fcd788027bf0"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/c0afbe14-137b-5d01-bb2a-fcd788027bf0,au_code
1c40ed88-3f19-56ef-9039-3388c6ddbba2,tg:mpmbr:78,mpm,mpmbr,Brief,e73_Titles,823465f8-4b08-5105-9b10-03fb954ffe90,ow,subjects (content of works),au::109469,au::109469:1,au::109469g:1,,"dlod={""suggest"":[""/agents/people/11713183"",""au::109469"",""au::109469:1"",""ark:/83110/x0/823465f8-4b08-5105-9b10-03fb954ffe90"",""Christophorus Raphelengius"",""ark:/83110/x0/78f1dcb2-7693-56b9-ba83-7a4235637900""],""name"":""Christophorus Raphelengius"",""ark"":""ark:/83110/x0/78f1dcb2-7693-56b9-ba83-7a4235637900"",""uri"":""/agents/people/11713183"",""id"":""au::109469:1"",""resourceArk"":""ark:/83110/x0/823465f8-4b08-5105-9b10-03fb954ffe90"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/823465f8-4b08-5105-9b10-03fb954ffe90,au_code
175a644f-ee14-50d0-a496-ae3d619abb9a,tg:mpmbr:115,mpm,mpmbr,Brief,e73_Titles,ef8de797-30b0-597d-b7a3-d4745423e3be,ow,subjects (content of works),au::108564,au::108564:1,au::108564g:1,,"dlod={""suggest"":[""/agents/people/11616348"",""au::108564"",""au::108564:1"",""ark:/83110/x0/ef8de797-30b0-597d-b7a3-d4745423e3be"",""Balthasar III Moretus"",""ark:/83110/x0/ea957aee-9b82-5fa9-89f0-62b3c5d39eca""],""name"":""Balthasar III Moretus"",""ark"":""ark:/83110/x0/ea957aee-9b82-5fa9-89f0-62b3c5d39eca"",""uri"":""/agents/people/11616348"",""id"":""au::108564:1"",""resourceArk"":""ark:/83110/x0/ef8de797-30b0-597d-b7a3-d4745423e3be"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/ef8de797-30b0-597d-b7a3-d4745423e3be,au_code
4ec824f6-b6a7-5f20-af0d-6273ea57cfa3,tg:mpmbr:105,mpm,mpmbr,Brief,e73_Titles,bbdce986-59e5-5027-9def-6d337e776266,ow,subjects (content of works),au::109483,au::109483:1,au::109483g:1,,"dlod={""suggest"":[""/agents/people/11714681"",""au::109483"",""au::109483:1"",""ark:/83110/x0/bbdce986-59e5-5027-9def-6d337e776266"",""Anna Cecilia van Rijswijck"",""ark:/83110/x0/f1d7a2ca-9a52-5574-8d3b-f588abdc56b8""],""name"":""Anna Cecilia van Rijswijck"",""ark"":""ark:/83110/x0/f1d7a2ca-9a52-5574-8d3b-f588abdc56b8"",""uri"":""/agents/people/11714681"",""id"":""au::109483:1"",""resourceArk"":""ark:/83110/x0/bbdce986-59e5-5027-9def-6d337e776266"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/bbdce986-59e5-5027-9def-6d337e776266,au_code
2b5c6d85-abd2-59f4-b8dc-2c971f7bd809,tg:mpmbr:104,mpm,mpmbr,Brief,e73_Titles,25698b1e-409a-5a91-a3fa-8210d28b1095,ow,subjects (content of works),au::108565,au::108565:1,au::108565g:1,,"dlod={""suggest"":[""/agents/people/11616455"",""au::108565"",""au::108565:1"",""ark:/83110/x0/25698b1e-409a-5a91-a3fa-8210d28b1095"",""Theresia Mechtildis Schilders"",""ark:/83110/x0/6e737728-8bbd-51c7-8b21-96fb8db3551d""],""name"":""Theresia Mechtildis Schilders"",""ark"":""ark:/83110/x0/6e737728-8bbd-51c7-8b21-96fb8db3551d"",""uri"":""/agents/people/11616455"",""id"":""au::108565:1"",""resourceArk"":""ark:/83110/x0/25698b1e-409a-5a91-a3fa-8210d28b1095"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/25698b1e-409a-5a91-a3fa-8210d28b1095,au_code
5a1ded94-2f58-5165-aef1-1afb89e89176,tg:mpmbr:1253,mpm,mpmbr,Brief,e73_Titles,6eb7c036-bf58-566d-b132-be528fd581e5,ow,subjects (content of works),au::114043,au::114043:1,au::114043g:1,,"dlod={""suggest"":[""/agents/people/12202601"",""au::114043"",""au::114043:1"",""ark:/83110/x0/6eb7c036-bf58-566d-b132-be528fd581e5"",""Jacques Le Goux"",""ark:/83110/x0/607be46f-2721-57d6-baa5-0a2c0d527153""],""name"":""Jacques Le Goux"",""ark"":""ark:/83110/x0/607be46f-2721-57d6-baa5-0a2c0d527153"",""uri"":""/agents/people/12202601"",""id"":""au::114043:1"",""resourceArk"":""ark:/83110/x0/6eb7c036-bf58-566d-b132-be528fd581e5"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/6eb7c036-bf58-566d-b132-be528fd581e5,au_code
