ResourceID,brocade.id,museum,dataset,resource_model,card,ire.isaar.uuid,source_ire_type,Original Entity Relation,source_code,ISAAR Brocade ID,place_au_code,Original Entity Note,Original Entity Widget,Original Entity Identifier
e2467d3d-182f-5ec7-87e4-3517c410da94,tg:lhdc:1561,lh,lhdc,Tekstdrager,e73_RecordActors,917eff88-272b-5f61-8688-e719c02effab,rg,keywords,au::13683,au::13683:1,au::13683g:1,,"dlod={""suggest"":[""/agents/people/1464081"",""au::13683"",""au::13683:1"",""ark:/83110/x0/917eff88-272b-5f61-8688-e719c02effab"",""Herman Niels""],""name"":""Herman Niels"",""ark"":""ark:/83110/x0/917eff88-272b-5f61-8688-e719c02effab"",""uri"":""/agents/people/1464081"",""id"":""au::13683:1"",""isCapacity"":false}",ark:/83110/x0/917eff88-272b-5f61-8688-e719c02effab
c460f609-dd35-528d-9271-9c8756f96582,tg:lhdc:1571,lh,lhdc,Tekstdrager,e73_RecordActors,37f07edc-067d-5149-95ea-8cb0fad7be19,rg,keywords,au::2788,au::2788:1,au::2788g:1,,"dlod={""suggest"":[""/agents/people/298316"",""au::2788"",""au::2788:1"",""ark:/83110/x0/37f07edc-067d-5149-95ea-8cb0fad7be19"",""Bert Brauns""],""name"":""Bert Brauns"",""ark"":""ark:/83110/x0/37f07edc-067d-5149-95ea-8cb0fad7be19"",""uri"":""/agents/people/298316"",""id"":""au::2788:1"",""isCapacity"":false}",ark:/83110/x0/37f07edc-067d-5149-95ea-8cb0fad7be19
73b20f2a-52ab-5911-bc39-82764f081d2c,tg:lhdc:2763,lh,lhdc,Tekstdrager,e73_RecordActors,37f07edc-067d-5149-95ea-8cb0fad7be19,rg,keywords,au::2788,au::2788:1,au::2788g:1,,"dlod={""suggest"":[""/agents/people/298316"",""au::2788"",""au::2788:1"",""ark:/83110/x0/37f07edc-067d-5149-95ea-8cb0fad7be19"",""Bert Brauns""],""name"":""Bert Brauns"",""ark"":""ark:/83110/x0/37f07edc-067d-5149-95ea-8cb0fad7be19"",""uri"":""/agents/people/298316"",""id"":""au::2788:1"",""isCapacity"":false}",ark:/83110/x0/37f07edc-067d-5149-95ea-8cb0fad7be19
de34f87d-daf6-53a7-bb22-5fc26fa2a81e,tg:lhdc:2126,lh,lhdc,Tekstdrager,e73_RecordActors,dcb62a22-267c-5384-b65b-f33e57854228,rg,keywords,au::15899,au::15899:1,au::15899g:1,,"dlod={""suggest"":[""/agents/people/1701193"",""au::15899"",""au::15899:1"",""ark:/83110/x0/dcb62a22-267c-5384-b65b-f33e57854228"",""Frans Roggen""],""name"":""Frans Roggen"",""ark"":""ark:/83110/x0/dcb62a22-267c-5384-b65b-f33e57854228"",""uri"":""/agents/people/1701193"",""id"":""au::15899:1"",""isCapacity"":false}",ark:/83110/x0/dcb62a22-267c-5384-b65b-f33e57854228
b1833461-38ed-5e0b-8fa6-c72e06915bad,tg:lhdc:4664,lh,lhdc,Tekstdrager,e73_RecordActors,31a2f4b8-51ac-51e3-bb47-860bbc17f85a,rg,keywords,au::9613,au::9613:1,au::9613g:1,,"dlod={""suggest"":[""/agents/people/1028591"",""au::9613"",""au::9613:1"",""ark:/83110/x0/31a2f4b8-51ac-51e3-bb47-860bbc17f85a"",""Bert Janssens""],""name"":""Bert Janssens"",""ark"":""ark:/83110/x0/31a2f4b8-51ac-51e3-bb47-860bbc17f85a"",""uri"":""/agents/people/1028591"",""id"":""au::9613:1"",""isCapacity"":false}",ark:/83110/x0/31a2f4b8-51ac-51e3-bb47-860bbc17f85a
ff920333-340b-5d9f-94ec-884004b32c6a,tg:lhdc:3067,lh,lhdc,Tekstdrager,e73_RecordActors,37f07edc-067d-5149-95ea-8cb0fad7be19,rg,keywords,au::2788,au::2788:1,au::2788g:1,,"dlod={""suggest"":[""/agents/people/298316"",""au::2788"",""au::2788:1"",""ark:/83110/x0/37f07edc-067d-5149-95ea-8cb0fad7be19"",""Bert Brauns""],""name"":""Bert Brauns"",""ark"":""ark:/83110/x0/37f07edc-067d-5149-95ea-8cb0fad7be19"",""uri"":""/agents/people/298316"",""id"":""au::2788:1"",""isCapacity"":false}",ark:/83110/x0/37f07edc-067d-5149-95ea-8cb0fad7be19
f72b03db-7f25-59a7-95ef-6ec22157d9ed,tg:lhdc:3077,lh,lhdc,Tekstdrager,e73_RecordActors,38b66160-d303-5cba-9c0d-7c1d92f999c5,rg,keywords,au::12040,au::12040:1,au::12040g:1,,"dlod={""suggest"":[""/agents/people/1288280"",""au::12040"",""au::12040:1"",""ark:/83110/x0/38b66160-d303-5cba-9c0d-7c1d92f999c5"",""Robert Maes""],""name"":""Robert Maes"",""ark"":""ark:/83110/x0/38b66160-d303-5cba-9c0d-7c1d92f999c5"",""uri"":""/agents/people/1288280"",""id"":""au::12040:1"",""isCapacity"":false}",ark:/83110/x0/38b66160-d303-5cba-9c0d-7c1d92f999c5
02d98895-3669-5a38-8228-bd033b41b4d4,tg:lhdc:1617,lh,lhdc,Tekstdrager,e73_RecordActors,1bcdb425-a04e-59c9-acdc-9b0d7b1c4387,rg,keywords,au::13362,au::13362:1,au::13362g:1,,"dlod={""suggest"":[""/agents/people/1429734"",""au::13362"",""au::13362:1"",""ark:/83110/x0/1bcdb425-a04e-59c9-acdc-9b0d7b1c4387"",""Gust de Muynck""],""name"":""Gust de Muynck"",""ark"":""ark:/83110/x0/1bcdb425-a04e-59c9-acdc-9b0d7b1c4387"",""uri"":""/agents/people/1429734"",""id"":""au::13362:1"",""isCapacity"":false}",ark:/83110/x0/1bcdb425-a04e-59c9-acdc-9b0d7b1c4387
862181d6-6287-5f77-82e4-1a4babc56198,tg:lhdc:4149,lh,lhdc,Tekstdrager,e73_RecordActors,3c9a53fe-fc88-58d4-9e2c-7561762f63f9,rg,keywords,au::61574,au::61574:1,au::61574g:1,,"dlod={""suggest"":[""/agents/people/6588418"",""au::61574"",""au::61574:1"",""ark:/83110/x0/3c9a53fe-fc88-58d4-9e2c-7561762f63f9"",""Anton Stevens""],""name"":""Anton Stevens"",""ark"":""ark:/83110/x0/3c9a53fe-fc88-58d4-9e2c-7561762f63f9"",""uri"":""/agents/people/6588418"",""id"":""au::61574:1"",""isCapacity"":false}",ark:/83110/x0/3c9a53fe-fc88-58d4-9e2c-7561762f63f9
62bd9898-7d5c-59d2-aed9-043b7303f6ba,tg:lhdc:2477,lh,lhdc,Tekstdrager,e73_RecordActors,dcb62a22-267c-5384-b65b-f33e57854228,rg,keywords,au::15899,au::15899:1,au::15899g:1,,"dlod={""suggest"":[""/agents/people/1701193"",""au::15899"",""au::15899:1"",""ark:/83110/x0/dcb62a22-267c-5384-b65b-f33e57854228"",""Frans Roggen""],""name"":""Frans Roggen"",""ark"":""ark:/83110/x0/dcb62a22-267c-5384-b65b-f33e57854228"",""uri"":""/agents/people/1701193"",""id"":""au::15899:1"",""isCapacity"":false}",ark:/83110/x0/dcb62a22-267c-5384-b65b-f33e57854228
ad53c140-fe72-5953-889d-19189feffc11,tg:lhdc:3015,lh,lhdc,Tekstdrager,e73_RecordActors,dcb62a22-267c-5384-b65b-f33e57854228,rg,keywords,au::15899,au::15899:1,au::15899g:1,,"dlod={""suggest"":[""/agents/people/1701193"",""au::15899"",""au::15899:1"",""ark:/83110/x0/dcb62a22-267c-5384-b65b-f33e57854228"",""Frans Roggen""],""name"":""Frans Roggen"",""ark"":""ark:/83110/x0/dcb62a22-267c-5384-b65b-f33e57854228"",""uri"":""/agents/people/1701193"",""id"":""au::15899:1"",""isCapacity"":false}",ark:/83110/x0/dcb62a22-267c-5384-b65b-f33e57854228
df8851e9-cc20-5cc3-840a-af37488817c2,tg:lhdc:2222,lh,lhdc,Tekstdrager,e73_RecordActors,b0b59fe6-0d82-51f3-8a48-f751115f406f,rg,keywords,au::113738,au::113738:1,au::113738g:1,,"dlod={""suggest"":[""/agents/people/12169966"",""au::113738"",""au::113738:1"",""ark:/83110/x0/b0b59fe6-0d82-51f3-8a48-f751115f406f"",""Flor Stein""],""name"":""Flor Stein"",""ark"":""ark:/83110/x0/b0b59fe6-0d82-51f3-8a48-f751115f406f"",""uri"":""/agents/people/12169966"",""id"":""au::113738:1"",""isCapacity"":false}",ark:/83110/x0/b0b59fe6-0d82-51f3-8a48-f751115f406f
b87a9647-c331-570b-84e6-00b268979b88,tg:lhdc:2232,lh,lhdc,Tekstdrager,e73_RecordActors,25afb708-25b0-5185-b506-26e8748468ab,rg,keywords,au::113736,au::113736:1,au::113736g:1,,"dlod={""suggest"":[""/agents/people/12169752"",""au::113736"",""au::113736:1"",""ark:/83110/x0/25afb708-25b0-5185-b506-26e8748468ab"",""Ludo Schats""],""name"":""Ludo Schats"",""ark"":""ark:/83110/x0/25afb708-25b0-5185-b506-26e8748468ab"",""uri"":""/agents/people/12169752"",""id"":""au::113736:1"",""isCapacity"":false}",ark:/83110/x0/25afb708-25b0-5185-b506-26e8748468ab
d6b10fbf-c795-538e-9f4b-fe1b26988d9d,tg:lhdc:2154,lh,lhdc,Tekstdrager,e73_RecordActors,c9eb1f16-8d74-516e-be09-7342313360d6,rg,keywords,au::55232,au::55232:1,au::55232g:1,,"dlod={""suggest"":[""/agents/people/5909824"",""au::55232"",""au::55232:1"",""ark:/83110/x0/c9eb1f16-8d74-516e-be09-7342313360d6"",""Michel de Sutter""],""name"":""Michel de Sutter"",""ark"":""ark:/83110/x0/c9eb1f16-8d74-516e-be09-7342313360d6"",""uri"":""/agents/people/5909824"",""id"":""au::55232:1"",""isCapacity"":false}",ark:/83110/x0/c9eb1f16-8d74-516e-be09-7342313360d6
8938e82a-0148-5f75-8051-af7a933014e0,tg:lhdc:2711,lh,lhdc,Tekstdrager,e73_RecordActors,d0279d27-5dfd-526c-b99c-190bb5002a8e,rg,keywords,au::1501,au::1501:1,au::1501g:1,,"dlod={""suggest"":[""/agents/people/160607"",""au::1501"",""au::1501:1"",""ark:/83110/x0/d0279d27-5dfd-526c-b99c-190bb5002a8e"",""Louis Belloy""],""name"":""Louis Belloy"",""ark"":""ark:/83110/x0/d0279d27-5dfd-526c-b99c-190bb5002a8e"",""uri"":""/agents/people/160607"",""id"":""au::1501:1"",""isCapacity"":false}",ark:/83110/x0/d0279d27-5dfd-526c-b99c-190bb5002a8e
8f6c33b9-6072-574f-9012-759e6097aaa3,tg:lhdc:2679,lh,lhdc,Tekstdrager,e73_RecordActors,d0279d27-5dfd-526c-b99c-190bb5002a8e,rg,keywords,au::1501,au::1501:1,au::1501g:1,,"dlod={""suggest"":[""/agents/people/160607"",""au::1501"",""au::1501:1"",""ark:/83110/x0/d0279d27-5dfd-526c-b99c-190bb5002a8e"",""Louis Belloy""],""name"":""Louis Belloy"",""ark"":""ark:/83110/x0/d0279d27-5dfd-526c-b99c-190bb5002a8e"",""uri"":""/agents/people/160607"",""id"":""au::1501:1"",""isCapacity"":false}",ark:/83110/x0/d0279d27-5dfd-526c-b99c-190bb5002a8e
24ffafbd-060f-57ab-acc0-6226414da3c1,tg:lhdc:2085,lh,lhdc,Tekstdrager,e73_RecordActors,25afb708-25b0-5185-b506-26e8748468ab,rg,keywords,au::113736,au::113736:1,au::113736g:1,,"dlod={""suggest"":[""/agents/people/12169752"",""au::113736"",""au::113736:1"",""ark:/83110/x0/25afb708-25b0-5185-b506-26e8748468ab"",""Ludo Schats""],""name"":""Ludo Schats"",""ark"":""ark:/83110/x0/25afb708-25b0-5185-b506-26e8748468ab"",""uri"":""/agents/people/12169752"",""id"":""au::113736:1"",""isCapacity"":false}",ark:/83110/x0/25afb708-25b0-5185-b506-26e8748468ab
f15274bf-0e02-5c8a-a85d-74b5b9e4e418,tg:lhdc:2864,lh,lhdc,Tekstdrager,e73_RecordActors,dcb62a22-267c-5384-b65b-f33e57854228,rg,keywords,au::15899,au::15899:1,au::15899g:1,,"dlod={""suggest"":[""/agents/people/1701193"",""au::15899"",""au::15899:1"",""ark:/83110/x0/dcb62a22-267c-5384-b65b-f33e57854228"",""Frans Roggen""],""name"":""Frans Roggen"",""ark"":""ark:/83110/x0/dcb62a22-267c-5384-b65b-f33e57854228"",""uri"":""/agents/people/1701193"",""id"":""au::15899:1"",""isCapacity"":false}",ark:/83110/x0/dcb62a22-267c-5384-b65b-f33e57854228
41d5c7a7-bb85-56b0-8a40-f0a8623ab9d7,tg:lhdc:559,lh,lhdc,Tekstdrager,e73_RecordActors,917eff88-272b-5f61-8688-e719c02effab,rg,keywords,au::13683,au::13683:1,au::13683g:1,,"dlod={""suggest"":[""/agents/people/1464081"",""au::13683"",""au::13683:1"",""ark:/83110/x0/917eff88-272b-5f61-8688-e719c02effab"",""Herman Niels""],""name"":""Herman Niels"",""ark"":""ark:/83110/x0/917eff88-272b-5f61-8688-e719c02effab"",""uri"":""/agents/people/1464081"",""id"":""au::13683:1"",""isCapacity"":false}",ark:/83110/x0/917eff88-272b-5f61-8688-e719c02effab
e7fd0343-9b29-5e57-b2b8-682e8eb6962b,tg:lhdc:549,lh,lhdc,Tekstdrager,e73_RecordActors,dcb62a22-267c-5384-b65b-f33e57854228,rg,keywords,au::15899,au::15899:1,au::15899g:1,,"dlod={""suggest"":[""/agents/people/1701193"",""au::15899"",""au::15899:1"",""ark:/83110/x0/dcb62a22-267c-5384-b65b-f33e57854228"",""Frans Roggen""],""name"":""Frans Roggen"",""ark"":""ark:/83110/x0/dcb62a22-267c-5384-b65b-f33e57854228"",""uri"":""/agents/people/1701193"",""id"":""au::15899:1"",""isCapacity"":false}",ark:/83110/x0/dcb62a22-267c-5384-b65b-f33e57854228
d33f3bab-8f34-5ef5-a548-cbbefaf20c64,tg:lhdc:2307,lh,lhdc,Tekstdrager,e73_RecordActors,917eff88-272b-5f61-8688-e719c02effab,rg,keywords,au::13683,au::13683:1,au::13683g:1,,"dlod={""suggest"":[""/agents/people/1464081"",""au::13683"",""au::13683:1"",""ark:/83110/x0/917eff88-272b-5f61-8688-e719c02effab"",""Herman Niels""],""name"":""Herman Niels"",""ark"":""ark:/83110/x0/917eff88-272b-5f61-8688-e719c02effab"",""uri"":""/agents/people/1464081"",""id"":""au::13683:1"",""isCapacity"":false}",ark:/83110/x0/917eff88-272b-5f61-8688-e719c02effab
ce6cff3b-7a02-5224-a9b9-92d086018847,tg:lhdc:1115,lh,lhdc,Tekstdrager,e73_RecordActors,cc91bea9-a458-5df4-8298-0fffa3fead74,rg,keywords,au::9613:1,au::9613:1,au::9613g:1,,"dlod={""suggest"":[""/agents/people/1028591"",""au::9613"",""au::9613:1"",""ark:/83110/x0/31a2f4b8-51ac-51e3-bb47-860bbc17f85a"",""Bert Janssens""],""name"":""Bert Janssens"",""ark"":""ark:/83110/x0/31a2f4b8-51ac-51e3-bb47-860bbc17f85a"",""uri"":""/agents/people/1028591"",""id"":""au::9613:1"",""isCapacity"":false}",ark:/83110/x0/31a2f4b8-51ac-51e3-bb47-860bbc17f85a
55c6f7be-a88c-51db-aefd-c8e609f327bf,tg:lhdc:2317,lh,lhdc,Tekstdrager,e73_RecordActors,3f51d0ad-44e6-5ea6-888b-4a81600efe2c,rg,keywords,au::113733:1,au::113733:1,au::113733g:1,,"dlod={""suggest"":[""/agents/people/12169431"",""au::113733"",""au::113733:1"",""ark:/83110/x0/3ece257e-715d-540b-bdef-f3909580bce0"",""Jos Joos""],""name"":""Jos Joos"",""ark"":""ark:/83110/x0/3ece257e-715d-540b-bdef-f3909580bce0"",""uri"":""/agents/people/12169431"",""id"":""au::113733:1"",""isCapacity"":false}",ark:/83110/x0/3ece257e-715d-540b-bdef-f3909580bce0
c8d5aa22-5d36-536f-bf01-a03374f6adfa,tg:lhdc:1638,lh,lhdc,Tekstdrager,e73_RecordActors,1bcdb425-a04e-59c9-acdc-9b0d7b1c4387,rg,keywords,au::13362,au::13362:1,au::13362g:1,,"dlod={""suggest"":[""/agents/people/1429734"",""au::13362"",""au::13362:1"",""ark:/83110/x0/1bcdb425-a04e-59c9-acdc-9b0d7b1c4387"",""Gust de Muynck""],""name"":""Gust de Muynck"",""ark"":""ark:/83110/x0/1bcdb425-a04e-59c9-acdc-9b0d7b1c4387"",""uri"":""/agents/people/1429734"",""id"":""au::13362:1"",""isCapacity"":false}",ark:/83110/x0/1bcdb425-a04e-59c9-acdc-9b0d7b1c4387
9260ac3a-493b-5c96-8e8b-2c088046afcd,tg:lhdc:3058,lh,lhdc,Tekstdrager,e73_RecordActors,37f07edc-067d-5149-95ea-8cb0fad7be19,rg,keywords,au::2788,au::2788:1,au::2788g:1,,"dlod={""suggest"":[""/agents/people/298316"",""au::2788"",""au::2788:1"",""ark:/83110/x0/37f07edc-067d-5149-95ea-8cb0fad7be19"",""Bert Brauns""],""name"":""Bert Brauns"",""ark"":""ark:/83110/x0/37f07edc-067d-5149-95ea-8cb0fad7be19"",""uri"":""/agents/people/298316"",""id"":""au::2788:1"",""isCapacity"":false}",ark:/83110/x0/37f07edc-067d-5149-95ea-8cb0fad7be19
25438ae1-fe7b-5887-b305-bb17febec342,tg:lhdc:2552,lh,lhdc,Tekstdrager,e73_RecordActors,e29fb027-3ff5-5ccf-87d8-4c0280c3914d,rg,keywords,au::113737,au::113737:1,au::113737g:1,,"dlod={""suggest"":[""/agents/people/12169859"",""au::113737"",""au::113737:1"",""ark:/83110/x0/e29fb027-3ff5-5ccf-87d8-4c0280c3914d"",""Greet Pernet""],""name"":""Greet Pernet"",""ark"":""ark:/83110/x0/e29fb027-3ff5-5ccf-87d8-4c0280c3914d"",""uri"":""/agents/people/12169859"",""id"":""au::113737:1"",""isCapacity"":false}",ark:/83110/x0/e29fb027-3ff5-5ccf-87d8-4c0280c3914d
1c1eb00a-d446-52be-9c12-baf47ed3208d,tg:lhdc:3120,lh,lhdc,Tekstdrager,e73_RecordActors,917eff88-272b-5f61-8688-e719c02effab,rg,keywords,au::13683,au::13683:1,au::13683g:1,,"dlod={""suggest"":[""/agents/people/1464081"",""au::13683"",""au::13683:1"",""ark:/83110/x0/917eff88-272b-5f61-8688-e719c02effab"",""Herman Niels""],""name"":""Herman Niels"",""ark"":""ark:/83110/x0/917eff88-272b-5f61-8688-e719c02effab"",""uri"":""/agents/people/1464081"",""id"":""au::13683:1"",""isCapacity"":false}",ark:/83110/x0/917eff88-272b-5f61-8688-e719c02effab
ba33b444-ec2c-57bd-a0da-cee415e382ca,tg:lhdc:3048,lh,lhdc,Tekstdrager,e73_RecordActors,37f07edc-067d-5149-95ea-8cb0fad7be19,rg,keywords,au::2788,au::2788:1,au::2788g:1,,"dlod={""suggest"":[""/agents/people/298316"",""au::2788"",""au::2788:1"",""ark:/83110/x0/37f07edc-067d-5149-95ea-8cb0fad7be19"",""Bert Brauns""],""name"":""Bert Brauns"",""ark"":""ark:/83110/x0/37f07edc-067d-5149-95ea-8cb0fad7be19"",""uri"":""/agents/people/298316"",""id"":""au::2788:1"",""isCapacity"":false}",ark:/83110/x0/37f07edc-067d-5149-95ea-8cb0fad7be19
8295afdf-7c1a-5010-b2c0-3371ce41cca6,tg:lhdc:917,lh,lhdc,Tekstdrager,e73_RecordActors,dcb62a22-267c-5384-b65b-f33e57854228,rg,keywords,au::15899,au::15899:1,au::15899g:1,,"dlod={""suggest"":[""/agents/people/1701193"",""au::15899"",""au::15899:1"",""ark:/83110/x0/dcb62a22-267c-5384-b65b-f33e57854228"",""Frans Roggen""],""name"":""Frans Roggen"",""ark"":""ark:/83110/x0/dcb62a22-267c-5384-b65b-f33e57854228"",""uri"":""/agents/people/1701193"",""id"":""au::15899:1"",""isCapacity"":false}",ark:/83110/x0/dcb62a22-267c-5384-b65b-f33e57854228
2a44fde6-18fb-5d72-8821-b3c617b31708,tg:lhdc:3246,lh,lhdc,Tekstdrager,e73_RecordActors,38b66160-d303-5cba-9c0d-7c1d92f999c5,rg,keywords,au::12040,au::12040:1,au::12040g:1,,"dlod={""suggest"":[""/agents/people/1288280"",""au::12040"",""au::12040:1"",""ark:/83110/x0/38b66160-d303-5cba-9c0d-7c1d92f999c5"",""Robert Maes""],""name"":""Robert Maes"",""ark"":""ark:/83110/x0/38b66160-d303-5cba-9c0d-7c1d92f999c5"",""uri"":""/agents/people/1288280"",""id"":""au::12040:1"",""isCapacity"":false}",ark:/83110/x0/38b66160-d303-5cba-9c0d-7c1d92f999c5
0b43b8cd-af63-5e82-aa6e-90463978d26b,tg:lhdc:1426,lh,lhdc,Tekstdrager,e73_RecordActors,917eff88-272b-5f61-8688-e719c02effab,rg,keywords,au::13683,au::13683:1,au::13683g:1,,"dlod={""suggest"":[""/agents/people/1464081"",""au::13683"",""au::13683:1"",""ark:/83110/x0/917eff88-272b-5f61-8688-e719c02effab"",""Herman Niels""],""name"":""Herman Niels"",""ark"":""ark:/83110/x0/917eff88-272b-5f61-8688-e719c02effab"",""uri"":""/agents/people/1464081"",""id"":""au::13683:1"",""isCapacity"":false}",ark:/83110/x0/917eff88-272b-5f61-8688-e719c02effab
68f29f25-8ebf-55e4-9ee7-f8b28d441017,tg:lhdc:4210,lh,lhdc,Tekstdrager,e73_RecordActors,9bac8eee-318c-5250-8f38-00ce3738a438,rg,keywords,au::10562,au::10562:1,au::10562g:1,,"dlod={""suggest"":[""/agents/people/1130134"",""au::10562"",""au::10562:1"",""ark:/83110/x0/9bac8eee-318c-5250-8f38-00ce3738a438"",""Werner Kopers""],""name"":""Werner Kopers"",""ark"":""ark:/83110/x0/9bac8eee-318c-5250-8f38-00ce3738a438"",""uri"":""/agents/people/1130134"",""id"":""au::10562:1"",""isCapacity"":false}",ark:/83110/x0/9bac8eee-318c-5250-8f38-00ce3738a438
62636f58-45fd-5ec2-92cc-90a58ab67ba1,tg:lhdc:1273,lh,lhdc,Tekstdrager,e73_RecordActors,1bcdb425-a04e-59c9-acdc-9b0d7b1c4387,rg,keywords,au::13362,au::13362:1,au::13362g:1,,"dlod={""suggest"":[""/agents/people/1429734"",""au::13362"",""au::13362:1"",""ark:/83110/x0/1bcdb425-a04e-59c9-acdc-9b0d7b1c4387"",""Gust de Muynck""],""name"":""Gust de Muynck"",""ark"":""ark:/83110/x0/1bcdb425-a04e-59c9-acdc-9b0d7b1c4387"",""uri"":""/agents/people/1429734"",""id"":""au::13362:1"",""isCapacity"":false}",ark:/83110/x0/1bcdb425-a04e-59c9-acdc-9b0d7b1c4387
c32c4e4e-61c7-5bc2-b2de-8d3a8b467f38,tg:lhdc:3387,lh,lhdc,Tekstdrager,e73_RecordActors,917eff88-272b-5f61-8688-e719c02effab,rg,keywords,au::13683,au::13683:1,au::13683g:1,,"dlod={""suggest"":[""/agents/people/1464081"",""au::13683"",""au::13683:1"",""ark:/83110/x0/917eff88-272b-5f61-8688-e719c02effab"",""Herman Niels""],""name"":""Herman Niels"",""ark"":""ark:/83110/x0/917eff88-272b-5f61-8688-e719c02effab"",""uri"":""/agents/people/1464081"",""id"":""au::13683:1"",""isCapacity"":false}",ark:/83110/x0/917eff88-272b-5f61-8688-e719c02effab
0c4e151f-a47a-517c-9e1b-3f142fbd8c83,tg:lhdc:672,lh,lhdc,Tekstdrager,e73_RecordActors,dcb62a22-267c-5384-b65b-f33e57854228,rg,keywords,au::15899,au::15899:1,au::15899g:1,,"dlod={""suggest"":[""/agents/people/1701193"",""au::15899"",""au::15899:1"",""ark:/83110/x0/dcb62a22-267c-5384-b65b-f33e57854228"",""Frans Roggen""],""name"":""Frans Roggen"",""ark"":""ark:/83110/x0/dcb62a22-267c-5384-b65b-f33e57854228"",""uri"":""/agents/people/1701193"",""id"":""au::15899:1"",""isCapacity"":false}",ark:/83110/x0/dcb62a22-267c-5384-b65b-f33e57854228
e7a648fa-fec3-5a09-ba4d-3e3fc26e6bf6,tg:lhdc:2829,lh,lhdc,Tekstdrager,e73_RecordActors,dcb62a22-267c-5384-b65b-f33e57854228,rg,keywords,au::15899,au::15899:1,au::15899g:1,,"dlod={""suggest"":[""/agents/people/1701193"",""au::15899"",""au::15899:1"",""ark:/83110/x0/dcb62a22-267c-5384-b65b-f33e57854228"",""Frans Roggen""],""name"":""Frans Roggen"",""ark"":""ark:/83110/x0/dcb62a22-267c-5384-b65b-f33e57854228"",""uri"":""/agents/people/1701193"",""id"":""au::15899:1"",""isCapacity"":false}",ark:/83110/x0/dcb62a22-267c-5384-b65b-f33e57854228
989d3a93-f2be-5fc4-a531-f4428fd6cc07,tg:lhdc:504,lh,lhdc,Tekstdrager,e73_RecordActors,dcb62a22-267c-5384-b65b-f33e57854228,rg,keywords,au::15899,au::15899:1,au::15899g:1,,"dlod={""suggest"":[""/agents/people/1701193"",""au::15899"",""au::15899:1"",""ark:/83110/x0/dcb62a22-267c-5384-b65b-f33e57854228"",""Frans Roggen""],""name"":""Frans Roggen"",""ark"":""ark:/83110/x0/dcb62a22-267c-5384-b65b-f33e57854228"",""uri"":""/agents/people/1701193"",""id"":""au::15899:1"",""isCapacity"":false}",ark:/83110/x0/dcb62a22-267c-5384-b65b-f33e57854228
d8aa5409-8ef9-5140-951a-b8ffd271698a,tg:lhdc:514,lh,lhdc,Tekstdrager,e73_RecordActors,a920e800-aee3-5e09-9563-75b7d43a930e,rg,keywords,au::108437,au::108437:1,au::108437g:1,,"dlod={""suggest"":[""/agents/people/11602759"",""au::108437"",""au::108437:1"",""ark:/83110/x0/a920e800-aee3-5e09-9563-75b7d43a930e"",""Marc Leemans""],""name"":""Marc Leemans"",""ark"":""ark:/83110/x0/a920e800-aee3-5e09-9563-75b7d43a930e"",""uri"":""/agents/people/11602759"",""id"":""au::108437:1"",""isCapacity"":false}",ark:/83110/x0/a920e800-aee3-5e09-9563-75b7d43a930e
442283a3-f9d5-5c17-bba7-f3be662630f2,tg:lhdc:1681,lh,lhdc,Tekstdrager,e73_RecordActors,917eff88-272b-5f61-8688-e719c02effab,rg,keywords,au::13683,au::13683:1,au::13683g:1,,"dlod={""suggest"":[""/agents/people/1464081"",""au::13683"",""au::13683:1"",""ark:/83110/x0/917eff88-272b-5f61-8688-e719c02effab"",""Herman Niels""],""name"":""Herman Niels"",""ark"":""ark:/83110/x0/917eff88-272b-5f61-8688-e719c02effab"",""uri"":""/agents/people/1464081"",""id"":""au::13683:1"",""isCapacity"":false}",ark:/83110/x0/917eff88-272b-5f61-8688-e719c02effab
667f7f4e-7483-5271-9ffc-af59774bc50d,tg:lhdc:3978,lh,lhdc,Tekstdrager,e73_RecordActors,6721d9bb-2b64-5541-adbe-1fa777e8baec,rg,keywords,au::15014,au::15014:1,au::15014g:1,,"dlod={""suggest"":[""/agents/people/1606498"",""au::15014"",""au::15014:1"",""ark:/83110/x0/6721d9bb-2b64-5541-adbe-1fa777e8baec"",""Dré Poppe""],""name"":""Dré Poppe"",""ark"":""ark:/83110/x0/6721d9bb-2b64-5541-adbe-1fa777e8baec"",""uri"":""/agents/people/1606498"",""id"":""au::15014:1"",""isCapacity"":false}",ark:/83110/x0/6721d9bb-2b64-5541-adbe-1fa777e8baec
f4dc1b59-68fd-551e-a652-25c72ee14726,tg:lhdc:3199,lh,lhdc,Tekstdrager,e73_RecordActors,37f07edc-067d-5149-95ea-8cb0fad7be19,rg,keywords,au::2788,au::2788:1,au::2788g:1,,"dlod={""suggest"":[""/agents/people/298316"",""au::2788"",""au::2788:1"",""ark:/83110/x0/37f07edc-067d-5149-95ea-8cb0fad7be19"",""Bert Brauns""],""name"":""Bert Brauns"",""ark"":""ark:/83110/x0/37f07edc-067d-5149-95ea-8cb0fad7be19"",""uri"":""/agents/people/298316"",""id"":""au::2788:1"",""isCapacity"":false}",ark:/83110/x0/37f07edc-067d-5149-95ea-8cb0fad7be19
