ResourceID,ResourceID_mat,mmb_id,mmb_id_mat,card,order,Material Records,source_field,source_date,Copyright Type,Copyright Revision Date,Object Identifier,Object Number Type,Object Number,Other Identifier Type,Other Identifier,Title Type,Title,Record Type,Description Type,Description Language,Description,Annotation Type,Annotation Language,Annotation,au_code,au_name,Creation Actor Role,Creation Actor Widget,Start Date,End Date
a794ea41-d1b8-5afc-9c3a-6d4f93481aa9,,tg:mmbtk:11,,e73_Copyrights,,,begindatum,1850,No Copyright - Public Domain Mark 1.0,1965,,,,,,,,,,,,,,,,,,,,
a794ea41-d1b8-5afc-9c3a-6d4f93481aa9,,tg:mmbtk:11,,e73_CreationActors,1,,,,,,,,,,,,,,,,,,,,au::115207:1,"Mayer van den Bergh, Henriëtte",artists (visual artists),"dlod={""suggest"":[""/agents/people/12220362"",""au::115207"",""au::115207:1"",""ark:/83110/x0/40bc60cd-eeb9-5d4a-88b2-e164ea534a59"",""Henriëtte Mayer van den Bergh"",""ark:/83110/x0/17d7bada-dd9b-5869-b181-c1ce6de4eee1""],""name"":""Henriëtte Mayer van den Bergh"",""ark"":""ark:/83110/x0/17d7bada-dd9b-5869-b181-c1ce6de4eee1"",""uri"":""/agents/people/12220362"",""id"":""au::115207:1"",""resourceArk"":""ark:/83110/x0/40bc60cd-eeb9-5d4a-88b2-e164ea534a59"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",,
a794ea41-d1b8-5afc-9c3a-6d4f93481aa9,,tg:mmbtk:11,,e73_CreationTimeSpans,1,,,,,,,,,,,,,,,,,,,,,,,,1850,1858
a794ea41-d1b8-5afc-9c3a-6d4f93481aa9,d1e773b7-7faa-5684-952b-d256d4026e22,tg:mmbtk:11,tg:mmbtk:11_#1,e73_MaterialRecords,1,"[{""resourceId"": ""d1e773b7-7faa-5684-952b-d256d4026e22"", ""ontologyProperty"": """", ""resourceXresourceId"": ""57b6a240-7163-4de6-8c86-6577c5443081"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,,,,,,,,,,
a98ff5c9-79a5-543a-aa2a-2e68f7d83cc9,,tg:mmbtk:19,,AA,0,,,,,,https://data.museummayervandenbergh.be/ark:/59511/a98ff5c9-79a5-543a-aa2a-2e68f7d83cc9,object identifier,tg:mmbtk:19,record identifiers,MMB.A.2518,constructed titles,Tekeningen van bloemen en planten,Tekeningen,descriptive note,Nederlands,Dicodyledones - Diclinie (Planche XVIII),remarks,Nederlands,Getekend links onder Henriette Vandenbergh. Tekeningen MMB.A.2501-MMB.A.2518 oorspronkelijk opgeborgen in een blauwe omslag met opschrift Melle Henriette Van den Berg de la part de Melle [...] Lacroix (MMB.A.2519),,,,,,
a98ff5c9-79a5-543a-aa2a-2e68f7d83cc9,,tg:mmbtk:19,,e73_Copyrights,,,begindatum,1850,No Copyright - Public Domain Mark 1.0,1965,,,,,,,,,,,,,,,,,,,,
a98ff5c9-79a5-543a-aa2a-2e68f7d83cc9,,tg:mmbtk:19,,e73_CreationActors,1,,,,,,,,,,,,,,,,,,,,au::115207:1,"Mayer van den Bergh, Henriëtte",artists (visual artists),"dlod={""suggest"":[""/agents/people/12220362"",""au::115207"",""au::115207:1"",""ark:/83110/x0/40bc60cd-eeb9-5d4a-88b2-e164ea534a59"",""Henriëtte Mayer van den Bergh"",""ark:/83110/x0/17d7bada-dd9b-5869-b181-c1ce6de4eee1""],""name"":""Henriëtte Mayer van den Bergh"",""ark"":""ark:/83110/x0/17d7bada-dd9b-5869-b181-c1ce6de4eee1"",""uri"":""/agents/people/12220362"",""id"":""au::115207:1"",""resourceArk"":""ark:/83110/x0/40bc60cd-eeb9-5d4a-88b2-e164ea534a59"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",,
a98ff5c9-79a5-543a-aa2a-2e68f7d83cc9,,tg:mmbtk:19,,e73_CreationTimeSpans,1,,,,,,,,,,,,,,,,,,,,,,,,1850,1858
a98ff5c9-79a5-543a-aa2a-2e68f7d83cc9,78f7334c-e93c-5795-bfdf-95ba8090a9d8,tg:mmbtk:19,tg:mmbtk:19_#1,e73_MaterialRecords,1,"[{""resourceId"": ""78f7334c-e93c-5795-bfdf-95ba8090a9d8"", ""ontologyProperty"": """", ""resourceXresourceId"": ""f4d03369-dae1-40d5-b672-c455da8076ce"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,,,,,,,,,,
aa39b248-07e0-5ff3-b68a-bce898d9475e,,tg:mmbtk:3,,AA,0,,,,,,https://data.museummayervandenbergh.be/ark:/59511/aa39b248-07e0-5ff3-b68a-bce898d9475e,object identifier,tg:mmbtk:3,record identifiers,MMB.A.2502,constructed titles,Tekeningen van bloemen en planten,Tekeningen,descriptive note,Nederlands,Organographie - Tiges (Planche II),remarks,Nederlands,Getekend links onder Henriette Vandenbergh. Tekeningen MMB.A.2501-MMB.A.2518 oorspronkelijk opgeborgen in een blauwe omslag met opschrift Melle Henriette Van den Berg de la part de Melle [...] Lacroix (MMB.A.2519),,,,,,
aa39b248-07e0-5ff3-b68a-bce898d9475e,,tg:mmbtk:3,,e73_Copyrights,,,begindatum,1850,No Copyright - Public Domain Mark 1.0,1965,,,,,,,,,,,,,,,,,,,,
aa39b248-07e0-5ff3-b68a-bce898d9475e,,tg:mmbtk:3,,e73_CreationActors,1,,,,,,,,,,,,,,,,,,,,au::115207:1,"Mayer van den Bergh, Henriëtte",artists (visual artists),"dlod={""suggest"":[""/agents/people/12220362"",""au::115207"",""au::115207:1"",""ark:/83110/x0/40bc60cd-eeb9-5d4a-88b2-e164ea534a59"",""Henriëtte Mayer van den Bergh"",""ark:/83110/x0/17d7bada-dd9b-5869-b181-c1ce6de4eee1""],""name"":""Henriëtte Mayer van den Bergh"",""ark"":""ark:/83110/x0/17d7bada-dd9b-5869-b181-c1ce6de4eee1"",""uri"":""/agents/people/12220362"",""id"":""au::115207:1"",""resourceArk"":""ark:/83110/x0/40bc60cd-eeb9-5d4a-88b2-e164ea534a59"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",,
aa39b248-07e0-5ff3-b68a-bce898d9475e,,tg:mmbtk:3,,e73_CreationTimeSpans,1,,,,,,,,,,,,,,,,,,,,,,,,1850,1858
aa39b248-07e0-5ff3-b68a-bce898d9475e,6058ac12-8ccc-5f78-ac7d-04e06094ff1b,tg:mmbtk:3,tg:mmbtk:3_#1,e73_MaterialRecords,1,"[{""resourceId"": ""6058ac12-8ccc-5f78-ac7d-04e06094ff1b"", ""ontologyProperty"": """", ""resourceXresourceId"": ""4bc76147-d761-4841-bcba-933e1582b4e1"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,,,,,,,,,,
b9f42507-3e99-5e3d-8e72-ac739a7d61ff,,tg:mmbtk:8,,AA,0,,,,,,https://data.museummayervandenbergh.be/ark:/59511/b9f42507-3e99-5e3d-8e72-ac739a7d61ff,object identifier,tg:mmbtk:8,record identifiers,MMB.A.2507,constructed titles,Tekeningen van bloemen en planten,Tekeningen,descriptive note,Nederlands,Monocotyledones - Monohypogynie (Planche VII),remarks,Nederlands,Getekend links onder Henriette Vandenbergh. Tekeningen MMB.A.2501-MMB.A.2518 oorspronkelijk opgeborgen in een blauwe omslag met opschrift Melle Henriette Van den Berg de la part de Melle [...] Lacroix (MMB.A.2519),,,,,,
b9f42507-3e99-5e3d-8e72-ac739a7d61ff,,tg:mmbtk:8,,e73_Copyrights,,,begindatum,1850,No Copyright - Public Domain Mark 1.0,1965,,,,,,,,,,,,,,,,,,,,
b9f42507-3e99-5e3d-8e72-ac739a7d61ff,,tg:mmbtk:8,,e73_CreationActors,1,,,,,,,,,,,,,,,,,,,,au::115207:1,"Mayer van den Bergh, Henriëtte",artists (visual artists),"dlod={""suggest"":[""/agents/people/12220362"",""au::115207"",""au::115207:1"",""ark:/83110/x0/40bc60cd-eeb9-5d4a-88b2-e164ea534a59"",""Henriëtte Mayer van den Bergh"",""ark:/83110/x0/17d7bada-dd9b-5869-b181-c1ce6de4eee1""],""name"":""Henriëtte Mayer van den Bergh"",""ark"":""ark:/83110/x0/17d7bada-dd9b-5869-b181-c1ce6de4eee1"",""uri"":""/agents/people/12220362"",""id"":""au::115207:1"",""resourceArk"":""ark:/83110/x0/40bc60cd-eeb9-5d4a-88b2-e164ea534a59"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",,
b9f42507-3e99-5e3d-8e72-ac739a7d61ff,,tg:mmbtk:8,,e73_CreationTimeSpans,1,,,,,,,,,,,,,,,,,,,,,,,,1850,1858
b9f42507-3e99-5e3d-8e72-ac739a7d61ff,a354aeff-1559-5ca2-b8f8-e6a27f1ae270,tg:mmbtk:8,tg:mmbtk:8_#1,e73_MaterialRecords,1,"[{""resourceId"": ""a354aeff-1559-5ca2-b8f8-e6a27f1ae270"", ""ontologyProperty"": """", ""resourceXresourceId"": ""052d8bf8-fb32-4201-8640-f6d2de09200f"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,,,,,,,,,,
c7ea80a7-8b45-578a-8d11-2a001103ea38,,tg:mmbtk:13,,AA,0,,,,,,https://data.museummayervandenbergh.be/ark:/59511/c7ea80a7-8b45-578a-8d11-2a001103ea38,object identifier,tg:mmbtk:13,record identifiers,MMB.A.2512,constructed titles,Tekeningen van bloemen en planten,Tekeningen,descriptive note,Nederlands,"Dicodyledones - Monopétales. Hypocorollie, Hypostaminie (Planche XII)",remarks,Nederlands,Getekend links onder Henriette Vandenbergh. Tekeningen MMB.A.2501-MMB.A.2518 oorspronkelijk opgeborgen in een blauwe omslag met opschrift Melle Henriette Van den Berg de la part de Melle [...] Lacroix (MMB.A.2519),,,,,,
c7ea80a7-8b45-578a-8d11-2a001103ea38,,tg:mmbtk:13,,e73_Copyrights,,,begindatum,1850,No Copyright - Public Domain Mark 1.0,1965,,,,,,,,,,,,,,,,,,,,
c7ea80a7-8b45-578a-8d11-2a001103ea38,,tg:mmbtk:13,,e73_CreationActors,1,,,,,,,,,,,,,,,,,,,,au::115207:1,"Mayer van den Bergh, Henriëtte",artists (visual artists),"dlod={""suggest"":[""/agents/people/12220362"",""au::115207"",""au::115207:1"",""ark:/83110/x0/40bc60cd-eeb9-5d4a-88b2-e164ea534a59"",""Henriëtte Mayer van den Bergh"",""ark:/83110/x0/17d7bada-dd9b-5869-b181-c1ce6de4eee1""],""name"":""Henriëtte Mayer van den Bergh"",""ark"":""ark:/83110/x0/17d7bada-dd9b-5869-b181-c1ce6de4eee1"",""uri"":""/agents/people/12220362"",""id"":""au::115207:1"",""resourceArk"":""ark:/83110/x0/40bc60cd-eeb9-5d4a-88b2-e164ea534a59"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",,
c7ea80a7-8b45-578a-8d11-2a001103ea38,,tg:mmbtk:13,,e73_CreationTimeSpans,1,,,,,,,,,,,,,,,,,,,,,,,,1850,1858
c7ea80a7-8b45-578a-8d11-2a001103ea38,7953fcdc-c96d-5178-b6cd-3f96cd0f0e24,tg:mmbtk:13,tg:mmbtk:13_#1,e73_MaterialRecords,1,"[{""resourceId"": ""7953fcdc-c96d-5178-b6cd-3f96cd0f0e24"", ""ontologyProperty"": """", ""resourceXresourceId"": ""3030909c-75ce-42e6-956e-8be196b5d3f8"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,,,,,,,,,,
d09b5e79-9464-5a3e-acbf-43a8e3dff970,,tg:mmbtk:2,,AA,0,,,,,,https://data.museummayervandenbergh.be/ark:/59511/d09b5e79-9464-5a3e-acbf-43a8e3dff970,object identifier,tg:mmbtk:2,record identifiers,MMB.A.2501,constructed titles,Tekeningen van bloemen en planten,Tekeningen,descriptive note,Nederlands,Organographie - Racines (Planche I),remarks,Nederlands,Getekend links onder Henriette Vandenbergh. Tekeningen MMB.A.2501-MMB.A.2518 oorspronkelijk opgeborgen in een blauwe omslag met opschrift Melle Henriette Van den Berg de la part de Melle [...] Lacroix (MMB.A.2519),,,,,,
d09b5e79-9464-5a3e-acbf-43a8e3dff970,,tg:mmbtk:2,,e73_Copyrights,,,begindatum,1850,No Copyright - Public Domain Mark 1.0,1965,,,,,,,,,,,,,,,,,,,,
d09b5e79-9464-5a3e-acbf-43a8e3dff970,,tg:mmbtk:2,,e73_CreationActors,1,,,,,,,,,,,,,,,,,,,,au::115207:1,"Mayer van den Bergh, Henriëtte",artists (visual artists),"dlod={""suggest"":[""/agents/people/12220362"",""au::115207"",""au::115207:1"",""ark:/83110/x0/40bc60cd-eeb9-5d4a-88b2-e164ea534a59"",""Henriëtte Mayer van den Bergh"",""ark:/83110/x0/17d7bada-dd9b-5869-b181-c1ce6de4eee1""],""name"":""Henriëtte Mayer van den Bergh"",""ark"":""ark:/83110/x0/17d7bada-dd9b-5869-b181-c1ce6de4eee1"",""uri"":""/agents/people/12220362"",""id"":""au::115207:1"",""resourceArk"":""ark:/83110/x0/40bc60cd-eeb9-5d4a-88b2-e164ea534a59"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",,
d09b5e79-9464-5a3e-acbf-43a8e3dff970,,tg:mmbtk:2,,e73_CreationTimeSpans,1,,,,,,,,,,,,,,,,,,,,,,,,1850,1858
d09b5e79-9464-5a3e-acbf-43a8e3dff970,89c086ae-dea1-57c1-864e-cba0dc1fbc8f,tg:mmbtk:2,tg:mmbtk:2_#1,e73_MaterialRecords,1,"[{""resourceId"": ""89c086ae-dea1-57c1-864e-cba0dc1fbc8f"", ""ontologyProperty"": """", ""resourceXresourceId"": ""a65a5cc0-953c-4641-b049-d1c5e91e720d"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,,,,,,,,,,
dad02000-1591-5282-9693-240b3a52ca34,,tg:mmbtk:15,,AA,0,,,,,,https://data.museummayervandenbergh.be/ark:/59511/dad02000-1591-5282-9693-240b3a52ca34,object identifier,tg:mmbtk:15,record identifiers,MMB.A.2514,constructed titles,Tekeningen van bloemen en planten,Tekeningen,descriptive note,Nederlands,"Dicodyledones - Polypétales. Epipétalie, Hypopétalie (Planche XIV)",remarks,Nederlands,Getekend links onder Henriette Vandenbergh. Tekeningen MMB.A.2501-MMB.A.2518 oorspronkelijk opgeborgen in een blauwe omslag met opschrift Melle Henriette Van den Berg de la part de Melle [...] Lacroix (MMB.A.2519),,,,,,
dad02000-1591-5282-9693-240b3a52ca34,,tg:mmbtk:15,,e73_Copyrights,,,begindatum,1850,No Copyright - Public Domain Mark 1.0,1965,,,,,,,,,,,,,,,,,,,,
dad02000-1591-5282-9693-240b3a52ca34,,tg:mmbtk:15,,e73_CreationActors,1,,,,,,,,,,,,,,,,,,,,au::115207:1,"Mayer van den Bergh, Henriëtte",artists (visual artists),"dlod={""suggest"":[""/agents/people/12220362"",""au::115207"",""au::115207:1"",""ark:/83110/x0/40bc60cd-eeb9-5d4a-88b2-e164ea534a59"",""Henriëtte Mayer van den Bergh"",""ark:/83110/x0/17d7bada-dd9b-5869-b181-c1ce6de4eee1""],""name"":""Henriëtte Mayer van den Bergh"",""ark"":""ark:/83110/x0/17d7bada-dd9b-5869-b181-c1ce6de4eee1"",""uri"":""/agents/people/12220362"",""id"":""au::115207:1"",""resourceArk"":""ark:/83110/x0/40bc60cd-eeb9-5d4a-88b2-e164ea534a59"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",,
dad02000-1591-5282-9693-240b3a52ca34,,tg:mmbtk:15,,e73_CreationTimeSpans,1,,,,,,,,,,,,,,,,,,,,,,,,1850,1858
dad02000-1591-5282-9693-240b3a52ca34,e4e0060b-ec49-5908-8fcd-da70137aec17,tg:mmbtk:15,tg:mmbtk:15_#1,e73_MaterialRecords,1,"[{""resourceId"": ""e4e0060b-ec49-5908-8fcd-da70137aec17"", ""ontologyProperty"": """", ""resourceXresourceId"": ""7a1d3197-9b61-49cb-a28e-9e9c6fc9ea83"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,,,,,,,,,,
