ResourceID,mmb_id_mat,card,order,Acquisition Widget,Archive Widget,Image URL,Image Manifest,Image Manifest Type,Image URL Type,source_field,source_date,Restriction Type,Keeper,Object Number,Object Number Type,Object Identifier,Warehouse Location (begin),Warehouse Location (end),Material,Production Technique Type,Object Type,Document status
42ebc21c-16ef-5bc1-8483-65a5f5dbf0de,tg:mmbbr:454_#1,e22_Images,1,,,https://dams.antwerpen.be/asset/HVBISGJdKOSXiPkefDp9EwIr#id,https://dams.antwerpen.be/iiif/HVBISGJdKOSXiPkefDp9EwIr#id/manifest,DAMS Manifest,DAMS Image,,,,,,,,,,,,,
42ebc21c-16ef-5bc1-8483-65a5f5dbf0de,tg:mmbbr:454_#1,e22_UsageRestrictions,,,,,,,,begindatum,1894,permission required,,,,,,,,,,
42f7132d-abaf-5239-a1bc-ab6d750a806b,,AA,0,,,,,,,,,,Museum Mayer van den Bergh,tg:mmbbr:4_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/42f7132d-abaf-5239-a1bc-ab6d750a806b,Doos A.I,,ink,handwriting,letters (correspondence),
42f7132d-abaf-5239-a1bc-ab6d750a806b,tg:mmbbr:4_#1,e22_Archives,1,,"dlod={""name"":""Stukken betreffende de collectievorming"",""ark"":""ark:/59511/x0/31f31562-e656-581b-8848-203f12243a57"",""uri"":""/repositories/15/archival_objects/20385167"",""id"":""isad:mmb:4"",""capacity"":""Stukken betreffende de collectievorming"",""isCapacity"":true,""orgID"":""mmb"",""suggestType"":""archiveobject""}",,,,,,,,,,,,,,,,,
42f7132d-abaf-5239-a1bc-ab6d750a806b,tg:mmbbr:4_#1,e22_Images,1,,,https://dams.antwerpen.be/asset/ZSKqQAPKYNJgAuYiMfTWEmvc#id,https://dams.antwerpen.be/iiif/ZSKqQAPKYNJgAuYiMfTWEmvc#id/manifest,DAMS Manifest,DAMS Image,,,,,,,,,,,,,
42f7132d-abaf-5239-a1bc-ab6d750a806b,tg:mmbbr:4_#1,e22_UsageRestrictions,,,,,,,,begindatum,1884,open,,,,,,,,,,
43401e1c-7235-5e00-821e-a6fd07454651,,AA,0,,,,,,,,,,Museum Mayer van den Bergh,tg:mmbbr:751_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/43401e1c-7235-5e00-821e-a6fd07454651,Doos A.V,,ink,handwriting,letters (correspondence),
43401e1c-7235-5e00-821e-a6fd07454651,tg:mmbbr:751_#1,e22_Archives,1,,"dlod={""name"":""Stukken betreffende de collectievorming"",""ark"":""ark:/59511/x0/31f31562-e656-581b-8848-203f12243a57"",""uri"":""/repositories/15/archival_objects/20385167"",""id"":""isad:mmb:4"",""capacity"":""Stukken betreffende de collectievorming"",""isCapacity"":true,""orgID"":""mmb"",""suggestType"":""archiveobject""}",,,,,,,,,,,,,,,,,
43401e1c-7235-5e00-821e-a6fd07454651,tg:mmbbr:751_#1,e22_Images,1,,,https://dams.antwerpen.be/asset/k8rNUe8DUNBkZUITar5jX08V,https://dams.antwerpen.be/iiif/k8rNUe8DUNBkZUITar5jX08V/manifest,DAMS Manifest,DAMS Image,,,,,,,,,,,,,
43401e1c-7235-5e00-821e-a6fd07454651,tg:mmbbr:751_#1,e22_UsageRestrictions,,,,,,,,begindatum,1897,permission required,,,,,,,,,,
4366e596-40f4-55ed-b01d-d5d1620c79ad,,AA,0,,,,,,,,,,Museum Mayer van den Bergh,tg:mmbbr:142_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/4366e596-40f4-55ed-b01d-d5d1620c79ad,Doos A.I,,ink,handwriting,letters (correspondence),
4366e596-40f4-55ed-b01d-d5d1620c79ad,tg:mmbbr:142_#1,e22_Archives,1,,"dlod={""name"":""Stukken betreffende de collectievorming"",""ark"":""ark:/59511/x0/31f31562-e656-581b-8848-203f12243a57"",""uri"":""/repositories/15/archival_objects/20385167"",""id"":""isad:mmb:4"",""capacity"":""Stukken betreffende de collectievorming"",""isCapacity"":true,""orgID"":""mmb"",""suggestType"":""archiveobject""}",,,,,,,,,,,,,,,,,
4366e596-40f4-55ed-b01d-d5d1620c79ad,tg:mmbbr:142_#1,e22_Images,1,,,https://dams.antwerpen.be/asset/N1iRQZXSAiHklKfLMN3Xs1gV#id,https://dams.antwerpen.be/iiif/N1iRQZXSAiHklKfLMN3Xs1gV#id/manifest,DAMS Manifest,DAMS Image,,,,,,,,,,,,,
4366e596-40f4-55ed-b01d-d5d1620c79ad,tg:mmbbr:142_#1,e22_UsageRestrictions,,,,,,,,begindatum,1890,open,,,,,,,,,,
438f0326-67c2-561a-8d5e-7d08d0376014,,AA,0,,,,,,,,,,Museum Mayer van den Bergh,tg:mmbbr:1631_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/438f0326-67c2-561a-8d5e-7d08d0376014,Doos A.XII,,ink,handwriting,letters (correspondence),
438f0326-67c2-561a-8d5e-7d08d0376014,tg:mmbbr:1631_#1,e22_Acquisitions,1,"dlod={""name"":""schenking door Baudouin Cols, onbekende datum voor 2008"",""ark"":""ark:/59511/x0/3d88b174-be76-5664-83ee-c35b396c9b2b"",""uri"":""/repositories/15/accessions/15048502"",""id"":""tr:mmb:4"",""date"":""9999-12-31"",""granter"":""Baudouin Cols"",""isCapacity"":false,""orgID"":""mmb"",""suggestType"":""accessions""}",,,,,,,,,,,,,,,,,,
438f0326-67c2-561a-8d5e-7d08d0376014,tg:mmbbr:1631_#1,e22_Archives,1,,"dlod={""name"":""Briefwisseling en financiële dossiers"",""ark"":""ark:/59511/x0/940ac2ac-9ed7-55ac-86ab-724c3351d98b"",""uri"":""/repositories/15/archival_objects/20385178"",""id"":""isad:mmb:15"",""capacity"":""Briefwisseling en financiële dossiers"",""isCapacity"":true,""orgID"":""mmb"",""suggestType"":""archiveobject""}",,,,,,,,,,,,,,,,,
438f0326-67c2-561a-8d5e-7d08d0376014,tg:mmbbr:1631_#1,e22_Images,1,,,https://dams.antwerpen.be/asset/W2MdiQXdfVSIejSkoFYHsbsD,https://dams.antwerpen.be/iiif/W2MdiQXdfVSIejSkoFYHsbsD/manifest,DAMS Manifest,DAMS Image,,,,,,,,,,,,,
438f0326-67c2-561a-8d5e-7d08d0376014,tg:mmbbr:1631_#1,e22_UsageRestrictions,,,,,,,,begindatum,1906,permission required,,,,,,,,,,
4391ccc6-ce8e-5486-8198-c3e0fbed54c3,,AA,0,,,,,,,,,,Museum Mayer van den Bergh,tg:mmbbr:746_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/4391ccc6-ce8e-5486-8198-c3e0fbed54c3,Doos A.V,,ink,handwriting,letters (correspondence),
4391ccc6-ce8e-5486-8198-c3e0fbed54c3,tg:mmbbr:746_#1,e22_Archives,1,,"dlod={""name"":""Stukken betreffende de collectievorming"",""ark"":""ark:/59511/x0/31f31562-e656-581b-8848-203f12243a57"",""uri"":""/repositories/15/archival_objects/20385167"",""id"":""isad:mmb:4"",""capacity"":""Stukken betreffende de collectievorming"",""isCapacity"":true,""orgID"":""mmb"",""suggestType"":""archiveobject""}",,,,,,,,,,,,,,,,,
4391ccc6-ce8e-5486-8198-c3e0fbed54c3,tg:mmbbr:746_#1,e22_Images,1,,,https://dams.antwerpen.be/asset/k1WLkqPJUPWfNZpUOlffbU93,https://dams.antwerpen.be/iiif/k1WLkqPJUPWfNZpUOlffbU93/manifest,DAMS Manifest,DAMS Image,,,,,,,,,,,,,
4391ccc6-ce8e-5486-8198-c3e0fbed54c3,tg:mmbbr:746_#1,e22_UsageRestrictions,,,,,,,,begindatum,1897,permission required,,,,,,,,,,
43bd35c3-4138-599b-abaf-de0e03418bdc,,AA,0,,,,,,,,,,Museum Mayer van den Bergh,tg:mmbbr:2538_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/43bd35c3-4138-599b-abaf-de0e03418bdc,Doos A.XX,,ink,handwriting,letters (correspondence),
43bd35c3-4138-599b-abaf-de0e03418bdc,tg:mmbbr:2538_#1,e22_Acquisitions,1,"dlod={""name"":""aankoop van dhr. Della Faille, december 2021"",""ark"":""ark:/59511/x0/98500a41-a1e4-5bcf-af34-f79a054298bf"",""uri"":""/repositories/15/accessions/15048504"",""id"":""tr:mmb:6"",""date"":""2021-01-01"",""isCapacity"":false,""orgID"":""mmb"",""suggestType"":""accessions""}",,,,,,,,,,,,,,,,,,
43bd35c3-4138-599b-abaf-de0e03418bdc,tg:mmbbr:2538_#1,e22_Archives,1,,"dlod={""name"":""Briefwisseling"",""ark"":""ark:/59511/x0/4a049d11-bffa-5d76-9ccc-1e19d0da59c0"",""uri"":""/repositories/15/archival_objects/20385202"",""id"":""isad:mmb:39"",""capacity"":""Briefwisseling"",""isCapacity"":true,""orgID"":""mmb"",""suggestType"":""archiveobject""}",,,,,,,,,,,,,,,,,
43bd35c3-4138-599b-abaf-de0e03418bdc,tg:mmbbr:2538_#1,e22_Images,1,,,https://dams.antwerpen.be/asset/CZTcYShRbDRZCFXqLus41DAM,https://dams.antwerpen.be/iiif/CZTcYShRbDRZCFXqLus41DAM/manifest,DAMS Manifest,DAMS Image,,,,,,,,,,,,,
43bd35c3-4138-599b-abaf-de0e03418bdc,tg:mmbbr:2538_#1,e22_UsageRestrictions,,,,,,,,begindatum,1853,open,,,,,,,,,,
43ce1a29-4e11-5111-8d51-af202910a8e6,,AA,0,,,,,,,,,,Museum Mayer van den Bergh,tg:mmbbr:539_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/43ce1a29-4e11-5111-8d51-af202910a8e6,Doos A.IV,,ink,handwriting,letters (correspondence),
43ce1a29-4e11-5111-8d51-af202910a8e6,tg:mmbbr:539_#1,e22_Archives,1,,"dlod={""name"":""Stukken betreffende de collectievorming"",""ark"":""ark:/59511/x0/31f31562-e656-581b-8848-203f12243a57"",""uri"":""/repositories/15/archival_objects/20385167"",""id"":""isad:mmb:4"",""capacity"":""Stukken betreffende de collectievorming"",""isCapacity"":true,""orgID"":""mmb"",""suggestType"":""archiveobject""}",,,,,,,,,,,,,,,,,
43ce1a29-4e11-5111-8d51-af202910a8e6,tg:mmbbr:539_#1,e22_Images,1,,,https://dams.antwerpen.be/asset/U2LUhRNhQIHbiEDZFeI3DOcZ#id,https://dams.antwerpen.be/iiif/U2LUhRNhQIHbiEDZFeI3DOcZ#id/manifest,DAMS Manifest,DAMS Image,,,,,,,,,,,,,
43ce1a29-4e11-5111-8d51-af202910a8e6,tg:mmbbr:539_#1,e22_UsageRestrictions,,,,,,,,begindatum,1894,permission required,,,,,,,,,,
43d345b2-8b69-5cf0-baf2-854973806232,,AA,0,,,,,,,,,,Museum Mayer van den Bergh,tg:mmbbr:2044_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/43d345b2-8b69-5cf0-baf2-854973806232,Doos A.XV,,ink,handwriting,letters (correspondence),
43d345b2-8b69-5cf0-baf2-854973806232,tg:mmbbr:2044_#1,e22_Archives,1,,"dlod={""name"":""Correspondence II"",""ark"":""ark:/59511/x0/6371a7db-4bff-547d-accb-6e38f703fb3c"",""uri"":""/repositories/15/archival_objects/20385181"",""id"":""isad:mmb:18"",""capacity"":""Correspondence II"",""isCapacity"":true,""orgID"":""mmb"",""suggestType"":""archiveobject""}",,,,,,,,,,,,,,,,,
43d345b2-8b69-5cf0-baf2-854973806232,tg:mmbbr:2044_#1,e22_Images,1,,,https://dams.antwerpen.be/asset/qYYuaXTUQTLgEGJQVVxXVpwk,https://dams.antwerpen.be/iiif/qYYuaXTUQTLgEGJQVVxXVpwk/manifest,DAMS Manifest,DAMS Image,,,,,,,,,,,,,
43d345b2-8b69-5cf0-baf2-854973806232,tg:mmbbr:2044_#1,e22_UsageRestrictions,,,,,,,,begindatum,1904,permission required,,,,,,,,,,
43d9bf50-4344-5b4b-93e4-9869263ab29c,,AA,0,,,,,,,,,,Museum Mayer van den Bergh,tg:mmbbr:729_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/43d9bf50-4344-5b4b-93e4-9869263ab29c,Doos A.V,,ink,handwriting,letters (correspondence),
43d9bf50-4344-5b4b-93e4-9869263ab29c,tg:mmbbr:729_#1,e22_Archives,1,,"dlod={""name"":""Stukken betreffende de collectievorming"",""ark"":""ark:/59511/x0/31f31562-e656-581b-8848-203f12243a57"",""uri"":""/repositories/15/archival_objects/20385167"",""id"":""isad:mmb:4"",""capacity"":""Stukken betreffende de collectievorming"",""isCapacity"":true,""orgID"":""mmb"",""suggestType"":""archiveobject""}",,,,,,,,,,,,,,,,,
43d9bf50-4344-5b4b-93e4-9869263ab29c,tg:mmbbr:729_#1,e22_Images,1,,,https://dams.antwerpen.be/asset/eSNcVQYT2ZUVHDlXM0NRmY7A,https://dams.antwerpen.be/iiif/eSNcVQYT2ZUVHDlXM0NRmY7A/manifest,DAMS Manifest,DAMS Image,,,,,,,,,,,,,
43d9bf50-4344-5b4b-93e4-9869263ab29c,tg:mmbbr:729_#1,e22_UsageRestrictions,,,,,,,,begindatum,1896,permission required,,,,,,,,,,
43ff6086-b77e-50e3-baaa-3a2c0b62a2ab,,AA,0,,,,,,,,,,Museum Mayer van den Bergh,tg:mmbbr:1010_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/43ff6086-b77e-50e3-baaa-3a2c0b62a2ab,Doos A.VII,,ink,handwriting,letters (correspondence),
43ff6086-b77e-50e3-baaa-3a2c0b62a2ab,tg:mmbbr:1010_#1,e22_Archives,1,,"dlod={""name"":""Stukken betreffende de collectievorming"",""ark"":""ark:/59511/x0/31f31562-e656-581b-8848-203f12243a57"",""uri"":""/repositories/15/archival_objects/20385167"",""id"":""isad:mmb:4"",""capacity"":""Stukken betreffende de collectievorming"",""isCapacity"":true,""orgID"":""mmb"",""suggestType"":""archiveobject""}",,,,,,,,,,,,,,,,,
43ff6086-b77e-50e3-baaa-3a2c0b62a2ab,tg:mmbbr:1010_#1,e22_Images,1,,,https://dams.antwerpen.be/asset/wOWeSMX2Qa7XHXWKbke0rZUy,https://dams.antwerpen.be/iiif/wOWeSMX2Qa7XHXWKbke0rZUy/manifest,DAMS Manifest,DAMS Image,,,,,,,,,,,,,
43ff6086-b77e-50e3-baaa-3a2c0b62a2ab,tg:mmbbr:1010_#1,e22_UsageRestrictions,,,,,,,,begindatum,1899,permission required,,,,,,,,,,
444224f6-0475-58e0-9418-954bbd43019c,,AA,0,,,,,,,,,,Museum Mayer van den Bergh,tg:mmbbr:1073_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/444224f6-0475-58e0-9418-954bbd43019c,Doos A.VIII,,ink,handwriting,letters (correspondence),
444224f6-0475-58e0-9418-954bbd43019c,tg:mmbbr:1073_#1,e22_Archives,1,,"dlod={""name"":""Stukken betreffende de collectievorming"",""ark"":""ark:/59511/x0/31f31562-e656-581b-8848-203f12243a57"",""uri"":""/repositories/15/archival_objects/20385167"",""id"":""isad:mmb:4"",""capacity"":""Stukken betreffende de collectievorming"",""isCapacity"":true,""orgID"":""mmb"",""suggestType"":""archiveobject""}",,,,,,,,,,,,,,,,,
444224f6-0475-58e0-9418-954bbd43019c,tg:mmbbr:1073_#1,e22_Images,1,,,https://dams.antwerpen.be/asset/f1wzOrjZRUdPUmBocg7OiUjv,https://dams.antwerpen.be/iiif/f1wzOrjZRUdPUmBocg7OiUjv/manifest,DAMS Manifest,DAMS Image,,,,,,,,,,,,,
444224f6-0475-58e0-9418-954bbd43019c,tg:mmbbr:1073_#1,e22_UsageRestrictions,,,,,,,,begindatum,1900,permission required,,,,,,,,,,
445571cf-5b50-5c59-9849-a2405a21fe86,,AA,0,,,,,,,,,,Museum Mayer van den Bergh,tg:mmbbr:2452_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/445571cf-5b50-5c59-9849-a2405a21fe86,Doos A.XVIII,,ink,typewriting,letters (correspondence),
445571cf-5b50-5c59-9849-a2405a21fe86,tg:mmbbr:2452_#1,e22_Archives,1,,"dlod={""name"":""Briefwisseling en financiële dossiers"",""ark"":""ark:/59511/x0/940ac2ac-9ed7-55ac-86ab-724c3351d98b"",""uri"":""/repositories/15/archival_objects/20385178"",""id"":""isad:mmb:15"",""capacity"":""Briefwisseling en financiële dossiers"",""isCapacity"":true,""orgID"":""mmb"",""suggestType"":""archiveobject""}",,,,,,,,,,,,,,,,,
445571cf-5b50-5c59-9849-a2405a21fe86,tg:mmbbr:2452_#1,e22_Images,1,,,https://dams.antwerpen.be/asset/gOdWGEUjbJXcRUmDDIrvYG9r,https://dams.antwerpen.be/iiif/gOdWGEUjbJXcRUmDDIrvYG9r/manifest,DAMS Manifest,DAMS Image,,,,,,,,,,,,,
445571cf-5b50-5c59-9849-a2405a21fe86,tg:mmbbr:2452_#1,e22_UsageRestrictions,,,,,,,,begindatum,1908,permission required,,,,,,,,,,
445e090e-7330-5d58-804b-3f9439b91728,,AA,0,,,,,,,,,,Museum Mayer van den Bergh,tg:mmbbr:224_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/445e090e-7330-5d58-804b-3f9439b91728,Doos A.II,,ink,handwriting,letters (correspondence),
445e090e-7330-5d58-804b-3f9439b91728,tg:mmbbr:224_#1,e22_Archives,1,,"dlod={""name"":""Stukken betreffende de collectievorming"",""ark"":""ark:/59511/x0/31f31562-e656-581b-8848-203f12243a57"",""uri"":""/repositories/15/archival_objects/20385167"",""id"":""isad:mmb:4"",""capacity"":""Stukken betreffende de collectievorming"",""isCapacity"":true,""orgID"":""mmb"",""suggestType"":""archiveobject""}",,,,,,,,,,,,,,,,,
445e090e-7330-5d58-804b-3f9439b91728,tg:mmbbr:224_#1,e22_Images,1,,,https://dams.antwerpen.be/asset/VgYd99GDUA66DdLsRXOlsLvT#id,https://dams.antwerpen.be/iiif/VgYd99GDUA66DdLsRXOlsLvT#id/manifest,DAMS Manifest,DAMS Image,,,,,,,,,,,,,
445e090e-7330-5d58-804b-3f9439b91728,tg:mmbbr:224_#1,e22_UsageRestrictions,,,,,,,,begindatum,1891,open,,,,,,,,,,
447d2edf-45d9-5125-a2ce-5ce392f78d21,,AA,0,,,,,,,,,,Museum Mayer van den Bergh,tg:mmbbr:1722_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/447d2edf-45d9-5125-a2ce-5ce392f78d21,Doos A.XIII,,ink,handwriting,postcards,
447d2edf-45d9-5125-a2ce-5ce392f78d21,tg:mmbbr:1722_#1,e22_Archives,1,,"dlod={""name"":""Correspondence I"",""ark"":""ark:/59511/x0/47cc74ba-4ebd-5edf-9b51-2fb0c51e8ba1"",""uri"":""/repositories/15/archival_objects/20385180"",""id"":""isad:mmb:17"",""capacity"":""Correspondence I"",""isCapacity"":true,""orgID"":""mmb"",""suggestType"":""archiveobject""}",,,,,,,,,,,,,,,,,
447d2edf-45d9-5125-a2ce-5ce392f78d21,tg:mmbbr:1722_#1,e22_Images,1,,,https://dams.antwerpen.be/asset/okgrLXWevKjNNibUCjpkFCuc,https://dams.antwerpen.be/iiif/okgrLXWevKjNNibUCjpkFCuc/manifest,DAMS Manifest,DAMS Image,,,,,,,,,,,,,
447d2edf-45d9-5125-a2ce-5ce392f78d21,tg:mmbbr:1722_#1,e22_UsageRestrictions,,,,,,,,begindatum,1904,permission required,,,,,,,,,,
44a49415-160f-554c-a599-03b9dafefe1f,,AA,0,,,,,,,,,,Museum Mayer van den Bergh,tg:mmbbr:2473_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/44a49415-160f-554c-a599-03b9dafefe1f,Doos A.XVIII,,ink,typewriting,letters (correspondence),
44a49415-160f-554c-a599-03b9dafefe1f,tg:mmbbr:2473_#1,e22_Archives,1,,"dlod={""name"":""Briefwisseling en financiële dossiers"",""ark"":""ark:/59511/x0/940ac2ac-9ed7-55ac-86ab-724c3351d98b"",""uri"":""/repositories/15/archival_objects/20385178"",""id"":""isad:mmb:15"",""capacity"":""Briefwisseling en financiële dossiers"",""isCapacity"":true,""orgID"":""mmb"",""suggestType"":""archiveobject""}",,,,,,,,,,,,,,,,,
44a49415-160f-554c-a599-03b9dafefe1f,tg:mmbbr:2473_#1,e22_Images,1,,,https://dams.antwerpen.be/asset/h2ZPR5haLToXTQUkJPkGcC4p,https://dams.antwerpen.be/iiif/h2ZPR5haLToXTQUkJPkGcC4p/manifest,DAMS Manifest,DAMS Image,,,,,,,,,,,,,
44a49415-160f-554c-a599-03b9dafefe1f,tg:mmbbr:2473_#1,e22_UsageRestrictions,,,,,,,,begindatum,1909,permission required,,,,,,,,,,
44b2a4a7-6f32-5f76-a078-b9c7a5455914,,AA,0,,,,,,,,,,Museum Mayer van den Bergh,tg:mmbbr:862_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/44b2a4a7-6f32-5f76-a078-b9c7a5455914,Doos A.VI,,ink,handwriting,letters (correspondence),
44b2a4a7-6f32-5f76-a078-b9c7a5455914,tg:mmbbr:862_#1,e22_Archives,1,,"dlod={""name"":""Stukken betreffende de collectievorming"",""ark"":""ark:/59511/x0/31f31562-e656-581b-8848-203f12243a57"",""uri"":""/repositories/15/archival_objects/20385167"",""id"":""isad:mmb:4"",""capacity"":""Stukken betreffende de collectievorming"",""isCapacity"":true,""orgID"":""mmb"",""suggestType"":""archiveobject""}",,,,,,,,,,,,,,,,,
44b2a4a7-6f32-5f76-a078-b9c7a5455914,tg:mmbbr:862_#1,e22_Images,1,,,https://dams.antwerpen.be/asset/f1qPUmUX7DIUTOZPNNCrY8or,https://dams.antwerpen.be/iiif/f1qPUmUX7DIUTOZPNNCrY8or/manifest,DAMS Manifest,DAMS Image,,,,,,,,,,,,,
44b2a4a7-6f32-5f76-a078-b9c7a5455914,tg:mmbbr:862_#1,e22_UsageRestrictions,,,,,,,,begindatum,1898,permission required,,,,,,,,,,
44c3097d-4f5f-5864-a755-862b560536e5,,AA,0,,,,,,,,,,Museum Mayer van den Bergh,tg:mmbbr:1359_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/44c3097d-4f5f-5864-a755-862b560536e5,Doos A.X,,ink,handwriting,letters (correspondence),
44c3097d-4f5f-5864-a755-862b560536e5,tg:mmbbr:1359_#1,e22_Acquisitions,1,"dlod={""name"":""schenking door Baudouin Cols, onbekende datum voor 1974"",""ark"":""ark:/59511/x0/16220524-a9f5-5783-8736-e08c7def502a"",""uri"":""/repositories/15/accessions/15048501"",""id"":""tr:mmb:3"",""date"":""9999-12-31"",""granter"":""Baudouin Cols"",""isCapacity"":false,""orgID"":""mmb"",""suggestType"":""accessions""}",,,,,,,,,,,,,,,,,,
44c3097d-4f5f-5864-a755-862b560536e5,tg:mmbbr:1359_#1,e22_Archives,1,,"dlod={""name"":""Briefwisseling"",""ark"":""ark:/59511/x0/8541efc9-8127-5738-b096-aecc64d37740"",""uri"":""/repositories/15/archival_objects/20385200"",""id"":""isad:mmb:37"",""capacity"":""Briefwisseling"",""isCapacity"":true,""orgID"":""mmb"",""suggestType"":""archiveobject""}",,,,,,,,,,,,,,,,,
44c3097d-4f5f-5864-a755-862b560536e5,tg:mmbbr:1359_#1,e22_Images,1,,,https://dams.antwerpen.be/asset/RYagKNClG7VEVVRcJLhu15wk,https://dams.antwerpen.be/iiif/RYagKNClG7VEVVRcJLhu15wk/manifest,DAMS Manifest,DAMS Image,,,,,,,,,,,,,
44c3097d-4f5f-5864-a755-862b560536e5,tg:mmbbr:1359_#1,e22_UsageRestrictions,,,,,,,,begindatum,1906,permission required,,,,,,,,,,
44dc31d5-27c0-54e8-942e-73acfa60c98d,,AA,0,,,,,,,,,,Museum Mayer van den Bergh,tg:mmbbr:2319_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/44dc31d5-27c0-54e8-942e-73acfa60c98d,Doos A.XVII,,ink,handwriting,letters (correspondence),
44dc31d5-27c0-54e8-942e-73acfa60c98d,tg:mmbbr:2319_#1,e22_Archives,1,,"dlod={""name"":""Correspondence III"",""ark"":""ark:/59511/x0/bb6c0979-be3d-5a56-8736-c1057dab3bd4"",""uri"":""/repositories/15/archival_objects/20385182"",""id"":""isad:mmb:19"",""capacity"":""Correspondence III"",""isCapacity"":true,""orgID"":""mmb"",""suggestType"":""archiveobject""}",,,,,,,,,,,,,,,,,
44dc31d5-27c0-54e8-942e-73acfa60c98d,tg:mmbbr:2319_#1,e22_Images,1,,,https://dams.antwerpen.be/asset/n1fkVYEaMDOgbiV7ZudgPjB4,https://dams.antwerpen.be/iiif/n1fkVYEaMDOgbiV7ZudgPjB4/manifest,DAMS Manifest,DAMS Image,,,,,,,,,,,,,
44dc31d5-27c0-54e8-942e-73acfa60c98d,tg:mmbbr:2319_#1,e22_UsageRestrictions,,,,,,,,begindatum,1904,permission required,,,,,,,,,,
44e1bfb6-9ae7-5a3f-aa03-96b6df478691,,AA,0,,,,,,,,,,Museum Mayer van den Bergh,tg:mmbbr:2221_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/44e1bfb6-9ae7-5a3f-aa03-96b6df478691,Doos A.XVI,,ink,handwriting,visiting cards,
44e1bfb6-9ae7-5a3f-aa03-96b6df478691,tg:mmbbr:2221_#1,e22_Archives,1,,"dlod={""name"":""Correspondence III"",""ark"":""ark:/59511/x0/bb6c0979-be3d-5a56-8736-c1057dab3bd4"",""uri"":""/repositories/15/archival_objects/20385182"",""id"":""isad:mmb:19"",""capacity"":""Correspondence III"",""isCapacity"":true,""orgID"":""mmb"",""suggestType"":""archiveobject""}",,,,,,,,,,,,,,,,,
44e1bfb6-9ae7-5a3f-aa03-96b6df478691,tg:mmbbr:2221_#1,e22_Images,1,,,https://dams.antwerpen.be/asset/sIeWSUB7DjYNedTNTkZ8wiOa,https://dams.antwerpen.be/iiif/sIeWSUB7DjYNedTNTkZ8wiOa/manifest,DAMS Manifest,DAMS Image,,,,,,,,,,,,,
44e1bfb6-9ae7-5a3f-aa03-96b6df478691,tg:mmbbr:2221_#1,e22_UsageRestrictions,,,,,,,,begindatum,,permission required,,,,,,,,,,
45083a79-fd12-500a-8368-1a201235a0bf,,AA,0,,,,,,,,,,Museum Mayer van den Bergh,tg:mmbbr:2537_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/45083a79-fd12-500a-8368-1a201235a0bf,Doos A.XX,,ink,handwriting,letters (correspondence),
45083a79-fd12-500a-8368-1a201235a0bf,tg:mmbbr:2537_#1,e22_Acquisitions,1,"dlod={""name"":""aankoop van dhr. Della Faille, december 2021"",""ark"":""ark:/59511/x0/98500a41-a1e4-5bcf-af34-f79a054298bf"",""uri"":""/repositories/15/accessions/15048504"",""id"":""tr:mmb:6"",""date"":""2021-01-01"",""isCapacity"":false,""orgID"":""mmb"",""suggestType"":""accessions""}",,,,,,,,,,,,,,,,,,
45083a79-fd12-500a-8368-1a201235a0bf,tg:mmbbr:2537_#1,e22_Archives,1,,"dlod={""name"":""Briefwisseling"",""ark"":""ark:/59511/x0/4a049d11-bffa-5d76-9ccc-1e19d0da59c0"",""uri"":""/repositories/15/archival_objects/20385202"",""id"":""isad:mmb:39"",""capacity"":""Briefwisseling"",""isCapacity"":true,""orgID"":""mmb"",""suggestType"":""archiveobject""}",,,,,,,,,,,,,,,,,
45083a79-fd12-500a-8368-1a201235a0bf,tg:mmbbr:2537_#1,e22_Images,1,,,https://dams.antwerpen.be/asset/U1FgeWUOwsQTFOo6qtR7V0IO,https://dams.antwerpen.be/iiif/U1FgeWUOwsQTFOo6qtR7V0IO/manifest,DAMS Manifest,DAMS Image,,,,,,,,,,,,,
45083a79-fd12-500a-8368-1a201235a0bf,tg:mmbbr:2537_#1,e22_UsageRestrictions,,,,,,,,begindatum,1865,open,,,,,,,,,,
