ResourceID,card,mmb_id,order,source_field,External Relation URL Prefix,External Relation URL,External Relation,External Relation URL Type,Language,ResourceID_mat,mmb_id_mat,Material Records,source_date,Copyright Type,Copyright Revision Date,Object Identifier,Object Number Type,Object Number,Other Identifier Type,Other Identifier,Title Type,Title,Title Language,Record Type,Annotation Type,Annotation Language,Annotation,Description Type,Description Language,Description,au_code,au_name,Creation Actor Role,Creation Actor Note,Creation Actor Widget,Start Date,End Date,Connected Subject Role,Connected Subject Widget
4364bde1-3271-5bc9-9996-dd4168dff6a5,e73_Copyrights,tg:mmbdc:90,,begindatum,,,,,,,,,,Copyright Undetermined,,,,,,,,,,,,,,,,,,,,,,,,,
4364bde1-3271-5bc9-9996-dd4168dff6a5,e73_CreationPlaces,,,taal 1,,,,,French (language),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4364bde1-3271-5bc9-9996-dd4168dff6a5,e73_MaterialRecords,tg:mmbdc:90,1,,,,,,,c0a2fe20-85e6-5001-b89b-09a59490c24d,tg:mmbdc:90_#1,"[{""resourceId"": ""c0a2fe20-85e6-5001-b89b-09a59490c24d"", ""ontologyProperty"": """", ""resourceXresourceId"": ""9c26aeb6-d443-445e-b6d4-fd76d0d30d71"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,,,,,,,,,,,,,
44b83a36-1644-5057-b200-82be841d8547,AA,tg:mmbdc:158,0,,,,,,,,,,,,,https://data.museummayervandenbergh.be/ark:/59511/44b83a36-1644-5057-b200-82be841d8547,object identifier,tg:mmbdc:158,record identifiers,MMB.A.2497,constructed titles,Notitieboekje 'Broderie religieuse',Dutch (language),Documenten,remarks,Nederlands,55 bladzijden,,,,,,,,,,,,
44b83a36-1644-5057-b200-82be841d8547,e73_Copyrights,tg:mmbdc:158,,begindatum,,,,,,,,,,Copyright Undetermined,,,,,,,,,,,,,,,,,,,,,,,,,
44b83a36-1644-5057-b200-82be841d8547,e73_CreationPlaces,,,taal 1,,,,,French (language),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44b83a36-1644-5057-b200-82be841d8547,e73_MaterialRecords,tg:mmbdc:158,1,,,,,,,1ad7940d-d021-5cc9-8925-a3c6257b3437,tg:mmbdc:158_#1,"[{""resourceId"": ""1ad7940d-d021-5cc9-8925-a3c6257b3437"", ""ontologyProperty"": """", ""resourceXresourceId"": ""22c3664c-b8f7-426d-8738-b8c4b236d239"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,,,,,,,,,,,,,
4508c3ff-bc0f-5ca9-9ae9-7f1211e24134,AA,tg:mmbdc:125,0,,,,,,,,,,,,,https://data.museummayervandenbergh.be/ark:/59511/4508c3ff-bc0f-5ca9-9ae9-7f1211e24134,object identifier,tg:mmbdc:125,record identifiers,MMB.A.1659,constructed titles,Notitie: identificatie van de kinderen op het werk 'Willem van der Does getrouwd met Wilhelmina van den Honert' (Mijtens),Dutch (language),Documenten,remarks,Nederlands,MMB.0135,,,,,,,,,,,,
4508c3ff-bc0f-5ca9-9ae9-7f1211e24134,e73_Copyrights,tg:mmbdc:125,,begindatum,,,,,,,,,,Copyright Undetermined,,,,,,,,,,,,,,,,,,,,,,,,,
4508c3ff-bc0f-5ca9-9ae9-7f1211e24134,e73_CreationActors,tg:mmbdc:125,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,au::12085:1,"Mayer van den Bergh, Fritz",authors,,"dlod={""suggest"":[""/agents/people/1293095"",""au::12085"",""au::12085:1"",""ark:/83110/x0/fb0e47fc-56d0-5abd-b5a6-e439e663a2ae"",""Fritz Mayer van den Bergh"",""ark:/83110/x0/23199a0b-b77f-518e-bda0-bef1fd5675a1""],""name"":""Fritz Mayer van den Bergh"",""ark"":""ark:/83110/x0/23199a0b-b77f-518e-bda0-bef1fd5675a1"",""uri"":""/agents/people/1293095"",""id"":""au::12085:1"",""resourceArk"":""ark:/83110/x0/fb0e47fc-56d0-5abd-b5a6-e439e663a2ae"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",,,,
4508c3ff-bc0f-5ca9-9ae9-7f1211e24134,e73_CreationPlaces,,,taal 1,,,,,Dutch (language),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4508c3ff-bc0f-5ca9-9ae9-7f1211e24134,e73_ExternalRelations,tg:mmbdc:125,g_o_1,gerelateerde objecten,http://adlib.internetserver.mmbonline.webservice,/api/wwwopac.ashx?database=collect.inf&command=selectrecord&object_number=MMB.0135,gerelateerd object,uniform resource locators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4508c3ff-bc0f-5ca9-9ae9-7f1211e24134,e73_MaterialRecords,tg:mmbdc:125,1,,,,,,,aa06c6ad-619c-5b4c-b967-0d62f2ad0900,tg:mmbdc:125_#1,"[{""resourceId"": ""aa06c6ad-619c-5b4c-b967-0d62f2ad0900"", ""ontologyProperty"": """", ""resourceXresourceId"": ""54ed33f9-c07c-4143-b4da-1f15b6e69cac"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,,,,,,,,,,,,,
451148b0-73dd-5072-a62c-7894d342d278,AA,tg:mmbdc:100,0,,,,,,,,,,,,,https://data.museummayervandenbergh.be/ark:/59511/451148b0-73dd-5072-a62c-7894d342d278,object identifier,tg:mmbdc:100,record identifiers,MMB.A.1522,constructed titles,Naamlijst en uitgaven: Geopereerde patiënten Sint Henricusstichting en de kosten,Dutch (language),Documenten,,,,,,,,,,,,,,,
451148b0-73dd-5072-a62c-7894d342d278,e73_Copyrights,tg:mmbdc:100,,begindatum,,,,,,,,,1918,In Copyright,2033,,,,,,,,,,,,,,,,,,,,,,,,
451148b0-73dd-5072-a62c-7894d342d278,e73_CreationActors,tg:mmbdc:100,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,au::115285:1,"Hertoghe, Eugène",authors,,"dlod={""suggest"":[""/agents/people/12220399"",""au::115285"",""au::115285:1"",""ark:/83110/x0/1b817d91-e870-5d12-a985-a3ff350a7a51"",""Eugène Hertoghe"",""ark:/83110/x0/e0d587c2-0928-5c64-ad9f-ef780e3e7f40""],""name"":""Eugène Hertoghe"",""ark"":""ark:/83110/x0/e0d587c2-0928-5c64-ad9f-ef780e3e7f40"",""uri"":""/agents/people/12220399"",""id"":""au::115285:1"",""resourceArk"":""ark:/83110/x0/1b817d91-e870-5d12-a985-a3ff350a7a51"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",,,,
451148b0-73dd-5072-a62c-7894d342d278,e73_CreationActors,tg:mmbdc:100,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,au::115284:1,"Verelst, Willem",signers,,"dlod={""suggest"":[""/agents/people/12220104"",""au::115284"",""au::115284:1"",""ark:/83110/x0/d26da96d-b4c2-5e81-980d-6d12344bae35"",""Willem Verelst"",""ark:/83110/x0/4e6db894-d57a-5b95-9367-ffbc76f48b50""],""name"":""Willem Verelst"",""ark"":""ark:/83110/x0/4e6db894-d57a-5b95-9367-ffbc76f48b50"",""uri"":""/agents/people/12220104"",""id"":""au::115284:1"",""resourceArk"":""ark:/83110/x0/d26da96d-b4c2-5e81-980d-6d12344bae35"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",,,,
451148b0-73dd-5072-a62c-7894d342d278,e73_CreationPlaces,,,taal 1,,,,,Dutch (language),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
451148b0-73dd-5072-a62c-7894d342d278,e73_CreationTimeSpans,tg:mmbdc:100,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1918-02-05,,,
451148b0-73dd-5072-a62c-7894d342d278,e73_MaterialRecords,tg:mmbdc:100,1,,,,,,,200b78aa-59d1-5d48-a3e9-a9698441da3e,tg:mmbdc:100_#1,"[{""resourceId"": ""200b78aa-59d1-5d48-a3e9-a9698441da3e"", ""ontologyProperty"": """", ""resourceXresourceId"": ""ac23043c-ed87-470c-9365-4b2122996c60"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,,,,,,,,,,,,,
484623ef-fa84-59f8-aaf9-6dadbecc8f89,AA,tg:mmbdc:6,0,,,,,,,,,,,,,https://data.museummayervandenbergh.be/ark:/59511/484623ef-fa84-59f8-aaf9-6dadbecc8f89,object identifier,tg:mmbdc:6,record identifiers,MMB.A.1194,constructed titles,Notitie: Genealogie Mayer,Dutch (language),Documenten,,,,,,,,,,,,,,,
484623ef-fa84-59f8-aaf9-6dadbecc8f89,e73_ConnectedSubjects,tg:mmbdc:6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,au::12085:1,"Mayer van den Bergh, Fritz",,,,,,subjects (content of works),"dlod={""suggest"":[""/agents/people/1293095"",""au::12085"",""au::12085:1"",""ark:/83110/x0/fb0e47fc-56d0-5abd-b5a6-e439e663a2ae"",""Fritz Mayer van den Bergh"",""ark:/83110/x0/23199a0b-b77f-518e-bda0-bef1fd5675a1""],""name"":""Fritz Mayer van den Bergh"",""ark"":""ark:/83110/x0/23199a0b-b77f-518e-bda0-bef1fd5675a1"",""uri"":""/agents/people/1293095"",""id"":""au::12085:1"",""resourceArk"":""ark:/83110/x0/fb0e47fc-56d0-5abd-b5a6-e439e663a2ae"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}"
484623ef-fa84-59f8-aaf9-6dadbecc8f89,e73_ConnectedSubjects,tg:mmbdc:6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,au::115208:1,"Mayer, Emil",,,,,,subjects (content of works),"dlod={""suggest"":[""/agents/people/12220353"",""au::115208"",""au::115208:1"",""ark:/83110/x0/f2635dbf-a727-528c-adee-a89e8088bca4"",""Emil Mayer"",""ark:/83110/x0/c533005f-4de4-5de3-8538-7685df6ca1aa""],""name"":""Emil Mayer"",""ark"":""ark:/83110/x0/c533005f-4de4-5de3-8538-7685df6ca1aa"",""uri"":""/agents/people/12220353"",""id"":""au::115208:1"",""resourceArk"":""ark:/83110/x0/f2635dbf-a727-528c-adee-a89e8088bca4"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}"
484623ef-fa84-59f8-aaf9-6dadbecc8f89,e73_Copyrights,tg:mmbdc:6,,begindatum,,,,,,,,,,Copyright Undetermined,,,,,,,,,,,,,,,,,,,,,,,,,
484623ef-fa84-59f8-aaf9-6dadbecc8f89,e73_CreationPlaces,,,taal 1,,,,,French (language),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
484623ef-fa84-59f8-aaf9-6dadbecc8f89,e73_MaterialRecords,tg:mmbdc:6,1,,,,,,,52519509-91f6-51ff-b3f7-41a02116d2e7,tg:mmbdc:6_#1,"[{""resourceId"": ""52519509-91f6-51ff-b3f7-41a02116d2e7"", ""ontologyProperty"": """", ""resourceXresourceId"": ""f8e851fd-61bf-470b-95bb-6e2263310c1a"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,,,,,,,,,,,,,
48abe9c0-eeff-5d2b-82eb-747ff6c2b3ff,AA,tg:mmbdc:19,0,,,,,,,,,,,,,https://data.museummayervandenbergh.be/ark:/59511/48abe9c0-eeff-5d2b-82eb-747ff6c2b3ff,object identifier,tg:mmbdc:19,record identifiers,MMB.A.1207,constructed titles,Bidprentje Emil Mayer,Dutch (language),Documenten,,,,,,,,,,,,,,,
48abe9c0-eeff-5d2b-82eb-747ff6c2b3ff,e73_ConnectedSubjects,tg:mmbdc:19,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,au::115208:1,"Mayer, Emil",,,,,,subjects (content of works),"dlod={""suggest"":[""/agents/people/12220353"",""au::115208"",""au::115208:1"",""ark:/83110/x0/f2635dbf-a727-528c-adee-a89e8088bca4"",""Emil Mayer"",""ark:/83110/x0/c533005f-4de4-5de3-8538-7685df6ca1aa""],""name"":""Emil Mayer"",""ark"":""ark:/83110/x0/c533005f-4de4-5de3-8538-7685df6ca1aa"",""uri"":""/agents/people/12220353"",""id"":""au::115208:1"",""resourceArk"":""ark:/83110/x0/f2635dbf-a727-528c-adee-a89e8088bca4"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}"
48abe9c0-eeff-5d2b-82eb-747ff6c2b3ff,e73_Copyrights,tg:mmbdc:19,,begindatum,,,,,,,,,1879,No Copyright - Public Domain Mark 1.0,1994,,,,,,,,,,,,,,,,,,,,,,,,
48abe9c0-eeff-5d2b-82eb-747ff6c2b3ff,e73_CreationPlaces,,,taal 1,,,,,French (language),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48abe9c0-eeff-5d2b-82eb-747ff6c2b3ff,e73_CreationTimeSpans,tg:mmbdc:19,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1879-11-16,,,
48abe9c0-eeff-5d2b-82eb-747ff6c2b3ff,e73_MaterialRecords,tg:mmbdc:19,1,,,,,,,02762407-114b-52cb-b815-50e59376f1e2,tg:mmbdc:19_#1,"[{""resourceId"": ""02762407-114b-52cb-b815-50e59376f1e2"", ""ontologyProperty"": """", ""resourceXresourceId"": ""13302dd3-1f9c-4112-a1c2-243aa4463dc5"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,,,,,,,,,,,,,
493ac90b-fa10-50e3-b7ec-8daf6fcce287,AA,tg:mmbdc:98,0,,,,,,,,,,,,,https://data.museummayervandenbergh.be/ark:/59511/493ac90b-fa10-50e3-b7ec-8daf6fcce287,object identifier,tg:mmbdc:98,record identifiers,MMB.A.1520,constructed titles,Naamlijst en uitgaven: Geopereerde patiënten Sint Henricusstichting en de kosten,Dutch (language),Documenten,,,,,,,,,,,,,,,
493ac90b-fa10-50e3-b7ec-8daf6fcce287,e73_Copyrights,tg:mmbdc:98,,begindatum,,,,,,,,,1916,In Copyright,2031,,,,,,,,,,,,,,,,,,,,,,,,
493ac90b-fa10-50e3-b7ec-8daf6fcce287,e73_CreationActors,tg:mmbdc:98,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,au::115285:1,"Hertoghe, Eugène",authors,,"dlod={""suggest"":[""/agents/people/12220399"",""au::115285"",""au::115285:1"",""ark:/83110/x0/1b817d91-e870-5d12-a985-a3ff350a7a51"",""Eugène Hertoghe"",""ark:/83110/x0/e0d587c2-0928-5c64-ad9f-ef780e3e7f40""],""name"":""Eugène Hertoghe"",""ark"":""ark:/83110/x0/e0d587c2-0928-5c64-ad9f-ef780e3e7f40"",""uri"":""/agents/people/12220399"",""id"":""au::115285:1"",""resourceArk"":""ark:/83110/x0/1b817d91-e870-5d12-a985-a3ff350a7a51"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",,,,
493ac90b-fa10-50e3-b7ec-8daf6fcce287,e73_CreationActors,tg:mmbdc:98,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,au::115284:1,"Verelst, Willem",signers,,"dlod={""suggest"":[""/agents/people/12220104"",""au::115284"",""au::115284:1"",""ark:/83110/x0/d26da96d-b4c2-5e81-980d-6d12344bae35"",""Willem Verelst"",""ark:/83110/x0/4e6db894-d57a-5b95-9367-ffbc76f48b50""],""name"":""Willem Verelst"",""ark"":""ark:/83110/x0/4e6db894-d57a-5b95-9367-ffbc76f48b50"",""uri"":""/agents/people/12220104"",""id"":""au::115284:1"",""resourceArk"":""ark:/83110/x0/d26da96d-b4c2-5e81-980d-6d12344bae35"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",,,,
493ac90b-fa10-50e3-b7ec-8daf6fcce287,e73_CreationPlaces,,,taal 1,,,,,Dutch (language),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
493ac90b-fa10-50e3-b7ec-8daf6fcce287,e73_CreationTimeSpans,tg:mmbdc:98,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1916-09-04,1916-10-20,,
493ac90b-fa10-50e3-b7ec-8daf6fcce287,e73_MaterialRecords,tg:mmbdc:98,1,,,,,,,16fdf550-a558-5c59-b552-9e20923211a7,tg:mmbdc:98_#1,"[{""resourceId"": ""16fdf550-a558-5c59-b552-9e20923211a7"", ""ontologyProperty"": """", ""resourceXresourceId"": ""eb5f95ab-a9b2-4138-bbc6-034fb01a75cd"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,,,,,,,,,,,,,
4a36f5c4-24d5-5047-9ee5-3219e07c78b6,AA,tg:mmbdc:79,0,,,,,,,,,,,,,https://data.museummayervandenbergh.be/ark:/59511/4a36f5c4-24d5-5047-9ee5-3219e07c78b6,object identifier,tg:mmbdc:79,record identifiers,MMB.A.1472,constructed titles,Rekening drukwerk voor de Sint Henricusstichting,Dutch (language),Documenten,,,,,,,,,,,,,,,
4a36f5c4-24d5-5047-9ee5-3219e07c78b6,e73_Copyrights,tg:mmbdc:79,,begindatum,,,,,,,,,1914,In Copyright,2029,,,,,,,,,,,,,,,,,,,,,,,,
4a36f5c4-24d5-5047-9ee5-3219e07c78b6,e73_CreationActors,tg:mmbdc:79,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,au::45571:1,"Waals, J. van der",authors,,"dlod={""suggest"":[""/agents/corporate_entities/4876097"",""au::45571"",""au::45571:1"",""ark:/83110/x0/4078a104-33c3-5ece-b3a1-29c11307264b"",""J. van der Waals"",""ark:/83110/x0/9cf945ac-14e6-597d-97e5-77d27e691408""],""name"":""J. van der Waals"",""ark"":""ark:/83110/x0/9cf945ac-14e6-597d-97e5-77d27e691408"",""uri"":""/agents/corporate_entities/4876097"",""id"":""au::45571:1"",""resourceArk"":""ark:/83110/x0/4078a104-33c3-5ece-b3a1-29c11307264b"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",,,,
4a36f5c4-24d5-5047-9ee5-3219e07c78b6,e73_CreationPlaces,,,taal 1,,,,,Dutch (language),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4a36f5c4-24d5-5047-9ee5-3219e07c78b6,e73_CreationTimeSpans,tg:mmbdc:79,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1914-12-31,,,
4a36f5c4-24d5-5047-9ee5-3219e07c78b6,e73_MaterialRecords,tg:mmbdc:79,1,,,,,,,0ced21dc-67bf-5d73-8344-d7c3172d51d8,tg:mmbdc:79_#1,"[{""resourceId"": ""0ced21dc-67bf-5d73-8344-d7c3172d51d8"", ""ontologyProperty"": """", ""resourceXresourceId"": ""4dc9b058-a154-451e-8baf-cbf7defcf527"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,,,,,,,,,,,,,
4e1f5565-158d-5dfe-9987-fe13fbb48a7e,AA,tg:mmbdc:118,0,,,,,,,,,,,,,https://data.museummayervandenbergh.be/ark:/59511/4e1f5565-158d-5dfe-9987-fe13fbb48a7e,object identifier,tg:mmbdc:118,record identifiers,MMB.A.1649,constructed titles,Notitie: aankopen bij Croquison,Dutch (language),Documenten,,,,,,,,,,,,,,,
4e1f5565-158d-5dfe-9987-fe13fbb48a7e,e73_Copyrights,tg:mmbdc:118,,begindatum,,,,,,,,,1888,No Copyright - Public Domain Mark 1.0,2003,,,,,,,,,,,,,,,,,,,,,,,,
4e1f5565-158d-5dfe-9987-fe13fbb48a7e,e73_CreationActors,tg:mmbdc:118,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,au::12085:1,"Mayer van den Bergh, Fritz",authors,,"dlod={""suggest"":[""/agents/people/1293095"",""au::12085"",""au::12085:1"",""ark:/83110/x0/fb0e47fc-56d0-5abd-b5a6-e439e663a2ae"",""Fritz Mayer van den Bergh"",""ark:/83110/x0/23199a0b-b77f-518e-bda0-bef1fd5675a1""],""name"":""Fritz Mayer van den Bergh"",""ark"":""ark:/83110/x0/23199a0b-b77f-518e-bda0-bef1fd5675a1"",""uri"":""/agents/people/1293095"",""id"":""au::12085:1"",""resourceArk"":""ark:/83110/x0/fb0e47fc-56d0-5abd-b5a6-e439e663a2ae"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",,,,
4e1f5565-158d-5dfe-9987-fe13fbb48a7e,e73_CreationPlaces,,,taal 1,,,,,French (language),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4e1f5565-158d-5dfe-9987-fe13fbb48a7e,e73_CreationTimeSpans,tg:mmbdc:118,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1888-04-07,,,
4e1f5565-158d-5dfe-9987-fe13fbb48a7e,e73_MaterialRecords,tg:mmbdc:118,1,,,,,,,6af047a7-8e0c-53e4-a773-805c838fd006,tg:mmbdc:118_#1,"[{""resourceId"": ""6af047a7-8e0c-53e4-a773-805c838fd006"", ""ontologyProperty"": """", ""resourceXresourceId"": ""d0b7c69c-e3ea-4356-952b-5e86a30df815"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,,,,,,,,,,,,,
4e49d3e0-d21a-559e-911e-9614954567c4,AA,tg:mmbdc:21,0,,,,,,,,,,,,,https://data.museummayervandenbergh.be/ark:/59511/4e49d3e0-d21a-559e-911e-9614954567c4,object identifier,tg:mmbdc:21,record identifiers,MMB.A.1209,constructed titles,Bidprentje Emil Mayer,Dutch (language),Documenten,,,,,,,,,,,,,,,
4e49d3e0-d21a-559e-911e-9614954567c4,e73_ConnectedSubjects,tg:mmbdc:21,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,au::115208:1,"Mayer, Emil",,,,,,subjects (content of works),"dlod={""suggest"":[""/agents/people/12220353"",""au::115208"",""au::115208:1"",""ark:/83110/x0/f2635dbf-a727-528c-adee-a89e8088bca4"",""Emil Mayer"",""ark:/83110/x0/c533005f-4de4-5de3-8538-7685df6ca1aa""],""name"":""Emil Mayer"",""ark"":""ark:/83110/x0/c533005f-4de4-5de3-8538-7685df6ca1aa"",""uri"":""/agents/people/12220353"",""id"":""au::115208:1"",""resourceArk"":""ark:/83110/x0/f2635dbf-a727-528c-adee-a89e8088bca4"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}"
4e49d3e0-d21a-559e-911e-9614954567c4,e73_Copyrights,tg:mmbdc:21,,begindatum,,,,,,,,,1879,No Copyright - Public Domain Mark 1.0,1994,,,,,,,,,,,,,,,,,,,,,,,,
4e49d3e0-d21a-559e-911e-9614954567c4,e73_CreationPlaces,,,taal 1,,,,,French (language),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4e49d3e0-d21a-559e-911e-9614954567c4,e73_CreationTimeSpans,tg:mmbdc:21,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1879-11-16,,,
4e49d3e0-d21a-559e-911e-9614954567c4,e73_MaterialRecords,tg:mmbdc:21,1,,,,,,,ae701dd1-11e4-5401-b13b-ea98289eb072,tg:mmbdc:21_#1,"[{""resourceId"": ""ae701dd1-11e4-5401-b13b-ea98289eb072"", ""ontologyProperty"": """", ""resourceXresourceId"": ""96aeee39-16ef-49d9-8a20-f9156e6e614e"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,,,,,,,,,,,,,
539aa72e-50df-51e7-b265-b1c8f6822971,AA,tg:mmbdc:152,0,,,,,,,,,,,,,https://data.museummayervandenbergh.be/ark:/59511/539aa72e-50df-51e7-b265-b1c8f6822971,object identifier,tg:mmbdc:152,record identifiers,MMB.A.2491,titles proper,"Inventaire 1909, brouillon A",French (language),Documenten,remarks,Nederlands,246 bladzijden,descriptive note,Nederlands,"Ontwerp voor een catalogus van de collectie, gebaseerd op de handgeschreven inventaris van Henriëtte (niet gerealiseerd)",,,,,,,,,
539aa72e-50df-51e7-b265-b1c8f6822971,e73_Copyrights,tg:mmbdc:152,,begindatum,,,,,,,,,1909,In Copyright,2024,,,,,,,,,,,,,,,,,,,,,,,,
539aa72e-50df-51e7-b265-b1c8f6822971,e73_CreationPlaces,,,taal 1,,,,,French (language),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
539aa72e-50df-51e7-b265-b1c8f6822971,e73_CreationTimeSpans,tg:mmbdc:152,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1909,,,
539aa72e-50df-51e7-b265-b1c8f6822971,e73_MaterialRecords,tg:mmbdc:152,1,,,,,,,f7cec6a7-819e-58e6-aa80-2aabe335a6d8,tg:mmbdc:152_#1,"[{""resourceId"": ""f7cec6a7-819e-58e6-aa80-2aabe335a6d8"", ""ontologyProperty"": """", ""resourceXresourceId"": ""b06b3d18-a767-4fbd-954a-aacd3ee794f4"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,,,,,,,,,,,,,
54f7a45d-01d8-5548-b866-8d235e1c35a2,AA,tg:mmbdc:163,0,,,,,,,,,,,,,https://data.museummayervandenbergh.be/ark:/59511/54f7a45d-01d8-5548-b866-8d235e1c35a2,object identifier,tg:mmbdc:163,record identifiers,MMB.A.2520,constructed titles,Album met twee pauselijke brieven aan Jean Félix en Constantin van den Bergh,Dutch (language),Documenten,remarks,Nederlands,Het boek zit in originele kist versierd met het pauslijke wapenschild. De kist bevat ook een metalen doosje met een zegel,descriptive note,Nederlands,"Bevat een brief van Paus Leo XIII aan Jean Félix van den Bergh betreffende de verlening van de titel van baron (pauselijke adel), en een brief van Paus Leo XIII aan Constantin van den Bergh betreffende de verlening van de titel van baron (pauselijke adel), met specificatie dat de titel erfelijk is in mannelijke lijn, voor de eerstgeboren, en indien het een wettig huwelijk was",,,,,,,,,
54f7a45d-01d8-5548-b866-8d235e1c35a2,e73_Copyrights,tg:mmbdc:163,,begindatum,,,,,,,,,1879,No Copyright - Public Domain Mark 1.0,1994,,,,,,,,,,,,,,,,,,,,,,,,
54f7a45d-01d8-5548-b866-8d235e1c35a2,e73_CreationActors,tg:mmbdc:163,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,au::115218:1,"Bergh, Jean Félix van den",dedicatees,,"dlod={""suggest"":[""/agents/people/12220365"",""au::115218"",""au::115218:1"",""ark:/83110/x0/26900acb-b6c0-5dd7-9272-1d2dfedc2699"",""Jean Félix van den Bergh"",""ark:/83110/x0/14a01938-f5a5-5034-a623-f1100e5bbdca""],""name"":""Jean Félix van den Bergh"",""ark"":""ark:/83110/x0/14a01938-f5a5-5034-a623-f1100e5bbdca"",""uri"":""/agents/people/12220365"",""id"":""au::115218:1"",""resourceArk"":""ark:/83110/x0/26900acb-b6c0-5dd7-9272-1d2dfedc2699"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",,,,
54f7a45d-01d8-5548-b866-8d235e1c35a2,e73_CreationActors,tg:mmbdc:163,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,au::115220:1,"Bergh, Constantin van den",dedicatees,,"dlod={""suggest"":[""/agents/people/12220367"",""au::115220"",""au::115220:1"",""ark:/83110/x0/6665b574-d27c-50a1-ae24-91cf90cb39b0"",""Constantin van den Bergh"",""ark:/83110/x0/c4dc6395-67f2-5924-ab84-34ac00965814""],""name"":""Constantin van den Bergh"",""ark"":""ark:/83110/x0/c4dc6395-67f2-5924-ab84-34ac00965814"",""uri"":""/agents/people/12220367"",""id"":""au::115220:1"",""resourceArk"":""ark:/83110/x0/6665b574-d27c-50a1-ae24-91cf90cb39b0"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",,,,
54f7a45d-01d8-5548-b866-8d235e1c35a2,e73_CreationPlaces,,,taal 1,,,,,Latin (language),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54f7a45d-01d8-5548-b866-8d235e1c35a2,e73_CreationTimeSpans,tg:mmbdc:163,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1879-01-31,1879-03-04,,
