ResourceID,mmb_id_mat,card,order,Acquisition Widget,Archive Widget,source_value,Dimension Value,Dimension Type,Dimension Measurement Unit,source_field,source_date,Restriction Type,Image URL,Image Manifest,Image Manifest Type,Image URL Type,Keeper,Object Number,Object Number Type,Object Identifier,Warehouse Location (begin),Warehouse Location (end),Object Type
43041bc9-a42e-59b2-9bca-dbabb16059b9,,e22_Dimensions,,,,271 x 208 mm,271,hoogte,millimeters,,,,,,,,,,,,,,
43041bc9-a42e-59b2-9bca-dbabb16059b9,,e22_Dimensions,,,,271 x 208 mm,208,breedte,millimeters,,,,,,,,,,,,,,
43041bc9-a42e-59b2-9bca-dbabb16059b9,tg:mmbdc:8_#1,e22_Images,1,,,,,,,,,,https://dams.antwerpen.be/asset/n2k6Pk6tsdeBmFPAXwXerTWw,https://dams.antwerpen.be/iiif/n2k6Pk6tsdeBmFPAXwXerTWw/manifest,DAMS Manifest,DAMS Image,,,,,,,
43041bc9-a42e-59b2-9bca-dbabb16059b9,tg:mmbdc:8_#1,e22_UsageRestrictions,,,,,,,,begindatum,1879,open,,,,,,,,,,,
4390c3da-4d2f-5dd2-9011-cb27126b8ed7,,AA,0,,,,,,,,,,,,,,Museum Mayer van den Bergh,tg:mmbdc:120_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/4390c3da-4d2f-5dd2-9011-cb27126b8ed7,Doos A.XII,,files (document groupings)
4390c3da-4d2f-5dd2-9011-cb27126b8ed7,tg:mmbdc:120_#1,e22_Archives,1,,"dlod={""name"":""Plannen, uitnodigingen, notities en documentatie"",""ark"":""ark:/59511/x0/fe7842a3-eadc-51b9-8a55-d802bf7460d6"",""uri"":""/repositories/15/archival_objects/20385177"",""id"":""isad:mmb:14"",""capacity"":""Plannen, uitnodigingen, notities en documentatie"",""isCapacity"":true,""orgID"":""mmb"",""suggestType"":""archiveobject""}",,,,,,,,,,,,,,,,,,
4390c3da-4d2f-5dd2-9011-cb27126b8ed7,,e22_Dimensions,,,,125 x 75 mm,125,hoogte,millimeters,,,,,,,,,,,,,,
4390c3da-4d2f-5dd2-9011-cb27126b8ed7,,e22_Dimensions,,,,125 x 75 mm,75,breedte,millimeters,,,,,,,,,,,,,,
4390c3da-4d2f-5dd2-9011-cb27126b8ed7,tg:mmbdc:120_#1,e22_Images,1,,,,,,,,,,https://dams.antwerpen.be/asset/T1QNpHMTbcOfePTrmdgk3uNL,https://dams.antwerpen.be/iiif/T1QNpHMTbcOfePTrmdgk3uNL/manifest,DAMS Manifest,DAMS Image,,,,,,,
4390c3da-4d2f-5dd2-9011-cb27126b8ed7,tg:mmbdc:120_#1,e22_UsageRestrictions,,,,,,,,begindatum,,permission required,,,,,,,,,,,
453127f6-9b63-5d18-8c75-088d79912275,,AA,0,,,,,,,,,,,,,,Museum Mayer van den Bergh,tg:mmbdc:72_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/453127f6-9b63-5d18-8c75-088d79912275,Doos A.XI,,financial records
453127f6-9b63-5d18-8c75-088d79912275,tg:mmbdc:72_#1,e22_Acquisitions,1,"dlod={""name"":""schenking door Baudouin Cols, onbekende datum voor 1974"",""ark"":""ark:/59511/x0/16220524-a9f5-5783-8736-e08c7def502a"",""uri"":""/repositories/15/accessions/15048501"",""id"":""tr:mmb:3"",""date"":""9999-12-31"",""granter"":""Baudouin Cols"",""isCapacity"":false,""orgID"":""mmb"",""suggestType"":""accessions""}",,,,,,,,,,,,,,,,,,,
453127f6-9b63-5d18-8c75-088d79912275,tg:mmbdc:72_#1,e22_Archives,1,,"dlod={""name"":""Financiële dossiers"",""ark"":""ark:/59511/x0/2b3b7aff-3658-5709-b24b-f25dd3444095"",""uri"":""/repositories/15/archival_objects/20385199"",""id"":""isad:mmb:36"",""capacity"":""Financiële dossiers"",""isCapacity"":true,""orgID"":""mmb"",""suggestType"":""archiveobject""}",,,,,,,,,,,,,,,,,,
453127f6-9b63-5d18-8c75-088d79912275,,e22_Dimensions,,,,264 x 171 mm,264,hoogte,millimeters,,,,,,,,,,,,,,
453127f6-9b63-5d18-8c75-088d79912275,,e22_Dimensions,,,,264 x 171 mm,171,breedte,millimeters,,,,,,,,,,,,,,
453127f6-9b63-5d18-8c75-088d79912275,tg:mmbdc:72_#1,e22_Images,1,,,,,,,,,,https://dams.antwerpen.be/asset/l1XTfMCcWZYSlWwiJr1rTXd4,https://dams.antwerpen.be/iiif/l1XTfMCcWZYSlWwiJr1rTXd4/manifest,DAMS Manifest,DAMS Image,,,,,,,
453127f6-9b63-5d18-8c75-088d79912275,tg:mmbdc:72_#1,e22_UsageRestrictions,,,,,,,,begindatum,1904,permission required,,,,,,,,,,,
46e853d2-29f4-57b5-b107-bff761144d70,,AA,0,,,,,,,,,,,,,,Museum Mayer van den Bergh,tg:mmbdc:69_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/46e853d2-29f4-57b5-b107-bff761144d70,Doos A.XI,,financial records
46e853d2-29f4-57b5-b107-bff761144d70,tg:mmbdc:69_#1,e22_Acquisitions,1,"dlod={""name"":""schenking door Baudouin Cols, onbekende datum voor 1974"",""ark"":""ark:/59511/x0/16220524-a9f5-5783-8736-e08c7def502a"",""uri"":""/repositories/15/accessions/15048501"",""id"":""tr:mmb:3"",""date"":""9999-12-31"",""granter"":""Baudouin Cols"",""isCapacity"":false,""orgID"":""mmb"",""suggestType"":""accessions""}",,,,,,,,,,,,,,,,,,,
46e853d2-29f4-57b5-b107-bff761144d70,tg:mmbdc:69_#1,e22_Archives,1,,"dlod={""name"":""Financiële dossiers"",""ark"":""ark:/59511/x0/2b3b7aff-3658-5709-b24b-f25dd3444095"",""uri"":""/repositories/15/archival_objects/20385199"",""id"":""isad:mmb:36"",""capacity"":""Financiële dossiers"",""isCapacity"":true,""orgID"":""mmb"",""suggestType"":""archiveobject""}",,,,,,,,,,,,,,,,,,
46e853d2-29f4-57b5-b107-bff761144d70,,e22_Dimensions,,,,280 x 217 mm,280,hoogte,millimeters,,,,,,,,,,,,,,
46e853d2-29f4-57b5-b107-bff761144d70,,e22_Dimensions,,,,280 x 217 mm,217,breedte,millimeters,,,,,,,,,,,,,,
46e853d2-29f4-57b5-b107-bff761144d70,tg:mmbdc:69_#1,e22_Images,1,,,,,,,,,,https://dams.antwerpen.be/asset/ZYUKDYtjVOiVCccZPpBGWCfs,https://dams.antwerpen.be/iiif/ZYUKDYtjVOiVCccZPpBGWCfs/manifest,DAMS Manifest,DAMS Image,,,,,,,
46e853d2-29f4-57b5-b107-bff761144d70,tg:mmbdc:69_#1,e22_UsageRestrictions,,,,,,,,begindatum,1904,permission required,,,,,,,,,,,
47fcbe5a-26ca-5418-9835-57335a86221f,,AA,0,,,,,,,,,,,,,,Museum Mayer van den Bergh,tg:mmbdc:34_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/47fcbe5a-26ca-5418-9835-57335a86221f,Doos A.IX,,obituaries
47fcbe5a-26ca-5418-9835-57335a86221f,tg:mmbdc:34_#1,e22_Archives,1,,"dlod={""name"":""Familieberichten"",""ark"":""ark:/59511/x0/5967b833-75f7-50ed-b538-ee77f6d4d6f1"",""uri"":""/repositories/15/archival_objects/20385204"",""id"":""isad:mmb:41"",""capacity"":""Familieberichten"",""isCapacity"":true,""orgID"":""mmb"",""suggestType"":""archiveobject""}",,,,,,,,,,,,,,,,,,
47fcbe5a-26ca-5418-9835-57335a86221f,,e22_Dimensions,,,,108 x 66 mm,108,hoogte,millimeters,,,,,,,,,,,,,,
47fcbe5a-26ca-5418-9835-57335a86221f,,e22_Dimensions,,,,108 x 66 mm,66,breedte,millimeters,,,,,,,,,,,,,,
47fcbe5a-26ca-5418-9835-57335a86221f,tg:mmbdc:34_#1,e22_Images,1,,,,,,,,,,https://dams.antwerpen.be/asset/U2TIJJQJKYYXVpiAW9VsuJRS,https://dams.antwerpen.be/iiif/U2TIJJQJKYYXVpiAW9VsuJRS/manifest,DAMS Manifest,DAMS Image,,,,,,,
47fcbe5a-26ca-5418-9835-57335a86221f,tg:mmbdc:34_#1,e22_UsageRestrictions,,,,,,,,begindatum,1901,permission required,,,,,,,,,,,
4bc1f677-5dfb-5303-b2f5-cbffeb84c530,,AA,0,,,,,,,,,,,,,,Museum Mayer van den Bergh,tg:mmbdc:57_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/4bc1f677-5dfb-5303-b2f5-cbffeb84c530,Doos A.X,,clippings (information artifacts)
4bc1f677-5dfb-5303-b2f5-cbffeb84c530,tg:mmbdc:57_#1,e22_Acquisitions,1,"dlod={""name"":""schenking door Baudouin Cols, onbekende datum voor 1974"",""ark"":""ark:/59511/x0/16220524-a9f5-5783-8736-e08c7def502a"",""uri"":""/repositories/15/accessions/15048501"",""id"":""tr:mmb:3"",""date"":""9999-12-31"",""granter"":""Baudouin Cols"",""isCapacity"":false,""orgID"":""mmb"",""suggestType"":""accessions""}",,,,,,,,,,,,,,,,,,,
4bc1f677-5dfb-5303-b2f5-cbffeb84c530,tg:mmbdc:57_#1,e22_Archives,1,,"dlod={""name"":""Organisatie"",""ark"":""ark:/59511/x0/66345675-8bda-525b-93a5-90060a9cfb91"",""uri"":""/repositories/15/archival_objects/20385198"",""id"":""isad:mmb:35"",""capacity"":""Organisatie"",""isCapacity"":true,""orgID"":""mmb"",""suggestType"":""archiveobject""}",,,,,,,,,,,,,,,,,,
4bc1f677-5dfb-5303-b2f5-cbffeb84c530,,e22_Dimensions,,,,45 x 83 mm,45,hoogte,millimeters,,,,,,,,,,,,,,
4bc1f677-5dfb-5303-b2f5-cbffeb84c530,,e22_Dimensions,,,,45 x 83 mm,83,breedte,millimeters,,,,,,,,,,,,,,
4bc1f677-5dfb-5303-b2f5-cbffeb84c530,tg:mmbdc:57_#1,e22_Images,1,,,,,,,,,,https://dams.antwerpen.be/asset/n1faQkoHWYPCKewWLvh4cfJp,https://dams.antwerpen.be/iiif/n1faQkoHWYPCKewWLvh4cfJp/manifest,DAMS Manifest,DAMS Image,,,,,,,
4bc1f677-5dfb-5303-b2f5-cbffeb84c530,tg:mmbdc:57_#1,e22_UsageRestrictions,,,,,,,,begindatum,1906,permission required,,,,,,,,,,,
4ce7b34b-d496-5ab6-b14d-b8dc7b1585c3,,AA,0,,,,,,,,,,,,,,Museum Mayer van den Bergh,tg:mmbdc:111_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/4ce7b34b-d496-5ab6-b14d-b8dc7b1585c3,Doos A.XII,,files (document groupings)
4ce7b34b-d496-5ab6-b14d-b8dc7b1585c3,tg:mmbdc:111_#1,e22_Acquisitions,1,"dlod={""name"":""schenking door Baudouin Cols, onbekende datum voor 1974"",""ark"":""ark:/59511/x0/16220524-a9f5-5783-8736-e08c7def502a"",""uri"":""/repositories/15/accessions/15048501"",""id"":""tr:mmb:3"",""date"":""9999-12-31"",""granter"":""Baudouin Cols"",""isCapacity"":false,""orgID"":""mmb"",""suggestType"":""accessions""}",,,,,,,,,,,,,,,,,,,
4ce7b34b-d496-5ab6-b14d-b8dc7b1585c3,tg:mmbdc:111_#1,e22_Archives,1,,"dlod={""name"":""Familieberichten"",""ark"":""ark:/59511/x0/5967b833-75f7-50ed-b538-ee77f6d4d6f1"",""uri"":""/repositories/15/archival_objects/20385204"",""id"":""isad:mmb:41"",""capacity"":""Familieberichten"",""isCapacity"":true,""orgID"":""mmb"",""suggestType"":""archiveobject""}",,,,,,,,,,,,,,,,,,
4ce7b34b-d496-5ab6-b14d-b8dc7b1585c3,,e22_Dimensions,,,,116 x 74 mm,116,hoogte,millimeters,,,,,,,,,,,,,,
4ce7b34b-d496-5ab6-b14d-b8dc7b1585c3,,e22_Dimensions,,,,116 x 74 mm,74,breedte,millimeters,,,,,,,,,,,,,,
4ce7b34b-d496-5ab6-b14d-b8dc7b1585c3,tg:mmbdc:111_#1,e22_Images,1,,,,,,,,,,https://dams.antwerpen.be/asset/s1W8FhHLVFDIfoaqmcHQRhs4,https://dams.antwerpen.be/iiif/s1W8FhHLVFDIfoaqmcHQRhs4/manifest,DAMS Manifest,DAMS Image,,,,,,,
4ce7b34b-d496-5ab6-b14d-b8dc7b1585c3,tg:mmbdc:111_#1,e22_UsageRestrictions,,,,,,,,begindatum,,permission required,,,,,,,,,,,
4dcc783d-aa40-5a6b-bb15-47e95e268bd8,,AA,0,,,,,,,,,,,,,,Museum Mayer van den Bergh,tg:mmbdc:31_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/4dcc783d-aa40-5a6b-bb15-47e95e268bd8,Doos A.IX,,financial records
4dcc783d-aa40-5a6b-bb15-47e95e268bd8,tg:mmbdc:31_#1,e22_Archives,1,,"dlod={""name"":""Financiële dossiers"",""ark"":""ark:/59511/x0/3714ace7-93bb-5e32-899d-1233749651df"",""uri"":""/repositories/15/archival_objects/20385205"",""id"":""isad:mmb:42"",""capacity"":""Financiële dossiers"",""isCapacity"":true,""orgID"":""mmb"",""suggestType"":""archiveobject""}",,,,,,,,,,,,,,,,,,
4dcc783d-aa40-5a6b-bb15-47e95e268bd8,,e22_Dimensions,,,,105 x 112 mm,105,hoogte,millimeters,,,,,,,,,,,,,,
4dcc783d-aa40-5a6b-bb15-47e95e268bd8,,e22_Dimensions,,,,105 x 112 mm,112,breedte,millimeters,,,,,,,,,,,,,,
4dcc783d-aa40-5a6b-bb15-47e95e268bd8,tg:mmbdc:31_#1,e22_Images,1,,,,,,,,,,https://dams.antwerpen.be/asset/u1GEwhJWQ6ClzVVGi2yi7KkK,https://dams.antwerpen.be/iiif/u1GEwhJWQ6ClzVVGi2yi7KkK/manifest,DAMS Manifest,DAMS Image,,,,,,,
4dcc783d-aa40-5a6b-bb15-47e95e268bd8,tg:mmbdc:31_#1,e22_UsageRestrictions,,,,,,,,begindatum,1899,permission required,,,,,,,,,,,
4f4bbd32-3cde-5475-b224-db3677001acc,,AA,0,,,,,,,,,,,,,,Museum Mayer van den Bergh,tg:mmbdc:27_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/4f4bbd32-3cde-5475-b224-db3677001acc,Doos A.IX,,obituaries
4f4bbd32-3cde-5475-b224-db3677001acc,tg:mmbdc:27_#1,e22_Archives,1,,"dlod={""name"":""Familieberichten"",""ark"":""ark:/59511/x0/5967b833-75f7-50ed-b538-ee77f6d4d6f1"",""uri"":""/repositories/15/archival_objects/20385204"",""id"":""isad:mmb:41"",""capacity"":""Familieberichten"",""isCapacity"":true,""orgID"":""mmb"",""suggestType"":""archiveobject""}",,,,,,,,,,,,,,,,,,
4f4bbd32-3cde-5475-b224-db3677001acc,,e22_Dimensions,,,,104 x 69 mm,104,hoogte,millimeters,,,,,,,,,,,,,,
4f4bbd32-3cde-5475-b224-db3677001acc,,e22_Dimensions,,,,104 x 69 mm,69,breedte,millimeters,,,,,,,,,,,,,,
4f4bbd32-3cde-5475-b224-db3677001acc,tg:mmbdc:27_#1,e22_Images,1,,,,,,,,,,https://dams.antwerpen.be/asset/t2YdSKHLWnpGRYJXjBD0jQpe,https://dams.antwerpen.be/iiif/t2YdSKHLWnpGRYJXjBD0jQpe/manifest,DAMS Manifest,DAMS Image,,,,,,,
4f4bbd32-3cde-5475-b224-db3677001acc,tg:mmbdc:27_#1,e22_UsageRestrictions,,,,,,,,begindatum,1894,permission required,,,,,,,,,,,
50ceec1d-936b-5223-a228-891c37295e52,,AA,0,,,,,,,,,,,,,,Museum Mayer van den Bergh,tg:mmbdc:80_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/50ceec1d-936b-5223-a228-891c37295e52,Doos A.XI,,financial records
50ceec1d-936b-5223-a228-891c37295e52,tg:mmbdc:80_#1,e22_Acquisitions,1,"dlod={""name"":""schenking door Baudouin Cols, onbekende datum voor 1974"",""ark"":""ark:/59511/x0/16220524-a9f5-5783-8736-e08c7def502a"",""uri"":""/repositories/15/accessions/15048501"",""id"":""tr:mmb:3"",""date"":""9999-12-31"",""granter"":""Baudouin Cols"",""isCapacity"":false,""orgID"":""mmb"",""suggestType"":""accessions""}",,,,,,,,,,,,,,,,,,,
50ceec1d-936b-5223-a228-891c37295e52,tg:mmbdc:80_#1,e22_Archives,1,,"dlod={""name"":""Financiële dossiers"",""ark"":""ark:/59511/x0/2b3b7aff-3658-5709-b24b-f25dd3444095"",""uri"":""/repositories/15/archival_objects/20385199"",""id"":""isad:mmb:36"",""capacity"":""Financiële dossiers"",""isCapacity"":true,""orgID"":""mmb"",""suggestType"":""archiveobject""}",,,,,,,,,,,,,,,,,,
50ceec1d-936b-5223-a228-891c37295e52,,e22_Dimensions,,,,333 x 211 mm,333,hoogte,millimeters,,,,,,,,,,,,,,
50ceec1d-936b-5223-a228-891c37295e52,,e22_Dimensions,,,,333 x 211 mm,211,breedte,millimeters,,,,,,,,,,,,,,
50ceec1d-936b-5223-a228-891c37295e52,tg:mmbdc:80_#1,e22_Images,1,,,,,,,,,,https://dams.antwerpen.be/asset/wVpjlYPE7PaW4MUIIhRU42jy,https://dams.antwerpen.be/iiif/wVpjlYPE7PaW4MUIIhRU42jy/manifest,DAMS Manifest,DAMS Image,,,,,,,
50ceec1d-936b-5223-a228-891c37295e52,tg:mmbdc:80_#1,e22_UsageRestrictions,,,,,,,,begindatum,1907,permission required,,,,,,,,,,,
52519509-91f6-51ff-b3f7-41a02116d2e7,,AA,0,,,,,,,,,,,,,,Museum Mayer van den Bergh,tg:mmbdc:6_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/52519509-91f6-51ff-b3f7-41a02116d2e7,Doos A.IX,,files (document groupings)
52519509-91f6-51ff-b3f7-41a02116d2e7,tg:mmbdc:6_#1,e22_Acquisitions,1,"dlod={""name"":""schenking door baron de Meester de Ravesteyn, 1981"",""ark"":""ark:/59511/x0/5a7a6648-1f85-5972-b3b4-98abb8c7106c"",""uri"":""/repositories/15/accessions/15048503"",""id"":""tr:mmb:5"",""date"":""1981-01-01"",""isCapacity"":false,""orgID"":""mmb"",""suggestType"":""accessions""}",,,,,,,,,,,,,,,,,,,
52519509-91f6-51ff-b3f7-41a02116d2e7,tg:mmbdc:6_#1,e22_Archives,1,,"dlod={""name"":""Familieberichten"",""ark"":""ark:/59511/x0/5967b833-75f7-50ed-b538-ee77f6d4d6f1"",""uri"":""/repositories/15/archival_objects/20385204"",""id"":""isad:mmb:41"",""capacity"":""Familieberichten"",""isCapacity"":true,""orgID"":""mmb"",""suggestType"":""archiveobject""}",,,,,,,,,,,,,,,,,,
52519509-91f6-51ff-b3f7-41a02116d2e7,,e22_Dimensions,,,,203 x 162 mm,203,hoogte,millimeters,,,,,,,,,,,,,,
52519509-91f6-51ff-b3f7-41a02116d2e7,,e22_Dimensions,,,,203 x 162 mm,162,breedte,millimeters,,,,,,,,,,,,,,
52519509-91f6-51ff-b3f7-41a02116d2e7,tg:mmbdc:6_#1,e22_Images,1,,,,,,,,,,https://dams.antwerpen.be/asset/X1Wq97xKLiJVYQgcDT2xp7dh,https://dams.antwerpen.be/iiif/X1Wq97xKLiJVYQgcDT2xp7dh/manifest,DAMS Manifest,DAMS Image,,,,,,,
52519509-91f6-51ff-b3f7-41a02116d2e7,tg:mmbdc:6_#1,e22_UsageRestrictions,,,,,,,,begindatum,,permission required,,,,,,,,,,,
52713c0b-06fb-5d6d-9ce3-1942d28562eb,,AA,0,,,,,,,,,,,,,,Museum Mayer van den Bergh,tg:mmbdc:55_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/52713c0b-06fb-5d6d-9ce3-1942d28562eb,Doos A.X,,financial records
52713c0b-06fb-5d6d-9ce3-1942d28562eb,tg:mmbdc:55_#1,e22_Acquisitions,1,"dlod={""name"":""schenking door Baudouin Cols, onbekende datum voor 1974"",""ark"":""ark:/59511/x0/16220524-a9f5-5783-8736-e08c7def502a"",""uri"":""/repositories/15/accessions/15048501"",""id"":""tr:mmb:3"",""date"":""9999-12-31"",""granter"":""Baudouin Cols"",""isCapacity"":false,""orgID"":""mmb"",""suggestType"":""accessions""}",,,,,,,,,,,,,,,,,,,
52713c0b-06fb-5d6d-9ce3-1942d28562eb,tg:mmbdc:55_#1,e22_Archives,1,,"dlod={""name"":""Financiële dossiers"",""ark"":""ark:/59511/x0/c359f20f-4328-58fa-8fa7-8cc2d7cf4fda"",""uri"":""/repositories/15/archival_objects/20385195"",""id"":""isad:mmb:32"",""capacity"":""Financiële dossiers"",""isCapacity"":true,""orgID"":""mmb"",""suggestType"":""archiveobject""}",,,,,,,,,,,,,,,,,,
52713c0b-06fb-5d6d-9ce3-1942d28562eb,,e22_Dimensions,,,,360 x 233 mm,360,hoogte,millimeters,,,,,,,,,,,,,,
52713c0b-06fb-5d6d-9ce3-1942d28562eb,,e22_Dimensions,,,,360 x 233 mm,233,breedte,millimeters,,,,,,,,,,,,,,
52713c0b-06fb-5d6d-9ce3-1942d28562eb,tg:mmbdc:55_#1,e22_Images,1,,,,,,,,,,https://dams.antwerpen.be/asset/h2cXOjODaXMYaVLKSweQqm66,https://dams.antwerpen.be/iiif/h2cXOjODaXMYaVLKSweQqm66/manifest,DAMS Manifest,DAMS Image,,,,,,,
52713c0b-06fb-5d6d-9ce3-1942d28562eb,tg:mmbdc:55_#1,e22_UsageRestrictions,,,,,,,,begindatum,1928,permission required,,,,,,,,,,,
52af441f-67ff-5e97-95ef-82b0dfa5dc68,,AA,0,,,,,,,,,,,,,,Museum Mayer van den Bergh,tg:mmbdc:121_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/52af441f-67ff-5e97-95ef-82b0dfa5dc68,Doos A.XII,,files (document groupings)
52af441f-67ff-5e97-95ef-82b0dfa5dc68,tg:mmbdc:121_#1,e22_Archives,1,,"dlod={""name"":""Plannen, uitnodigingen, notities en documentatie"",""ark"":""ark:/59511/x0/fe7842a3-eadc-51b9-8a55-d802bf7460d6"",""uri"":""/repositories/15/archival_objects/20385177"",""id"":""isad:mmb:14"",""capacity"":""Plannen, uitnodigingen, notities en documentatie"",""isCapacity"":true,""orgID"":""mmb"",""suggestType"":""archiveobject""}",,,,,,,,,,,,,,,,,,
52af441f-67ff-5e97-95ef-82b0dfa5dc68,,e22_Dimensions,,,,84 x 183 mm,84,hoogte,millimeters,,,,,,,,,,,,,,
52af441f-67ff-5e97-95ef-82b0dfa5dc68,,e22_Dimensions,,,,84 x 183 mm,183,breedte,millimeters,,,,,,,,,,,,,,
52af441f-67ff-5e97-95ef-82b0dfa5dc68,tg:mmbdc:121_#1,e22_Images,1,,,,,,,,,,https://dams.antwerpen.be/asset/X2ToZCZQUWFOPreSGFOOmhc9,https://dams.antwerpen.be/iiif/X2ToZCZQUWFOPreSGFOOmhc9/manifest,DAMS Manifest,DAMS Image,,,,,,,
52af441f-67ff-5e97-95ef-82b0dfa5dc68,tg:mmbdc:121_#1,e22_UsageRestrictions,,,,,,,,begindatum,,permission required,,,,,,,,,,,
532a1086-d22c-5e74-a33f-42e58c771728,,AA,0,,,,,,,,,,,,,,Museum Mayer van den Bergh,tg:mmbdc:74_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/532a1086-d22c-5e74-a33f-42e58c771728,Doos A.XI,,financial records
532a1086-d22c-5e74-a33f-42e58c771728,tg:mmbdc:74_#1,e22_Acquisitions,1,"dlod={""name"":""schenking door Baudouin Cols, onbekende datum voor 1974"",""ark"":""ark:/59511/x0/16220524-a9f5-5783-8736-e08c7def502a"",""uri"":""/repositories/15/accessions/15048501"",""id"":""tr:mmb:3"",""date"":""9999-12-31"",""granter"":""Baudouin Cols"",""isCapacity"":false,""orgID"":""mmb"",""suggestType"":""accessions""}",,,,,,,,,,,,,,,,,,,
532a1086-d22c-5e74-a33f-42e58c771728,tg:mmbdc:74_#1,e22_Archives,1,,"dlod={""name"":""Financiële dossiers"",""ark"":""ark:/59511/x0/2b3b7aff-3658-5709-b24b-f25dd3444095"",""uri"":""/repositories/15/archival_objects/20385199"",""id"":""isad:mmb:36"",""capacity"":""Financiële dossiers"",""isCapacity"":true,""orgID"":""mmb"",""suggestType"":""archiveobject""}",,,,,,,,,,,,,,,,,,
532a1086-d22c-5e74-a33f-42e58c771728,,e22_Dimensions,,,,265 x 211 mm,265,hoogte,millimeters,,,,,,,,,,,,,,
532a1086-d22c-5e74-a33f-42e58c771728,,e22_Dimensions,,,,265 x 211 mm,211,breedte,millimeters,,,,,,,,,,,,,,
532a1086-d22c-5e74-a33f-42e58c771728,tg:mmbdc:74_#1,e22_Images,1,,,,,,,,,,https://dams.antwerpen.be/asset/n1jXKMWP4XtRYYZZYhntc6f3,https://dams.antwerpen.be/iiif/n1jXKMWP4XtRYYZZYhntc6f3/manifest,DAMS Manifest,DAMS Image,,,,,,,
532a1086-d22c-5e74-a33f-42e58c771728,tg:mmbdc:74_#1,e22_UsageRestrictions,,,,,,,,begindatum,1905,permission required,,,,,,,,,,,
549796a6-5207-51d5-8499-dd3bdab97743,,AA,0,,,,,,,,,,,,,,Museum Mayer van den Bergh,tg:mmbdc:36_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/549796a6-5207-51d5-8499-dd3bdab97743,Doos A.IX,,menus
549796a6-5207-51d5-8499-dd3bdab97743,tg:mmbdc:36_#1,e22_Archives,1,,"dlod={""name"":""Familieberichten"",""ark"":""ark:/59511/x0/5967b833-75f7-50ed-b538-ee77f6d4d6f1"",""uri"":""/repositories/15/archival_objects/20385204"",""id"":""isad:mmb:41"",""capacity"":""Familieberichten"",""isCapacity"":true,""orgID"":""mmb"",""suggestType"":""archiveobject""}",,,,,,,,,,,,,,,,,,
549796a6-5207-51d5-8499-dd3bdab97743,,e22_Dimensions,,,,164 x 92 mm,164,hoogte,millimeters,,,,,,,,,,,,,,
549796a6-5207-51d5-8499-dd3bdab97743,,e22_Dimensions,,,,164 x 92 mm,92,breedte,millimeters,,,,,,,,,,,,,,
549796a6-5207-51d5-8499-dd3bdab97743,tg:mmbdc:36_#1,e22_Images,1,,,,,,,,,,https://dams.antwerpen.be/asset/ehb7hNOLDJDkJZDUsrpzIjeT,https://dams.antwerpen.be/iiif/ehb7hNOLDJDkJZDUsrpzIjeT/manifest,DAMS Manifest,DAMS Image,,,,,,,
549796a6-5207-51d5-8499-dd3bdab97743,tg:mmbdc:36_#1,e22_UsageRestrictions,,,,,,,,begindatum,1897,permission required,,,,,,,,,,,
55732d1a-e5f9-5ffc-9bc5-97984bfefac1,,AA,0,,,,,,,,,,,,,,Museum Mayer van den Bergh,tg:mmbdc:82_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/55732d1a-e5f9-5ffc-9bc5-97984bfefac1,Doos A.XI,,financial records
55732d1a-e5f9-5ffc-9bc5-97984bfefac1,tg:mmbdc:82_#1,e22_Acquisitions,1,"dlod={""name"":""schenking door Baudouin Cols, onbekende datum voor 1974"",""ark"":""ark:/59511/x0/16220524-a9f5-5783-8736-e08c7def502a"",""uri"":""/repositories/15/accessions/15048501"",""id"":""tr:mmb:3"",""date"":""9999-12-31"",""granter"":""Baudouin Cols"",""isCapacity"":false,""orgID"":""mmb"",""suggestType"":""accessions""}",,,,,,,,,,,,,,,,,,,
55732d1a-e5f9-5ffc-9bc5-97984bfefac1,tg:mmbdc:82_#1,e22_Archives,1,,"dlod={""name"":""Financiële dossiers"",""ark"":""ark:/59511/x0/c359f20f-4328-58fa-8fa7-8cc2d7cf4fda"",""uri"":""/repositories/15/archival_objects/20385195"",""id"":""isad:mmb:32"",""capacity"":""Financiële dossiers"",""isCapacity"":true,""orgID"":""mmb"",""suggestType"":""archiveobject""}",,,,,,,,,,,,,,,,,,
55732d1a-e5f9-5ffc-9bc5-97984bfefac1,,e22_Dimensions,,,,339 x 211 mm,339,hoogte,millimeters,,,,,,,,,,,,,,
