ResourceID,brocade.id,card,Start Date,End Date,Start Date Type,End Date Type
39fd835a-bf9b-5a2e-8958-24bc2bacf7fc,tg:lhpa:363,e73_CreationTimeSpans,1931,nan,nan,nan
9813c0e2-1e21-52d0-bb93-b7b45ae82c26,tg:lhpa:9506,e73_CreationTimeSpans,nan,nan,zonder datum,nan
5d7640ef-809d-5208-a62b-a22805cbbd17,tg:lhpa:9744,e73_CreationTimeSpans,nan,nan,zonder datum,nan
b7f94827-a97a-5125-a07d-edd08610e0dd,tg:lhpa:9754,e73_CreationTimeSpans,1957-07,nan,nan,nan
725b4bcd-b994-551c-93ab-0813f91a15fc,tg:lhpa:402,e73_CreationTimeSpans,1924,nan,nan,nan
193e5926-43bf-538e-8573-7fcc655a3182,tg:lhpa:386,e73_CreationTimeSpans,1923,nan,nan,nan
db8b420e-ceae-5216-b40c-b6573ce02f1a,tg:lhpa:396,e73_CreationTimeSpans,1959-07,nan,nan,nan
aed3dde7-2560-567f-a85d-e93f4739085d,tg:lhpa:9821,e73_CreationTimeSpans,nan,nan,zonder datum,nan
8570112a-5615-5fa2-adde-7a3ba0c313dc,tg:lhpa:9685,e73_CreationTimeSpans,nan,nan,zonder datum,nan
39b226a1-4598-5329-a3e0-00eef8692dc5,tg:lhpa:9695,e73_CreationTimeSpans,nan,nan,zonder datum,nan
f5384759-939d-585f-b313-1971eff2f59d,tg:lhpa:9843,e73_CreationTimeSpans,1935,nan,circa,nan
47ca8f8d-bb6f-550e-a15e-03e785a62a3e,tg:lhpa:9581,e73_CreationTimeSpans,nan,nan,zonder datum,nan
38c834ad-ada0-5bc1-a6fd-e5f78d4d0e48,tg:lhpa:9591,e73_CreationTimeSpans,nan,nan,zonder datum,nan
074aeb3c-3d9b-5f04-8cec-8d16cb7888f0,tg:lhpa:9538,e73_CreationTimeSpans,nan,nan,zonder datum,nan
02521315-1b47-5030-9edd-ca8a700268ee,tg:lhpa:9440,e73_CreationTimeSpans,1941,nan,circa,nan
f3b34e11-4817-5788-a58d-1b5c231975f6,tg:lhpa:9528,e73_CreationTimeSpans,nan,nan,zonder datum,nan
96b4dbca-4a9e-5936-b4a2-46d86dd546c9,tg:lhpa:9726,e73_CreationTimeSpans,nan,nan,zonder datum,nan
3c9ca83d-4a36-5353-ab1e-ed6bd1564e09,tg:lhpa:143,e73_CreationTimeSpans,1890,nan,datum vóór,nan
48b32195-70d4-58ec-b6ed-27a94c417cd7,tg:lhpa:9736,e73_CreationTimeSpans,nan,nan,zonder datum,nan
95723787-03ab-5cde-b317-aa3f5aba51dd,tg:lhpa:8501,e73_CreationTimeSpans,1980,nan,circa,nan
73a3e291-53c1-56d9-b778-44841f253c12,tg:lhpa:45,e73_CreationTimeSpans,1844,nan,nan,nan
4eb553c1-d94c-50ab-a952-b381dda77066,tg:lhpa:9565,e73_CreationTimeSpans,1996,nan,nan,nan
4e693755-9326-5aa3-a87f-3445c9982137,tg:lhpa:300,e73_CreationTimeSpans,1933,nan,nan,nan
63ff3523-586f-5030-81d8-fd40ad43720c,tg:lhpa:9575,e73_CreationTimeSpans,2012,nan,nan,nan
d05435d9-8770-5cb3-b83d-8f727f1f6ff7,tg:lhpa:623,e73_CreationTimeSpans,nan,nan,zonder datum,nan
d4fcdbf5-c6e2-543a-9b52-05ae7cac3ac0,tg:lhpa:8434,e73_CreationTimeSpans,1970,nan,nan,nan
73601230-0605-5dcd-9bf6-42c3440a0e55,tg:lhpa:9603,e73_CreationTimeSpans,nan,nan,zonder datum,nan
9a4aadce-7c1f-57ee-a7b2-bf09f5e857d1,tg:lhpa:9613,e73_CreationTimeSpans,nan,nan,zonder datum,nan
dfc07ab9-98e2-52da-b1be-2f6cf331dacf,tg:lhpa:9661,e73_CreationTimeSpans,nan,nan,zonder datum,nan
68b09988-41fc-5832-b454-56d6b7a97dae,tg:lhpa:9719,e73_CreationTimeSpans,nan,nan,zonder datum,nan
c30efc2d-d62c-5af8-a81e-80120aa72901,tg:lhpa:9671,e73_CreationTimeSpans,nan,nan,zonder datum,nan
99663f64-1bbf-554b-a115-edf429434524,tg:lhpa:9709,e73_CreationTimeSpans,nan,nan,zonder datum,nan
1beb296b-7200-57c5-8de2-3dc9fc012d58,tg:lhpa:362,e73_CreationTimeSpans,1925,nan,nan,nan
661cc86a-6daf-5e86-a4d7-b13c41f77b9a,tg:lhpa:9507,e73_CreationTimeSpans,nan,nan,zonder datum,nan
41e55c28-045f-539a-9cbc-65739acd31da,tg:lhpa:9517,e73_CreationTimeSpans,2013,nan,nan,nan
8c5726d7-a6f4-5d40-87e8-075db9084b8b,tg:lhpa:372,e73_CreationTimeSpans,1949,nan,nan,nan
ad74071f-d8a5-52b9-a639-2639062322cb,tg:lhpa:27,e73_CreationTimeSpans,1841,nan,nan,nan
481d14e6-4b62-5740-9e2f-6092114c25c2,tg:lhpa:37,e73_CreationTimeSpans,1949,nan,nan,nan
4a2702a1-22cf-5073-b7f5-7fd5e1a97741,tg:lhpa:9786,e73_CreationTimeSpans,1986,nan,nan,nan
036142e6-b1d9-5828-8ae9-180f2a4ada33,tg:lhpa:9796,e73_CreationTimeSpans,nan,nan,zonder datum,nan
1231cb77-7633-52ab-8e23-399618b8441f,tg:lhpa:9598,e73_CreationTimeSpans,nan,nan,zonder datum,nan
750755dc-c866-53a5-ab7f-4fa5574eada8,tg:lhpa:285,e73_CreationTimeSpans,1944,nan,nan,nan
c36f8e60-e230-580e-97b1-0ef760ec8db2,tg:lhpa:9588,e73_CreationTimeSpans,nan,nan,zonder datum,nan
fca9bbe2-3e7b-5fca-99bf-2a0579733dd1,tg:lhpa:295,e73_CreationTimeSpans,1896,nan,circa,nan
f5440214-1a5b-5f17-91dc-c04136532b37,tg:lhpa:479,e73_CreationTimeSpans,1936,nan,nan,nan
adc02400-7769-503c-b848-ad114f2e13d1,tg:lhpa:9521,e73_CreationTimeSpans,2uu4,nan,nan,nan
1160b4f3-7ca0-5213-b62f-42f1eea62d70,tg:lhpa:9459,e73_CreationTimeSpans,nan,nan,zonder datum,nan
db0c8a68-74f0-5560-a174-8f0ab4c581aa,tg:lhpa:354,e73_CreationTimeSpans,1942,nan,nan,nan
85a61c27-1245-5ebf-8ee6-b0fc17c5f4c0,tg:lhpa:9531,e73_CreationTimeSpans,nan,nan,zonder datum,nan
69895187-ff13-55ab-96e6-0e0f3017987f,tg:lhpa:9647,e73_CreationTimeSpans,nan,nan,zonder datum,nan
2b1a26a2-39bc-5268-85fd-a90fc497476c,tg:lhpa:9657,e73_CreationTimeSpans,nan,nan,zonder datum,nan
9da2bef3-7a8c-5a0c-86d3-e0726ce4d8aa,tg:lhpa:615,e73_CreationTimeSpans,1850,nan,nan,nan
6d23ebd4-02dc-556b-b3d2-8ccde31a7200,tg:lhpa:9625,e73_CreationTimeSpans,nan,nan,zonder datum,nan
88407ad7-f9a0-5b2d-832d-65051ee2fe63,tg:lhpa:9635,e73_CreationTimeSpans,nan,nan,zonder datum,nan
7490c5f8-4ccc-5d9d-832a-3682a6042a82,tg:lhpa:326,e73_CreationTimeSpans,1942,nan,nan,nan
339a4a2f-ee20-507c-9e5a-97dfb9c2fd1d,tg:lhpa:9543,e73_CreationTimeSpans,2012,nan,nan,nan
bd25733a-792f-5397-9809-7a9069bc7837,tg:lhpa:9553,e73_CreationTimeSpans,nan,nan,zonder datum,nan
20da2a21-ed78-57d5-8af0-05fc12eb97a1,tg:lhpa:336,e73_CreationTimeSpans,1944,nan,nan,nan
dd1d19c4-3030-533e-aff7-652846552d39,tg:lhpa:563,e73_CreationTimeSpans,1944,nan,nan,nan
b895c431-c434-5966-8b55-2987b501cd4a,tg:lhpa:9492,e73_CreationTimeSpans,nan,nan,zonder datum,nan
0aac98cc-88b4-558f-8a68-49f01a96434a,tg:lhpa:63,e73_CreationTimeSpans,1928,nan,datum na,nan
0bdfc79d-790e-577e-a80f-12c6168588e0,tg:lhpa:73,e73_CreationTimeSpans,1960,nan,nan,nan
4401323a-2361-570f-a17d-59791c2338c0,tg:lhpa:9678,e73_CreationTimeSpans,nan,nan,zonder datum,nan
49919041-25bc-5119-adcd-721bb8be6134,tg:lhpa:165,e73_CreationTimeSpans,1897,nan,nan,nan
f02e6f35-4d41-5ad8-8905-95c60951cd22,tg:lhpa:9700,e73_CreationTimeSpans,nan,nan,zonder datum,nan
dd6158a3-e3df-59a7-a4d3-25d24653ebe7,tg:lhpa:9668,e73_CreationTimeSpans,nan,nan,zonder datum,nan
33935772-5fa2-5cca-bf60-049882dc7d51,tg:lhpa:9710,e73_CreationTimeSpans,nan,nan,zonder datum,nan
b429f653-239d-5f7e-94d5-039ba1c56569,tg:lhpa:1388,e73_CreationTimeSpans,1937,nan,nan,nan
18a30329-8390-5091-a6ba-2e913332f4dd,tg:lhpa:87,e73_CreationTimeSpans,1943,nan,nan,nan
9caf1df5-8ef6-5b6b-86f6-b6a442a126d5,tg:lhpa:97,e73_CreationTimeSpans,1885,nan,nan,nan
a498b440-0166-5a1c-974f-c53fe17f4276,tg:lhpa:9466,e73_CreationTimeSpans,nan,nan,zonder datum,nan
6616ff15-f981-52d0-9398-481215aa7ebe,tg:lhpa:9476,e73_CreationTimeSpans,nan,nan,zonder datum,nan
4690208e-355f-5244-b8ec-4f53fe829030,tg:lhpa:587,e73_CreationTimeSpans,1923,nan,nan,nan
8e86b958-f324-5cb7-873f-65e4dfccf093,tg:lhpa:4342,e73_CreationTimeSpans,1905,nan,nan,nan
cff4473c-34de-5ff0-9a78-dfca5bfa3309,tg:lhpa:1343,e73_CreationTimeSpans,1945,nan,nan,nan
7dba9efa-020c-5098-b77c-f8cf5a071e8e,tg:lhpa:9817,e73_CreationTimeSpans,nan,nan,zonder datum,nan
11a9c0e3-3b65-57b4-bf2c-e40075538b11,tg:lhpa:9807,e73_CreationTimeSpans,nan,nan,zonder datum,nan
66a32b99-de03-58d9-906d-fcabdc98702e,tg:lhpa:261,e73_CreationTimeSpans,1882,nan,nan,nan
00850040-6ff5-52ec-a026-ae40c66b24a2,tg:lhpa:9414,e73_CreationTimeSpans,1935-12,nan,nan,nan
825127e7-56a8-5c82-b9d8-9f015a1ad022,tg:lhpa:271,e73_CreationTimeSpans,1935,nan,nan,nan
ff1e2028-1b25-525a-9195-e81a00c2901e,tg:lhpa:9762,e73_CreationTimeSpans,1917,nan,reconstructie,nan
c8826f07-46d3-5f4c-9116-7c67bf7a43d1,tg:lhpa:9593,e73_CreationTimeSpans,nan,nan,zonder datum,nan
9daa3ce1-2b7e-56b2-a605-6622b08c46e6,tg:lhpa:9583,e73_CreationTimeSpans,nan,nan,zonder datum,nan
85e49e79-be70-5155-8d25-e6baefa1e35c,tg:lhpa:1882,e73_CreationTimeSpans,1912-11-15,nan,nan,nan
ce8479bb-8d5a-5ffc-af4f-3f8d655245d3,tg:lhpa:9851,e73_CreationTimeSpans,nan,nan,nan,nan
fab1b723-259b-52d6-bbe3-856015911be1,tg:lhpa:9734,e73_CreationTimeSpans,nan,nan,zonder datum,nan
c37c459c-df21-5a98-98b2-e737bd043360,tg:lhpa:9724,e73_CreationTimeSpans,nan,nan,zonder datum,nan
a4dbead4-94a0-5366-88ab-57602ff1045a,tg:lhpa:9442,e73_CreationTimeSpans,1942,nan,circa,nan
a8c25837-3272-5059-8fb9-f72cd3323341,tg:lhpa:227,e73_CreationTimeSpans,1922,nan,nan,nan
58515aa0-2a0e-5569-90ad-9d5043c6d50f,tg:lhpa:462,e73_CreationTimeSpans,1933,nan,reconstructie,nan
021ce6bb-b5ea-5af7-8445-1679fd10959f,tg:lhpa:578,e73_CreationTimeSpans,1940,nan,nan,nan
b84ae808-1332-5bc6-bcbe-775f41598b90,tg:lhpa:400,e73_CreationTimeSpans,1855,nan,circa,nan
90b04b7a-94e4-5740-ba48-0df540055b30,tg:lhpa:9548,e73_CreationTimeSpans,nan,nan,zonder datum,nan
1998a518-6543-57ff-9e97-a0e50f8fa10c,tg:lhpa:9558,e73_CreationTimeSpans,nan,nan,zonder datum,nan
46db804c-4eff-5bd0-bf7b-fd74a7dd1d79,tg:lhpa:9420,e73_CreationTimeSpans,1941,nan,nan,nan
39face9a-7569-5857-8dd1-b1f2d30b7f30,tg:lhpa:9756,e73_CreationTimeSpans,1934,nan,nan,nan
df120a8b-f672-538e-82fc-c7fb8f02e6e7,tg:lhpa:9746,e73_CreationTimeSpans,nan,nan,zonder datum,nan
3812fb5f-a88b-5993-a418-9458230aea28,tg:lhpa:9697,e73_CreationTimeSpans,nan,nan,zonder datum,nan
b89041a4-d5d6-5630-a4e6-1d5b996e2818,tg:lhpa:9687,e73_CreationTimeSpans,nan,nan,zonder datum,nan
f9df888a-5bca-5520-ba70-289079ef1f03,tg:lhpa:1377,e73_CreationTimeSpans,1994-01-29,nan,nan,nan
7875d935-2c45-52f5-81eb-50428c808fdd,tg:lhpa:68,e73_CreationTimeSpans,1903,nan,nan,nan
f91331ab-aee7-5e76-ae37-c9d565609d31,tg:lhpa:9489,e73_CreationTimeSpans,1987-09-17,nan,nan,nan
a0bb024c-aff9-5773-885a-9c53194ca3b9,tg:lhpa:384,e73_CreationTimeSpans,1921,nan,nan,nan
ae61d0d2-d4cb-5bdb-bacd-8a6fb5ba6732,tg:lhpa:370,e73_CreationTimeSpans,1924,nan,nan,nan
1702e5e0-8e67-5ab2-8bf5-b2787a1ae668,tg:lhpa:9515,e73_CreationTimeSpans,nan,nan,zonder datum,nan
e4f3a1bc-0df0-5dfe-8b44-a199f2cfeca9,tg:lhpa:208,e73_CreationTimeSpans,1968,nan,nan,nan
69367cca-2c05-5374-bb5c-5dde287955ea,tg:lhpa:9505,e73_CreationTimeSpans,nan,nan,zonder datum,nan
4fc06bbd-7042-5762-9fce-af94dad25332,tg:lhpa:360,e73_CreationTimeSpans,1907,nan,nan,nan
4a3a78fa-8e3c-520e-a3b9-52c2fc2caf56,tg:lhpa:535,e73_CreationTimeSpans,1940,nan,nan,nan
c1e9c076-b7d2-58d3-b341-a660e169dc57,tg:lhpa:9673,e73_CreationTimeSpans,nan,nan,zonder datum,nan
fca31d81-884f-5ef9-96fe-6009056bb000,tg:lhpa:9663,e73_CreationTimeSpans,nan,nan,zonder datum,nan
0f922a55-40bd-54e3-8a61-c8c9d5399a55,tg:lhpa:35,e73_CreationTimeSpans,1851,nan,circa,nan
1a74e6b6-33ce-5dfd-ac7e-6c6022b4c3bd,tg:lhpa:486,e73_CreationTimeSpans,1931,nan,nan,nan
b4730b19-eaef-56a6-9371-e5a084399267,tg:lhpa:9611,e73_CreationTimeSpans,nan,nan,zonder datum,nan
97a390ef-50ca-5242-9b08-2a32d0a73320,tg:lhpa:9769,e73_CreationTimeSpans,1962,nan,nan,nan
31e3cf73-a6f7-50f0-94ff-e4695ee5cbd0,tg:lhpa:9601,e73_CreationTimeSpans,nan,nan,zonder datum,nan
c631e9f7-2710-537e-8d41-56c55fa3f02b,tg:lhpa:9779,e73_CreationTimeSpans,nan,nan,zonder datum,nan
64674d62-44e8-51ba-811f-9272580f0320,tg:lhpa:621,e73_CreationTimeSpans,nan,nan,zonder datum,nan
af3efc6c-861b-547d-94be-75cbd940eccb,tg:lhpa:631,e73_CreationTimeSpans,nan,nan,circa,nan
a02aacc6-b6aa-5a1e-97e1-9b58066ebb94,tg:lhpa:9577,e73_CreationTimeSpans,nan,nan,zonder datum,nan
b5616fb4-9bb0-5d97-b0a5-404ef5a8cf5a,tg:lhpa:302,e73_CreationTimeSpans,1882,nan,nan,nan
64891017-20f6-5292-8631-383441bfdcaa,tg:lhpa:9567,e73_CreationTimeSpans,2011,nan,nan,nan
b69d2ab0-94cf-5354-8025-217c9a32cea1,tg:lhpa:571,e73_CreationTimeSpans,1943-04-06,nan,nan,nan
f3ff1eee-3378-5c78-8710-4ddb0792ab2b,tg:lhpa:334,e73_CreationTimeSpans,1894,nan,nan,nan
b1c7cd11-db23-5956-811e-528690803978,tg:lhpa:9551,e73_CreationTimeSpans,nan,nan,zonder datum,nan
a1144fd1-8726-57be-8123-07eaa552dd74,tg:lhpa:9541,e73_CreationTimeSpans,nan,nan,zonder datum,nan
9c3ed02a-d27c-5caf-8ace-e94ea7d13c8f,tg:lhpa:324,e73_CreationTimeSpans,1973,nan,nan,nan
252b1391-0d08-5bf9-9ea5-da3cb7c9cd6f,tg:lhpa:9439,e73_CreationTimeSpans,1941,nan,circa,nan
7b4e9058-ca6f-515b-8e7d-8d0ff83abc5d,tg:lhpa:9637,e73_CreationTimeSpans,nan,nan,zonder datum,nan
1e6808f6-98af-5bf1-96e8-06a864098d6c,tg:lhpa:9627,e73_CreationTimeSpans,nan,nan,zonder datum,nan
c01004b6-316f-5d31-a3d3-60dd42c81241,tg:lhpa:71,e73_CreationTimeSpans,1905,nan,nan,nan
81aa5c8d-1a55-5f1f-ab36-3c02e5b0bb76,tg:lhpa:61,e73_CreationTimeSpans,1942,nan,nan,nan
b4b04e9e-0eee-5452-907f-a906552de85e,tg:lhpa:9490,e73_CreationTimeSpans,1987,nan,nan,nan
f0447fca-17f5-51b2-94c2-467c6f9f3101,tg:lhpa:9480,e73_CreationTimeSpans,nan,nan,zonder datum,nan
8d5890a5-744b-57cc-9d6a-920e9e0e5196,tg:lhpa:297,e73_CreationTimeSpans,1880,nan,reconstructie,nan
2c544212-ee93-59f9-80f3-bf3745b99529,tg:lhpa:9794,e73_CreationTimeSpans,nan,nan,zonder datum,nan
0757751a-25c1-50e1-bdc8-6172c1fde8b8,tg:lhpa:9655,e73_CreationTimeSpans,nan,nan,zonder datum,nan
e7a3fdca-13a9-5623-ad86-21f5159f78ad,tg:lhpa:148,e73_CreationTimeSpans,1935-09-29,nan,nan,nan
b5d41b4e-8cbe-5884-9cec-d72d0fa9f1fa,tg:lhpa:9645,e73_CreationTimeSpans,nan,nan,zonder datum,nan
c8c0e8b6-f81e-5a73-a3c0-23a631caad66,tg:lhpa:158,e73_CreationTimeSpans,1882,nan,nan,nan
b9376d1f-2593-552f-8320-d10a03d1ae66,tg:lhpa:9533,e73_CreationTimeSpans,nan,nan,zonder datum,nan
f69a59f2-834d-5354-b521-170736dbb704,tg:lhpa:356,e73_CreationTimeSpans,1927,nan,nan,nan
3a87c943-86e5-533b-ae76-e57247758d2c,tg:lhpa:9523,e73_CreationTimeSpans,nan,nan,zonder datum,nan
d5a6a833-d297-50ed-8f6d-c53cba4288d8,tg:lhpa:9805,e73_CreationTimeSpans,nan,nan,zonder datum,nan
1d7b8506-03a3-597a-b0dc-a1d5c611f467,tg:lhpa:8302,e73_CreationTimeSpans,1973,nan,nan,nan
2e06a0af-30ac-5295-82f4-e9e50bb4697d,tg:lhpa:9608,e73_CreationTimeSpans,nan,nan,zonder datum,nan
63b4c2a5-77f7-52fc-bbdd-e6a4e83750c6,tg:lhpa:9770,e73_CreationTimeSpans,1961,nan,nan,nan
727d286d-3356-5c61-b4a2-9e921f055c75,tg:lhpa:9618,e73_CreationTimeSpans,nan,nan,zonder datum,nan
1e93b1a4-f885-5b05-bc58-208441943647,tg:lhpa:105,e73_CreationTimeSpans,1935,nan,datum vóór,nan
13100158-f6ee-5444-b493-e8e364480444,tg:lhpa:9760,e73_CreationTimeSpans,1917,nan,reconstructie,nan
200f777c-eb8e-576e-8d72-d5f259fcc537,tg:lhpa:638,e73_CreationTimeSpans,1875-01-31,nan,nan,nan
ef1dbff8-aa06-50af-985d-f6aa7aa1c385,tg:lhpa:369,e73_CreationTimeSpans,1892,nan,nan,nan
50a1fbf2-26a2-5a09-8ec5-d4c109f3103e,tg:lhpa:9474,e73_CreationTimeSpans,nan,nan,zonder datum,nan
c472211e-912d-529d-97a9-04783f827348,tg:lhpa:211,e73_CreationTimeSpans,1886,nan,reconstructie,nan
5f6a8491-f85b-593e-912a-e7b31d42606d,tg:lhpa:379,e73_CreationTimeSpans,nan,nan,nan,nan
b3376d46-c0a5-524f-b173-3bb07787afa3,tg:lhpa:9464,e73_CreationTimeSpans,nan,nan,zonder datum,nan
b2c13b7b-e069-5886-b2f3-3ac19dc8e723,tg:lhpa:95,e73_CreationTimeSpans,1864,nan,reconstructie,nan
f1246242-7242-5df4-8691-50ac14846138,tg:lhpa:85,e73_CreationTimeSpans,1950,nan,nan,nan
e7e30c28-7e7e-559f-96b5-11a4e0c75990,tg:lhpa:9712,e73_CreationTimeSpans,nan,nan,zonder datum,nan
41e0219e-ae83-5929-9f75-d54b7820b46f,tg:lhpa:9702,e73_CreationTimeSpans,nan,nan,zonder datum,nan
b057e5db-47e5-515d-a3b5-22e0c1f0e803,tg:lhpa:4350,e73_CreationTimeSpans,2uu2,2uu4-11-01,circa,circa
2e721a7d-816d-53a6-9c78-8e0bda00a2f7,tg:lhpa:9481,e73_CreationTimeSpans,nan,nan,zonder datum,nan
45ebcf9d-4c93-5ec2-ab28-56f6a548af0e,tg:lhpa:9491,e73_CreationTimeSpans,2uu1,nan,nan,nan
226eefc5-11db-5983-970f-16cc49bae070,tg:lhpa:60,e73_CreationTimeSpans,1844,1893,datum na,datum vóór
e93f8957-6df4-5013-a61e-08682f331835,tg:lhpa:9438,e73_CreationTimeSpans,1943,nan,circa,nan
bd18326b-dfed-5671-b138-9db496e7bdbc,tg:lhpa:9540,e73_CreationTimeSpans,nan,nan,zonder datum,nan
b6390e3f-9243-5847-a58d-6c6cc31dfb19,tg:lhpa:9428,e73_CreationTimeSpans,1965-04-01,1965-04-30,nan,nan
1e684027-bd71-5814-849b-36c84e3efc1e,tg:lhpa:9550,e73_CreationTimeSpans,nan,nan,zonder datum,nan
a0114176-5345-5109-954c-0c3f88d0b531,tg:lhpa:9315,e73_CreationTimeSpans,1980,nan,nan,nan
4dace4a6-8cef-5916-b0fd-f25b1c3f6a54,tg:lhpa:616,e73_CreationTimeSpans,nan,nan,zonder datum,nan
fa8d40a9-b1f5-5228-b2ce-9bc3cd3f21a4,tg:lhpa:9626,e73_CreationTimeSpans,nan,nan,zonder datum,nan
44c828e9-ca1c-5049-8f1b-e42e9501b365,tg:lhpa:9636,e73_CreationTimeSpans,nan,nan,zonder datum,nan
d34e49f0-5ffe-5ede-9c16-ccfb02a0cc7f,tg:lhpa:159,e73_CreationTimeSpans,1905,nan,datum na,nan
03677707-76c2-5aca-b683-4896e24c98fd,tg:lhpa:9644,e73_CreationTimeSpans,nan,nan,zonder datum,nan
aa8fbbeb-8acc-5f9f-bed8-ef8f2d175e1d,tg:lhpa:3391,e73_CreationTimeSpans,1952,nan,nan,nan
f86eb075-ee36-5f11-b467-23226e8316d6,tg:lhpa:149,e73_CreationTimeSpans,1938,nan,circa,nan
5603900f-6ea9-5c8c-8e8c-113427a313ad,tg:lhpa:9654,e73_CreationTimeSpans,nan,nan,zonder datum,nan
47802c70-0037-5f28-b77b-d9ddeb26e5ce,tg:lhpa:9522,e73_CreationTimeSpans,nan,nan,zonder datum,nan
32c4497a-8f57-5f06-a32b-1b4a1ff5c443,tg:lhpa:296,e73_CreationTimeSpans,1862,nan,nan,nan
6395f406-269a-574b-9a7d-db625e264e32,tg:lhpa:9795,e73_CreationTimeSpans,nan,nan,zonder datum,nan
f857e1d2-2997-5c4b-863e-b4b584aa0667,tg:lhpa:9124,e73_CreationTimeSpans,1945,1946,nan,nan
78f72917-22da-51c6-8999-c79bd971cfe8,tg:lhpa:9761,e73_CreationTimeSpans,1917,nan,reconstructie,nan
282f528d-151a-5221-99f9-54749e068664,tg:lhpa:9619,e73_CreationTimeSpans,nan,nan,zonder datum,nan
3ad07255-3782-516f-8d1b-380501ec8188,tg:lhpa:9771,e73_CreationTimeSpans,1961,nan,nan,nan
2a22e476-569f-571d-9993-28a26e5cfd87,tg:lhpa:9609,e73_CreationTimeSpans,nan,nan,zonder datum,nan
1cf587c0-5b03-56f1-9905-5278cd02b3c1,tg:lhpa:9252,e73_CreationTimeSpans,1942,1950,circa,circa
48d356ad-3448-5fef-bccf-ee3757eabe18,tg:lhpa:9804,e73_CreationTimeSpans,1944,nan,nan,nan
801d95ca-86d2-56ec-9922-3b6b62fe396e,tg:lhpa:4341,e73_CreationTimeSpans,1975,nan,nan,nan
755bd1f6-e66e-5181-aced-c769c49b2feb,tg:lhpa:594,e73_CreationTimeSpans,1891,nan,nan,nan
e40dd683-b6c1-502c-9b01-cbf87b3d4b01,tg:lhpa:84,e73_CreationTimeSpans,1942,nan,nan,nan
22e7b582-2f3e-5051-8c8e-6a5beeb3b24e,tg:lhpa:6932,e73_CreationTimeSpans,1952,nan,nan,nan
60ec4968-c45f-53a0-984c-c81442c73a9a,tg:lhpa:9465,e73_CreationTimeSpans,nan,nan,zonder datum,nan
87de057f-eac4-5cf7-a9e4-194d8e065685,tg:lhpa:9475,e73_CreationTimeSpans,nan,nan,zonder datum,nan
a4112f38-5a67-5a27-8ffe-43c7426c8745,tg:lhpa:368,e73_CreationTimeSpans,1942,nan,nan,nan
96eb082f-ac45-5bc0-92c1-aba86884b0ef,tg:lhpa:9703,e73_CreationTimeSpans,nan,nan,zonder datum,nan
57525b10-22ad-541e-9c1b-4634b2e5c3cd,tg:lhpa:166,e73_CreationTimeSpans,1907,nan,nan,nan
8314af0c-4b80-522e-a56e-436e073c7fc7,tg:lhpa:9713,e73_CreationTimeSpans,nan,nan,zonder datum,nan
06a7f33e-46e5-54c1-ba2e-3ebbc6721846,tg:lhpa:9725,e73_CreationTimeSpans,nan,nan,zonder datum,nan
d49a031e-6a80-5a3b-af05-d8caebb49d22,tg:lhpa:9735,e73_CreationTimeSpans,nan,nan,zonder datum,nan
240026a3-c975-5094-9066-0e9153a4a4fd,tg:lhpa:150,e73_CreationTimeSpans,1931,1933,datum na,datum na
76aa1f89-1832-5dae-83da-2d8689f6bf52,tg:lhpa:9443,e73_CreationTimeSpans,1941,nan,circa,nan
70fa53b2-0886-5b0f-a73f-ca169a39984d,tg:lhpa:226,e73_CreationTimeSpans,1914,nan,nan,nan
8b6227ad-c151-5ea4-930b-1f2aa3355401,tg:lhpa:9453,e73_CreationTimeSpans,1951,nan,nan,nan
b14f1924-a6f1-502c-994b-623d8742b793,tg:lhpa:1883,e73_CreationTimeSpans,1912,nan,nan,nan
13e5cce8-457f-5526-b396-f0046b211cbe,tg:lhpa:9582,e73_CreationTimeSpans,nan,nan,zonder datum,nan
e2ec72af-49ce-532b-8579-da044cef0a3e,tg:lhpa:9592,e73_CreationTimeSpans,nan,nan,zonder datum,nan
10510509-1682-543f-bde7-ad1d5168725a,tg:lhpa:9840,e73_CreationTimeSpans,nan,nan,zonder datum,nan
45e871a4-fdaf-560b-8e08-1d04a80f828a,tg:lhpa:9832,e73_CreationTimeSpans,1957-07,nan,nan,nan
784af183-f0f5-5c3b-b54f-fa546a78d24c,tg:lhpa:9686,e73_CreationTimeSpans,nan,nan,zonder datum,nan
fece5daf-4539-5184-8933-0674ced54a8b,tg:lhpa:9696,e73_CreationTimeSpans,nan,nan,zonder datum,nan
b6f9715e-f172-5a2a-88c6-ce9f90024d2e,tg:lhpa:385,e73_CreationTimeSpans,1922,nan,nan,nan
e7020591-c20e-5629-a69c-c5860075169e,tg:lhpa:9488,e73_CreationTimeSpans,1987,nan,nan,nan
c4a727b6-ecc1-57bd-8c15-2e0e1fbd84ae,tg:lhpa:69,e73_CreationTimeSpans,1890,1930,circa,circa
3829cf8d-29c4-5185-b9f0-8f8110b6eea6,tg:lhpa:244,e73_CreationTimeSpans,1837,nan,nan,nan
a707a959-f373-5e88-a863-0537bc683cd5,tg:lhpa:9421,e73_CreationTimeSpans,1939,nan,nan,nan
4abcc392-96ba-5797-ba49-944a9a58e834,tg:lhpa:9559,e73_CreationTimeSpans,nan,nan,zonder datum,nan
df5f7f5b-083e-55eb-91df-60f6cdf315ce,tg:lhpa:9549,e73_CreationTimeSpans,nan,nan,zonder datum,nan
