card,order,dataset,adm.id_mat,adm.isadPartOf,Warehouse Location (begin),Source Note,adm.uuid_mat,ResourceID,brocade.id,Warehouse Location (end),Source Note Type,Source Note Language
e22_Items,1,rubdoc,tg:rubdoc:4296_#1,isad:rub:3291,MYTHOLOGY.07,,c2649c8e-f78d-51ff-89dc-b42fd7fbd587,c2649c8e-f78d-51ff-89dc-b42fd7fbd587,tg:rubdoc:4296_#1,,,
e22_Items,1,rubdoc,tg:rubdoc:4021_#1,isad:rub:3146,Doos 6,Corresponding LB-number: LB 85/6.,3234eb6e-2b0f-5628-821d-efc81cd19f6e,3234eb6e-2b0f-5628-821d-efc81cd19f6e,tg:rubdoc:4021_#1,,remarks,Nederlands
e22_Items,1,rubdoc,tg:rubdoc:4159_#1,isad:rub:3144,Doos 5,,6a1dc575-cce5-5a8a-82b8-5c8121cd9408,6a1dc575-cce5-5a8a-82b8-5c8121cd9408,tg:rubdoc:4159_#1,,,
e22_Items,1,rubdoc,tg:rubdoc:4031_#1,isad:rub:3146,Doos 8,Corresponding LB-number: LB 431.,aab64917-48ee-55f3-bd40-a0d3757d0686,aab64917-48ee-55f3-bd40-a0d3757d0686,tg:rubdoc:4031_#1,,remarks,Nederlands
e22_Items,1,rubdoc,tg:rubdoc:4149_#1,isad:rub:3144,Doos 16,,ef43ed30-d9aa-55de-b907-587e8131afc0,ef43ed30-d9aa-55de-b907-587e8131afc0,tg:rubdoc:4149_#1,,,
e22_Items,1,rubdoc,tg:rubdoc:4043_#1,isad:rub:3146,Doos 9,Corresponding LB-numbers: LB 515 and LB 516.,5687e583-2823-5d8f-aec5-f3bc0dcdeded,5687e583-2823-5d8f-aec5-f3bc0dcdeded,tg:rubdoc:4043_#1,,remarks,Nederlands
e22_Items,1,rubdoc,tg:rubdoc:4053_#1,isad:rub:3147,Doos 7,"Corresponding LB-numbers: LB 203/1-2, LB 237/1, LB 226 and LB 241/2.",4490c5c8-4167-5171-8090-08b2a9d577d7,4490c5c8-4167-5171-8090-08b2a9d577d7,tg:rubdoc:4053_#1,,remarks,Nederlands
e22_Items,2,rubdoc,tg:rubdoc:4053_#2,isad:rub:3147,LB 226/2,Loose documentation taken out from the original folder.,c7369546-bbe4-51f2-8982-c1b23dca81d4,4490c5c8-4167-5171-8090-08b2a9d577d7,tg:rubdoc:4053_#1,,remarks,Nederlands
e22_Items,1,rubdoc,tg:rubdoc:4325_#1,isad:rub:3291,LANDSCAPES.06,,3581d8eb-fd0e-5d93-9302-13aa88cf6c31,3581d8eb-fd0e-5d93-9302-13aa88cf6c31,tg:rubdoc:4325_#1,,,
e22_Items,1,rubdoc,tg:rubdoc:4182_#1,isad:rub:3140,Doos 23,,8365dd68-3002-5690-b864-9954b05bd9dd,8365dd68-3002-5690-b864-9954b05bd9dd,tg:rubdoc:4182_#1,,,
e22_Items,1,rubdoc,tg:rubdoc:3935_#1,isad:rub:1570,LB 1133,Loose documentation taken out from the original folder,d3215289-d974-585c-8cd2-04bf27167427,d3215289-d974-585c-8cd2-04bf27167427,tg:rubdoc:3935_#1,,remarks,Nederlands
e22_Items,1,rubdoc,tg:rubdoc:4166_#1,isad:rub:3144,Doos 5,,7bfc0936-69be-576c-b563-dc7315b5a4c7,7bfc0936-69be-576c-b563-dc7315b5a4c7,tg:rubdoc:4166_#1,,,
e22_Items,1,rubdoc,tg:rubdoc:4176_#1,isad:rub:3140,Doos 24,,356a853f-3acb-5c6a-9fc0-9956b424f66a,356a853f-3acb-5c6a-9fc0-9956b424f66a,tg:rubdoc:4176_#1,,,
e22_Items,1,rubdoc,tg:rubdoc:4200_#1,isad:rub:3140,LB 798/3 / AL_077,,c9c76050-3b17-5387-a0a1-8a05af860657,c9c76050-3b17-5387-a0a1-8a05af860657,tg:rubdoc:4200_#1,,,
e22_Items,1,rubdoc,tg:rubdoc:4210_#1,isad:rub:3140,LB 956/1,,bd30ae01-7dfc-54b4-9e7f-b3ac89181851,bd30ae01-7dfc-54b4-9e7f-b3ac89181851,tg:rubdoc:4210_#1,,,
e22_Items,1,rubdoc,tg:rubdoc:3978_#1,isad:rub:3143,Doos 14,,8c99beee-90f1-502f-a7a1-56f8ccac387d,8c99beee-90f1-502f-a7a1-56f8ccac387d,tg:rubdoc:3978_#1,,,
e22_Items,1,rubdoc,tg:rubdoc:3968_#1,isad:rub:3143,Doos 1,,4fd6f66d-c33d-53e7-8ee1-b30c91b19266,4fd6f66d-c33d-53e7-8ee1-b30c91b19266,tg:rubdoc:3968_#1,,,
e22_Items,1,rubdoc,tg:rubdoc:4262_#1,isad:rub:3291,MADONNA.25,,28630e13-3cb9-51a3-a446-73cefd80d948,28630e13-3cb9-51a3-a446-73cefd80d948,tg:rubdoc:4262_#1,,,
e22_Items,1,rubdoc,tg:rubdoc:4272_#1,isad:rub:3291,PASSION.18,,a7a44811-7989-59bf-877d-976b386f8103,a7a44811-7989-59bf-877d-976b386f8103,tg:rubdoc:4272_#1,,,
e22_Items,1,rubdoc,tg:rubdoc:4104_#1,isad:rub:3149,Doos 19,,7e400bbc-dd34-56de-9bd4-1a373bff3ed1,7e400bbc-dd34-56de-9bd4-1a373bff3ed1,tg:rubdoc:4104_#1,,,
e22_Items,1,rubdoc,tg:rubdoc:4114_#1,isad:rub:3144,Doos 12,Corresponding LB-numbers: LB 858-909.,c3ddbddf-66f3-5a4d-b3f2-00452047e8fe,c3ddbddf-66f3-5a4d-b3f2-00452047e8fe,tg:rubdoc:4114_#1,,remarks,Nederlands
e22_Items,1,rubdoc,tg:rubdoc:3985_#1,isad:rub:3143,Doos 7,Corresponding LB-number: LB 365/1-2.,e69af469-25ab-502e-a709-09583d6c5749,e69af469-25ab-502e-a709-09583d6c5749,tg:rubdoc:3985_#1,,remarks,Nederlands
e22_Items,2,rubdoc,tg:rubdoc:3985_#2,isad:rub:3143,LB 215/6,Loose documentation taken out from the original folder.,cd8085f5-e50b-5e28-8dc5-58bf4cd85e8a,e69af469-25ab-502e-a709-09583d6c5749,tg:rubdoc:3985_#1,,remarks,Nederlands
e22_Items,1,rubdoc,tg:rubdoc:4122_#1,isad:rub:3144,Doos 2,,d73ead95-c0d8-586a-a3bc-e7f941558905,d73ead95-c0d8-586a-a3bc-e7f941558905,tg:rubdoc:4122_#1,,,
e22_Items,1,rubdoc,tg:rubdoc:3995_#1,isad:rub:3145,Doos 12,Corresponding LB-number: LB 910/4,600615a4-4951-59b8-8581-287f56621bbf,600615a4-4951-59b8-8581-287f56621bbf,tg:rubdoc:3995_#1,,remarks,Nederlands
e22_Items,1,rubdoc,tg:rubdoc:4132_#1,isad:rub:3144,Doos 3,,a4c220b7-1617-5a7e-8f3a-111879916316,a4c220b7-1617-5a7e-8f3a-111879916316,tg:rubdoc:4132_#1,,,
e22_Items,1,rubdoc,tg:rubdoc:4244_#1,isad:rub:3291,OLDTESTAMENT.16,,609c4db3-464e-5996-a4a7-21af1f4d48a5,609c4db3-464e-5996-a4a7-21af1f4d48a5,tg:rubdoc:4244_#1,,,
e22_Items,1,rubdoc,tg:rubdoc:4254_#1,isad:rub:3291,YOUTH.19,,19b3e6a0-a662-52ee-9fa3-94face63306c,19b3e6a0-a662-52ee-9fa3-94face63306c,tg:rubdoc:4254_#1,,,
e22_Items,1,rubdoc,tg:rubdoc:4081_#1,isad:rub:3148,Doos 23,,6fa9deb4-a0fa-5f0d-b395-5b157dc19421,6fa9deb4-a0fa-5f0d-b395-5b157dc19421,tg:rubdoc:4081_#1,,,
e22_Items,1,rubdoc,tg:rubdoc:4091_#1,isad:rub:3149,Doos 17,,f58f4d92-0e9e-58f1-a270-9e5f1d523dee,f58f4d92-0e9e-58f1-a270-9e5f1d523dee,tg:rubdoc:4091_#1,,,
e22_Items,1,rubdoc,tg:rubdoc:4226_#1,isad:rub:3140,Doos 24,,023ae9f5-3296-5669-91c4-287564d8cdd6,023ae9f5-3296-5669-91c4-287564d8cdd6,tg:rubdoc:4226_#1,,,
e22_Items,1,rubdoc,tg:rubdoc:4236_#1,isad:rub:3293,Doos 20 t.e.m. 22,,538edf86-c25a-5b6a-958a-b242c49bb13f,538edf86-c25a-5b6a-958a-b242c49bb13f,tg:rubdoc:4236_#1,,,
e22_Items,1,rubdoc,tg:rubdoc:4038_#1,isad:rub:3146,Doos 8,Corresponding LB-numbers: LB 491 and LB 33.,04a4e67f-bf78-57dd-987f-a7521f4677d0,04a4e67f-bf78-57dd-987f-a7521f4677d0,tg:rubdoc:4038_#1,,remarks,Nederlands
e22_Items,2,rubdoc,tg:rubdoc:4038_#2,isad:rub:3146,LB 33a / LC_083,Loose documentation taken out from the original folder.,cf49fd73-c141-5617-9466-a96aab0c8fb6,04a4e67f-bf78-57dd-987f-a7521f4677d0,tg:rubdoc:4038_#1,,remarks,Nederlands
e22_Items,1,rubdoc,tg:rubdoc:4028_#1,isad:rub:3146,Doos 9,Corresponding LB-number: LB 535.,f6422aea-c3c2-52d8-8fb6-9be598e615be,f6422aea-c3c2-52d8-8fb6-9be598e615be,tg:rubdoc:4028_#1,,remarks,Nederlands
e22_Items,1,rubdoc,tg:rubdoc:4150_#1,isad:rub:3144,Doos 16,,61a56146-708d-5078-b4ce-3b502bb704a1,61a56146-708d-5078-b4ce-3b502bb704a1,tg:rubdoc:4150_#1,,,
e22_Items,1,rubdoc,tg:rubdoc:3903_#1,isad:rub:3141,LB 1684 Ter / PR_033,Loose documentation taken out from the original folder,246b7300-f7e2-56d5-a3ff-7831e555fdac,246b7300-f7e2-56d5-a3ff-7831e555fdac,tg:rubdoc:3903_#1,,remarks,Nederlands
e22_Items,1,rubdoc,tg:rubdoc:3913_#1,isad:rub:3141,Doos 12,Corresponding LB-number: LB 954.,ae600148-7614-516e-8357-ca35869afdf3,ae600148-7614-516e-8357-ca35869afdf3,tg:rubdoc:3913_#1,,remarks,Nederlands
e22_Items,1,rubdoc,tg:rubdoc:4303_#1,isad:rub:3291,ALLEGORY.06,,4c978297-5c95-5644-b842-b486e3f688dc,4c978297-5c95-5644-b842-b486e3f688dc,tg:rubdoc:4303_#1,,,
e22_Items,1,rubdoc,tg:rubdoc:4313_#1,isad:rub:3291,PORTRAITS.02,,14865614-b2dc-5702-bb22-c36dcaed0e61,14865614-b2dc-5702-bb22-c36dcaed0e61,tg:rubdoc:4313_#1,,,
e22_Items,1,rubdoc,tg:rubdoc:4065_#1,isad:rub:3147,Doos 8,Corresponding LB-numbers: LB 350 and LB 356/2-5.,d3e1cab3-4087-5c7d-8596-a9e15b2653a8,d3e1cab3-4087-5c7d-8596-a9e15b2653a8,tg:rubdoc:4065_#1,,remarks,Nederlands
e22_Items,1,rubdoc,tg:rubdoc:4075_#1,isad:rub:3148,Doos 20,,666a06d0-d3e7-5635-a2fe-1b0b2bb0ef28,666a06d0-d3e7-5635-a2fe-1b0b2bb0ef28,tg:rubdoc:4075_#1,,,
e22_Items,1,rubdoc,tg:rubdoc:4007_#1,isad:rub:3145,Doos 11,"Corresponding LB-numbers: LB 722, LB 752, LB 746, LB 754, LB 758, LB 818.",6520622d-3555-5e79-adda-dbb710eae3d1,6520622d-3555-5e79-adda-dbb710eae3d1,tg:rubdoc:4007_#1,,remarks,Nederlands
e22_Items,2,rubdoc,tg:rubdoc:4007_#2,isad:rub:3145,LB 818,Loose documentation taken out from the original folder.,303fc3a9-4aef-57c7-af3f-a9442d0133bd,6520622d-3555-5e79-adda-dbb710eae3d1,tg:rubdoc:4007_#1,,remarks,Nederlands
e22_Items,1,rubdoc,tg:rubdoc:4017_#1,isad:rub:3146,Doos 6,Corresponding LB-number: LB 105/3.,a29b6ee2-a649-58f0-b8b5-5e16dafe1ccc,a29b6ee2-a649-58f0-b8b5-5e16dafe1ccc,tg:rubdoc:4017_#1,,remarks,Nederlands
e22_Items,1,rubdoc,tg:rubdoc:4219_#1,isad:rub:3140,Doos 24,,24cdadb1-9375-5316-b181-d51d645aa3fb,24cdadb1-9375-5316-b181-d51d645aa3fb,tg:rubdoc:4219_#1,,,
e22_Items,1,rubdoc,tg:rubdoc:4209_#1,isad:rub:3140,LB 926,,fdb75af0-b72f-542f-9482-6f7a7d5907c7,fdb75af0-b72f-542f-9482-6f7a7d5907c7,tg:rubdoc:4209_#1,,,
e22_Items,1,rubdoc,tg:rubdoc:3961_#1,isad:rub:3142,Doos 14,Corresponding LB-number: LB 2087.,7668fdde-a660-5862-a2ef-14c0b1126802,7668fdde-a660-5862-a2ef-14c0b1126802,tg:rubdoc:3961_#1,,remarks,Nederlands
e22_Items,1,rubdoc,tg:rubdoc:4133_#1,isad:rub:3144,Doos 3,,df94c655-0f98-5c5c-98da-55781e5e7b64,df94c655-0f98-5c5c-98da-55781e5e7b64,tg:rubdoc:4133_#1,,,
e22_Items,1,rubdoc,tg:rubdoc:3994_#1,isad:rub:3143,Doos 1,,cae008a4-601b-575a-929e-26efa6dc0f90,cae008a4-601b-575a-929e-26efa6dc0f90,tg:rubdoc:3994_#1,,,
e22_Items,1,rubdoc,tg:rubdoc:4123_#1,isad:rub:3144,Doos 2,,b848de92-0ff3-55c5-b536-37a79659ab41,b848de92-0ff3-55c5-b536-37a79659ab41,tg:rubdoc:4123_#1,,,
e22_Items,1,rubdoc,tg:rubdoc:3984_#1,isad:rub:3143,Doos 15,,7b7f42cf-8230-5527-8f9f-2223dbc4b773,7b7f42cf-8230-5527-8f9f-2223dbc4b773,tg:rubdoc:3984_#1,,,
e22_Items,1,rubdoc,tg:rubdoc:4255_#1,isad:rub:3291,YOUTH.22,,6ae3e567-a758-5192-ba9b-2fabad187e54,6ae3e567-a758-5192-ba9b-2fabad187e54,tg:rubdoc:4255_#1,,,
e22_Items,1,rubdoc,tg:rubdoc:4245_#1,isad:rub:3291,OLDTESTAMENT.21,,0bfbc181-4a72-53f6-bd60-98fd848e8a18,0bfbc181-4a72-53f6-bd60-98fd848e8a18,tg:rubdoc:4245_#1,,,
e22_Items,1,rubdoc,tg:rubdoc:4237_#1,isad:rub:3291,EUCHARIST.14,,f0b320a6-a78c-55a0-ab53-4164f5f04729,f0b320a6-a78c-55a0-ab53-4164f5f04729,tg:rubdoc:4237_#1,,,
e22_Items,1,rubdoc,tg:rubdoc:4227_#1,isad:rub:3288,Doos 23,,63a95efb-f134-5bcb-b8bb-9b02031e123c,63a95efb-f134-5bcb-b8bb-9b02031e123c,tg:rubdoc:4227_#1,,,
e22_Items,1,rubdoc,tg:rubdoc:4151_#1,isad:rub:3144,Doos 16,,53f026ec-7c51-5aec-b72b-1c6c8195e00d,53f026ec-7c51-5aec-b72b-1c6c8195e00d,tg:rubdoc:4151_#1,,,
e22_Items,1,rubdoc,tg:rubdoc:4029_#1,isad:rub:3146,Doos 6,Corresponding LB-numbers: LB 115 and LB 276/5.,b7060d2c-30b9-5388-849b-2c55776dc242,b7060d2c-30b9-5388-849b-2c55776dc242,tg:rubdoc:4029_#1,,remarks,Nederlands
e22_Items,1,rubdoc,tg:rubdoc:4141_#1,isad:rub:3144,Doos 16,,1abfac33-d607-5496-b544-248d91b7f381,1abfac33-d607-5496-b544-248d91b7f381,tg:rubdoc:4141_#1,,,
e22_Items,1,rubdoc,tg:rubdoc:4039_#1,isad:rub:3146,Doos 8,Corresponding LB-numbers: LB 505.,991b39d5-b55d-5fdf-a57d-710f357135c7,991b39d5-b55d-5fdf-a57d-710f357135c7,tg:rubdoc:4039_#1,,remarks,Nederlands
e22_Items,1,rubdoc,tg:rubdoc:4090_#1,isad:rub:3149,Doos 17,,39807fef-eaef-5ad4-8489-3abf4de6f24e,39807fef-eaef-5ad4-8489-3abf4de6f24e,tg:rubdoc:4090_#1,,,
e22_Items,1,rubdoc,tg:rubdoc:4080_#1,isad:rub:3148,Doos 23,,e1add963-3211-5cf4-bce9-57794029016e,e1add963-3211-5cf4-bce9-57794029016e,tg:rubdoc:4080_#1,,,
e22_Items,1,rubdoc,tg:rubdoc:4312_#1,isad:rub:3291,PROTOTYPES.06,,460f2deb-4dd8-5a7f-ab65-7d1461c89b0e,460f2deb-4dd8-5a7f-ab65-7d1461c89b0e,tg:rubdoc:4312_#1,,,
e22_Items,1,rubdoc,tg:rubdoc:4302_#1,isad:rub:3291,MYTHOLOGY.44,,377894da-9c90-5f35-8866-1371c94b2d69,377894da-9c90-5f35-8866-1371c94b2d69,tg:rubdoc:4302_#1,,,
e22_Items,1,rubdoc,tg:rubdoc:4074_#1,isad:rub:3147,Doos 8,Corresponding LB-number: LB 419.,41c04fc4-d382-586b-8524-7365c1495c2c,41c04fc4-d382-586b-8524-7365c1495c2c,tg:rubdoc:4074_#1,,remarks,Nederlands
e22_Items,1,rubdoc,tg:rubdoc:4064_#1,isad:rub:3147,Doos 7,"Corresponding LB-numbers: LB 326/5, LB 334/28 and LB 335/7.",333259a8-c9b3-541b-bb66-e2a459d33e85,333259a8-c9b3-541b-bb66-e2a459d33e85,tg:rubdoc:4064_#1,,remarks,Nederlands
e22_Items,1,rubdoc,tg:rubdoc:3912_#1,isad:rub:3141,Doos 12,Corresponding LB-number: LB 969/1,1a54c57a-2aa2-5a61-97a5-97e4f5e0a650,1a54c57a-2aa2-5a61-97a5-97e4f5e0a650,tg:rubdoc:3912_#1,,remarks,Nederlands
e22_Items,1,rubdoc,tg:rubdoc:3970_#1,isad:rub:3143,Doos 14,Corresponding LB-number: LB 1649/2.,801cce78-23ad-577d-ad0d-2790f51095f8,801cce78-23ad-577d-ad0d-2790f51095f8,tg:rubdoc:3970_#1,,remarks,Nederlands
e22_Items,2,rubdoc,tg:rubdoc:3970_#2,isad:rub:3143,LB 213/2,Loose documentation taken out from the original folder,d2cb3b78-6e14-5f7c-9ac1-da9a99551565,801cce78-23ad-577d-ad0d-2790f51095f8,tg:rubdoc:3970_#1,,remarks,Nederlands
e22_Items,3,rubdoc,tg:rubdoc:3970_#3,isad:rub:3143,LB 1780 / cc_037,Loose documentation taken out from the original folder,e7d8fbd4-ad02-55a8-9fd9-5f0f482b7f40,801cce78-23ad-577d-ad0d-2790f51095f8,tg:rubdoc:3970_#1,,remarks,Nederlands
e22_Items,1,rubdoc,tg:rubdoc:4016_#1,isad:rub:3146,Doos 6,Corresponding LB-number: LB 11.,749698df-ca56-50d8-a801-7189c614e983,749698df-ca56-50d8-a801-7189c614e983,tg:rubdoc:4016_#1,,remarks,Nederlands
e22_Items,2,rubdoc,tg:rubdoc:4016_#2,isad:rub:3146,LB 11a / JC_035,Loose documentation taken out from the original folder.,a0b8a3ce-514f-5af6-b357-a5042ba18835,749698df-ca56-50d8-a801-7189c614e983,tg:rubdoc:4016_#1,,remarks,Nederlands
e22_Items,1,rubdoc,tg:rubdoc:4006_#1,isad:rub:3145,Doos 14,Corresponding LB-number: LB 1588.,9c7881b6-8c87-5e5b-a055-5cf25ce157ec,9c7881b6-8c87-5e5b-a055-5cf25ce157ec,tg:rubdoc:4006_#1,,remarks,Nederlands
e22_Items,2,rubdoc,tg:rubdoc:4006_#2,isad:rub:3145,LB 819,Loose documentation taken out from the original folder.,9d38af63-35d5-5a33-b7e6-d988288d1657,9c7881b6-8c87-5e5b-a055-5cf25ce157ec,tg:rubdoc:4006_#1,,remarks,Nederlands
e22_Items,1,rubdoc,tg:rubdoc:4208_#1,isad:rub:3140,LB 993/1,,5b39ed8b-fa58-5a57-9610-b1e528473e3a,5b39ed8b-fa58-5a57-9610-b1e528473e3a,tg:rubdoc:4208_#1,,,
e22_Items,1,rubdoc,tg:rubdoc:4218_#1,isad:rub:3140,Doos 24,,1972513d-0cf3-505e-81ca-4cd672e24d1b,1972513d-0cf3-505e-81ca-4cd672e24d1b,tg:rubdoc:4218_#1,,,
e22_Items,1,rubdoc,tg:rubdoc:4148_#1,isad:rub:3144,Doos 16,,0eba0d32-8ad7-5027-8458-967b56d475fc,0eba0d32-8ad7-5027-8458-967b56d475fc,tg:rubdoc:4148_#1,,,
e22_Items,1,rubdoc,tg:rubdoc:4030_#1,isad:rub:3146,Doos 8,Corresponding LB-number: LB 458/4.,e3e24360-21ce-506f-baaf-9808b8063440,e3e24360-21ce-506f-baaf-9808b8063440,tg:rubdoc:4030_#1,,remarks,Nederlands
e22_Items,1,rubdoc,tg:rubdoc:4158_#1,isad:rub:3144,Doos 4,,a167abb0-f1e1-5f4e-a9da-ed4f94e5ee36,a167abb0-f1e1-5f4e-a9da-ed4f94e5ee36,tg:rubdoc:4158_#1,,,
e22_Items,2,rubdoc,tg:rubdoc:4158_#2,isad:rub:3144,"V17 / Theodor Van Thulden / folder ""Andere religieuze onderwerpen""","https://anet.be/record/rub/opacrub/c:lvd:13231700/N
",fa23a092-b560-5440-a9de-804a0874d253,a167abb0-f1e1-5f4e-a9da-ed4f94e5ee36,tg:rubdoc:4158_#1,,remarks,Nederlands
e22_Items,1,rubdoc,tg:rubdoc:4020_#1,isad:rub:3146,Doos 6,Corresponding LB-number: LB 76.,42fdc3c4-507a-593f-8193-30b5bde91ef5,42fdc3c4-507a-593f-8193-30b5bde91ef5,tg:rubdoc:4020_#1,,remarks,Nederlands
e22_Items,1,rubdoc,tg:rubdoc:4089_#1,isad:rub:3148,Doos 17,,b63f326d-c177-57d6-b7bc-ec43da506fef,b63f326d-c177-57d6-b7bc-ec43da506fef,tg:rubdoc:4089_#1,,,
e22_Items,1,rubdoc,tg:rubdoc:3956_#1,isad:rub:3142,Doos 10,Corresponding LB-number: LB 694/1.,e7e7f475-15ed-523f-850a-ac29e32a78ff,e7e7f475-15ed-523f-850a-ac29e32a78ff,tg:rubdoc:3956_#1,,remarks,Nederlands
e22_Items,1,rubdoc,tg:rubdoc:3946_#1,isad:rub:3142,Doos 9,"The LB number written on the envelope is LB 570, however  the right one is LB 568.",5ac1bb60-19b3-558a-a081-27f553514c5c,5ac1bb60-19b3-558a-a081-27f553514c5c,tg:rubdoc:3946_#1,,remarks,Nederlands
e22_Items,1,rubdoc,tg:rubdoc:4099_#1,isad:rub:3149,Doos 18,,03d7aac9-c0a1-5ee5-98ab-c7e3ca581c06,03d7aac9-c0a1-5ee5-98ab-c7e3ca581c06,tg:rubdoc:4099_#1,,,
e22_Items,1,rubdoc,tg:rubdoc:4297_#1,isad:rub:3291,MYTHOLOGY.14,,88822884-2987-5a12-ba4e-787d883b5ced,88822884-2987-5a12-ba4e-787d883b5ced,tg:rubdoc:4297_#1,,,
e22_Items,1,rubdoc,tg:rubdoc:4287_#1,isad:rub:3291,SAINTS.42,,11feb443-9766-5d79-9d23-da56a54ee4d8,11feb443-9766-5d79-9d23-da56a54ee4d8,tg:rubdoc:4287_#1,,,
e22_Items,1,rubdoc,tg:rubdoc:4193_#1,isad:rub:3140,Doos 24,,7efc60c1-2c90-5de2-ada0-8e813733c2b6,7efc60c1-2c90-5de2-ada0-8e813733c2b6,tg:rubdoc:4193_#1,,,
e22_Items,1,rubdoc,tg:rubdoc:3934_#1,isad:rub:3142,Doos 14,,3c6622d2-427e-55de-90fe-07e5cf519dcd,3c6622d2-427e-55de-90fe-07e5cf519dcd,tg:rubdoc:3934_#1,,,
e22_Items,1,rubdoc,tg:rubdoc:4183_#1,isad:rub:3140,Doos 23,,3c1e2027-62c5-5120-a6c3-5d1d5e692e3a,3c1e2027-62c5-5120-a6c3-5d1d5e692e3a,tg:rubdoc:4183_#1,,,
e22_Items,1,rubdoc,tg:rubdoc:3924_#1,isad:rub:3141,Doos 9,"Corresponding LB-numbers: LB 610, LB 611, LB 925 and LB 934.",7aa24a3d-7eda-5a58-8dbe-339febe7436e,7aa24a3d-7eda-5a58-8dbe-339febe7436e,tg:rubdoc:3924_#1,,remarks,Nederlands
e22_Items,1,rubdoc,tg:rubdoc:4042_#1,isad:rub:3146,Doos 8,Corresponding LB-number: LB 397.,5c633b4c-3ccc-5a8d-92ff-f53893b9a491,5c633b4c-3ccc-5a8d-92ff-f53893b9a491,tg:rubdoc:4042_#1,,remarks,Nederlands
e22_Items,1,rubdoc,tg:rubdoc:4324_#1,isad:rub:3291,COLLABORATIONS.01,,2c72729e-d186-5131-9a21-df62c444110e,2c72729e-d186-5131-9a21-df62c444110e,tg:rubdoc:4324_#1,,,
e22_Items,1,rubdoc,tg:rubdoc:3969_#1,isad:rub:3143,Doos 1,,5734e620-d906-58cd-bba5-78b74c28210b,5734e620-d906-58cd-bba5-78b74c28210b,tg:rubdoc:3969_#1,,,
e22_Items,1,rubdoc,tg:rubdoc:3979_#1,isad:rub:3143,Doos 14,,c742a80b-4028-5f24-9401-19e15bffc984,c742a80b-4028-5f24-9401-19e15bffc984,tg:rubdoc:3979_#1,,,
e22_Items,1,rubdoc,tg:rubdoc:4177_#1,isad:rub:3140,Doos 25,,cd98b6ba-b497-5f4f-9d4f-d6da09c71b04,cd98b6ba-b497-5f4f-9d4f-d6da09c71b04,tg:rubdoc:4177_#1,,,
e22_Items,1,rubdoc,tg:rubdoc:4167_#1,isad:rub:3144,Doos 5,,07bde4e1-55fe-589f-9f25-1046aaa5bbbc,07bde4e1-55fe-589f-9f25-1046aaa5bbbc,tg:rubdoc:4167_#1,,,
e22_Items,1,rubdoc,tg:rubdoc:4211_#1,isad:rub:3140,LB 703/1,,9f636bb2-a850-58ff-825b-39f83f5765c4,9f636bb2-a850-58ff-825b-39f83f5765c4,tg:rubdoc:4211_#1,,,
e22_Items,1,rubdoc,tg:rubdoc:4201_#1,isad:rub:3142,LB 1133 / PO_025,,9389f358-9f44-52ed-8536-1bd49ac43b11,9389f358-9f44-52ed-8536-1bd49ac43b11,tg:rubdoc:4201_#1,,,
e22_Items,1,rubdoc,tg:rubdoc:4273_#1,isad:rub:3291,PASSION.24,,d72435d1-e42f-5bac-ac04-e9f34307bd5d,d72435d1-e42f-5bac-ac04-e9f34307bd5d,tg:rubdoc:4273_#1,,,
e22_Items,1,rubdoc,tg:rubdoc:4263_#1,isad:rub:3291,MADONNA.26,,4f98a8b1-11c8-5d86-ab0d-7e71708ddbec,4f98a8b1-11c8-5d86-ab0d-7e71708ddbec,tg:rubdoc:4263_#1,,,
e22_Items,1,rubdoc,tg:rubdoc:4115_#1,isad:rub:3144,Missing (April 2019),,84564357-6058-506c-a5c5-c82b93b031db,84564357-6058-506c-a5c5-c82b93b031db,tg:rubdoc:4115_#1,,,
e22_Items,1,rubdoc,tg:rubdoc:4105_#1,isad:rub:3149,Doos 19,,093ab954-fe9a-52b5-8907-05660a70aa13,093ab954-fe9a-52b5-8907-05660a70aa13,tg:rubdoc:4105_#1,,,
e22_Items,1,rubdoc,tg:rubdoc:4204_#1,isad:rub:3140,"V17 / Theodor Van Thulden / folder ""De Passie""",,332a14fd-6576-5944-b42b-502a36c4a3f0,332a14fd-6576-5944-b42b-502a36c4a3f0,tg:rubdoc:4204_#1,,,
e22_Items,1,rubdoc,tg:rubdoc:4214_#1,isad:rub:3140,Doos 24,,955ff600-8507-5097-a4e3-024616235bad,955ff600-8507-5097-a4e3-024616235bad,tg:rubdoc:4214_#1,,,
e22_Items,1,rubdoc,tg:rubdoc:4172_#1,isad:rub:3140,Doos 24,,1e086128-51fb-50fa-b3a2-a8c9f70a1d2a,1e086128-51fb-50fa-b3a2-a8c9f70a1d2a,tg:rubdoc:4172_#1,,,
e22_Items,1,rubdoc,tg:rubdoc:4100_#1,isad:rub:3149,Doos 18,,3568f120-5827-5b0e-80dd-b12d1174ee9a,3568f120-5827-5b0e-80dd-b12d1174ee9a,tg:rubdoc:4100_#1,,,
e22_Items,1,rubdoc,tg:rubdoc:4110_#1,isad:rub:3149,Doos 25,,dae48d47-2e9e-52c1-9d6c-79941c4d80af,dae48d47-2e9e-52c1-9d6c-79941c4d80af,tg:rubdoc:4110_#1,,,
